vond001jose05_01.TEI.2.text.body.div.head.163.s.1	jozef in Dothan .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2583.s.1	ARabie , gij stoffen zo oog Op u geluk , gelijk u bogen vinden onder , die hebben snorren en kraken , de arend in doen veren raken , Op het allerveilighst vinden zijn vlucht , In u mede geur doortrekken lucht ; waar door u fier feniks zweven ; Om wieden gij in festoen weven : ik vogelen zien nooit weerga .	Emotion_Happiness
vond001jose05_01.TEI.2.text.body.div.sp.lg.2583.s.2	gij roemen : god schonk uw deze genade , Om die u volk zijn oorsprong nemen uiten die befaamd Abraham , Die oostwaarts sturen na doen zinnen Zijn zone , die hij telen en winnen bij Agar , en bij Kethura ; weer bloed nog groeien in Isax schade , En lachen in zijn Hebreeus verdrieten , hebben gading in al het geren hebben zien .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2583.s.3	Zwijgh , Ismael , zwijgh , Madian vinden roemen , die luttel baat kunnen .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2583.s.4	Zwijgh , Arabier , deze zijn het oud lied .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2583.s.5	de recht feniks kennen gij niet .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2583.s.6	hij zijn hebben niet , die nest boud In u gezegend myrtewout , daar gij kanneele vier stoken .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2583.s.7	En al lekkernij koken .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2612.s.1	ik halen ik vogel roemen in toppen .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2612.s.2	hij voeren op zijn gekruifden kop ( Om wieden een glans zijn straal spreit ) Een helder ster : doen majesteit zien hij te klaar oog uiten .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2612.s.3	doen goud halsband hand en sluiten Om zijn geschakeerden hals ; Een recht zonnespiegel , alles doen zinnen zien blind zien in die gloed .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2612.s.4	Natuur hebben mede haar eigen bloed Zijn wiek kostelijk bekladden ; tros purper , tros scharlaken , die de koning of aartspriester kleed .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2612.s.5	doen blauw staart , zo langen , zo breed , hand borduren mede roos bij roos .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2612.s.6	robijn schitteren op turkoois .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2612.s.7	Aldus , voeden vinden hemels vieren , En zinnen en dauw , bereiken ik die zo menig eeuw vinden honderd jaar , Tot die hebben smelten op het zonaltaer ; En uiten zijn as een jong zwellen , Die het vaderlijk lijk bestellen te graaf , mede een staetst vinden Meer vogelen , alles ik schildren kunnen .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2612.s.8	waar vinden ik vogelen in een rijk , Die mijn vogelen zijde gelijk ?	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2642.s.1	nul blind Arabers , woerd gij wijze , gij hebben , voor een ' gering prijzen , de feniks , het puik vinden u slachten , terstond krijgen in u macht ; de recht feniks , die gewis velen schoon dan u vogelen zijn : Een feniks , die doen haten en nijd mede spoor stoten , verpickt en bijten .	Emotion_Hatred_Envy_Anger
vond001jose05_01.TEI.2.text.body.div.sp.lg.2642.s.2	gij voeren die onbekend schatten na Memphis , en na Zonnestat , Door een wolk vinden zand en stof : daar zullen ik , in die prachtig hof , wie naeldepunt god hofbeschiet , zieden , hoe doen Nijl , doen groot vlijt , ( Die leven uiten zijn pen zuigen ) doen kroon mede zeel takken buight Voor zijn godheid , voor zijn hoofd , het welk al wijze glans verdoofd .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2642.s.3	daar zullen hij sterven , droef bewenen ; Zijn dubbel afkomst , het vrome gebeente ( mede mirre en sterken balsemgeur Gebalsemt door en weder door , leggen mede een ontelbaar heir ) Vervoeren droog door stroom en meer ; Op die hebben rusten in het eerlijk graf , Op het land , die hij zijn vader geven .	None
vond001jose05_01.TEI.2.text.body.div.head.2645.s.1	hebben vijfde bedrijf .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.1	doen Madianners slaan , in d'omgelege vlek , zij ledigen och , hoe langen vallen ik die langksaem trek .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.2	doen middag zinnen , die uiten hebben toppunt nu rechte neder Op het hoofd steken , gloeien alles vieren , en lijden geren schaduw meer .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.3	Nu hopen ik rusten deze heide beschutten voor al kommer .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.4	elk wijken doen hitte , of slapen , dekken vinden koelen lommer .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.5	ik vernemen doen broeder niet , nog mens , nog mensgelijk , waar ik ik oog draai .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.6	o god , de vrome wijken , sterk Ruben , zege hij , laat deze tocht gelukken ; die hij zijn ' broeder mogen de muil de dood ontrucken , mede deze koord .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.7	o god , nemen jozef in u schutten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.8	vinden blijdschap springen ik harden , in god nader , na de putten .	Joy_Emotion_BodyPart_BodilyProcess
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.9	mare Ruben , zien wel toen , en spreken bedeesd , en zacht .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.10	doorsnuffelen deze gewest : misschien schuilen iemand achter deze kreupelbos : zien toen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.11	hoe vrezen ik voor gevaar .	Fear_Emotion
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.12	ik Verneem'er niets , god lof . het goed wel , doen bidden zijn klaar .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.13	daar hand hebben touwen wel vasten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.14	laat schieten na beneden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.15	Op jozef , klimmen , het zijn tijd .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.16	hoe siddren al ik lid .	Fear_BodyPart_BodilyProcess
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.17	ik horen geren stemmen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.18	wat raad ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.19	of ik wat luid roepen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.20	hij vallen misschien in slaap vinden het schreien , en het zijn diep .	BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.21	Nu broeder , klimmen , het worden tijd : zijde mogen wij betrapen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.22	Op broeder , op , het worden tijd .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.23	God hoeden wij voor zulk slaap .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.24	ik broeder , broeder , horen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.25	hij slapen zo zwaar alles lood .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.26	ik lief broeder , horen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.27	och , jozef zijn al dood : hij slapen de lang slaap : ik geven de moed verliezen : wan niemand slapen zo vasten of mos die roep horen ; En schreeuw ik hemelhoog , ik stemmen mogen ik verraen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.28	helaas , waar berg ik ik ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.29	och wat goed Ruben aen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.30	ik hebben die kind verzuimen : hebben zitten te langen gevangene .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.31	wij weten , of niet vergif vinden pad en vinden slang , de janhen hebben verstikken , in slijm en boos stank .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.32	Och , wroeght uw het harden niet ?	Emotion_BodyPart_BodilyProcess_Remorse
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.33	ja hebben moeten ik leven lang ik wroegen .	Emotion_Remorse
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.34	zullen ik gaan die oude manna bedroeven , mede zulk een leiden mare ?	Emotion_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.35	ik willen vinden al proef , En dal in die kuil , en gruwelijk schieten ; Op die ik jozef vis , het zijde levendig of dood .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.36	ik god , waar liggen ik broeder ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.37	ik god , ik scheur ik kleed .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.38	ik god , waar dwaelt ik broeder ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.39	komen wolf leeuw beer , Spalck op , spalck op u keel , en vreselijk mond .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.40	verslinden de broeder vrijen , die eest zijn broeder verslinden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.41	Verzaet uw mede deze lijf , in hol en spelonk .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.42	drinken Rubens bloed : hij hebben zijn broeder bloed drinken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.43	mare och , gij dier , och , gij horen niet een na ik .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.44	doen wildernis zijn medoogener alles wie : zijde sparen mens : zijde verschonen zelf hebben leven de mens , die het gedierte de nader vinden dier geven , En die zelf dier zijn , en tigers in de aard .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.45	komen broeder , dempen de putten : ik zijn doen zinnen niet woerd .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.46	doen zinnen mogen zulk een ' vloek nog ondier niet beschynen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.47	hebben gras en geloven verdorren , doen blijde bloem kwijnen , waar ik ik ' ademen halen : of liggen ik in de kuil ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.48	Of hebben een luipert ik grijpen in zijn ' muil ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.49	nul tijger , bijten niet toen : ik zijn niet woerd te sterven , nog tot een graf u buik u ingewand t'erven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.50	waar zijn ik ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.51	schijnen doen zinnen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.52	of schijnen doen bleek maen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.53	Nu sterven : neen , sterven nog niet : gij moeten nog dwaal gaan , gaan zieden , waar jozef dwaal , waar jozef zijde blijven : Of zylien hij of kan en Amor brengen om het leven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.54	het Hebreeus slachten hebben tocht zij ' haten mede rechte verdiend , En nauwelijks , in al het land , een enig mens te vriend .	Emotion_Hatred
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.55	Wat toeven ik hier ? het zijn tijd : ik moeten na boven steigeren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.56	nul zinnen , gij deinzen mede rechte , en schijnen ik het liggen te weigeren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.57	Ja weigeren ik u ' glans : kaar vinden ik het heilig liggen , Eer ik u ' zuiverheid bevleck mede ik gezicht .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.58	ik oog schemeren : ik tassen gelijk doen blind .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.59	Nu Ruben , slaan die op , of gij de weg kosten vinden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.60	Och , broeder , hebtghe uw ook , naar ik vertrekken , bedenken , hij uiten de putten halen , en stillen om hals gebroght ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2722.s.1	AL die genoeg verkopen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2722.s.2	hier zullen geren haan naar kraaien .	None
vond001jose05_01.TEI.2.text.body.div.sp.2726.s.1	Indien het gelukken willen , die wie de huisvooght paaien .	None
vond001jose05_01.TEI.2.text.body.div.sp.2730.s.1	vertrouwen die Levi toen : hij zijn doortrapt en kloek .	None
vond001jose05_01.TEI.2.text.body.div.sp.2734.s.1	doen logen hoeven velen schijn : hij lijden geren onderzoeck .	None
vond001jose05_01.TEI.2.text.body.div.sp.2739.s.1	ik spreecke uiten een mond , zo zullen hebben elk geloven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2743.s.1	behalve een , die het zien , hebben alziend oog , daar boven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2747.s.1	Die zeggen hebben niemand voor : god zwijgen , indien gij zwijgen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2751.s.1	vinden binden zitten ' er een , die hebben gemoed betijght .	None
vond001jose05_01.TEI.2.text.body.div.sp.2755.s.1	Hier zijn geren bloed storten , hoe zij het moeten wij wroegen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2759.s.1	het verkopen vinden zijn bloed baard smarten , en ongenoegen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2763.s.1	hij wereld voor slaaf verkopen , die wij voor slaven schelden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2767.s.1	wie staan onder hij , nog onder zijn geweld .	None
vond001jose05_01.TEI.2.text.body.div.sp.2771.s.1	Te groot dwaasheid wassen het , vinden heerschappij te droom .	None
vond001jose05_01.TEI.2.text.body.div.sp.2775.s.1	het zijn blode suffers werk , voor iemants dromen te schromen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2779.s.1	Zijn het suffers , die de slag vinden ver komen zieden ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2783.s.1	het zijn hachelijk te rad , wat namaels zullen geschien .	None
vond001jose05_01.TEI.2.text.body.div.sp.2787.s.1	hebben allerzekerste zijn het gevreesde kwaad te karn .	None
vond001jose05_01.TEI.2.text.body.div.sp.2791.s.1	ervarenheid en tijd de mens velen ding lederen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2795.s.1	het zijn wel leren , wanneer ik het juk hebben aen de hals .	None
vond001jose05_01.TEI.2.text.body.div.sp.2799.s.1	zeg wat vinden droom naar : nu zien gij het , zijde zijn vals .	None
vond001jose05_01.TEI.2.text.body.div.sp.2803.s.1	danken hebben wij dapperheid , die het schutten daar voor kennen schieten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2807.s.1	leed vader slechts geren lassen , hebben zij ik minnen verdriet .	Emotion_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2811.s.1	die zijn voor een dag of teen : hebben slim zijn in het beginnen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2815.s.1	Die janhen staan te diep prenten in vader zijn .	None
vond001jose05_01.TEI.2.text.body.div.sp.2819.s.1	die bleek mare al te klaar , die hebben de knechten bederven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2823.s.1	hij hebben hebben tegen wij , wie tegen god verkurven	None
vond001jose05_01.TEI.2.text.body.div.sp.2827.s.1	Wat schelen hebben , hoe ik leven , hebben zijde alles knechten of heer ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2831.s.1	trek Josephs schoen aen , en roepen de janhen weer	None
vond001jose05_01.TEI.2.text.body.div.sp.2835.s.1	doen jong allerlichtst tot die gebit gewennen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2839.s.1	ik leren mede ongemak aldus de breidelen kennen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2843.s.1	En ook zijn eigen kracht : zo gaetmen aen doen hand .	None
vond001jose05_01.TEI.2.text.body.div.sp.2847.s.1	zo wijd vinden vader huis , en in een ander land ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2851.s.1	hij kennen mede rusten en wreed in vader huis niet duren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2855.s.1	ik hebben hij goed bestellen bij iemand vinden wij buur .	None
vond001jose05_01.TEI.2.text.body.div.sp.2859.s.1	hebben maagschap buren vinden ver velen goed dan naar bij .	None
vond001jose05_01.TEI.2.text.body.div.sp.2863.s.1	Een ieder hebben zijn huis en zijn verkering vrijen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2867.s.1	Die dartel dromer rijten zijn vader op doen schouder .	None
vond001jose05_01.TEI.2.text.body.div.sp.2871.s.1	zijn het vreemd ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2871.s.2	hebben harden vinden het kind hebben trek tot huis en ouder ,	BodyPart_Love
vond001jose05_01.TEI.2.text.body.div.sp.2876.s.1	hij houden die trek , en blijven velen mijl vinden de haren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2880.s.1	zo deze verkopen niet velen mijl onrust baard .	None
vond001jose05_01.TEI.2.text.body.div.sp.2884.s.1	d'Onnoosle Benjamin mogen nu de oude strelen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2888.s.1	deze wond in d'oude barsten willen traag of nimmer heel .	BodyPart_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2892.s.1	Of hij mede jozef speele , of Benjamin , die zijn een .	None
vond001jose05_01.TEI.2.text.body.div.sp.2896.s.1	Zijn ' broeder gelijk , alles uiten zijn aengezicht snijden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2900.s.1	hij zijde hij ongelijk in aard natuur en zede .	None
vond001jose05_01.TEI.2.text.body.div.sp.2904.s.1	Onwetend hebben die wicht een groots verliezen lijden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2908.s.1	hebben groeien in deugd op , en vrezen geren ongelijk .	None
vond001jose05_01.TEI.2.text.body.div.sp.2912.s.1	Zijn vol broeder wassen hij d'allerwiste wijken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2916.s.1	hij vinden nog heuls genoeg aen zo velen trouwen broeder .	None
vond001jose05_01.TEI.2.text.body.div.sp.2920.s.1	uiten een vader wel , mare uiten verscheiden moeder .	None
vond001jose05_01.TEI.2.text.body.div.sp.2924.s.1	Wel Judas , wij komen hier ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2924.s.2	ik horen een droef stemmen .	Emotion_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2929.s.1	die zijn Ruben och , hij komen , en drie paar broeder mede hij .	None
vond001jose05_01.TEI.2.text.body.div.sp.2929.s.2	Wat raad ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2929.s.3	nu vrezen ik het al , ook zelf wij stom kudde .	Fear_EmotionalAction
vond001jose05_01.TEI.2.text.body.div.sp.2933.s.1	hebben schijnen hij hebben berouw , en komen zijn ' kroppen uitschudden .	Emotion_BodyPart_Remorse
vond001jose05_01.TEI.2.text.body.div.sp.2946.s.1	OCh , broeder , spreken tocht : leven hebben kind , of zijn hebben heen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2946.s.2	te minst tonen ik het lijk , op die ik het nog bewenen , En wenen verzachten hebben snerpen vinden de rouw .	Emotion_BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2946.s.3	gunnen Ruben deze troosten , die hij hebben kind aenschouwe , het zijde levendig of dood .	None
vond001jose05_01.TEI.2.text.body.div.sp.2946.s.4	doen dood versmoren de haten : hebben lijk blijven onbenijt .	Emotion_Hatred
vond001jose05_01.TEI.2.text.body.div.sp.2946.s.5	of hebben die spruiten de smaad de dood nog niet bezuren , waar zijn zijde dan varen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2946.s.6	ontzien ik ik deze stuk , zo het liggen , nog t'openbaren ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2946.s.7	Och , broeder , spreken rechte uiten , en helpen ik uiten de dutten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2946.s.8	Och , zeggen , waar jozef beven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2950.s.1	hij dromen vasten in de putten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2954.s.1	ik hebben over al zoeken , mare nergens hij vinden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2958.s.1	hebben gij u hand zelf dan aen de knechten schenden ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2962.s.1	ik vernemen de janhen niet , in die vervloekt kuil .	None
vond001jose05_01.TEI.2.text.body.div.sp.2966.s.1	zijn gij daar in dalen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2970.s.1	gij zien , ik zijn nog vuil .	None
vond001jose05_01.TEI.2.text.body.div.sp.2974.s.1	zo liggen gij toen , om al de handelen te bederven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2978.s.1	ik verhopen het kind nog een te troost voor zijn sterven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2983.s.1	zeg lief heimelijk te redden in de nood .	None
vond001jose05_01.TEI.2.text.body.div.sp.2987.s.1	Och , tonen ik jozef tocht , het zijde levendig of dood .	None
vond001jose05_01.TEI.2.text.body.div.sp.2991.s.1	Verrader vinden u broeder , die zij uw het leven geld .	None
vond001jose05_01.TEI.2.text.body.div.sp.2995.s.1	hebben geld ook wat hebben willen , ik moeten ik jozef melde .	None
vond001jose05_01.TEI.2.text.body.div.sp.2999.s.1	Al wij vinden jozef reppen , zullen Josephs gang gaan .	None
vond001jose05_01.TEI.2.text.body.div.sp.3003.s.1	hebben gade zo het willen : deze komen op d'eerstgeboren aen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3007.s.1	gij hebben zijn dood bestemmen : waar toen deze ijdel kermen ?	EmotionalAction_Despair
vond001jose05_01.TEI.2.text.body.div.sp.3011.s.1	ik stemmen tot de putten , om het leven te beschermen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3015.s.1	Beschermer vinden u broeder , nu schijnen gij bijster vrome .	None
vond001jose05_01.TEI.2.text.body.div.sp.3019.s.1	Och , broeder , spreken rechte uiten , en helpen ik uit de dromen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3023.s.1	Nu Ruben , zijn rusten : ik zweren , hij zijn in het leven .	None
vond001jose05_01.TEI.2.text.body.div.sp.3027.s.1	leven jozef ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3027.s.2	god zijde lof : waar zijn dan het kind blijven ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3031.s.1	troosten uw , die hij leven , mede een genoeg gezeit .	None
vond001jose05_01.TEI.2.text.body.div.sp.3035.s.1	zullen ik ik troost , geven ik korten en klaar bescheid .	None
vond001jose05_01.TEI.2.text.body.div.sp.3039.s.1	ik verkopen hij Ismael , om twintig zilverling .	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.1	nul bloedgeld , zo vervloekt alles hand ooit ontvangen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.2	rampzalig , wat vloek hebben uw zo ver gebroght ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.3	u ' vrome broeder voor slaaf erfvyanden verkopen , En wild , die , om roven , een rover oorlog voer ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.4	mare ik zeggen goed tam : wan zijde vang en beloeren uitheems ; wie wij bloed en huisgenoot en maag : Op die helen Syrien , en ieder een , gewaegh vinden zulk een koopmanschap , indien het komen uiten te breken .	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.5	doen wijdte wereld , die zo loffelijk weten te spreken vinden ons vader godvruchtigheit , willen haasten deze gruwelijk schellemstuck de zone al verbaasd vervloeken , alles doen druk de jong harden doorsnyde ; Wanneer hij Hebron laat aen zijn slincke zijden , In het reizend , lang die droef en harden en flaefsche bidden , En komen zijn aengezicht na vader huis te slaan .	Emotion_BodyPart_BodilyProcess_Sadness_Despair
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.6	Och , Ruben , vlieden , en komen niet onder vader oog , die gij zijn traan zien : mare niemand zalze droge , alles d'afgeleefde en dor en aengevochte manna Die tijding hoorende , vinden druk niet schreien kunnen .	BodyPart_BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.7	Och vader vloek willen ik eest spring voor doen scheen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.8	zullen hij wij wreedheid of zijn slavernij besteenen , Of al beide , en welk vinden bei dan allereerst ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.9	wij naakt hij allerdichtst ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.10	wij hout zien allerveerst ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.11	Och , Judas , kennen ik uw een ' broedermoord betrouwen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.12	waar zullen ik heen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.13	o wrok , wat kwaad hebben gei brouwen !	Emotion_Spitefulness
vond001jose05_01.TEI.2.text.body.div.sp.3075.s.1	hebben Judas in u oog zo grootelix misdoen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3075.s.2	gij zelf hebben tot die putten om beter willen geraden , En hij tot deze koop .	None
vond001jose05_01.TEI.2.text.body.div.sp.3075.s.3	hebben wulps bloed moeten lederen : Die thuis niet hard kunnen , gehoorzaam vreemd heer .	None
vond001jose05_01.TEI.2.text.body.div.sp.3082.s.1	Och Rachels zode , o vlucht vinden die godvruchtig goed , een in de putten dalen , en een op prijzen zetten , Op een zelf dag , vinden zo velen broeder zamen ; waar bergen ik het hoofd vinden schaamte ?	BodyPart_BodilyProcess_Shame
vond001jose05_01.TEI.2.text.body.div.sp.3082.s.2	ik moeten ik eeuwig schamen .	Emotion_Shame
vond001jose05_01.TEI.2.text.body.div.sp.3088.s.1	Ja schaem uw , om u moeder , alles het uitvallen zo bekaeit ; alles gij zo schaamteloos op vader akker zaaien , En ploegen , en eerloos mengen hebben kroos vinden zode en vader .	None
vond001jose05_01.TEI.2.text.body.div.sp.3092.s.1	ik bidden uw , hout gemak : deze dienen voor al niet nader .	None
vond001jose05_01.TEI.2.text.body.div.sp.3097.s.1	Een eerlijk gezel , hij worden vinden schaamte rood , mede zijn godvruchtig bed , en in zijn Bilhaes schieten .	Emotion_BodilyProcess_Shame
vond001jose05_01.TEI.2.text.body.div.sp.3101.s.1	kunnen Dan en Napthali die laster verdragen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3106.s.1	ik broeder , hout gemak : hier willen al het land af wagen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3106.s.2	Hoe stillen ik deze gevecht ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3106.s.3	om god willen , zwijgen tocht stillen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3110.s.1	Die het al willen zeggen , horen die hij niet horen willen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3114.s.1	deze veldkrackeel zij liggen het verbergen stuk ontdekken .	None
vond001jose05_01.TEI.2.text.body.div.sp.3119.s.1	ik tijd na d'Arabiers , die in doen naast vlek zien neerslaen : mogelijck verlossen ik jozef weer .	None
vond001jose05_01.TEI.2.text.body.div.sp.3123.s.1	Bloetschender , houden u rusten , of anderszins , ik zweren .	None
vond001jose05_01.TEI.2.text.body.div.sp.3127.s.1	waar zijn ik , onder broeder , of broedermoordenaeren ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3131.s.1	ik bidden uw , Ruben , rusten , en laat deze schelden varen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3135.s.1	ik hebben ik broeder beloven te troost : laat ik gaan .	None
vond001jose05_01.TEI.2.text.body.div.sp.3139.s.1	hij roepen uw bij u ' nader , en zien vasten stewaert aen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3143.s.1	nul jozef , zaegt gij nog na Ruben , om t'ontvlieden ?	None
