vond001gysb04_01.TEI.2.text.body.div.head.296.s.1	Gysbrecht vinden Aemstel .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.6	hij scheiden een Polyfeem , hebben krijghsvolckscheen zijn kudde .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.7	doen torn vinden het stadhuis bewegen zien en schudden , zode dik hij op een ' pos , of op de gevel stoten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.8	hij vrezen Herkles knots nog Samsons vuist niet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.9	doen Kermers volgen hij , en Noorderlantsche knecht .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.10	ik voeren de stormbock aen : ik goed doen ladder recht , En klimmen , mede d'eene hand te gevel uitgestreckt , In d'ander mede de schillen , die hals en hoofd bedekken Voor een hagelbui vinden steen houden en pijl .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.11	wij jeugd , daar tegen aen , die wentelen heel stijl En eicke balleken , en uitlezen houden , En wat'er zijn vinden oud tot plegen en praal bouwen , vinden boven in de hopen ; en ofze luttel hoop , zo dienen hebben om zij huid te dier te verkopen , En burgemeester en raden voor te staan , Tot kwijting vinden de eed haar overheit gedaan .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.12	ik ziet'er zelf hebben bloed de overheit verhit , En stijf doen menen : behalve die hier zetten Blootshooft , en half kleden , en zonder weder te bieden , vinden zwak ouderdom ; en durreven wel zieden zo eetelijck een dood kloeckhartigh onder oog ; En vechten mede zij harden , nu hand niet en mogen .	BodyPart_Dedication
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.13	Een delen de burgerij beneden mede hellebaerd En sabelen en spiets doen poort en muur bewaren .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.14	ik stijgen de torn op , die boven het dak komen reizen , In het mijden vinden het stadhuis ; vinden waar ik uw kennen wijze doen tent om doen stad , en hoe al het leger lach , En vinden wie trans ik flauw de Dom vinden Uitrecht zien , bij klaar en helder weer . ik zien hier uiten hoeze strijden , En mede de storrembock doen poort geweld aen doen , En ramden reizen op reizen , verdadight door een dak vinden schild , dichten voegen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.15	doen door geven krak op krak .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.16	wie stellen fluks in het werk doen dissel , en doen bijl , En hieuwen in hebben rond in stuk al stijl , En stoten spits en al het gevaarte vinden boven af ; hebben welk een ' slag en rook doen merreckt over geven ; En maken een vreselijk log in zo velen ijzeren kop ; die ander terstond , voegen in orde , stop .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.17	terwijl steken doen kerk doen naast huis aen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.18	vinden daar beginnen doen vlammen in het leien dak te slaan vinden het raethuis , en doen rook en smoken verblind wij oog .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.19	doen poort bezwijken , hebben volk komen razend invliegen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.20	ik wassen al ik vriend kwijt , en staan verbaasd en stom .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2157.s.1	En zaegtge torn nog niet na vrouw en kind om ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.1	In die verbaestheit scheiden een nevel uiten de hogen En goddelijk glans te blinken voor ik oog , En uiten die helder wolk komen een stemmen voor .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.2	ik hebben hebben liggen zien , en zelf doen stemmen horen : nul Gysbreght , laetge nu Klaeris u nicht verliggen ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.3	mogen uw oom Gozewijn , die grijs , niet bewegen ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.4	En steltge huis en vrouw en kind in gevaar ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.5	torn schrickte ik , en stijgen af , en pakken ik vinden daar , Door een ' verhalen gang , die uitkomen in een ' kelder .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.6	ik aanbidden hebben heilig liggen , die voor ik gaan zo helder .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.7	ik raken op straat , en komen in het klooster frank en vrijen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.8	mare niemand geven gehoor , nog luisteren na ik , Die tegen het ongeval nog roekeloos wouw wrijten , En boven op hebben dak ik in hebben uiterst kwijten : wan eer ik boven komen , lach poort en pos om ver : Dies glee ik bij een touwen in het kloosterschuitje neder , die juist nog achter lach , en ik voeren de Aemstel over .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.9	daar klimmen ik op een ' bodem , nu dor en zonder lover , En luisteren hoe het mede god klooster voor vergaan .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.10	ik denken die ik het misbaar mede bei ik oor vangen , En zien , torn ik een pozen verbaasd hebben zetten pronk , Een ' dikken rook en smoken , en naar de rook doen vonk , ik horen paardenvolk , die lang doen Doelebrugh komen trappelen na wij toen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.11	ik voeren worden vlucht .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.12	ik hebben , o groots verzuim , deze brug niet afgesmeeten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.13	ik vloogh'er heen , en zoeken te stil die vasten kreeten , En geven zij moed , en wouw doen ruiter houwen staan : zijde zullen achter ik doen brug in stuk slaan , Of steken haar in branden : mare niemand durven het wagen .	EmotionalAction_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.14	ook zien ik d'oude zijde nu brand licht liggen ; Een voorbode vinden hebben geren wassen naderhand gebeuren , En die doen Middeldam alree mos zijn scheuren ; Dies geven ik het op , en voor doen gans stad te besteden , En waerschuwde ieder een , en gafme lang doen vest na het slot toen , mede een sleip vinden mens arm en rijk , Een ' troosteloozen hopen , die herwaarts nemen doen wijken .	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2199.s.1	Bo .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2202.s.1	mos ik de Bisschop nog zieden sterven en d'abdisse ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2202.s.2	Och vader Gozewijn !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2202.s.3	och , rein maagd Klaerisse !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2206.s.1	Hoe zijn hebben mogelijck die gei het hebben kunnen zieden ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.1	het zijn mooglijck , guntge ik die ik uw daar op die .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.2	torn Heemskerck Borsselen vellen hebben voor uw oog , lach het lijk te zijde het keur , in een hoek tijgen , naar die ik in de drang de vyants ik versteken , Mits gei te rug weeckt , en vielt die passen te zwak .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.3	zo dra ik , om de branden , doen groot kerk mos ruim , ontwapenen ik de dood , en zetten helm en pluim vinden Borsselen op het hoofd , en toog zijn rusting aen , En binden hebben zwaard op zijde , om in die schijn te gaan wij vijand bespien , en lid hoe ik het maken .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.4	ik volgen Haemste naar , torn hij in het klooster raken , En vliegen doen kerckdeur in , daar Gozewijn nog zitten , In het mijden vinden de rijden , die even vurig bidden , En door een vasten geloven op god zo moedig steunen , die niemand zien hebben woeden de vijand bekreunen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.5	hij scheiden een zinnen gelijk , en zijde doen klaar manen ; Al d'andren ster , die mede vreugde te rei gaan , En juichen om deze twee , daar zijde haar ' glans uiten scheppen .	Joy_Emotion_EmotionalAction
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.6	ik zaghze naulyx iets dan kuis lip reppen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.7	mare Haemste vaart hij toen mede opstropen arm , bekladden en rood , en vinden Kristijnes bloed nog warm , En vatten hij bij de baard mede d'eene , mede de degen reden in d'andre hand , bebloet en bloot .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.8	torn steeg doen non op , en geren , hoe liefelijk vinden gemoed , Die geren leeuwin gelijken , wanneerze brullen en woeden , Dewijl doen jaeger het nest willen plunderen en beroven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.9	zo komen oprecht trouwen en eedle gramschap boven .	Emotion_Loyalty_Anger
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.10	zijde worstelen een wijlen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.11	Klaeris zetten voeden bij voeden , Omarremt Gozewijn , omringen vinden haar stoot .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.12	wij zij het godvruchtig hoofd een haar bezeren kunnen , omheinen meten een muur vinden godtverloofde non , strengelen arm in arm ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.13	o christelijk knoop !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.14	ik zien doen deugd zelf , geloven , en Liefde , en hopen , mede haar zuster , die tegen Ondeught strijd , En na doen zege staan door kruis en medelijden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.15	doen vijand staan versust , en deisde om deze zaak : mare het aenzien vinden Klaeris bewegen het harden tot wraak , En brengen hij in de zijn de mogen vinden zijn vader , En die zijde d'afkomst wassen vinden Velzen , de verrader .	Emotion_BodyPart_Vindictiveness
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.16	hij blaken , en krijgen een koorts , en door doen koorts dor na haar en Aemstels bloed , en stoten eest door doen barsten mede zijn ' bebloeden dolk dan d'eene non , dan d'andere .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.17	zijde vallen overhoop , en liggen bij elckandere In het rond , gelijk een krans vinden roos , witten en rood .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.18	torn staan Klaerisse daar bij Gozewijn , ontbloten vinden menschelijcke helpen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.19	gei zoudze bei zieden pronk , alles bloem op haar ' steel , in een beemd , verdrinken vinden een rood plas .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.20	d'een zuchten nog , en d'een vertrekken hebben hoofd , die arm , en deze nog haar been .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.21	Een ander hebben de geest zo daetelijck geven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.22	doen Bisschop .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.23	schonen hij staan op d'oevers vinden zijn leven , betomen zien niet een vinden gramschap en vinden rouw .	Emotion_Sadness_Anger
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.24	u vader liggen doen hand wel eerloos aen een vrouw , mare zuipen nooit vrouwenbloet , of zijn daar om lasteren .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.25	Dus blijken hebben datge zijn een overwinnen bastaard , na lichaam en na geest ; nu gei u aard betoon Aen non , die altijd in het woeden zijn verschonen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.26	En d'ander antwoord hij : gei zullen deze eedle rei , alles bastertbisschop , dan gaan volgen , en geleien .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.27	Hardtneckige , liggen nu de vals mijter neder .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.28	zo spreken hebben bastertzaet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.29	en rukken hij om ver mede stoel mede al in het bloed : doen mijter viel'er met .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.30	Klaerisse viel'er bij , torn zijde haar besteden doen , En houden hij even sterk om zijn hals vatten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.31	En scheiden vormen albast , mede purper overspat .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.32	hij duwde het bloedig zwaard in zijn grijs stram zijden , Tot aen het vergulden vesten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.33	zo zien ik eer , te tij vinden het blind Heidendom , voor het aansteken vieren , mede zijn priester mest kelen een wit offerstier , mede gild hoorn , en wie rug doen kransen dekken .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2285.s.1	Hoe dragen Klaerisse zien ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.1	zijde helpen de degen trek uiten zijn oom wonden zijden , en zetten hij terstond de mijter op hebben hoofd , en kussen de bleken mond .	EmotionalAction_Love
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.2	hij openen pijnelijck zijn halfgelokene oog , En zietze nog een aen , en schijnen mede haar bewegen , Die hij zijn oog luiken .	Emotion_Compassion
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.3	hij geven de lest zuchten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.4	zijde vangen de vegen geest , en die benaude luchten , En zwijmen een pozen vinden druk .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.5	mare Haemstede , eerze weder bekomen , die worrept haar op het dood lichaam neder , En boet'er schendig met zijn ' godvergeten lusten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.6	z ' Ontwaeckt in het eend , en worden vinden het schellemstuck bewust , En roepen : ik bruidegom , zien neder hoe ik lei , En hoe ik ik schoffeert .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.7	o zuiver maagd Marije !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.8	nul klaar , aenschouwtge deze ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.9	vrouw Machtelt , zien u kind .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.10	doen booswicht slaan haar klacht en woord in de winden , gelijk een vogelen grijpen het gepiep de simpel duif , alles hy'er uiten doen vlucht een vasten krijgen in zijn kluif .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.11	gade hene , zeggen hij , klagen u moer uw smarten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.12	hij trappeltze op doen buik , en op het benaeude harden , die haar hebben bloed te neuzen en mond uiten komen vliegen , En zijde de de dootsnick geven , en sluiten die hemels oog , En uitging ofze slapen , in zijn bisschop openen arm .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2317.s.1	horen god dan lang niet hebben jammerlijk gekerm vinden zijn gewijd bruid ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2317.s.2	of lusten hebben hij doen boosheid Te stijf in haar kwaad , door zijn strafteloosheit ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2322.s.1	wassen torn zijn moed koelen vinden al schendery , En d'oude wrok paaien .	Emotion_Spitefulness
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.1	hebben bleef'er nog niet bij .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.2	Niet ver vinden het altaar , vereren mede rijk gaaf , staan een albaste tombe : in deze lach begraven hebben kostelijk gebeente en d'overheilige as vinden een ' , die om het geloven aen god martelen wassen ; daar mos doen snood schelm zien zelf nog aen wreken .	Emotion_Vindictiveness
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.3	het zijn wonder , alles god zwijgen , die dood niet en spreken , hij schonze , en sloegh'er aen zijn klauw , vuil vinden bloed , En brackze brullen op mede groot overmoed .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.4	terstond komen hij een geur en iets wat lieflijcks tegen : mare die verwaten mens , [ wat zij zijn harden bewegen ! ] vaart grimmig voor , en stroit doen been hier en daar , En smijten doen tombe in twee ; en breken het gewijd altaar , gebied terstond de branden in het kloosterdack te steken .	HeavyHeartedness_Emotion_Anger
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.5	hebben vieren nemen d'overhant , waar voor doen plondraers week .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.6	ik komen omtrent doen Beurs , te water uitbouwen , Nu half branden , en zien al het zilverwerck en goud , plunderen heiligdom , tapijt , en schildrijen , Scharlaken , en fluweel , lang heen doen gaelerijen werpen overhoop , daar Grobber houden doen wachten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.7	doen vlam spelen in het goud , en schitterde bij nacht .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.8	ik zagh'er bij een schaarde vinden weduwe en wees , Bekreeten en bedrukken , en die nog erg vrees .	HeavyHeartedness_Emotion_BodilyProcess_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.9	zo raken ik onbekend door het krijgsvolk heen bij het slot , Tot berging vinden ik lijf . ik vertrouwen ik uw en god .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.10	doen winden steken op ; ik horen hij in doen vlam bruisen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.11	Een zee vinden gloed verdrinken al d'overige huis .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.12	doen burcht liggen lassen . het waar goed die gij een ' uitval doen , En dan doen brug afbraeckt .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2359.s.1	ik broeder staat reden	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2361.s.2	arend vinden Aemstel .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2369.s.1	WAt zieden wij te moeten ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2369.s.2	doen burghzaet komen vlieden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2369.s.3	ik manna lopen weer te rug , en zoeken vasten bij doen dood Zijn ' broeder , die hij mest , en al te trouwen beminnen , En niet verlaten zullen , het en zijde die hij hij vinden , En levendig of dood mogen toorts op de rug , In het uiterst gevaar .	Emotion_Love
vond001gysb04_01.TEI.2.text.body.div.sp.2369.s.4	daar sloopenze doen brug .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2369.s.6	wat goed ik aen ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2369.s.7	waar vinden ik mijn heer ;	None
vond001gysb04_01.TEI.2.text.body.div.sp.2373.s.1	Och , broeder , laetme lossen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2377.s.1	Hoe zijn het ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2381.s.1	Ik kunnen niet meer .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2385.s.1	Hoe zijn hebben , arend broeder ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2389.s.1	Nu doen wij enig tekenen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.1	ik zijn de ademen kwijt .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.2	ik kunnen niet lang spreken .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.3	ik harden bezwijken door het bloeden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.4	ik hebben ik plegen voldaan , ik vaderlijk stad te eend voorstaan , na die ik hebben zo langen in ballingschap zwerven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.5	Heer broeder , ik nemen verlof , en alles ik zijn sterven zo voeren , indienge moeten verlaten deze plaats , ik lijk mede uw , op die doen wraaklust de soldaets hebben niet onteere , en gunnen hebben een gewijd stad .	Emotion_Vindictiveness
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.6	gedenken ik ziel voor god , o priester , in u bede .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.7	ik schey , ik zwijmen , ik sterven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.8	ik tijd zijn hier wezen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.9	Och vriend , bidden voor ik , o god , ontvang ik ' geest .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2407.s.1	hij zijn bericht , en hebben genade bij god verwerven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2413.s.1	hij zijn mede krijghsmans eer in het harnas sterven , En volgen zijn ' broeder Ot in het hemels vaderland , En triomferen bij god .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2417.s.1	gei mest u recht hand .	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2420.s.1	R.v.E.	None
vond001gysb04_01.TEI.2.text.body.div.sp.2426.s.1	Nu zullen hij zien voortaan te uitval niet beledigen , nog het Vrelandsch slot nog deze mede zulk een ' moeten verdedigen , nog het amsterdams rechte beschutten mede zijn zwaard , En draven door hebben heir op een luid brieschend paren , Om prijzen en eer in het stof door zweten en bloed te winden .	Honor_Emotion_BodyPart
vond001gysb04_01.TEI.2.text.body.div.sp.2430.s.1	ik trek het lichaam uiten : ik dragen ' de dood binden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2432.s.1	doen heer vinden voorn mede de trompetter .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2439.s.1	ik heer , u ongeluk zijn wij vinden hart leed .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2439.s.2	wie staan voor deze gracht tot storremen reden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2439.s.3	het waar tijd en meer dan tijd , die gei uw korten beraede , En gaeft hebben huis voor op , mede hoop vinden genadig , En schut d'ongena .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2439.s.4	ik eisen het in zijn graeven nader , Door veldheer Egmonds lassen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2445.s.1	gei eisen die ik het ik schaem .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2445.s.2	ik schey'er zo niet af , alles mede ik eigen leven , En eer ik sterref zullen nog menig mede ik sneven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2447.s.1	Vo .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2449.s.1	zijn het eer die een held zien zelf verreuckeloos ' ?	Honor_Emotion
vond001gysb04_01.TEI.2.text.body.div.sp.2453.s.1	ik hout doen plaats op hopen .	Emotion_Hope
vond001gysb04_01.TEI.2.text.body.div.sp.2458.s.1	Hier zijn geren hopen altoos .	Emotion_Hope
vond001gysb04_01.TEI.2.text.body.div.sp.2458.s.2	mede houwen zijn hier niet mede al uiten te recht .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2462.s.1	die mogen ik dan bezie .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2462.s.2	wie zullen ' er om vechten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2473.s.1	het wassen vechten tijd , eer nog doen vijand uw stad , doen poort , en doen veest geheel vermeestert hebben .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2473.s.2	torn al klokken branden en mogen en onraad kleppen , En burger en soldaat om het zeer zij hand reppen : Nu die verweldight zijn , hebben raethuis afbranden , En wat in het harnas blonck , sneuvelen en vermannen , zijn het al vergeefs hebben slot en overschot verdadight .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2473.s.3	Bera uw korten , gei worden misschien nog begenadigen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2477.s.1	het zijn ik gewoonte niet te bidden om genade .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2483.s.1	het zijn wijsheid die ik zien uiten node te buit gade , En zijn gewoonte staak , en stellen het gevaar voor oog .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2483.s.2	zijde kies het goed vinden twee , die goed niet en mogen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2487.s.1	ik verwachten een uitkomst dan , en geven hebben op aen god .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2492.s.1	Wat uitkomst wachtge tocht ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2492.s.2	gei zullen terstond deze slot vinden al kant zieden beladdren , en bespringen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2499.s.1	ik zalme vinden hebben ij zo lichtelijk niet dwingen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2499.s.2	ik hebben nog over al velen vriend op ik hand .	BodyPart_Loyalty
vond001gysb04_01.TEI.2.text.body.div.sp.2499.s.3	ik toeverlaat , naast god , zijn ij en waterkant .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2516.s.1	Geloofme , ik zoek uw niet mede woord te versagen , gij zullen hebben vinden die kanten zo heerlijk op zieden dag , mede schuit zonder tal , eer uw doen zinnen beschijn ' .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2516.s.2	Wat riem voeren of zeel hebben admiraal Persijn beslaan in zijn ' dienst bij fries en Waterlanderen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2516.s.3	Al het omgelegen volk rukken haastig bij elckanderen , En trekken vasten op de branden vinden kerk en toren aen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2516.s.4	Hoe zijn hebben mogelijck die macht te weerstaan , mede zo een hand vol volx , die door doen nederlaegen de vers vernielen stad vol schrix zijn , en verslagen ?	Fear_Emotion_Despair
vond001gysb04_01.TEI.2.text.body.div.sp.2516.s.5	gei vielt , het zijn waar , vinden het slot op uw vijand uiten : Wat helpen het ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2516.s.6	ik drijven uw in .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2516.s.7	gei woerd zo korten stuiten , En keren op uw burcht mede roo bebloede kop , vinden vrees die ik uw de toegang toen mogen stop .	Fear_Emotion
vond001gysb04_01.TEI.2.text.body.div.sp.2523.s.1	ik ontvangen geren leed , allee ik boezem zien bemorsen vinden bloed , vermits een kade , slingeren lang ik barsten , hebben vellen hebben afgeschuurt , en effen het vlees wrijven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2523.s.2	geren dootschrick drijven wij meer dan wie wij zelf drijven .	Fear_Emotion
vond001gysb04_01.TEI.2.text.body.div.sp.2527.s.1	daar niet gewinnen worden zijn het ijdel die ik strijd .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2531.s.1	Een krijgsman winden genoeg , al winden hij niet dan tijd .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2535.s.1	het wassen raedzaemst bij verdrag , en niet uiten node geven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2541.s.1	ik moer leren ik , die ik geren ' raad zij leven mede vijand , waar vinden ik het erg moeten vermoeden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2541.s.2	ik heer , ik hebben u ' raad voor deze tijd niet vinden doel .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2549.s.1	ik meester hart trekken na al braaf held , Die voor zij eer en erve zien vrome te weer stellen .	Honor_Emotion
vond001gysb04_01.TEI.2.text.body.div.sp.2549.s.2	d'Onmatigheit vinden wraak , plegen naar Velzens dood , hebben Egmont nooit bestemmen , nog iemand schuld vergroten .	Emotion_Vindictiveness
vond001gysb04_01.TEI.2.text.body.div.sp.2549.s.3	ik kennen hij , alles ik zelf : hij minnen uw in het bijzonder .	Emotion_Love
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.1	hij minnen ik , alles hebben blijken , en keren hebben bovenst onder .	Emotion_Love
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.2	hij minnen ik averechts .	Emotion_Love
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.3	zijn liefde staat wij die .	Emotion_Love
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.4	wij hebben doen stad vernielen , verwoesten mede zwaard en vieren .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.5	En al de nacht gewoedt , alles wild en uitgelaten ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.6	wij stoppen de Aemstel toen mede dood ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.7	wij doen straat ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.8	waar zien ik niet doen vlammen vinden die gesticht branden ?	None
