noms001mich01_01.TEI.2.text.body.div.head.282.s.1	Michiel Adriaansz doen Ruiter , treurspel .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1946.s.5	Voegtu , daar moord u ziel mede droefheid moeten bezwaar , doen wroegingloosheid aan gevoelloosheid te paar ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1946.s.6	zijn het mogelijk die een manna die zode velen hebben bestaan , eest moordde , en daarna niet door smarten zijn aandoen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1968.s.1	Nooit stoorde zien ik harden aan argwaan of betichting .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1968.s.2	ik gaf-uwe edelheid voorzeker onderrichting , Ik zien het niet dan te klaar , vinden het geren ik ik onderwond ; mare hebben ik uw gemeld waaruit doen twisten ontstond ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1968.s.3	zode het uw behagen , mijnheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1968.s.4	alles recht , ik te horen , Dan smeken ik uw mede ernst om al naar te spoor .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1968.s.5	Hoewel ik in gevecht , dringen door de node , hebben bloeden een wrevel man door ik geweer vergieten , doen Hemel , die allee in wij gemoed kunnen lezen , weten of ik wroeging lijden , zelf eer ik worden verwijzen ; hij weten wat wede ik lijden om het leiden vinden ik gae , En of ik nog ik harden vinden wroeging ontslaan .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1968.s.6	wij iemand dood kunnen mede koelen wroegingloosheid , bezitten een eerloos harden , in staan tot al boosheid : het zullen blijk , alles u ogen in al zijn verlichten , Of ik een harden bezitten die spotten mede eer en plicht , Of ik vinden menschlykheid op het schandlykst zijn verbasteren , Of ik alles moordenaar verdienen te zijn lasteren , En of ik andermaal doen straffen de strop verdienen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1976.s.1	ik hebben evenwel bedaard u vonnissen inzien : Gyzelf bekennen in twisten , om uw vrouw ontsproten , u ' vijand door u stalen te aanzien neergestoten ; En zulk een woest daad verdiend doen dood gewis .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.1	zij zijn strafbaar , ja , mijnheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.2	zode eerwraak strafbaar zijn .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.3	ik hebben niet in koel bloed een ' mens hebben liggen benemen ; Ik hebben door toren ' vervoeren ik ' vijand bloeden doel stroom .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.4	ik gade hebben weleer ik ' vijand ogen bekoren ; hij slaan zij het huwelijk voor , doch ik , ik hebben zij woerd .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.5	hij laten niet naar alom zijn ' afkeer ik te toon , En hij verzuimen niet om zij en ik te hootren .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.6	In het einde zijn hij ik gade en ik in het veld ontmoeten : Slechts door wij aan te zieden ontsteken doen toren ' zijn bloeden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.7	Elk weten hij wassen geneigd om schelden uiten te spat , deze duld doen ik ; mare ik gade op het schandlykst te zieden vat , En ik , die zij verweren en voorstond , volgens plicht , Bedaard te laat slaan in het eerlijk aangezicht , ik mede de degen te zieden dreigen , en te zwijgen , Die goedheid kennen ik niet vinden het grimmig harden verkrijgen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.8	zijn het leven meerder woerd ' dan het hoogst goed ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.9	ons eer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.1	u wraken staan aan het rechten , geenszins aan u geweer .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.2	doen weten door zijn hemel hand doen mens voorschrijven , hechten minderen waard aan doen eer , dan aan de mens leven : zijde zorgen voor het leven eest , daarna voor zijn mens goed .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.3	En daarna die ons eer voor laster zijde behoeden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.4	wie zieden doen rechter meest op doen aarde ' die voetspoor houwen : ver ' die zijde mede doen dood geredelijk straf zullen , Benemen zijde doorgaans , en houwen het voor een ' plicht , zode het zijn kunnen , zijn booswichts eer , en spaarzaam het levenslicht ; zijde laat hij de tij vinden denken en bekeren .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.5	En , inderdaad , doen manna die eens zien durven onteeren , kunnen , zode ik hij de tij tot goed denken laten , zijn eer herstellen , door een luisterrijk daad , ik hebben deze meer zien : mare het onwaardeerbaar leven , Eenmaal benemen , zijn de mens nooit weer te geven ; Wat zijn nu groot goed , ( die ieder deze besliss ' ! ) die weer verkryglyk , of nooit weer verkryglyk zijn ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.6	ik kunnen mede goed groud , althans na ik gedachte , In twee geval slechts doen eer meer dan het leven acht : hebben eerst zijn , alles wij doen eer , te dienst vinden het vaderland , mishandelen , en dreigen , doen wapen stellen te hand ; Dan dringen wij al aan om het vaderland te wreken , En dan moeten doen eer in wij meer dan doen leefzucht spreken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.7	hebben tweede zijn , alles ik wij het behouden vinden het leven bieden Voor het doel een gruwelstuks : ik achten ' dan het leven niet ; Dan lopen ooze eer gevaar , dan moeten ik zij bewaren , En lief groots vergaan , dan schandlyk het leven sparen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.8	mare , wat ik zeggen mogen , ons eer lijden nimmer lassen Door scheldwoord of door slag vinden enig ' woest gast : In tegendeel , door zien aan zijn geblaf te storen , verlagen ik zien tot hij , en dan gaan doen eer verliezen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.9	ons eer rusten op doen deugd ; zijde hangen ' niet vinden het geblaf een los jongelings , of liggen deugniets af .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.10	Doch deze te zijde ' stellen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.11	hebben zijde een toen te geven die een mishandling uw tot toren ' hebben aandrijven mede rijden ; moeten hebben zijn die gei , zode wreed alles woest , hij die uw hebben gezond juist dodelijk grief moeten ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2043.s.1	Wanneer doen klink in toorn eens zijn doen schede onttogen , zijn niet altijd het bestieren de klink in wij vermogen : somtijds worden zijn vijand arm door wij geweer belagen , Daar ons vuist doen punten in zijn vijand boezem jagen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2052.s.1	Daar het zode onzeker zijn hoe het einde een stryds zullen wees , dienen elk het ontbloten vinden doen klink te meer te vrees : Die weten mede wat gevaar zijn vuist op iemand stoten , zijn de te meer strafwaard ' alles hij doen klink ontbloten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2052.s.2	hebben schijnen gei wild uzelv ' in deze verhoor bezwaar .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2082.s.1	Ik willen doen waarheid uw , wat doen uitslag zijde , verklaren .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2082.s.2	zode het mogelijk zijn ' wezen , vertrouwen vrijen die deze hand ik ' degen nooit in het harden ik hooners hebben planten : doen Hemel kunnen allee in het harden de mens lezen , Dus kunnen hij vinden ik ' willen allee getuige wees .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2082.s.3	ik fierheid , die gei denken die wroegingloosheid zijn , tonen in hebben hoogst de noods ik hartgesteltenis .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2082.s.4	Doorloop ik leven , laten geren vonnissen uw verblind : gei zullen ik driftig , fier , mare altijd eerlijk vinden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2082.s.5	Die fierheid , die ik thans hebben offeren maken de weten , hebben , mede ik lyfsgevaar , ik opperhoofd redden : Een laf en koelen geest zullen schaars zien onderwinden Gevaar te zoeken tot behouden vinden landen of vriend .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2082.s.6	doen drift die ik bezielen doen ik nog meer bestaan , Dan het opperhoofd de land vinden zijn verderf te ontslaan ; Ik doen daardoor , te dienst vinden Neerland aandrijven , het Fantynsche negervolk mede wij in vriendschap leven ; En nooit doen ik ik drift , doorzoek ik leven vrijen , Eene enkel daad bestaan die zwemen na schelmerij .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2082.s.7	zien ik zelf in deze uur , dreigen door doodsgevaar , Te groots om waarheen die ik schaadlyk zijn te sparen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2082.s.8	Ik zullen zij hullen doel : gei , oordelen of een manna zien doemend ' zij te liefde een booswicht wees kunnen ; En of een mens , verliefd op doen eer vinden eedle daad , mede opzetten , mede vermaken , zijn vuist in bloeden kunnen bad ; Ja of doen manna die nooit zijn glorie hebben verkorten , zode op een ' springen een schelm , een snood moorder worden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2093.s.1	Ik moeten u fier talen , u zuchten tot waarheid rome .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2093.s.2	Nochtans dwingen eene stappen ik u gedrag te doemen ; Een stappen die , inderdaad , hoogst onbestaanbaar zijn mede zulk een eedle talen , en hartgesteltenis : hebben niet doen manna wie bloeden gei door u stalen doen stroom , Nadat hij vallen in het sant vinden uw een winden ' bekomen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2093.s.3	deze vonnissen zeggen hebben ik !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2093.s.4	tonen deze een ' edel aard ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.1	ik hebben aan het rechten , alles uw , doen waarheid vrijen verklaren .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.2	Die daad maken in elk ogen ik vonnissen hoogst rechtvaardig .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.3	hebben leven zijn ik geren ' gehaat logen waardig : Dus zijde hebben ver ' vinden ik die ik die daad ontkenn ' .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.4	En schonen ik vinden deze feit volstrekt onkundig zijn , Niet werende , in doen drift die ik hebben bloeden beroerd , Hoe ver ' doen woede ik , in het woest gevecht , vervoeren , ( wan wij zijn zien bewust wanneer doen gramschap woeden ? ) getuige staf deze , die ik geloven moeten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.5	het zijde ver ' die ik de raden om het vonnissen streng zij noemen ; Die daad , alles daad beschouwen , zijn billijk woerd ' te doemen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.6	Te zeggen die deze feit in gramschap zijn geschieden , En die die wij verblinden , verschonen een misdrijf niet : zode zulk een uitvlucht kennen bij het rechte verschoning heet , Elk zeggen liggen :  doen ik kwaad , ik hebben hebben niet weten  .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.7	doen recht hebben zijn weten , en oordelen na hebben feit : Doch daar ik noodlot thans staan aan uw edelheid , Die hier de streng eisen de weten kunnen verzachten , durven ik voor zode velen drift een gunstig-oordeel wacht .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.8	verblinden door fel toorn in wraken te ver ' te gaan , tonen niet altyd hebben harden een vuigen booswichts aan : doen mens gaan ver in drift , ( en deze zijn liggen te ontvonken , ) Naarmate vinden het gestel hij door hebben loten schenken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.10	zijn leven een mens op doen aarde ' Die voor te ver ' te gaan in toren ' steeds zijn bewaren ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.11	doen mens hebben rijden , ja !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.12	ik kunnen deze niet verzaken ; mare hebben hij kracht om steeds daarvan gebruiken te manen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.13	het kunnen zijn die nederland volk hiertoe meer kracht bezitten Dan het mijn , het frans volk , welk bloeden liggen worden verhitten : Ik twijfel echter sterk of enig Nederlander , ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.14	Ja of gyzelf !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.15	doen roemen vinden nederland waterstander , Die zien volmaken bezitten , zelf in de heetsten strijd , ( Doch tevens echtgenoot en moedig krijgsman zijn . ) u gade voor u ogen onkuis zullen aan zieden vat , zij ' hooner naar de honen zullen schelden uiten zieden spat , En alles gei zij beschermen , en voorstond , volgens plicht , Uzelv ' zullen laat slaan in het eerlijk aangezicht , En vinden een ' manna die tonen in drift niets heilige te acht , Daar rijden zijn klink uw dreigen , u noodlot af zullen wacht ; Ik zeggen , ik twijfel sterk of enig mens op doen aarde ' In die omstandigheid voor toren ' zij zijn bewaren , En niet liggen op ik spoor , wat weten het ook verbieden , Meer doel kennen dan hij weten , hebben bloeden eens zijn aan het zieden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.16	kunnen ik deze al niet verlicht bij een ' manna Die het streng vinden doen weten mede zachtheid tempren kunnen , Besef dan of ik dienst bewezen aan deze land , het ontzetten vinden Valkenburg uiten zijn moordren hand , En het uitstaan vinden doen straffen , ( te minst vinden zij ' schrik , ) Niet opwegen tegen een te driftig ogenblik !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.17	zode ik uw edelheid zien smeken om genadig , Ik smeken die minnen om ik , dan om ik trouwen gade ; zode voor doen ruiter ogen laten Bordes fierheid zwichten , ik zijn die vernedering ik dierbre gae verplichten : zijde wild om ik behouden zichzelf strafschuldig manen ; zijde vormen een stout ontwerp om mijn boeien te slaken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.18	het zijn ' mogelijk zij gelukken vinden keten ik te ontslaan , hebben ik zij bede verhoren , die ik niet toen kennen staan , Omdat doen goed trouwen , waaraan ik ik achten verbond , Door het volgen vinden zij ' willen te zichtbaar worden schenden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.19	zijde wild nog deez ' dagge , torn zijde ik allee mogen zieden , die ik in zij gewaad de kerker zullen ontvlien ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.20	zode groots een trouwen , mijnheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.21	schijnen uw doen ziel te ontroeren ; Besef hoe ver ' zij ik tot droefheid moeten vervoeren !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.22	zijn ik genadig onwaard ' , ... doen bitter tegenspoed vinden ik getrouw gade ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.23	ontwringen ik een ' tranenvloed !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2164.s.1	mede levendigheid , doen voeren de admiraals ombelzende .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2170.s.1	doen ruiter , ontroerd .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2174.s.1	rijs op .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2174.s.2	 Ik kunnen hebben zieden die traan niet verdragen ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2174.s.3	zode velen grootmoedigheid te prooije aan zode velen plaag !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2174.s.4	 ik zullen doel het geren ik betamen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2174.s.5	laten ik een wild allee .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2177.s.1	Tegen de hoofdman , terwijl doen soldaat mede	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2180.s.1	laten bord vertrek .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2182.s.1	Ontbie de raden , en doen u ' meest har waarts treden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2188.s.1	doen ruiter , allee .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.1	Nooit voelen ik meer dan nu ik ziel door smarten bestrijden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.2	Een manna vinden zulk een ' moede , zode vatbaar voor doen rijden , zode openhartig , teder , grootmoedig in zijn pijn , kunnen , wat hij ook bestaan , in het harden geren booswicht zijn .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.4	wat zijn doen mens !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.5	Hoe velen hebben hij te vrees !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.6	Wat zijn hij , wel beschouwen , een deerniswaardig wees !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.7	hij zijn , wat hovaardij zijn ' trots geest verblinden , Een speeltuig de fortuin , een kaarslicht in de winden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.8	Een wees , op elk tred vinden zode velen ramp omgeven , zijn dwaas , wanneer het ooit worden door hoogmoed aandrijven ; En , liggen te voorwerp zijn aan ieder deerenis , zijn het uiterst Goddeloos wanneer het onmenschlyk zijn .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.9	hebben zijn zode zwak die , hoe geneigd tot deugdbedryven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.10	hebben nooit verzekeren zijn op het spoor de deugd te blijven : doen mens zijde wijd beroemd door het edelst heldenstuk , een zinloos ogenblik storten hij in het ongeluk .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.11	het zijn zijn , hij hebben doen kracht om enveldaen te laken ; mare zijn hij steeds in staan daarvan gebruiken te manen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.12	o Neen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.13	all ' wat hij kunnen tot wering vinden gevaar , zijn bidden die doen zorgen de hemel hij bewaren ' .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.14	laten Bordes ziel zijn groots , ik bart achten hij mede rijden ; een driftig ogenblik doen hij het schavot betreden !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.15	Aan welk een ' slag vinden het loten , aan hoe velen harden elend ' zijn hij niet bloot stellen die het schonen de deugd niet kennen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.16	o mens !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.17	die zode velen hebben elk ogenblik te vrees , u eerst , u groot plicht !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.18	zijde menschenvrind te wees : wieden passen doen ontferming meer mede zijn medesterflings druk , Dan hij wie heil zode liggen verkeerd in ongeluk ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.20	die ik hier tot recht hebben verkiezen , gei doen doen ruiter ziel doen stemmen de deernis horen , En tevens eisen hebben rechte , die niet minnen heilige zijn , die ik zij stemmen horen , alles die de deerenis : doen weten roepen neen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.21	wanneer doen deernis spreken vinden sparen ; Voor wij zullen zien ik stemmen in zulk een ' strijd verklaren ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.22	laten bord wonden in drift zijn ' vijand op de grond : deze zijn een wanbedrijf , schonen hij het in drift bestaan ; doen letter vinden doen weten eisen inderdaad zijn leven ; zullen ik meedoogendheid een schaadlyk voorbeeld geven ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.24	ik , die vermaken in rechte en weldoen scheppen , Ik , die hier macht en rechte tot straffen en sparing hebben ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.25	weten ik bestrijden geest geren middel op te spoor , Om rechte en deerenis , na beide wensen , te horen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.26	hebben niet laten Bordes vuist zijn opperhoofd bevrijden ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.27	winnen hij het Fantynsche volk niet naar die stout strijd ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.28	hebben elk , die eens door drift zien spoorloos hebben vergeten , zien altijd zode velen goed , tot heil de land , vermeten ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.29	zijn het wel te denken die elk mens , doemen te vallen , Hier ooit die rechte tot eisen vinden sparing aanzien zullen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.30	tonen niet doen Hemelzelf door het sparen de gevangene , die hij hij vinden ik hand genae willen doel erlangen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.31	En zijn doen schrik de dood , die hij hebben uitstaan , geren straffen genoeg voor het geren zijn gramschap hebben misdoen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.32	kunnen ik op zode velen grond geren ' schuldig vergeven , wie harden mede rijden worden tot gramschap aandrijven ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.33	zullen die vergiffenis , hebben deze de minst schijn !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.34	Hier in het vervolgen de lopen de weten schaadlyk zijn ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.35	o Neen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.36	laten bord leev ' , hij leven in ik bescherming .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.37	hij leev ' !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.38	hebben zijn braden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.39	Beminnelyke ontferming , o Goed ik meerder woerd ' dan al heerschappij , Sieraad vinden het heldenhart , gei zegepralen op ik !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.40	Ik juichen om u ' triomf !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.41	Hoe strelen gei mijn zin !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.42	Hoe zullen het Fantynsche volk ik om die goedheid min !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.43	mare , bovenal , hoe zullen laten Bordes echtgenoot ' hij danken die zij ' held bevrijden hebben vinden doen dood !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.44	Ik veel die ons ziel geren eedler vreugde kunnen smaak , Dan door , zode velen ik kunnen , gelukkig te manen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.45	doen vreugdetraan die hebben weldoen storten doen , zijn parel aan doen kroon vinden het waarlijk groots gemoed .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.46	doen landvoogd naderen ik .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.47	Ik moeten zijn harden doorgronden : Ik hebben in talen en daad hij koelen en streng bevinden ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.49	zode ik voor doen dengd die jongling winden mogen , Ik houden ik ruimen belonen voor deze watertogt .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2268.s.1	doen ruiter , doen jong valkenburg .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.2	ik hebben mede ernst deze rechtsgeding doorlezen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.3	doen raden hebben na doen weten hebben vonnissen uitwijzen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.4	laten Bordes honen zijn groots ; mare die verschonen hij niet : Een doodslag zijn strafwaard ' , waarom die ook geschieden ' .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.5	het dunken ik dus geenszins vreemd die gei , door zuchten drijven Voor het heilige rechte , u stemmen hebben tot zijn dood geven ; laten bord zijn voor de dienst aan deze gewest betoond , En het geren hij verder doen , door het hopmanschap belonen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.6	het voegen uw , alles recht , niet de schuldig te sparen ; mare het geren , vergeven hebben ik , verwondering moeten baar zijn die ik horen moeten die gei , hoewel bewust vinden mijn nadering aan deze dreigen kussen , En wetend ' welk een macht ik hebben in rechtsgeding , nog streng op het straf uw gevangene aan blijven dringen : alles recht wassen het u plicht te dringen op doen straffen ; Doch daar , door mijn komst , uw het loten een middel geven Om mogelyk doen boeien de schuldig te slaken , voegen uw , alles zode , voor het minst daar vinden gebruiken te manen ; wan spreken laten Bordes schuld , en baren uw deze verdrieten , doen erkentuis in u harden betaamde het zwijgen niet .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.7	Wat ook laten bord zijde , hoe billijk hij ook lyde , hij wassen hebben evenwel die Valkenburg bevrydde ; hij zijn en blijven altijd u ' vader redder , en doen geren die ik doen helpen de neger schuldig ben. doen schorsing vinden doen straffen tot ik waar aankomen , kennen in geren ' kwaad zijn ooit worp opnemen : wie zijn laten bord velen , oneindig velen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.8	verplichten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.9	gei slaan uw oog neder !...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.10	zien ik in het aangezicht ; spreken vrijen ; ik zijn een mens , alles ander ; ik willen deze weet ; ik rank , ik roemen , mijnheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.11	doen ik deze niet vergeten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.12	Wat zoeken gei door zode streng te dringen op doen straffen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2307.s.1	doen glans de raad , mijnheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2307.s.2	hand vinden deze vonnissen af .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2322.s.1	zode die gei om de raden slechts aan u zijde ' te krijgen , doen stemmen de menschlykheid en dankbaarheid doen zwijgen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2322.s.2	zode ik zode even uw alles recht hebben roemen , Duld die gij alles zode door ik ondankbaar worden genoemd .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2322.s.3	waar uw , mijnheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2322.s.4	ik komst volstrekt bedekken blijven , Ik hebben alles recht uw verdiend lof geven : u strengheid hebben alsdan deze woest volk doel zieden , die gei hebben misdrijf nooit doen straffen zullen doel ontvlien ; ik harden hebben uw beklagen , die gei een ' manna moeten dood Die zode heldhaftig hebben u ' vader helpen gebod .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2322.s.5	Thans tonen u handelwyz ' , hebben smarten ik !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2322.s.6	een inborst aan Die , alles u voordeel het eisen , geren doodstraf duur zullen staan .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2341.s.1	zijde staan ik duur , mijnheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2341.s.2	zijde treeft ik boven maat ; mare kennen ik het rechtsgeding aan u beslissing laat , Behoudens doen eer de raad ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2341.s.3	En zijn hebben in zijn land node ik zaak die ik de raden ontzind voor het voorhoofd stoten ' ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2341.s.4	wie zijn verbazend ver ' vinden Nederland scheiden , ik kunnen niet ieder ' dagge hier krygsvolk heen lijden , En zachtheid , inderdaad , zijn hier hebben middel niet te zeker vestiging vinden Nederlands gebied : Aan het aanzien vinden de raden zijn al dus liggen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2341.s.5	Indien uw edelheid gelieven te overwegen , die , zode gij een vonnissen scheuren tekenen door de raden , wij oog gezag daardoor vermindring ondergaan , En die deze invloed hebben op al ons ander zaak , ik stellen vasten die gei nooit zullen hebben vonnissen krachteloos manen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2341.s.6	Neen !	None
