hare003agon01_01.TEI.2.text.body.div.div.head.995.s.1	persoon	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.3	goed Voorzienigheid !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.4	o wijsheid oog verheven !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.5	Welk wij die blindheid vinden het toekomend ' hebben geven , Op die een ieder hier , vervull ' , terwijl hij leven , doen Kring , die uw hand voor hij trekken hebben , Hier door zijn aan doen mens , in al noodlots staat Tot mijden in doen vrezen , te minst hopen gelaten ; hopen , die alles al troosten voor het Sterv'lings ogen verdwynd , altijd vinden ver ' aan het harden nog flikkerend ' verschynd !	Fear_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.6	En wij zij zonder die verdragen d ' ongeluk zijn onder uw hand de mens doen nederbukken !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.7	zode doen benauwde ziel , op u Goedheid vesten , Niet hopen , die al het geren gei doen , zijn voor wij goed !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.8	Wat ijselijk gekerm !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.9	zijn doen Stad rijden nemen ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.11	hebben zijn Agon , die ik vinden ver zien komen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.12	Ik horen doen stemmen vinden het Volk , ik horen zij droef geklag ; zijn komst in zijn paleis , altijd , tot deze dagge , Verzeld door het blij geroep vinden juicchend ' onderdaan , zijn nu vooruit gaan door zij opregte tranen !	Joy_EmotionalAction_BodyPart_Moved
hare003agon01_01.TEI.2.text.body.div.div.sp.4477.s.1	nul glorie vinden hebben oogst !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4477.s.2	o Vorst naar ieder wensen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4477.s.3	altijd doen toevlucht vinden elk ongelukkig mens ; Die nooit alles tot hebben goed ' hebben gebruiken u vermogen ; o Agon !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4477.s.4	in welk ' staan beschouwen uw ik oog !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4497.s.1	gei zien die ik hebben loten de menschlykheid beerf En wild ik hebben leven , zijn het billijk die ik sterven : Gelukkig , die ik veel , hoe die , in al staat , Die zonder misdaad leven , kunnen het liggen rusten verlaat : Ik wensen die ik dood komen vinden een and're hand , mare god raden en zijn wegge zijn boven wij verstaan .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4497.s.2	zijn Fathema nog hier ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4502.s.1	Hassan hebben zij schrijven Om op hebben spoedig zich bij hij te begeven .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.speaker.4505.s.1	agon , aan Sinan	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4507.s.1	hebben gei antwoord hebben ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4526.s.1	ik hebben vinden dezelve manna Die ik hebben op u lassen zenden aan Hassan , horen , die uw zoon , schonen tegen zijn genoegen , zich nochtans naar u willen , en welbehaag zullen vroeg , En in Tartassa's waal , en door het geheel oogst , In d ' allerbloedigst ' wraken , zullen zoeken syne troosten , zode ras Fathema mare bij hij zullen zijn komen , zullen , hoewel mede gevaar , d ' aftocht zijn ondernemen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4562.s.1	Sinan , wild Agons loten , en het eeuwig besluiten Niet toelaten die Hassan syns vader oog sluiten , brengen over aan ik zoon te minst ' doen laatst woord Die Ibrahim en gei uiten mijn mond aanhoorden .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4562.s.2	zeggen hij , die ik , alles hij , zijn vluchten wezen ; mare dan nog evenwel , bij ik vijand gevreesd ; die hij , gelijk alles ik , weder tot de troon verheven , hebben voorbeeld volgen durv ' die ik hij hebben geven ; die ik allee in het oogst altijd hebben vrijen leven , En voor Batavia , en zij raden , nooit gebeefd ; Die raden , die dartig jaar inspannend ' haare zin , ik door een Vadermoord allee kond ' overwinnen !	Fear_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.4562.s.3	zeggen hij , die Abduls macht alreeds staan op zij vallen , En die zijn ' eerst straffen vinden Neerland komen zullen , die zij verachting het eest ' zullen zijn , die hij zullen toon Hoe Hemel en hoe aarde ' doen vadermoorder lonen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4562.s.4	die Nederlands Gebied misschien niet langen vinden duur , En rijden een ander Volk ... wij stoord ik laatst uur ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4562.s.5	Welk ' schreyend Vrouw komen hier zode schielijk inlopen ?	BodilyProcess_Sadness_Despair
hare003agon01_01.TEI.2.text.body.div.div.sp.4562.s.6	het zijn Camoeni !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4562.s.7	o God , ik hebben niets meer te hoop !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4573.s.1	CAmoeni , zijn zijn Hassan ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4620.s.1	o schrikkelijk slag o Hemel !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4620.s.2	hoe velen ramp verzamelen deze dagge !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4620.s.3	naar die wie ons wegge vinden hier hebben nemen , En mede Sadi tot aan doen waal waar komen , Brengd wij een donk're gang tot in doen droog gracht , Alwaar Sadi wij zeggen die Hassan naar wij wachten , Fathema spoeyd zij gang , en mede verhaasten schrede weer uiten doen duisternis tot in hebben liggen treden zijn het eest , hebben geren hebben liggen voor wij ogen schijn doen Hassan , verraen , vermoorden , en zwemmend ' in zijn bloeden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4620.s.4	Ik schreeuw !	EmotionalAction_Despair
hare003agon01_01.TEI.2.text.body.div.div.sp.4620.s.5	Fathema zwygd : ik markt allee zij oog Dan woedend zieden om oog , dan naar Hassan buigen : Steenwyk treden naar zij toen , die stout Europeaan zijn d ' enig die zijn hand aan Fathema durven slaan !	Emotion_Anger
hare003agon01_01.TEI.2.text.body.div.div.sp.4620.s.6	zij kris zijn in zijn harden , snel alles god blixemstraalen Zomtyds op het schuldig hoofd de sterveling nederdalen En het zelf moordgeweer , drijven door zij moede ; Brengd in zij barsten hebben stalen , besmetten mede Hollands bloeden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4620.s.7	Hassan ik hebben te minst , zegd zijde , u dood wreken , En hij straffen die hier doen tweedracht hebben ontsteken , ik stervend ' hartzeer zijn die ik deze ' giftig dolk Niet hebben geduwd in het harden vinden het gans nederland Volk !	BodilyProcess_Sadness
hare003agon01_01.TEI.2.text.body.div.div.sp.4620.s.8	ik ziets ' in het val zelv ' zij kris naar het Oosten neigen , En het stervend ogen schynd nog Batavia te dreigen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4637.s.1	o Hassan !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4637.s.2	Fathema ik dochter !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4637.s.3	o ik zoon u bloeden , een Vadermoord geven Abdul dan ik troon !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4637.s.4	o Beide hier op aarde ' ik waardst ' en laatst pand , Ik zijn nu lossen maken vinden al aards band !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4637.s.5	Fathema , Indiens kussen verdienen ' u deugd niet ; Nog Java om te staan onder Hassans gebied !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4637.s.6	doen Deugd en Dapperheid zijn uiten hebben oogst bannen , En ik laten hebben laf oogst te prooi aan zijn tiran !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4637.s.7	hij sterven .	None
hare003agon01_01.TEI.2.text.body.div.div.head.4641.s.1	Naricht	None
hare003agon01_01.TEI.2.text.body.div.div.p.4648.s.1	ik hebben gemeend tot meerder verstaanbaarheid hier te moet doel aanmerken	None
hare003agon01_01.TEI.2.text.body.div.div.p.4680.s.1	1 .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4680.s.2	die bij doen opening vinden hebben derde bedrijf Agon zitten zijn op een troon drie of vieren trap verheffen , hebben aan zijn rechterhand naast de troon staan Sinan , en aan doen linkerhand doen imam Ibrahim mede doen Alcoran in doen beide hand voor doen barsten : die voor Sinan enigszins rechts af zitten Abdul op een armstoel , en op gelijk wijze Hassan links af voor Ibrahim .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4680.s.3	die voor Abdul en Hassan , aan weerkant voor ieder , lang hebben Toneel zetten zes Javaansche groot .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4680.s.4	die hebben mijden vinden hebben Toneel voor doen troon zijn bezetten mede drie tafel , die te recht en linker zijden elk mede een tapijt bekleden en boven op ieder een kus zijn op een Kroon en Scepter liggen .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4680.s.5	die doen middelste tafel ook bekleden en mede een kus voorzien zijn , zijn op doen imam doen Alcoran openen liggen terwijl Agon deze woord zeggen , imam liggen daar hebben boek , c. die doen beide prins opstaan en zich elk bij een vinden doen tafel aan zij zijden vervoegen wanneer Agon zeggen , treden nader mijn zoon , c.	None
hare003agon01_01.TEI.2.text.body.div.div.p.4709.s.1	2 .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4709.s.2	die Abdul wanneer hij zegd , En ik zullen eest .. , syne kris willen uittrekken en rijden half uiten hebben , wanneer Sinan die deze zien zijn kris schielijk uittrekken en boven het harden vinden Abdul hout mede die woord , houden op !	None
hare003agon01_01.TEI.2.text.body.div.div.p.4709.s.3	die doen twaalf javaan in deze ogenblik ook opstaan haare Crissen uittrekken en om oog houwen mede doen oog op Agon , die te zelf tij , bevreesd voor Abdul , uitroept , Sinan hebben zijn ik zoon !	None
hare003agon01_01.TEI.2.text.body.div.div.p.4709.s.4	Hassan slaan doen hand aan doen kris , mare blijven stillen staan zonder die uiten te trek .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4709.s.5	Een verstandig Leeser begrijpen liggen die hebben natuurlijk in deze afhangd vinden doen levendigheid vinden al die beweging te gelijk : alles mede die naar het vertrekken vinden doen javaan Agon afklimd vinden doen troon : die weder wegge nemen worden tussen het derde en vieren bedrijf .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4728.s.1	3 .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4728.s.2	die gedurende doen alleenspraak vinden Fathema in hebben tweede Toneel vinden hebben vieren bedrijf twee armstoelen worden zetten , om die hebben derde Toneel zitten doorgaan .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4728.s.3	Saint Martin die aan doen linker hand zitten , staan op zode alles hij doen woord zegd , En Agon's wijsheid zullen , c. , terwijl Agon alsdan aan doen rechterhand aankoomt en blijven : en dus Fathema gedurende hebben vieren Toneel in het mijden staan , en naar het vertrekken vinden Saint Martin en doen inkomst vinden Hassan blijven .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4736.s.1	4 .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4736.s.2	die Agon in hebben vijfde bedrijf dodelijk kwetsen inkomen ge-durende doen twee laatst toneel zitten zijn .	None
