hoof001gran01_01.TEI.2.text.body.div.head.885.s.1	P.C. hoofd GranidaSpel	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4673.s.8	u trouwen dienst zijn meer dan yemandt kan verzinnen ; het hebben uw believen voor ik u eigen lief te winden .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4673.s.9	deze verslaan de Parth , en geven hij in gevaar de vreselijk dood , willig , om ik en haar .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4673.s.10	Grootachtbaer heer , wild hij in mijn staat bevesten .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4677.s.1	nul wonderlijk beleggen !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4677.s.2	mare het zijn beleggen te goed .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4687.s.1	Voor ik , ik zijn terstond hebben hof te laat , rijden , ik peinsachtich gemoed willen geren blijvend stede ; mare ik voornemen zijn vinden d'eene tot de ander , mede eenzaam selschap clein te reizen en te wanderen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4687.s.2	ik bidden om oorlof voorts , wan hier vertoev ' ik niet .	EmotionalAction_Desire_Despair
hoof001gran01_01.TEI.2.text.body.div.div.sp.4711.s.1	ik dank ik heer , die ik zo groot eer bieden .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4711.s.2	Een hoog en waarde gaaf worden ik vinden hij geven ; mare hei weten tot wat einde ik coos ' hebben hoofs leven , Te weet , om de dienst vinden doen Prinsses , geenszins Op hopen vinden voordeel , minnen vinden zelf te worp Prins , welk pak voor mijn hals zijn te zwaar om dragen , Een liggen herder rusten ik goed doen bedragen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4711.s.3	mare wel zullen ik , ik heer , blijvend u trouw knechten , u ding gaede slaan na ik bekwaamheid slechten , Tot die ghij wat ontlasten vinden schielijk bezwaren , mede hulp vanden tijd zullen komen te bedaren , Om mede vernoeging weder te karn tot de staat , Die het lusteloos gemoed door tegenheit verlaat : ik heer , zoeken hebben , gelijk hei het god vinden , te besaedigen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4723.s.1	Ach luttel wenschend harden !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4723.s.2	Luttel kan uw beschadigen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4723.s.3	Ach wat onttreckt ghij , mede begeerlijckheits verhoen , hebben speelsiecke geluk , al stof om kwaad te doel ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4723.s.4	Dats prinselijk , Daifilo , geren prinslijckheit begeren .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4727.s.1	ik bidden uw oorlof , heer , om tot ik reis te karn .	EmotionalAction_Desire_Despair
hoof001gran01_01.TEI.2.text.body.div.div.sp.4731.s.1	vaart wel , ik Prins , vaart wel , en zijde troosten .	Aquiescence_Emotion_Other
hoof001gran01_01.TEI.2.text.body.div.div.sp.4737.s.1	ik tijgen vinden staan aen op reis ; vaart wel ik heer , en ghij Daifilo wel .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4744.s.1	ik zullen ik heer tot huis versellen , Om het reddeloos gezin verbaasd in rusten te stillen .	None
hoof001gran01_01.TEI.2.text.body.div.div.head.4748.s.1	Vijfde delen	None
hoof001gran01_01.TEI.2.text.body.div.div.stage.4751.s.1	ostrobas , artabanus	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4770.s.1	Artabanus , zien hier u Prins zo braaf vernaemt , - mare , heide , wezen !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4770.s.2	- mede wieden ghij hier in pers quaemt , wieden , doel hei leven , ghij getrouw plegen aen te kleven , En nu versuimt zijn wraak te nemen na zijn leven .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4770.s.3	Artabanus , zien hier u Prins zo braaf wel eer Vernaemt , wie hoog roemen nu liggen vellen te neder , vellen , niet vinden een Prins , ( ai spijt !	Emotion_Sadness_Remorse
hoof001gran01_01.TEI.2.text.body.div.div.sp.4770.s.4	en cundij slaap ? ) mare vinden een herder slechten , vervalsen in Prinssen wapen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4770.s.5	heide laster !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4770.s.6	heide !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4770.s.7	fluks rijzen Artabanus , en boete ik wraeckrasenden dor , te minst , mede zijn bloed !	BodilyProcess_Vindictiveness
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.1	Wapen !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.2	ik volch ik Prins , het gebod die gij verklaren , ik volgen , ik Prins , ik volgen , al waar het tot inder aarde !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.3	Ghij zijde vertrekken , mare inwendich ik aenschouw u beeld , en vasten prenten in ik gedachte houwen u haar t'samengegroeyt mede bloed , u bleek schenden tronie , u krank gezicht , en u gapen wond .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.4	heide wapen !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.5	Wapen heide !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.6	ik prins roepen om wraak .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.7	fluks op , Artabanus , verhalen terstond doen zaak Aen u gezelschap , en ontsteken haar mede u woord , Om op liggen plaats de moorder te vermoorden .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.8	langen over middernacht ik het al te wees gissen , hebben liggen dwarrelen mengen onder doen duisternis , de blond dageraad mede haar blozend kaak , En d'uur die ik Godin ik coomst verwachten , genaken .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.9	wan , doel icks ' op hebben land brengen hebben , laten ik haar In hebben gezelschap vinden ik trouwen zuster daar , En zo doen kort tijd wij haastig dwingen te scheiden , besluiten wijden , die zijde ik weercoomst zij verbeiden , Eer die doen tweede zon soud ' aen de hemel staan .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.10	zien hier de naast weg , deze dienen ik inteslaen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.11	vaart wel scepter , vaart wel , vaart wel verheffen throonen , verheffen zo , die ik vinden uw steilheid ijzen , vaart wel dwingen gewaedt , en al te zwaar croonen , afgod die mede wind u ijdel dienaers spijzen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.12	u ijdel dienaers ghij duisenderleye node , , breien , Door u belofte loods die ghij zo kwalijk hout , wan zijde , besietmen het wel , verkleinen inde grootheid , slaaf in d'heerschappij , verarmen in hebben goud .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.13	Een laag ' en diep rusten ik goed mogen verkwikken Die ik te saemen smelten mede een lief ander-Ick : ik laat uw , warrig hof , en kiezen voor zo velen strikken , Een al velen streng , mare och , hoe velen zoet strik !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.14	bedauwen bloemkens vers , en ghij blozend roosen Die uw mantel groeien nu effen openen doen , welkom , en dank die ghij verkwikken ik ameloosen , En afgepijnden geest mede uw aesem zoet .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.15	vs. 1521 -1524 Nu biggelen op hebben gras , en cruidtjens onbetreden , ik lauw traentjens , die de dauw zo wel lijken : Traentjens niet meer vinden smarten , niet meer vinden bitterheid , mare vinden een teder gemoed , die schier vinden vreugde bezwijken .	Joy_Emotion_Happiness_BodyPart_BodilyProcess_Moved_Sadness_Anger_Spitefulness
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.16	nul boom schaduw-mildt , ootmoedelijck laat dal u nijgend hoofd alles ghij het eerwaerdich aanschijn zien , leidster en morgenster mede weerlichten straal , Indien ik blijdschap slapen , waarom wekken ghij hij niet ?	Joy_Emotion
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.17	vrolijk vogel , die nu het beginnen te dagen , mede uitgelaten zang hebben stil woud ontrust , Ghij nachtegaal voor heen , vlieden uiten doen boodschap dragen , die hei zien haasten , ik wachten alhier ik lief lusten .	None
hoof001gran01_01.TEI.2.text.body.div.div.stage.4876.s.1	daifilo , granida	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4887.s.1	Ach , om ik vliegen harden snellijcker te doel spoeden , Hoeftmen geren vogel nog nieuw boon te moei , doen liefde porren die stag , en drijven tot zijn Godin ik eerwaardig vrouw .	Joy_Emotion_BodyPart_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.4895.s.1	u dienstmaagd , u slavin , Die het nimmermeer aen uw te slaaf zullen verdriet , Die om u minst dienst haar leven zij vergieten , handelen en leven mede ik na u zin , hoe ghij doen , Vercoopt ik , dood ik ' , ik wil't .	Emotion_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.4904.s.1	ik vrouw , en al ik goed .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4904.s.2	Hoe onlangs nog soud ' ik niet aanzien darven denken doen vreugde die het uw believen genadelijck te schenk Aen die zijn onwaardig wassen , die niet en hebben verdiend u dienst , ik zwijgen ' u gunst .	Joy_Emotion_Benevolence
hoof001gran01_01.TEI.2.text.body.div.div.sp.4918.s.1	Ayme , ik groot vriend , D'onwaerdeerlijcke prijzen , en uitnemen kracht vinden uw deugd doen , die nooit uiten ik gedachte nul Daifilo , u gedaent vinden ziel en lichaam gaan , Tsint ik door zijn hemel gunst daar kennis af ontvangen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4918.s.2	hebben zullen voor u waerdij altijd te luttel val , Wat ik uw geven kan .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4926.s.1	En ik uw niet mede al , Al het ik vinden rechte , en reden uw toegeeygent wereld .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4926.s.2	Ach ik godin ' , hoe vol zijn vinden uw al ik harden !	BodyPart_BodilyProcess_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.4930.s.1	ik hart bloed .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4941.s.1	ik zon , die boven d'ander klaar , , zijn , ik hout ' uw in ik arm , en twijfelen of hebben waar , , zijn .	EmotionalAction_BodyPart_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.4941.s.2	ik ziel zijn zo beroerd , ( ayme ! ) die ik daar vinden doen grondelose vreuchd niet vol genieten kan .	Joy_Emotion_BodyPart_BodilyProcess_Moved
hoof001gran01_01.TEI.2.text.body.div.div.sp.4941.s.3	ik en geloof nauw ik staat dus hoog rijzen , En denken vasten of ik wel Daifilo niet zullen wees !	None
hoof001gran01_01.TEI.2.text.body.div.div.stage.4943.s.1	artabanus , granida , daifilo	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4953.s.1	Nu toen , gezel !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4953.s.2	mare die ghij niet dootlijck krenken de vals moordenaar , die nog op boel denken ; vallen aen gelijk , en krijgen hij levendig in hand !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4953.s.3	Ghij zijde gevangene .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4953.s.4	staan !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4953.s.5	knopen hij in vasten band .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4958.s.1	Ach , ach !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4962.s.1	Hoe nu toen ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4962.s.2	wat wort'er vereisen op ik ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4966.s.1	hebben leven .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4974.s.1	het leven ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4974.s.2	Och !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4974.s.3	die hebben geren onrecht zijde !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4974.s.4	dracht goed kennis vinden u vijand , eer gh'u verder vergrijpen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4981.s.1	Kennis genoech , hebben zijn doen vals herder , doen moorder vinden de Prins de partij wijt-vermaerdt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4986.s.1	Verwinner !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4990.s.1	doen tiran wassen zulk straf waard .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4994.s.1	wij eisen ik leven ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4994.s.2	die hei coom allee en maken , , strijd .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5001.s.1	Dat's Ostrobas , wie bloed , en bleek schim om wraak , , krijten .	EmotionalAction_Vindictiveness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5001.s.2	wijden zulle , hij voldoende ' , uw offeren aen zijn graf .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5014.s.1	laat hij , hei hebben geren schuld , en keren op ik doen straffen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5014.s.2	zien hier Granid ' , om wieden de prins liggen verslagen , deze god hebben ik schaken , en willig weg dragen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5014.s.3	verschonen hij , woeden op ik , de oorsprong vinden hebben kwaad .	EmotionalAction_Anger_Vindictiveness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5023.s.1	Granida ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5023.s.2	ja , Granida ' .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5023.s.3	nul wonderlijk verraden !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5023.s.4	wijden zulle , ( wild haar ook mede band vasten beladen , ) doen prinselijk ziel mede beyder bloed versaeden .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5039.s.1	Daifilo , wat ghij zien !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5039.s.2	Granida lijden , zijde lijden !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5039.s.3	En staat hebben aen een coordt , die ghij haar niet bevrijden ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5039.s.4	Dat's stuk .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5039.s.5	god nu , kracht , nu cloeckmoedicheit , Nu arbey al wat mogen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5043.s.1	Och , het zijn vergeefs woedicheit !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5049.s.1	Gef hij mare !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5049.s.3	dood goed alles ontvloon !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5055.s.1	Och laat ik voortgaan !	None
hoof001gran01_01.TEI.2.text.body.div.div.stage.5057.s.1	tisiphernes , artabanus , daifilo , granida	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5064.s.1	hout , hout op wereld uw bieden !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5064.s.2	hout op , hout op het gecrijs , vechter , en scheiden u drang !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5070.s.1	vlieden , zijde zijn ontzet , vlieden !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5077.s.2	Artabanus , mede wieden zijn die ghij twistich zijde ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5077.s.3	zijde ghij hier , Daifilo ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5077.s.4	Hebdij allee de strijd Tegen zo velen ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5086.s.1	verstaan , prins doen vals treek , En wild u ongelijk nevens hebben ons wreken .	EmotionalAction_Vindictiveness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5091.s.1	Hoe die ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5096.s.1	Ach , ramp op ramp !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5096.s.2	uiten d'een in d'ander lassen !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5100.s.1	Och , het scheiden ontzet , mare lezen !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5106.s.1	Een meerder vijand wassen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5110.s.1	Ach , hard Gelux besluiten !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5121.s.1	prins , ghij zijde bedroghen , zien hier Granida ' , en al de voedster rijden logen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5121.s.2	zien hier de vals god vinden wieden zijde zijn schaken , En trouwheit daar ghij zo velen werk af hebben maken .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5121.s.3	zijde kiezen een boer voor uw , tot haar en u verminderen , Een boer de adel honen , en schaken de Prinssen kind .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5121.s.4	ik komen om Ostrobas te wreken , wreken ghij nu , Op beide , beyder leed vinden ons Prins en uw .	EmotionalAction_Vindictiveness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5125.s.1	Wat's deze ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5130.s.1	Ach , wild u leed op ik allee vergelden !	Emotion_EmotionalAction_Sadness_Vindictiveness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5139.s.1	zijn trouwen zijn onbevlekt , hij canmen niet beschelden ; mare uw op ik verhalen , en koelen u gram moed , mede wraak , niet vinden het kwaad die uw Granida doen , mare vinden hebben welk , op die doen dood haar het oog zij luiken , de god het hebben believen tot oorzaak haar te bruicken .	Emotion_EmotionalAction_Hatred_BodyPart_BodilyProcess_Loyalty_Anger
hoof001gran01_01.TEI.2.text.body.div.div.sp.5145.s.1	nul Liefde ' !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5145.s.2	nul vreemd beloop !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5145.s.3	Daifilo , zeggen ik hoe doen ding wonderlijk dus zijn gecomen toen ; ik geest en kan het beleggen nog hebben vervolg niet vatten .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.1	ik heer , de laatst nacht , passeren ' ik bijder straat Onder doen venster vinden ik vrouw , gelijk ghij weten , die ver vinden haar te zijn ik wassen hebben meest leed , En om haar bij zijn , ik te hof wassen gecomen , En om haar dienst , vinden uw ik hebben dienst nemen .	Emotion_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.2	ik vrouw staan voor het glas , en zo zijde ik zien gaan , zonde zijde haar voedster af , om ik te roep aen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.3	ik Vrouw vernederen ' haar , en komen ik zelf vragen , Wat oorzaak inder nacht ik daar omtrent mogen jagen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.4	vragen , hebben ik ontdekken vinden ik gemoed de grond , waarop , nul ik Godin , ghij blijk laten terstond doen gunst die ghij ik droecht , door die ghij vinden te voeren doen roock vinden mijn vlammen wel hebben cunnen bespeuren .	Emotion_Love_Benevolence
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.5	Te laat , boodse ik , haar conincklijke staat , Om mede ik na hebben land te trek op te daad .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.6	onwaardig kennen ' ick's ik , en houden doen zwarigheid vinden zulk bestaan , haar voor : mare haar gronden rijden Vertoochden ik haar Liefd ' , en die zijde goed mede ik zo klein staat , alles mede een Prins vergenoegd zij zijn .	Emotion_Happiness_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.7	de Hemel zijde getuige vinden ' tgeen die ik oorkonde , die ik , tot die tijd toen , Granid ' aen niemand jonde , alles uw , ik heer , wan ik denken dus hooch niet stijgen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.8	mare , doel ik onderrichten vinden haar , het gevoelen krijgen die deze haar goed zullen zijn , bestaan ik hebben te lest , ( doen god weten't ) meer om haar , alles mijn goed .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.9	mare , ach verblind mens , hoe luttel kundij zien Of uw wijs raden tot schaden ' of voordeel die !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5191.s.1	prins , dus zijn ik schuld , straffen ik , het wereld uw bidden .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5195.s.1	Neen edel prins , mare zijde mede ik allee te vrede .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.1	nul wonderlijk beloop !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.2	nul raden de god rijk !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.3	nul liefde gans volmaken , en zonder sijns gelijk !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.4	Om haar getrouw lief een groot koningin verwisselen haar staat , en worden een herderin .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.5	Een herder weigeren , om zijn lief te laat niet , Een prinsselijcke staat diemen hij annebiedt . het geren om elckanders willen ghij zijde t'ontbeeren vaardig , goed mede elckander ghij zijde te bezitten waardig . het zijn rechte die ghij genieten , Daifilo , die ghij wond , En ghij , Granida ' , u Lief die ghij doen waard vinden .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.6	de hemel uw verenen , de Hemel doen bereiden de weg tot u geluk .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.7	Neen , ik en zullen niet scheiden hebben echt paar die ooit te wereld zijn gezien .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.8	Gelieven zijde troosten , uw zullen geren leed geschien .	Emotion_Other
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.9	Prinssesse rijzen , en ghij , Daifilo , vinden de aarde .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5224.s.1	Ach , eedele gemoed !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5228.s.1	Ach , heusheid hoog vinden waarde !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5240.s.1	Ach onverwacht troosten !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5240.s.2	rechte prinselijk , edel bloed , wij zullen uw deze deugd loon , alles u gemoed ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5240.s.3	die zullen uw lof en lot na Deuchts waerdije geven .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5277.s.1	diets niet genoech die ik uw hier behouden het leven , mare ik begeren die doen koning zelf volvoeren Ulieden huwelijk , naedien het de Hemel zweren .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5277.s.2	En op die hei daar toen zien lichtelijk lei , zo schenk ik uw nog een de staat die ghij ontzeggen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5277.s.3	ik weten ik zullen vinden hij verwerven ulie vrede , En die hei uw verheffen tot swaegher in ik stede .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5277.s.4	ik vollick , wild voor heen u gang na het hof versnellen , En aen de koning al deze vreemd beloop vertellen , vs. 1691 -1694 En ik begeerte mede ; wan vallen hebben ik niet zwaar , ik achten hebben minnen voor hij zullen zijn een droef mare ; die ik gemoed bewegen zullen zijn gemoed bewegen .	Emotion_BodyPart_BodilyProcess_Moved_Desire
hoof001gran01_01.TEI.2.text.body.div.div.sp.5277.s.5	wijden volgen sachtelijck .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5284.s.1	Ach , groot troosten !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5284.s.2	verkrijgen Op het aldertroosteloost !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5284.s.3	Lof prins , die het dus voegen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5288.s.1	hebben lusten ik dus te doel .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.1	ik heer , uw lusten doen deugd .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.2	mare al verheffen ghij ik boven u eigen zaak , Ghij zullen ik nimmermeer meer alles u dienaer manen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.3	groot god , niet om raak zijn doen grond vinden u besluiten , het wassen u lusten deze huwelijk manen , komen en voeren doen bruiloft uiten .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.4	herder die in last druckich vinden zijn Gelux genae bestort , nul geluckich !	Emotion_Happiness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.5	Overluckich !	Emotion_Happiness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.6	hemelhoog verheffen worden !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.7	Niet die uw een staf vinden gouwe zoet voorstaan alles een bloem , mare die ghij verenen in trouwen mede u waardig hart roemen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.8	Liefd kiezen , doel ghij wier geboren , uw voor eigen uitgesocht , En de Hemel , al te voorn , hebben zijn gunst uw toegedocht .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.9	Alsmen bij u wiech komen kwelen , zo bevallijck loecht gh'er in , die uw , vaak , om mede te spel , staal watr ' en bosgodin .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.10	Corts daar na beginnen te blijk , ( wan doen tijd haasten heen vaart , ) die ghij vinden u tijts-gelijcken meest , geren gelijk en woerd .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.11	thans , alles d'eerste wol u kaak Vanden baard beschaduwen doen , Harderinnen en ontstaeken Niet allee mare Nymphen mede .	BodilyProcess_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.12	Duisendt wensen om u paar , Duisendt quijnden om u minnen , mare de hemel willen ' uw sparen Voor een groot koningin .	Emotion_Love_Desire
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.13	groot god niet om raak zijn doen grond vinden u besluiten , Luste't uw deze huwelijk manen ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.14	voeren mede gunst doen bruiloft uiten .	Emotion_Benevolence
hoof001gran01_01.TEI.2.text.body.div.div.sp.5443.s.1	Liefd en minnen aen een vertuien , beide ziel en lichaem-mengers , heilig ' oppervrientschap-strengers zaligen bruidegom en bruid .	Emotion_BodilyProcess_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.5443.s.2	Boven doen gemeen maat willen ' hei zien een lievend paar , de de hemel keurig haar lezen uiten zo verscheiden staat .	Emotion_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.5443.s.3	die ghij twee verenigen blijven blijken doen god te begeren , En doen koning willen niet karn het geren de hemel merkelijk drijven .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5443.s.4	langen , al langen genoeg lijden , Blijx genoech vinden vasten trouw ; die u overlijden rouw die tot meerder vrolijckheden .	Emotion_Loss_Loyalty_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5443.s.5	nul geluk , zijde eenmaal zat vinden ellende op ellende , En te laatst moede vinden wonen schutten de lopen hier vinden u rad .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5443.s.6	God en koning wil staken de gelieven tegenspoed , Liefd ' en min , lof u gloed , Die nu zonder smarten zullen blaken .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5443.s.7	Liefd en minnen aen een vertuien , beide ziel , en lichaem-mengers , heilig ' oppervrientschap-strengers zaligen bruidegom en bruid .	None
hoof001gran01_01.TEI.2.text.body.div.div.stage.5445.s.1	tisiphernes , granida , daifilo , koning , rijden vinden juffer , rijden vinden harderinnen	None
