hoof001achi01_01.TEI.2.text.body.div.head.500.s.1	P.C. hoofd speld vinden  Achilles en Polyxena	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.13	daarom , hoewel ik lijefd ' tot uw waerts een beginnen , zijde zeker , schonen prinses , die die niet eijnden kunnen .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.14	Off , zo die eijnden zullen en immermeer gaan t ' onder , die zullen geschien gelijk alles doen feniks , t ' groot wonder , Die , stervend ' in doen vlammen , aen een nieuw leven raect , na die hei levend ' hebben vinden sterven eijnd ' gemaect .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.16	Wat zeg ik doch ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.17	Wat slechtheijt mogen ik praten ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.18	Soud ' uw lijefd ' nu en niet eerstlijck te leven laten , Off soud ' ik nemen vinden hebben leven een beginnen , zonder te voelen een beginsel vinden ik minnen ?	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.19	Soud ' ik hebben geren ik zijn wel cunnen blijven wees zonder uw eijgen slaeff stadig te zijn bij deesen ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.20	Off soud ' ik kunne vrijen wees vinden uw gebied , zonder die ik hebben geren ik zijn te wees lied ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.21	voorwaar , in geren manier , velen eer ik t ' onder bleeve , wan ik door uw , door uw minnen , en door uw leven .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.22	mare off ik bij geval een zotternij bevangen , die ik ik eijgen vijand zelf wereld ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.23	en gaan versmaden hebben hoogst god , die ik te wereld acht ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.24	uw alder cleenste ionst zijn groots genoech vinden kracht Om ik te vrij vinden al die lichtvaerdichaijt , Daermen te wereld oijt vinden denken off hebben gesaijt , En te leiden tot uw , godin vol waarde gaaf .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.25	ik overgroot gemoed in liefd ' altijd zullen draven .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.26	mare waar door laat ik geest , bewegen door hoop blij , zien selff verbazen doch door een prophesij , Die zo ellendich en vinden droefhaijt zijn deelachtig alles ickse kennen voor val en ganslijck logenachtig ?	Emotion_Sadness
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.27	alzo velen schoonhaijt alser zijn , godin , in dij , zo velen genegenhaijts zijn tot uw dienst in ik .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.28	En ik stantvastichaijt die zijn zo groots en heerlijk alles mijn ijver zijn , en mijn smarten begeerlijk .	Emotion_Sadness
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.29	uw schoonhaijt kunnen uw niet verlaten , schone vrouw , Ontsterfflijck zijn ' in uw , zo doen in ik ik trouwen , de leven ik minnen , prinses , allee door uw verklaren , die ghij ik weerliefd ' dracht , en saecht ik welvaart garen .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.30	Tot leven onderhoud ik minnen na ionste trachten , Die meer begeren wassen dan verhopen , mare minst verwachten .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.31	zo zullen in ewichaijt , godin , ik lijefde duren , Die k ' in doen straal ws gesichts hebben laten puren .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.32	In deze straal schonen vinden goddelijcker aard ik minnen gesuijvert zijn , godin , en helen verklaren , alles in een hemel vuijr , t ' welk vinden hij hebben nemen , Al t ' geren onwaardig wassen , prinses , vinden uw te komen .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.33	ik hart die zijn een heet oven vinden doen minnen , ik lijefde , schonen prinses , die zijn persen daar in .	Emotion_BodyPart_BodilyProcess_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.34	vinden mijn dienstbaerhaijt en aengename band kan ik geren seeckerhaijt off geven ander pand alles d ' hitte vinden ik hart , en zo ghij ik wel iont , zijn deze doen waard , die ghij zelf wensen kont .	BodyPart_BodilyProcess_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.35	Dan , somen om doen lijefd ' te houwen langen in leven , kan enig onderhoud nut alles weerlijefd ' geven , En zo de min bannen wel vasten goed en gewis , daar d ' een aen dander grotelijxs houwen zijn , zolder ondanckbaerheijt zo ondankbaar zijn te vinden , die s ' ik uw weldaad zullen doel stillen uit ik zin ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.36	Naedien ik uw , prinses , gedaan hebben een misdaad , die ik mede rijden mos wanhopen vinden genaet , En ghij , in plaats vinden ik te straf mede uw torn , uw dienaer doen doen ionst vinden zijn klacht t ' aenhoren , ik gevend ' in doen plaats de dood , vinden ik verwachten , Een leven , die ik schier gelucksalijger achten , alles enig ander ding , groots gheacht bij doen mens , Dan ickt vinden avonturen selff hebben cunnen wensen , ontvangen dan , schonen godin , al deese seeckerhaijt vinden mijn lijefd ' tot uw , en ik getrouwichaijt , Op die de hemel die tot een have leed vinden vreugde ' en vinden geluk , waar uit zijde nimmer scheijde .	Joy_Emotion_Happiness_Love_Despair_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.37	laat ik opoffren t ' ijs vinden uw verstoren zin mede d ' as vinden ik liggen ' en langen verlijden minnen , Op dat niet en blijff in ons ziel heijlgierich , Dan t ' geren tot voedsel dienen vinden ons lijefde vurig .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.38	En ik bezweren , godin , door uw volmaeckthaijt dan , Diemen aanbidden wel , mare niet begrijpen kunnen , die vinden ik slavernij ghij hier verklaren doen weten , Om die mede vuijre letter in ik hart te zetten , Op die ik , schonen prinses , aen ik gedachte leren Die daar te lezen , t ' overtreden nimmermeer .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4603.s.1	Danct hij , onhuesheijt wassen indien wijden die versloften .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4614.s.1	grootmoedig prins , wijden danken uw vinden uw belofte .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.stage.4613.s.1	Achilles wereld verradelijck ombrengen vinden Paris en Deiphobus .	None
hoof001achi01_01.TEI.2.text.body.div.div.head.4616.s.1	4e. handeling .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4626.s.1	die wijden die twee daar uit zo schielijk spring zien die hebben , na ik verstand , wat zonder te bedienen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.speaker.4628.s.1	Diomedes	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4642.s.1	Dewijl doen griecxen raad wij beijden hebben bevelen Achilles gaan te slaan , om die hei enten verhalen de vijand selff besoect , en hij te spraak staat , Op avonturen off hei besluiten enig verraden , komen , treden wijden enten woud en gaan hij zo beneven .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4647.s.1	Wel , ik zien niemand niet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4647.s.2	Ach , wat zijn hier bedreeeven ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4647.s.4	geven wij hebben laatst woerd !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4651.s.1	Deiphobus en Paris aanzien ik vermoorden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4662.s.1	Ghemoort ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4662.s.2	waar hoord ' ik oijt groot valschaijt verhalen ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4662.s.3	nul blond zon , aanschouwen ghij deze zonder te dal Te rug woerd vinden daar ghij opgereesen zijde ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4668.s.1	Mijneedich schelmstuck te boos om aff te maal .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4672.s.1	nul blond zon , aanschouwen ghij deze zonder te dal ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4681.s.1	de groot manna , vermaard in s wijd wereld palen , die bliksem , zo ontzien enten oorloch , zijn wijden kwijt .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4694.s.1	Gheen clagen helpen kan , hei hebben vervullen zijn tijd .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4694.s.2	wild ik hebben lichaam kouten op deze schoudren laden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4694.s.3	En gaan wijden doel t ' verhaal , hoe die hei zijn verraden .	None
hoof001achi01_01.TEI.2.text.body.div.div.head.4697.s.1	[ 5e. handeling . ]	None
hoof001achi01_01.TEI.2.text.body.div.div.head.4698.s.1	5e. handeling .	None
hoof001achi01_01.TEI.2.text.body.div.div.stage.4699.s.1	Al doen prins .	None
hoof001achi01_01.TEI.2.text.body.div.div.stage.4699.s.2	Nestor , Aiax , Ulysses .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4734.s.1	geren vinden doen prins , nog geren vinden doen griecs knaap Dan ghijluij mede uw twee staat na Achilles wapen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4734.s.2	Dies elk omt t ' zeer twisten en voor een eer tellen Te dragen t ' wapen vinden die onverwonnen held .	EmotionalAction_Envy_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.4734.s.3	doen prins zijn alhier te plaats neder zitten , Om ieder zijn beschaijt volcomelijck te weten , En wijze toen mede rechte doen wapen aen doen manna , Die mette rijden goed zijn rechte verdaden kunnen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4734.s.4	daarom een ieder pooch hebben gene te vertrekken , t ' welk allermeest hei tot zijn voordeel achten te strekken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.1	Aen strand ( Jupijn ) en bij doen schip pleijten wijden , En ik lijken ( ik razen ) Ulysses nog bij ik ?	EmotionalAction_BodilyProcess_Desire_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.2	ik , die nog vuijr nog vlammen nog Hectors torn vrucht En voor deze vloot vechten , alles ghij mede schande vlucht .	Fear_Emotion_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.3	Veijlijger zijn hebben dan , o griek , datmen strijd mede woord schonen geciert , dan mede een zwaarte die snijden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.4	Wanneer ik vechten zullen , Ulysses uit hebben perk vlijt .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.5	hebben doel vallen hij te zwaar , en t ' zeggen zijn ik werk niet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.6	zo velen alles ik vermogen enten krijgen mede geweld , zo velen Ulysses enten vrouachtig klappen geld !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.7	Doch mijn daad zijn onnoodich te vertalen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.8	Ghij hebben s ' altsaem gezien , laat hij doen zijn verhalen , Die hei allee en zonder tuigen hebben gewracht ( Naedat hei zelf zeggen ) enten donker van nacht .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.9	de lot , daar ik na staan , bekennen ik groots te wees , mare vinden de lof verliezen ik t ' groot delen door deesen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.10	zijn groots , mare d ' heerlijckhaijt die wereld daar door bemorsen , Mits die ik crijge t ' geren Ulysses hoop dor .	Emotion_Hope
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.11	verliezen hei schonen t ' krakeel , de prijzen hebben hei alreede , wan ik zullen zeggen , die hei mede ik hebben gestreede !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.12	Dan , zo ik duecht wassen twijfelachtig bij de raad , zo soud ' ik edelhaijt ik wel coomen te baten .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.13	ik Vader Telamon hebben troijen helpen winden , En voeren mede Hercules omt gunnen vlies te vinden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.14	zijn Vader Aeacus zijn recht in de hal , daar Sisyphus , uw oom , Ulysses , liggen gequel .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.15	Juppijn die vader zijn , k ' en halen hebben niet vinden ver .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.16	deze Aiax na Juppijn zijn enten slachten doen derde .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.17	Dan , laat deze inde zaak ik gans geren voordeel zijn , zo het niet gemeen en zijn Achilles huis en t ' ik .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.18	Achilles wassen ik neeff , ik eijs ik broeder wapen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.19	mare ghij zijde uit hebben bloed vinden Sisyphus scheppen , Die ghij in schelmerij ook te gelijk trachten .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.20	Wat mengen ghij ons nader in uw versmaden slachten ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.21	Off zullen ik deese twisten omt wapen kwalijk lok , Om die ik hebben vinden d ' eest doen wapen aantrekken ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.22	En mede ik vrij willen zijn na doen crijch reizen , daar zien Ulysses zot en rasend ' hebben geveijst Door vrees vinden mede wij hier in doen crijch te trek , Tot Palamedes kloek zijn blootheijt komen ontdekken ?	Fear_Emotion_BodilyProcess_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.23	Die doen doen blootste wassen , vinden al wapen schuw , zullen die - wat rechte zijn deze !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.24	- doen besteden nemen nu ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.25	wassen doch doen rasernij voor rasernij nemen , Off wassen zijde doch wezen en hei niet hier komen .	Emotion_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.26	zo zout ghij , Philoctetes , mede zo zwaar verdrieten , enten eijlant Lemnos alles een balling leven niet , Die in spelonk na , en bos mede uw wenen En kermen dagelijxs bewegen doen koude steen , En wensen Ulisses t ' gene die hei waardig zijn , t ' welk ( zo de god zijn ) hij beuren zullen gewis .	Emotion_BodilyProcess_Sadness
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.27	alzo verdwijnen door siect en hongeren metter wijl Een vinden wij leijtsluij selff , en bruijct Alcides pijl Op vogel en op wild , die Phoebus wij bevelen Te bruijcken te vernielen vinden Troijas hoog waal .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.28	mare Philoctetes die zijn nog te lijf blijven , Om die hei t ' selschap vinden Ulysses hebben begeven , t ' welk Palamedes ook wel wensen mogen , dunken ik , wan zonder die hei soud ' nu nog enten leven zijn , Off immers soud ' doen dood sterven wees eerlijk , Die hei door zijn bedroch doel sterven hebben zo deerlijk , alles hei hij vinden bedroch aenclagen komen zo stout , En overtuijchden hij door t ' vinden vinden hebben goud , de vijants , zo hei saij , becorelijcke gaaf , t ' welk hei hebben heijmlijck zelf doel in doen tent begraven , Tot wraak vinden die hei zien door hij ondecken zien , hebben welk hij spijten , en langen ' daar na enten hart liggen .	Emotion_Sadness_Remorse
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.29	Door ballingschap off dood crenct hei de griek kracht , Op deese wijze zijn hei te vrees en te acht .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.30	Off hei enten spreken schonen Nestor te boven goed , nog en zullen hei niet in het goed veranderen t ' kwaad , En hier verdaden , die hei vlijen gaan zijn goed ras , alles Nestor roepen om helpen , door die zijn paren kwetsen wassen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.31	die ik deze niet versieren weten Diomedes wel , Die dik doen vluchten verwijten aen zijn goed meed'gesel .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.32	doen god aanzien doen mens rechtvaardig mede haar oog .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.33	t ' Gebuerde die doen geren , die niet en wild pogen Om Nestor bij te staan , zelf bijstant krijgen vinden doel .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.34	hei roepen ellendich helpen , ik ginck ik derwaarts spoeden .	EmotionalAction_Despair
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.35	Hoe wel hei hebben verdiend doort vlijen , datmen even alles hei mede Nestor doen ' , ik ook mede hij zullen leven , ik dekken hij mede ik schillen daar hei liggen beven ' bleek , k ' Verseeckerd ' hij zijn lijf al eer ik vinden hij week .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.36	doen wond die zijn kracht enten vechten doen vermindren En conden hij zijn lopen enten vlucht niet verhindren .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.37	Dus berchden ik een ziel oneedel , slechten vinden aard , En dunken ik eijgen daad ik luttel eren woerd .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.38	zo ghij in deze twisten uw enkel wild verweren , komen , laat wij weder op doen zelf plaats karn , geven daar doen vijand weder , uw wond en vrezen daar bij , Duijckt achter t ' schillen , en twisten daar onder tegen ik .	Fear_Emotion_EmotionalAction_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.39	zien , Hector , die mede hij te strijd leijd ' doen god , verbluffen de stout ook en niet allee de bloden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.40	alles die braveren doort vervolg vinden zijn mogen , hebben ik hij op zijn rug geveldt vinden ver , en voor Wanneer hei daechden uit een om mede hij te steken , Weerstont ik hij allee , en ghij , beroemd griek , Beloofden bedevaart , indien ik niet en vallen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.41	verhoren wereld uw gebet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.42	zo iemand weten willen de wtgang vinden doen crijch , ik hebse niet verliezen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.43	doen vijand komen mede macht hebben griexse heijr verstoren , Tot ons vloodts bederff mede vieren en vlammen bereiden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.44	waar wassen Ulysses doel mede zijn welspreeckenthaijt ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.45	ik hebben allee deze vloots bescherming aengegreepen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.46	geven ik doen wapen doch voor meer alles duizend schip .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.47	Indien die ghij toen wijzen , o prins , t ' rechte aen ik , t ' zullen meer de wapen eer dan Aiax eer zijn .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.48	laat nu Ulysses een gelijk bij ik daad hebben moord vinden Rhesus , die hei half hebben verraden , En Dolon , s ' vijants spier , en Helenus , die hei ( Wanneer hei Pallas stelen ) gevangene brengen daar bij .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.49	Niet zijn bij daech geschieden al wat hei hebben bedrijven .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.50	ik moeten de half lof aen Diomedes geven .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.51	gunnen ghij doen wapen aen deze daad slechten , onedel , zo deels ' en geven aen Diomedes t ' besteden delen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.52	Ulysses zulle zijde doch niet te stade komen , Die ongewapent stag en niet gelijk doen vrome , Bij nacht de vijand krenken mette gewiste kans .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.53	doen gunnen helm zullen hij beklappen door zijn glans .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.54	ook zullen hei doort gewicht zijn hoofd niet kunne roer .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.55	d ' Onstrijtbaer arm en kan Achilles spiets niet voer .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.56	doen schillen , waar in malen ik t ' swerrelts rijk zien , En zullen zijn slincker arm wel , dunken ik , pas niet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.57	Wat staat ghij na een gaeff , die uw zullen overladen ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.58	welk zo doen griek , door haar kwalijk te beraden , uw gunnen , ghij en zout daar door niet zijn ontzien , mare rascher na doen buijt zullen uw vijand vlijen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.59	doen vluchten , daar ghij uw hopen gewoon in zijde te zetten , daar in zullen t ' zwaar gewicht , Ulysses , uw beletten .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.60	Voorts uw schillen zijn gans , hebben niet mede al geleen , Vol kerf zijn doen ik , en ik behoeffer een .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.61	mare zien wij werk aen , onnodich zijn doen woord .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.62	doen wapen smijten enten mits vinden de vijants slachoorden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.63	heten datmen zijn halen vinden daar , en dieser brengen vinden dadel , laten diese tot een lot en tot een lof ontvangen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.1	hebben mine wensen en d ' uw , o griek , niet missen , wijden zullen rechtevoort niet zijn in deze twisten , doen traan zullen ik mede kracht dus niet vliet , Ghij zout uw wapen , wijden , Achilles , uw genieten .	BodyPart_BodilyProcess_Sadness
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.2	Dan , nu dewijl doen god wij beijd ' aanzien beroven vinden die ontsichbaer onverwonnen oorlochs hoofd , wij zullen mede meerder rechte doch volgen in zijn stede Dan die Achilles selff de griek volgen deede ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.3	t ' verstand , die dicwijls hebben dienen tot uw profijt , t ' zijde hoog off laag , laat ik niet schade nu te tijd , Op die ik zonder nijd ik reedens mogen ontluijcken ; doen gaaf , die ik hebben , die machmen wel gebruijcken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.4	Voorvaders klaar deugd , en adel hoog roemen En ander luid daad ik nauw wij eigen noemen , mare om die Aiax saijt die zijn grootvaders vader Juppijn zijn , zo zeg ik : Juppijn zijn hij niet nader Een lid dan hei ik doen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.5	ik kennen Laertes oud Voor vader , die Arcesius voor zijn vader houden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.6	Arcesius vader zijn Juppijn , en onder deesen zijn niemand oijt tot dood off ballingschap verwezen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.7	Een ander Adeldoom komen ik vinden moer zijde , En d ' oorsprong vinden slachten zijde , o Mercurius , ghij .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.8	Nochtans en ghae ik niet na deze wapen spoor , Om die vinden moeder zijde ik hoog zijn baren , Off die ik vader niet beschuldicht worden kan mede zijn broeder zonde ; zien doen verdiensten an !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.9	mare tgeen die Telamon off Peleus hebben bedrijven , die ik daar vinden de lof niet goed aen Aiax geven , die niet doen naast enten bloed wereld mede deze prijzen verhuecht , mare die mede rijden meest doel blijk kan zijn duecht .	Joy_Emotion
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.10	wan ander , Peleus leven , en Pyrrhus daarenboven , Achilles zoon ; zo blijven Aiax tocht verschuiven .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.11	En Teucer isser ook al vasten in een graad alles Aiax , die nochtans niet na doen wapen staat .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.12	Dewijl wijden dan allee mede ons daad strijd , ik hebben meer wtgerecht dan ik kan hier belijden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.13	ik zullen vertalen , doch op corst , vinden voorn aen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.14	Thetis , doen moer vinden Achilles , hebben verstaan vinden doen waarzegger wijze , indien hei herwaarts quame , die hijt besterven zullen , hoe groots hei wassen vinden nemen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.15	zijde maken hij onbekend omt ongeluk te vlijen , En laten hij alles een maagd in maagd kleed zien .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.16	niemand hebben hij kennen , nog Aiax zelf met .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.17	hei waar blijven t ' huijs te waar die ik hebben doen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.18	ik nemen een mars vol vinden vrouw cramerij En doen ' daar loosselijck een crijsmans wapen bij .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.19	Een ieder vrouw bezien hebben geren haar goed geleecke , doen Prins terstond zijn hand gaan aen doen wapen steken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.20	zo wel doen schillen en spiets hij in zijn hand staan , die eer hijt vrouw cleet verwerpen , ik roepen terstond : Ghodinnen zoon , vinden uw wachten Troien zijn bederven , waarom twijfelen ghij doen nemen te verwerven ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.21	ik handen leijd ' ik hij op en zand hij derwaarts heen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.22	Al t ' geren hei hebben gedaan , noemen ik dan t ' ik mede reden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.23	ik hebben Telephus temmen , k ' hebben Theben innemen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.24	Door ik zijn Tenedon in ons macht komen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.25	die Lesbus , Chryses , Cilla , Apollos stellen stout wij onderdanich zijn , voor mijn daad houden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.26	En ook die Lyrnes vallen , die zien te weer stellen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.27	ik gaff de nader , die de troijaensen Hector vellen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.28	Door ik leijt Hector neder ; hebben wapen die ik doen Achilles vinden eest eis ik deze wapen mede .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.29	doen wapen , die ik hij enten leven hebben geven , zijn onrecht die ik die weder eijsche na zijn leven ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.30	de ruim have liggen vinden duizend schip vol , doen winden blazen tegen wij gestadich even dol .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.31	daar wereld profeteren , de winden en zullen niet wonen , te waar die Atreus neeff zijn dochter wild zenden te outaer vinden Diaen en latens offeren daar , Om zo te stil t ' weder , en gramschap fel vinden haar .	Emotion_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.32	mare Agamemnon houden zijn vadersche genegenthaijt , wild niet toelaten , off hij schonen gans griek tegen saijt .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.33	deze dor ik spreken aen wanneer ghij , Aiax , sweecht , En hebben hij tot profijt vinden hebben gemeen bewegen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.34	ik drijven een zwaar zaak vinden een pertijdich recht .	None
