stee033adag01_01.TEI.2.text.body.div.head.207.s.1	Ada , gravin vinden Holland en Zeeland ; treurspel .	None
stee033adag01_01.TEI.2.text.body.div.sp.1992.s.13	ik werken u ' ondergang .	None
stee033adag01_01.TEI.2.text.body.div.sp.1992.s.14	ik klacht zijn vruchteloos ; deze marren duren te langen .	None
stee033adag01_01.TEI.2.text.body.div.sp.1992.s.15	laten wij die mompelen aan Adelheide ontdekken , Om uiten doen ontrouw wachten hebben snood geheim te trek .	None
stee033adag01_01.TEI.2.text.body.div.sp.1996.s.1	zien Ada .	None
stee033adag01_01.TEI.2.text.body.div.sp.2000.s.1	Reinoud , volgen ; verzuim geren ogenblik .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2003.s.1	Ada , Lodewyk , Reinoud .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2007.s.1	mijnheer , ontvluchten gij ik ?..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2007.s.2	gei beven !	Fear_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2007.s.3	wat baard uw schrik ?	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2011.s.1	weerhouden ik niet , vorstin ; ik liefde moeten uw blijk .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.1	Wat hevig ongeduld !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.2	zode driftig ik te ontwyken !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.3	Ik weten genoeg hoe groots zijn liefde t ' ik waarts zijn .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.4	Ik vrezen een nieuw gevaar in zijn ontsteltenis .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.5	Wat lotverwisseling !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.6	deze zijn een droevig teken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.7	nog vleien wij doen afgezant !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.8	hij willen allee ik spreken !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.10	mogen zijn deernis ik vinden twijfeling ontslaan , En ik beklemmen ziel zij duister loten verstaan !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.11	o Liefde , weer ontvonkt in mijn ontroeren zin !	Emotion_BodyPart_BodilyProcess_Love_Moved
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.12	Hoe smartlyk zij het ik zijn uw nochmaal te overwinnen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.13	Hoe pijnigen ik doen vrezen , terwijl doen hopen ik vleien !	Fear_Emotion_Hope
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.15	treffen Willems harden mede mededoogendheid .	Emotion_Compassion
stee033adag01_01.TEI.2.text.body.div.div.stage.2034.s.1	Ada , Willem .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2043.s.1	troosten Diedriks droef spruiten , o Hugo !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2043.s.2	willen zijn broeder Grootmoedig zien in het einde ' verzoenen mede ik moer ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2043.s.3	zij ik doorluchtig voogd , door het afstaan vinden zijn rechte , Ook doen yvrende edel doel stem in ik ' echt , En tegen het zelfbelang , uiten gunstryk medelijden , Een vaderloos wezen vinden het smartlykst loten bevrijden ?	Emotion_Compassion
stee033adag01_01.TEI.2.text.body.div.div.sp.2056.s.1	Mevrouw , hij scheppen geren ' lusten in uw tegenspoed ; hij lenen een gunstig oor aan doen inspraak vinden hebben bloeden , zijn vreemd vinden eigenbaat , en tot u ' bijstand vaardig .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2056.s.2	uw ongemeen deugd zijn die bescherming waardig .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2056.s.3	mare gei , mede hopen vleien in u verliefd jeugd , zullen gei , na het voorschrift vinden u weergaelooze deugd , Indien u bruigom hier niet veilig kennen regeren , uw eensverwonnen minnen te tweedemaal verheeren ?	Emotion_Hope
stee033adag01_01.TEI.2.text.body.div.div.sp.2056.s.4	schamen uw die liefde niet , naar doen eelste zegepralen .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2056.s.5	ik zorgen voor u geluk : scheppen moede .	Emotion_Happiness
stee033adag01_01.TEI.2.text.body.div.div.sp.2067.s.1	o Duistre talen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2067.s.2	Ach , Lodewyk !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2067.s.3	u ziel hebben rijden zien te ontstellen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2067.s.4	Wat moeten ik , ginds en weer slingeren , ik voorspel ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2067.s.5	mijnheer , wat eisen u vorst vinden zijn ontruste nicht ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2067.s.6	spreken duidlyk .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2067.s.7	Niets zijn ik zode dierbaar alles ik plicht .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2067.s.8	ik mogen ik zwak jeugd verliefd , rampzalig heet ; mare nooit zullen Diedriks kroos een misdrijf zien vermeten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2072.s.1	verheffen deugd !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2072.s.2	Vorstin , wezen tot een daad bereiden , Die ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2076.s.1	redden ik spoedig , wreed !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2076.s.2	uiten deze onzekerheid .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2080.s.1	durven gei volkomen op graven Willem uw verlaat ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.1	Ik geven in zijn bestieren ik leven en ik staat ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.2	gei zwijgen !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.3	na Amstels raden hebben ik , o afgezant !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.4	Een vasten betrouwen op ik ' waarde bloedverwant .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.5	Verdenk ik niet .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.6	Wat troosten zijn buit hij te wacht ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.7	verleiden geren moer ik ?.. o spoorloos klacht !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.8	Zyzelf , misleiden , verraen , ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.9	zijde zijn zode schuldig niet .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.10	Ik zij , wat ongelijk ik zuchten harden geschieden ' , Voor zij , die ik beminnen , vrijen willig kunne sterven .	Emotion_BodyPart_BodilyProcess_Love_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2099.s.1	vergeten u ' bruidegom : hij zullen uw nooit verwerven ; zijn land welzijn duld hebben niet : verheer nog een u minnen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2099.s.2	Hoe delen ik in u ' druk , verraden erfgravin !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2099.s.3	wij kennen u zuiver deugd , uw onverdiend plaag , En moeten u deerlijk loten niet ongeveinsd beklagen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2104.s.1	gei delen , o afgezant !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2104.s.2	grootmoedig in ik smarten !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2104.s.4	treffen ik ongeluk niet minnen graven Willems harden !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2108.s.1	hebben treeft hij .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2116.s.1	Hoe , mijnheer !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2116.s.2	kunnen hij ik ramp weet ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2116.s.3	zien hij door strijd op strijd deze harden vaneen rijten ?	BodyPart_BodilyProcess_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2116.s.4	weten Adaas trouwen voogd zij droef zege ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2116.s.5	o Neen !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2116.s.6	melden hij , die ik de honen , hij aandoen , bewenen ; melden ...	BodilyProcess_Sadness
stee033adag01_01.TEI.2.text.body.div.div.sp.2122.s.1	o Natuur !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2127.s.1	gei zuchten !	BodilyProcess_Sadness_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2127.s.2	gei wenen !..	BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2127.s.3	zijn deze een teken ..?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2136.s.1	gei dwingen ik , dierbaar pand !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2136.s.2	tot uw ronduit te spreken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2136.s.3	doen waar toeverlaat vinden u beroemd slachten , u teder bloedverwant , graven Willem , in wie macht zien u dreigen jeugd kloekmoedig willen begeven , verlaten zien ook op uw , betrouwen uw ook zijn leven , Om uw te ruk uiten doen wreed dwingelandij ,	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2140.s.1	Wat vreemd geheim !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2144.s.1	Mevrouw !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2148.s.1	varen voor .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2152.s.1	zien hij in ik .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2159.s.1	zijn het mogelijk !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2159.s.2	gei die vorst !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2159.s.3	graven Willem zelv ' te aanschouwen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2159.s.5	En hij durven op Ada zien betrouwen !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2159.s.6	gei !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2159.s.7	Amstels duistre talen verbergen een heuglijk liggen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2159.s.8	Wat voeren uw hier te helpen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2163.s.1	hebben bloeden , u deugd , ik plicht .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2168.s.1	zijn zijn ik ?..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2168.s.2	blijde dagge !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2168.s.3	zijn Willems harden zode teder ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2168.s.5	klagen niet meer ; gei vinden u ' vader weder .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2172.s.1	ik dochter !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2172.s.2	die ik uw omhelze !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.1	o groots geluk !..	Emotion_Happiness
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.2	Hoe onvoorziens verzachten u blijde komst ik ' druk !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.3	Ik schreien , mare het zijn vinden vreugde ; ik juichen in al ik leiden .	Joy_Emotion_EmotionalAction_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.4	gei weten ik staatselende , en hoe ik harden moeten strijd : ik broos jeugd verliezen een ' vader ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.5	wreed slag !. , gei vleien ik dwaas minnen en doemen zij , op een dagge .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.6	wij zij , naar zoveel wede , zien het minst geluk beloven ?	Emotion_Happiness
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.7	En echter deze vreugde gaan al ik smarten te boven .	Joy_Emotion_Sadness_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.9	u lyfsgevaar verwekken ik nieuw stof Tot vrezen ...	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.10	weten Adelheide ..!	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.11	Ontwyk deze dodelijk hof : o ik beschermer !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.12	vlieden ; duchten hier doen wreed slag .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.13	moeten gei , tot Adaas helpen , u dierbaar leven waag ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.14	Hoe storen ik angst doen vreugde vinden het lieflykst ogenblik !	Fear_Joy_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.15	Ei vlie ; verlossen ik ziel vinden zij ' gerecht schrik .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2194.s.1	o Ja ! het zijn ik besluiten : mare gei zullen met vlijen .	Fear_EmotionalAction
stee033adag01_01.TEI.2.text.body.div.div.sp.2198.s.1	Ik vlucht ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2198.s.2	hoe , mijnheer !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2208.s.1	Vorstin , hebben moet scheiden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2208.s.2	u groot ziel vrees ' niets dan Adelheides dwang .	Fear_Emotion_BodyPart
stee033adag01_01.TEI.2.text.body.div.div.sp.2208.s.3	Een delen de wacht , die , getrouw voor u belang , zien aanbied zijn gravin die wreed dwang te ontrukken , zullen wij doen aanstaande nacht die vlijen doel geluk .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2208.s.4	Beveilig door u ' moede zijn land heil , u ' rank , uw eer .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2208.s.5	zullen gei ik teder zuchten mistrouwen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2221.s.1	Neen , mijnheer .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2221.s.2	ik ramp zijn te groots , dan die ik laf zij vrees .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2221.s.3	doorluchtig toeverlaat !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2221.s.4	gei wild ik vader wees ; gei eisen een nut vluchten : u dochter zijn bereiden ; Ik zullen gehoorzaam zijn .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2221.s.6	zijn ' die tederheid , Die uw aan het akligst loten hebben uw doen verbinden , Tot ik vertroosting bij een moer ook te vinden !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2221.s.7	ik vader !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2221.s.8	wreken uw niet ; wijd zij vermetel daad Aan het hoofd vinden Utrechts kerk , de smeeder vinden het verraad ; verdrijven ik ' bitter angst ; verplichten zij uw te min .	Fear_Emotion_EmotionalAction_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2232.s.1	u deugd kunnen haten en wraken in ik gemoed verwinnen .	Emotion_Hatred_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2232.s.2	ik spil ' geren ' nut tij in vruchteloos gesprek .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2232.s.3	maken al vaardig tot u heimelijk vertrekken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2232.s.4	intussen veinzen mede ik , opdat ik Adelheide Gelukkig mede doen hopen op uw echt misleide , doen moederlijk dwang uw deze dagge niet paren ' , En ik uw tijdig redden uiten al u staatsgevaar !	Emotion_Hope
stee033adag01_01.TEI.2.text.body.div.div.stage.2236.s.1	Ada , Willem , Reinoud .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2240.s.1	ik smeed verraad , vorstin ; doen bisschop liggen uw liggen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2244.s.1	o Ramp !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2256.s.1	wezen op u hoeden ; uw dreigen fel slag .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2256.s.2	Ik weten , o ik gravin !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2256.s.3	ik weten wat plicht ik passen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2256.s.4	ik kerkeren menig wachten , op Adelheides lassen ; doen bisschop hitst zij aan ; zij zijn tegen uw verbolgen ; Ik moeten , mede nieuw wachten , all ' zijn bevel volgen ; Op zijn begeerte zijn hier de uitgang nauw bewaren Door het krygsvolk , aan doen poort vinden deze paleis scharen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2256.s.5	het zijn ik gevaarlijk uw deze ogenblik te spreken : mare Diedrik wassen ik vorst ; ik trouwen blijven onbezweken .	Emotion_Loyalty
stee033adag01_01.TEI.2.text.body.div.div.sp.2264.s.1	ik hielzaam opzetten zijn u moer aanbrengen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2270.s.1	o dodelijk ongeval !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2270.s.2	Ik hebben vergeefs trachten Te vlijen ; al ik hopen op uitkomst zijn verdwijnen : Ik moeten ik ' eigen ramp en u gevaar bewenen .	Emotion_Hope
stee033adag01_01.TEI.2.text.body.div.div.sp.2278.s.1	Wat oproer , woede en moord voorzien ik !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2278.s.2	wee , mevrouw ...	BodilyProcess_Sadness
stee033adag01_01.TEI.2.text.body.div.div.sp.2278.s.3	mare neen , heldin , u moede zijde groot dan u rouw !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2278.s.4	Ontveins u bitter smarten ; mislei u leus moer ; hopen op doen vluchten Vaarwel .	Emotion_Hope_Sadness_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2285.s.1	Ik sterven mede ik ' behoeder : ik verlaten uw niet , o neen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2285.s.2	u loten zijde ook hebben ik ' !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.2282.s.1	hij weder houden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2292.s.1	gei vrezen hebben ergst : wij weten of wie verraden zijn ?	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2292.s.2	te minst laten u ' schrik ik doelwit niet ontdekken ; laten deze byeenzyn uw geren ' nieuw ramp verwekken .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2292.s.3	houden ik niet lang op ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2292.s.4	doen bisschop naderen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2300.s.1	Bedwing uw .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2304.s.1	Ada , Vander Are , Willem .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2311.s.1	wachten in het korten een ' blijde bruiloftsdag ; vergeten u ' vader dood ; laten uw doen liefde strelen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.2308.s.1	tegen Ada .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2320.s.1	mijnheer , zijn het ik vergunnen in u gesprek te deel ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2320.s.2	Ik horen mede welk een hopen gei Adaas liefde vleien .	Emotion_Hope_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2320.s.3	zullen Hollands hofgez in doen aanstaande plechtigheid vinden het vorstelijk echtverbond in Dordrechts waal aanschouwen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2320.s.4	Of moeten hebben edel paren in Willems graafschap trouw ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2320.s.5	begeren gei die ik met in u geheim dringen ' ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2324.s.1	uw ongepaste vragen baard ik verwondering .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2328.s.1	mijnheer , wat inzicht ..?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2328.s.2	kunde gei denken ..?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2328.s.3	uiten uw nader .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2341.s.1	gij ontstellen uw niet allee om het mis vinden een ' vader .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2341.s.2	gei , Hugo , veinzen vergeefs : hebben zijn ik rijden bekennen Tot wat gewichtig einde uw hier graven Willem zenden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2341.s.3	het zijn Ada mede vergunnen in Dordrechts waal te huwen ; Oostvriesland wachten die eer .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2341.s.4	mare hoe !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2341.s.5	de dagge te schuw , doen nacht te kies , om die vorstelijk bruid Te lijden na u ' graven !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2341.s.6	wat ongerijmd besluiten !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2341.s.7	het Verbazend meesterstuk vinden Willems heldendaden blijken duidlyk .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2345.s.1	ijdel hopen !	Emotion_Hope
stee033adag01_01.TEI.2.text.body.div.div.sp.2350.s.1	Ik zijn op het snood verraden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2350.s.2	Onwaardig kerkvoogd !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2350.s.3	beven .	Fear_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2356.s.2	zij ik beven ?	Fear_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2356.s.3	Neen , Bedrieger !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2356.s.4	sidderen zelf doen vrezen voegen uw allee .	Fear_Emotion_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2356.s.5	gei wachten !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2356.s.6	genaak .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2361.s.1	Ada , Vander Are , Willem , Reinoud .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2361.s.2	Lyfwachten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2366.s.1	gei durven hebben rechte de volk krenken !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2366.s.2	gei honen een ' afgezant !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2377.s.1	hebben passen uw niet te denken Aan het ambt die gei onteert ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2377.s.2	ik grijpen ' hij aan .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2377.s.3	Willem , zijn ' degen aan Reinoud overgeven .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.2372.s.1	Reinoud treden toen mede doen lyfwachten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2382.s.1	vermetel wacht , die mijn onderdaan zijn !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2382.s.2	laten af .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2388.s.1	M [a]n l [e]i ' hij wegge ; ik poog ' , door pijniging , Al het overig verraad op het spoedigst hij te ontwringen	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2392.s.1	Onlydbre honen !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2392.s.2	tiran !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2396.s.1	afgrijselijk ogenblik !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2404.s.2	kennen ik ' naam ; zien Willem zelv '; en schrik .	Fear_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2404.s.3	vrezen gei geren ' afgezant door pyniging te honen ?	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2404.s.4	gei zullen te minst ontzag aan Diedriks broeder toon .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2404.s.5	zien hier u ' vijand , die op doen edel zien verlaten , En hier nog meer vermogen dan Utrechts eigenbaat .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2411.s.1	gei Willem !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2411.s.2	Wat geluk u snood geheim te ontdekken !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2411.s.3	uw ijdel grimmigheid kunnen ik geren vrezen verwekken .	Fear_Emotion_Anger
stee033adag01_01.TEI.2.text.body.div.div.sp.2411.s.4	gei wacht !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2411.s.5	staan ik in voor u ' gevangene .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2411.s.6	gade , Verleider ! ik geven uw tij ; verdienen u lyfsgenae .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2416.s.1	wede , Holland !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2416.s.2	vrezen ik wraken ; ik goedheid zijn te eend : ik dompelen roekeloos uw in gadelooze ellende .	Fear_Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.stage.2420.s.1	Ada , Vander Are .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2426.s.1	weerspannig !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2426.s.2	moeten gei , trouwhartig bijstaan , u teder moer bij die dwingeland verraen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2426.s.3	Gehoorzaam ; het zijn nog tij uw vinden u ' plicht te kwijten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2432.s.1	Schynheilige !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2432.s.2	uw allee zijn al ik ramp te wijdte .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2432.s.3	Een moer zij zij kroos , te onuitwischbre schande ' , Niet dwingen , hebben u list ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2443.s.1	u loten zijn in ik hand , En het loten uw bruidegoms .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2443.s.2	gei zullen zijn dood bewenen , Of deze dagge mede hij voor het outer uw verenen .	BodilyProcess_Sadness
stee033adag01_01.TEI.2.text.body.div.div.sp.2443.s.3	gei zullen u moer niet aanschouwen ; neen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2443.s.4	besluiten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2443.s.5	gei minnen hij : wachten hij hier , en spreken zijn vonnissen uiten ik zullen , zode gei niet huwen , uw niet lafhartig smeken , mare op de graven vinden lot u weigring bloedig wreken .	Emotion_EmotionalAction_Love_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.head.2445.s.1	tiend toneel	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.1	Hoe yslyk zijn ik loten !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.2	hoe beven ik teder harden !	Fear_BodyPart_BodilyProcess_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.3	gelieven bruidegom !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.4	verwoed minnesmart !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.5	Verfoeilyk staatsbelang !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.6	o wreedheid !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.7	fel slag !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.8	Hoe kunnen ik leven ?	None
