meij001verl01_01.TEI.2.text.body.div.head.2412.s.1	doen verloofd koninksbruidt , treurspel .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.2987.s.2	ik zode zullen wanen , die zijn Ghrootvaar komen beschik , Daar hij te kort in schikken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.2987.s.3	doen vijand zullen verschrikken , En deinzen , op het gezicht vinden zulk een vreemd ghedrocht .	Fear_Emotion_BodilyProcess
meij001verl01_01.TEI.2.text.body.div.div.sp.2991.s.1	Welaan , pakken uw slechts weg .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.2991.s.2	u ' voorslag waard ' volbroght .	None
meij001verl01_01.TEI.2.text.body.div.div.head.2993.s.1	V. toneel .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.2994.s.1	Fastarad , Trasimond , Alarik , rijden vinden wapenen Dienaars , al vechten , Ottomar in de schijn vinden een geest .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.2995.s.1	Trasimond	None
meij001verl01_01.TEI.2.text.body.div.div.sp.2997.s.1	staan , schelm , staan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3004.s.1	hout stelen , spitsbroeder ; niet te vlijen , zien daar ik Ghrootvaars schim , om wij doen handen te bieden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3004.s.2	scheppen moed .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3013.s.1	Gheen hels ghespook , ofte onderaards geest , Hoe wreed vinden opzicht , die ik ' klink in het minst vrezen , of uw voor ik bevrijden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3013.s.2	vallen aan , ik ' trouwen knecht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3013.s.3	bannen al schromen : ik ' vuist zullen zelf de geest bevechten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3013.s.5	hout daar .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.3014.s.1	Nadat'er een wijlen ghevochten , en Fastarad , mede zijn ghezelschap , op doen vluchten ghedreeven zijn : komen Trasimond , en Alarik mede hun dienaars weder te voorschijn .	None
meij001verl01_01.TEI.2.text.body.div.div.head.3016.s.1	VI .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.3017.s.1	Trasimond , Alarik , rijden vinden Dienaars .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3023.s.1	het Ghespuis zijn wel vluchten , Heer broeder , onder ghunst de nanacht ; mare ik duchten , die op een uchtendtstondt , zode euvel , en verbolgen , Een vrijen verbolghener , en euv'ler dag willen volghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.3024.s.1	Alarik	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3033.s.1	u ' zorghe ontberen gheen schijn , en het voorspellen duit niet ghoedts : mare wapenenwe wij harden , mede beukelaar , vol moedts , zijn op doen nijd , en haten , zij ' tand stuk bijten , En het anstaand onheil zijn gheweldt vergeefs op slijte .	HeavyHeartedness_Worry_Emotion_Hatred_Envy_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.3053.s.1	Ik kreunen zijn ik luttel , wat wij toeghrimt , nijd , oft haten : mare weten voor het onheil , welk onz ' hoofd dreigen , gheen raad , Nocht helpen , en duik daarom , vermeesterdt , voor zijn ' plagen .	Emotion_Hatred_Envy_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.3053.s.2	doen broederliefd ' , die wie elkander toedragen ; D'oprechte vriendschap , die ik harden hechten aan u harden , maken , die doen klein ramp , die uw gemoed , ik smarten , Die ik gemoed , uw pijnen ; zodat al onghelukken , week overkoomen uw , oft ik , wij beide druk .	Emotion_Love_Dedication_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.3053.s.3	Nu willen deez ' ghroote dag bezaal'ghen uw , oft ik , mede een Vorstinnenecht , en dubbel heerschappij ; En zode , te steil top vinden het hoogst gheluk , verheffen , En weder uw , oft ik , mede zode velen onluks , treffen .	Emotion_Happiness_Unhappiness
meij001verl01_01.TEI.2.text.body.div.div.sp.3053.s.4	wieden ons deze gheluk , ofte onluk vallen te beuren ; bei ploffenwe in verdrieten , welk ons boezem scheuren .	Emotion_Happiness_BodyPart_BodilyProcess_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.3058.s.1	ik bekennen , het ghevaar dreigen harden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3058.s.2	Doch , zode ik ik derde uiten , ik blinken een liggen toen , om iets raadzaams te besluit , tot wering , die wij zulk een ramp niet overkoom ' .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3063.s.1	gij kwetsen onz ' broederliefde , en vriendschap , door die schromen .	Emotion_Love_Shame_Loyalty
meij001verl01_01.TEI.2.text.body.div.div.sp.3063.s.2	spreken vrijelijk , wat raad u ' geest hebben uitghevonden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3075.s.1	gij weten , hoe vasten an een onz ' ziel staan verbond ; Hoe ik uw meerder min , alles Hylas Herkules , alles Kastor Pollux , ofte Orestes Pylades Ooit hebben bemindt : zodat u ' weederspoen ik deren , Ghelijk uw zelf .	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.3075.s.2	Dies willen ik , om doen bui te karn , Die , zwanger vinden verdrieten , wij beid ' hand over het hoofd , Door het ghroots gheschenk , welk een vinden bei slechts staan beloofdt , die kostelijken schatten , in twee gheschenken , scheiden , En , mede doen helft , verzien een ieder vinden wij beide .	Emotion_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.3083.s.1	ik omhelzen mede uw een raad , zode heilzaam en zode schonen , Ik schiften die ghroots gheschenk , en ruimen uw vader tronen ; laten ik , in tegendeel , Mathilde slechts ghebeuren , En ik vernoeghdt gemoed zullen zien ghelukkigh keur .	Joy_Emotion_EmotionalAction_Happiness_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.3086.s.1	Helaas !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3089.s.1	Hoe dus , baard uw ik anbodt droefenis ?	Emotion_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.3092.s.1	gij noemen hebben bieden , daar hebben waarlijk kies zijn .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3095.s.1	Ik draagh uw immers op doen Britsche Koninkryken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3099.s.1	En delen voor uw een schatten , daar bij niet te ghelyken , En daar ik allee naar haken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3102.s.1	Wat zijn die ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3102.s.2	Mathilde ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3108.s.2	zijde zijn het zelf , voor wie ghenot , ik vader heerschappij uw willen opofferen : mare gij zijn voor ik vaardig wezen in het kies .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3111.s.1	Hoe , achten gij zij dan zode waardig ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3114.s.1	achten ghyze minderen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3118.s.1	Ik bekennen ; zijde eevenaart hebben prachtighst koningdom .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3121.s.1	Ja all ' die vinden de aarde ' .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3124.s.1	gij minnen zij dan ?	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.3136.s.1	En gij , gij minnen zij vinden ghelyken ?	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.3136.s.2	zien daar doen donderslag , zijn onder ik bezwyke !	BodilyProcess_Love_Despair
meij001verl01_01.TEI.2.text.body.div.div.sp.3136.s.3	Ik hopen , die doen ghlants , week uiten doen rijkskroon stralen , verschuilen zij aanzien die , daar zij ghelaat met pralen , Voor u gezicht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3136.s.4	mare ( ach ! ) ik staan in ik ' hopen bedrooghen ; En het zonlicht , welk zij te ghoddelijken oog , En anschijne , uitblinken , hebben zien met , voor u gemoed , te tonen ghesteldt , en het harden ontvonkt , mede minneghloedt .	Emotion_BodyPart_BodilyProcess_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.3136.s.5	nul onmeedooghend lot !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3139.s.1	Hoe lang , hoe verwoed !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3144.s.1	ik broeder , ik zien ' er door , en waard gij niet ik broeder .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3150.s.1	Ach broeder , en mede een ik meedevryer !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3150.s.2	ach !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3150.s.3	zijn holt deze heen !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3150.s.4	wat bescheert wij deze dag !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3153.s.1	Ach broederliefde , zijn deze een aanvang , zijn willen het eend !	Emotion_Love_Loyalty
meij001verl01_01.TEI.2.text.body.div.div.sp.3157.s.1	Ach vrouwemin , wat sleeptghe een staart naar vinden ellende !	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.3157.s.2	Hoe strijd gij t'zamen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3157.s.3	wij bevechten hier d'overhandt ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3174.s.1	doen broederliefde het veld ruimen ' , voor doen minnebrandt .	Emotion_BodilyProcess_Love_Loyalty
meij001verl01_01.TEI.2.text.body.div.div.sp.3174.s.2	wan , alles een schoonheidt hebben vermeesterdt zijn minnaar zin , zode hij zij laten , hij hebben gheen moed , nocht weten vinden min .	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.3174.s.3	Mathilde blaken wij harden ; ik staan naar zij bezitten : En wijlen ik niet , dan op de tronen , beschieten die witten , ik streeve naar de staf .	BodyPart_BodilyProcess_Love_Despair
meij001verl01_01.TEI.2.text.body.div.div.sp.3174.s.4	Die zuchten willen heerlijk ghlooren , Om zij ghenot ghesmoordt , om zij ghenot herbooren : En vader kroon , voor zij eest rustig afghestaan , Lokt wij , omz ' zij op het hoofd te zet , weder aan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3182.s.1	ik doelen vrijen hoog aan : zodat , eer het zonlicht dal , zode wel doen broederliefde , alles minzucht , zeeghepraale .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3182.s.2	laten zijde , om pal te staan , alles onbeweeghb're rots , Mathildes minnen te spijt , en vader kroon te trots , mede zulk een hecht knoop onz ' hart samenbinden , die elk , in zijn broeder lukken , zijn eighen lukken mogen vinden .	Emotion_Happiness_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.3185.s.2	zullen gij het kunnen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3191.s.2	vernoegh uw , die ik het willen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3191.s.3	ik rijden zullen ik harden vermeest'ren , die hebben stillen zullen zwichten ; ofte ik zullen het verlooch'nen , zode het daar teeghen Dart kikken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3194.s.1	ik Volgh uw , op die spoor , vol heil , en zegen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3200.s.1	ik onderschoore voorts , mede eed , deze besluiten , Voor het aanghezicht de Ghoon .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3203.s.1	Hunn ' ghoedheidt voer het uiten .	None
meij001verl01_01.TEI.2.text.body.div.div.p.3205.s.1	Einde de eerst Bedrijfs .	None
meij001verl01_01.TEI.2.text.body.div.head.3209.s.1	Tweede bedrijf .	None
meij001verl01_01.TEI.2.text.body.div.div.head.3210.s.1	I. toneel .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.3211.s.1	Mathilde , Atelstan , Leeuwenbald .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.3212.s.1	Mathilde	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3217.s.1	Indien doen Vorsten vinden deze rijf zien , bij ik ' heer , vervoegen , om de staan de Dwinglandts om te karn , het voorspellen wij d'overhandt , en d'aanvang , zode vol spoedts , Beloofdt onz ' anslagh in zijn ' uitslag al ghoedts .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.3218.s.1	Leeuwenbald	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3234.s.1	En twijfelen gheensins an hunn ' trouwen , en ghoe gheneeghenheidt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3234.s.2	zode haasten hebben ik , ik Vorst , heen al doen gheleeghenheidt vinden uw ontkooming , mede u ' trouw voesterheer , uiten zijn Dwinglandts klauwen , niet ontdekken ; en hoeghe uw neder , In het Kaledoonsche hof , hebben zode bedekken ghegheeven ; die niemand twijfelen , of gij waard gheraakt om het leven , torn u Heer Vader sneven , en al zijn hofghezin ; En hoe gij nu te hof waard , mede u ' koningin , Ghekoomen , nevens het puik vinden haare hoveling , Om uw scepterstaf de dwingeland t'ontwringen : Of elk vinden ijver blaken , op u ghebodt bereiden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3234.s.3	laten zijde nu , onder u manhaftigh krijghsbeleidt , de weg uw banen , om te zeetel op te steigeren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.3235.s.1	Atelstan	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3248.s.1	het zijn reukeloosheidt , hunn ' gheboden ' helpen te weigheren ; mare zijde dienen wel besteden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3248.s.2	ik kavele dan tijd , En houden een wakend oog in het zeel .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3248.s.3	gij daarom vlijt uw stillen in het hof , en passen nauwkeurig af te meten All ' zijn Dwinglandts toeleg , om wij die te laten weten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3248.s.4	wie wil gha slaan , wat zijn ' ghemaalinne brouwen ; Die ( zode ik mompelen ) zien , doch vrucht'loos , hebben verstouten Zijn tweelingzoonen , op hunn ' slaapkoets , te bespringen , Om , door hunn ' dood , zij ' zode in mijn tronen te dringen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3248.s.5	uiten zulk gewoel kennen liggen voor wij een kans ontstaan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3251.s.1	Ik volgh u ' lassen , en dienze wij eedtghenootschap aan .	None
meij001verl01_01.TEI.2.text.body.div.div.head.3253.s.2	toneel .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.3254.s.1	Mathilde .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.3254.s.2	Atelstan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3260.s.1	zode raken de Dwinglandts tronen , vinden het waggelen , en sidderen , An het zinken , ondermijndt door zode velen braaf redderen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3260.s.2	ik Beklaagh ik ' moeite niet , mare houden die vol betaaldt , alles mare ons anslagh , op u ' vijand , zeeghepraalt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3269.s.1	Wat zijn deze , ik Prins ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3269.s.2	vinden gij dan stof vinden klagen , Daar het al komen , naar wensen , voorspoedig te beslaan ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3272.s.1	Daar schorten hebben niet .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3275.s.1	Wat maken uw dan dus droef te moede ?	HeavyHeartedness_Emotion_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.3288.s.1	ik ' Koningin , het gheluk lachen wij zeer vriend'lijk toen , En , zode die wuft ghelaat niet staan ghezindt te karn , Vereevenaart zij ' ghonst volkomen wij begeren .	Emotion_Desire
meij001verl01_01.TEI.2.text.body.div.div.sp.3288.s.2	mare eevenwel hand , aan deze zoet , velen bitters vasten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3288.s.3	Ik steken in diep schuld , week aanghroeit , en zode wassen , die ik gheen raad zien , om daar immer uiten te raak .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3291.s.1	wij zijn machtig , uw tot zulk een schuldenaar te maken ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3305.s.1	het zijn een , die , vol ghonst , in het branden mijn nood , zien ik erbarmen , en ik ontfaan hebben , in zij ' schieten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3305.s.2	het zijn een , die zij ghoedt , en bloed , noch op willen zet , Om ik te kronen , en de Dwinglandt te verpletten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3305.s.3	het zijn eind'lijk een , voor wie schonen ' buigen liggen ik minziek harden , vol schamen , die ik zode oog het gezicht heffen , zonder voorspraak vinden verdiensten ; en doen haare Aan ik zode veel zijn , die , om die t'eevenaaren , Al overleven ik zelf een tallooze eeuwenry , ik ' macht niet toelangt : Daar ik ' dienst , ik ' slavernij moeten , om tot weedermin zij ' ziel te zieden gheneeghen , het Gewicht die ghroote ghonst oneind'lijk overweeghen .	Emotion_BodyPart_Love_Shame
meij001verl01_01.TEI.2.text.body.div.div.sp.3308.s.1	ik Prins , stellen uw gerust : ik weten voor u ' kwelling raad .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3311.s.1	gij mest , Mevrouw ; vermits het u ' macht te boven ghaat .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3314.s.1	zijn ik het niet , wieden gij nooit zij ' weldaad kunnen vergelden ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3317.s.1	gij zijn hebben zelf .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3320.s.1	hebben ik gheen macht uw kwijt te schelden ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3323.s.1	nul ja .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3326.s.1	Wat zijn het , die u ' gheneezing dan beletten ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3329.s.1	u ' kwijting ( laas ! ) op nieuw ik ' kwelling scherpen , en weten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3332.s.1	Hoe kunnen die zijn ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3335.s.1	Mits zijde ik ' schuld komen verghrooten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3338.s.1	zijde wissen die uiten , alles of voldoening zijn ghenooten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3346.s.1	Wel , bij die quijtscheldt , mare , bij die ik quijtscheldt , niet .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3346.s.2	Een ' hooghghebooren ' ziel schacht niet allee verdrieten Te aanzien weldaad , mede gheen weldaad , weer vergholden ; mare , vinden die weldaad , zelf te worp quijtghescholden : Mits , bij doen weldaad , die hij reeds zijn toeghebraght , hij die quijtschelden , voor een nieuw weldaad , achten .	Emotion_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.3349.s.1	wennen ik uw niet , wij zullen uw om betaling kwellen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3356.s.2	ik gheweeten zullen ik staagh voor oog stillen , Wat ik uw schuldig zijn , en niet betalen kunnen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3356.s.3	Te diep staan in ik ' barsten d'indrukselen daar vinden ....	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3356.s.4	mare ....	None
meij001verl01_01.TEI.2.text.body.div.div.stage.3359.s.1	Ghrimoald , Mathilde , Atelstan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.3360.s.1	Ghrimoald	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3381.s.1	Nademaal ik ' keuren een mijner tweelingzoonen uw zullen , Mevrouw , te manna , en koning vinden twee kronen , vinden dag , erweelen : en , door d'ondervinding , worden Gheleerdt , hoe harden die vallen , voor het maaghdelijke harden , Een bruighom , teeghen heugen en meugh , door dwang , nemen : zode zijn ik , eer ik , voor het hof , mijn uitspraak doen , ghekomen Om t'onderstaan , tot wieden vinden tween u ' zinnelijkheid mogen hel : openen dies , vrijen onbeschroomdt , hoe het leiden bij uw scheren , ik willen , om uw te vernoeghen , schonen tot de oudsten scha , ik naar u ' lust voegen .	None
