hare003agon01_01.TEI.2.text.body.div.div.head.995.s.1	Persoonen	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.7	Zo de benauwde ziel , op uw Goedheid gevest , Niet hoopte , dat al 't geen Gy doed , is voor ons best !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.8	Wat ysselyk gekerm !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.9	is de Stad reeds genomen ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.11	het is Agon , dien men van ver ziet komen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4460.s.12	Ik hoor de stem van 't Volk , ik hoor haar droef geklag ; Syn komst in syn Paleys , altyd , tot deezen dag , Verzeld door 't bly geroep van juicchend ' onderdaanen , Is nu vooruit gegaan door haar opregte traanen !	Joy_EmotionalAction_BodyPart_Moved
hare003agon01_01.TEI.2.text.body.div.div.sp.4477.s.1	O Glory van het Oost !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4477.s.2	ô Vorst na ieders Wensch !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4477.s.3	Altyd de toevlucht van elk ongelukkig mensch ; Die nooyt als tot het goed ' hebt gebruikt uw vermogen ; ô Agon !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4477.s.4	in welk ' staat beschouwen u myn oogen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4497.s.1	Gy ziet dat ik het lot der menschlykheid beërf En wyl ik heb geleefd , is 't billyk dat ik sterf : Gelukkig , dat ik voel , hoe dat , in alle Staaten , Die zonder misdaad leeft , kan 't licht gerust verlaaten : Ik wenschte dat myn dood kwam van een and're hand , Maar Gods raad en syn weg zyn boven ons verstand .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4497.s.2	Is Fathema nog hier ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4502.s.1	Hassan heeft haar geschreeven Om op het spoedigste zig by hem te begeeven .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.speaker.4505.s.1	agon , aan Sinan	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4507.s.1	Hebt gy antwoord gehad ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4526.s.1	'k Heb van dezelve man Die ik had op uw last gezonden aan Hassan , Gehoord , dat uwe Soon , schoon tegen syn genoegen , Zig nogtans na uw wil , en welbehaag zal voegen , En in Tartassa's wal , en door 't geheele Oost , In d ' allerbloedigst ' wraak , zal zoeken syne troost , Zo ras Fathema maar by hem zal zyn gekomen , Zal , hoewel met gevaar , d ' aftocht zyn ondernomen .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4562.s.1	Sinan , wyl Agons lot , en 't eeuwige Besluit Niet toelaat dat Hassan syns Vaders oogen sluit , Breng over aan myn Soon ten minst ' de laaste woorden Die Ibrahim en gy uit myne mond aanhoorden .	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4562.s.2	Zeg hem , dat ik , als hy , ben vluchtende geweest ; Maar dan nog evenwel , by myn Vyand gevreest ; Dat hy , gelyk als ik , weer tot den Throon verheeven , Het voorbeeld volgen durv ' dat ik hem heb gegeeven ; Dat ik alleen in 't Oost altyd heb vry geleefd , En voor Batavia , en haar Raad , nooyt gebeefd ; Die Raad , die dartig jaar inspannend ' haare zinnen , My door een Vadermoord alleen kond ' overwinnen !	Fear_Emotion
hare003agon01_01.TEI.2.text.body.div.div.sp.4562.s.3	Zeg hem , dat Abduls macht alreeds staat op haar val , En dat syn ' eerste straf van Neêrland komen zal , Dat haar veragting 't eerst ' zal zyn , dat hem zal toonen Hoe Hemel en hoe Aard ' de Vadermoorders lonen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4562.s.4	Dat Nederlands Gebied misschien niet lang van duur , En reeds een ander Volk ... wie stoord myn laaste uur ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4562.s.5	Welk ' schreyend Vrouw koomt hier zo schielyk ingeloopen ?	BodilyProcess_Sadness_Despair
hare003agon01_01.TEI.2.text.body.div.div.sp.4562.s.6	't Is Camoeni !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4562.s.7	ô God , ik heb niets meer te hoopen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4573.s.1	CAmoeni , waar 's Hassan ?	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4620.s.1	ô schrikkelyke slag ô Hemel !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4620.s.2	hoe veel ramp verzameld deeze dag !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4620.s.3	Na dat wy onse weg van hier hadden genomen , En met Sadi tot aan de wal waren gekomen , Brengd ons een donk're gang tot in de drooge gracht , Alwaar Sadi ons zegt dat Hassan na ons wacht , Fathema spoeyd haar gang , en met verhaaste schreeden Weêr uit de duisternis tot in het licht getreeden Is 't eerst , het geen het licht voor ons oog schynen doed Hassan , verraên , vermoord , en zwemmend ' in syn bloed !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4620.s.4	Ik schreeuw !	EmotionalAction_Despair
hare003agon01_01.TEI.2.text.body.div.div.sp.4620.s.5	Fathema zwygd : men merkt alleen haar ogen Dan woedend zien om hoog , dan na Hassan gebogen : Steenwyk treed na haar toe , die stoute Europeaan Is d ' eenigst die syn hand aan Fathema durft slaan !	Emotion_Anger
hare003agon01_01.TEI.2.text.body.div.div.sp.4620.s.6	Haar Cris is in syn hart , snel als Gods blixemstraalen Zomtyds op 't schuldig hoofd der sterv'ling nederdaalen En 't zelve moordgeweer , gedreven door haar moed ; Brengd in haar borst het staal , besmet met Hollands bloed !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4620.s.7	Hassan ik heb ten minst , zegd sy , uw dood gewrooken , En hem gestraft die hier de tweedracht heeft ontstooken , Myn stervend ' hartzeer is dat ik dees ' giftig dolk Niet heb geduwd in 't hart van 't gansche Neêrlands Volk !	BodilyProcess_Sadness
hare003agon01_01.TEI.2.text.body.div.div.sp.4620.s.8	Men ziets ' in 't vallen zelv ' haar Cris na 't Oosten neigen , En 't stervend oog schynd nog Batavia te dreigen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4637.s.1	ô Hassan !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4637.s.2	Fathema myn Dogter !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4637.s.3	ô myn Soon Uw bloed , een Vadermoord geeft Abdul dan myn Throon !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4637.s.4	ô Beide hier op Aard ' myn waardst ' en laaste panden , Ik ben nu los gemaakt van alle Aardsche banden !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4637.s.5	Fathema , Indiens Kust verdiend ' uw deugden niet ; Nog Java om te staan onder Hassans gebiedt !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4637.s.6	De Deugd en Dapperheid zyn uit het Oost gebannen , En 'k laat het laffe Oost ten prooy aan syn Tyrannen !	None
hare003agon01_01.TEI.2.text.body.div.div.sp.4637.s.7	Hy Sterft .	None
hare003agon01_01.TEI.2.text.body.div.div.head.4641.s.1	Naricht	None
hare003agon01_01.TEI.2.text.body.div.div.p.4648.s.1	MEn heeft gemeend tot meerder verstaanbaarheid hier te moeten doen aanmerken	None
hare003agon01_01.TEI.2.text.body.div.div.p.4680.s.1	1 .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4680.s.2	Dat by de opening van het derde Bedryf Agon gezeeten is op een Throon drie of vier trappen verheven , hebbende aan syn regterhand naast den Throon staan Sinan , en aan de linkerhand de Iman Ibrahim met de Alcoran in de beide handen voor de borst : dat voor Sinan eenigzins regts af zit Abdul op een armstoel , en op gelyke wys Hassan links af voor Ibrahim .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4680.s.3	Dat voor Abdul en Hassan , aan weêrkant voor ieder , langs het Toneel zitten ses Javaansche Grooten .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4680.s.4	Dat het midden van het Toneel voor de Throon is bezet met drie tafels , die ter rechter en linker zyde elk met een tapyt bekleed en boven op ieder een kussen waar op een Kroon en Scepter legd .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4680.s.5	Dat de middelste tafel ook bekleed en met een kussen voorzien is , waar op de Iman de Alcoran open legt terwyl Agon deze woorden zegt , Iman leg daar het boek , c. Dat de beide Princen opstaan en zig elk by een van de tafels aan haar zyde vervoegen wanneer Agon zegt , Treed nader myne Soons , c.	None
hare003agon01_01.TEI.2.text.body.div.div.p.4709.s.1	2 .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4709.s.2	Dat Abdul wanneer hy zegd , En ik zal eerst .. , syne Cris wil uittrekken en reeds half uit heeft , wanneer Sinan die dit ziet syn Cris schielyk uittrekt en boven 't hart van Abdul houd met die woorden , hou op !	None
hare003agon01_01.TEI.2.text.body.div.div.p.4709.s.3	dat de twaalf Javanen in dit oogenblik ook opstaande haare Crissen uittrekken en om hoog houden met de oogen op Agon , die ter zelver tyd , bevreest voor Abdul , uitroept , Sinan het is myn Soon !	None
hare003agon01_01.TEI.2.text.body.div.div.p.4709.s.4	Hassan slaat de hand aan de Cris , maar blyft stil staan zonder die uit te trekken .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4709.s.5	Een verstandige Leeser begrypt ligt dat het natuurlyke in deezen afhangd van de levendigheid van alle die beweegingen te gelyk : als meede dat na 't vertrek van de Javanen Agon afklimd van de Throon : die weder weg genomen word tusschen 't derde en vierde Bedryf .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4728.s.1	3 .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4728.s.2	Dat geduurende de alleenspraak van Fathema in het tweede Toneel van het vierde Bedryf twee armstoelen werden gezet , om dat het derde Toneel zittende doorgaat .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4728.s.3	Saint Martin die aan de linker hand zit , staat op zo als hy de woorden zegd , En Agon's wysheid zal , c. , terwyl Agon alsdan aan de rechterhand aankoomt en blyft : en dus Fathema gedurende het vierde Toneel in 't midden staat , en na 't vertrek van Saint Martin en de inkomst van Hassan blyft .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4736.s.1	4 .	None
hare003agon01_01.TEI.2.text.body.div.div.p.4736.s.2	Dat Agon in het vyfde Bedryf dodelyk gekwetst inkomende ge-durende de twee laatste Toneelen gezeeten is .	None
