vond001gysb04_01.TEI.2.text.body.div.head.296.s.1	Gysbrecht van Aemstel .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.5	Hy kan met zijnen pols een ' burghwal over springen , Hy proeft op grendelen de deught der staele klingen , Houwt fel met eenen slagh door yzer en door stael , En proeft zyn beckeneel op poorten van metael .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.6	Hy scheen een Polyfeem , het krijghsvolckscheen zijn kudde .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.7	De toren van 't stadthuis beweeghde zich en schudde , Zo dick hy op een ' post , of op den gevel stiet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.8	Hy vreesde Herkles knods noch Samsons vuisten niet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.9	De Kermers volgen hem , en Noorderlantsche knechten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.10	Men voert den stormbock aen : men gaet de ladders rechten , En klimt , met d'eene hant ten gevel uitgestreckt , In d'ander met den schilt , die hals en hooft bedeckt Voor eene hagelbuy van steenen hout en pylen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.11	Ons jeught , daer tegens aen , die wentelt heele stylen En eicke balleken , en uitgelezen hout , En wat'er is van outs tot pracht en prael gebouwt , Van boven in den hoop ; en ofze luttel hoopen , Zoo dient het om hun huit ten dierste te verkoopen , En burgermeesteren en raeden voor te staen , Tot quyting van den eedt haer overheit gedaen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.12	Men ziet'er zelf het bloet der overheit verhitten , En stijven de gemeent : behalve die hier zitten Blootshooft , en half gekleet , en zonder weer te biên , Van zwacken ouderdom ; en durreven wel zien Zoo eetelijck een doot kloeckhartigh onder oogen ; En vechten met hun hart , nu handen niet en mogen .	BodyPart_Dedication
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.13	Een deel der burgery beneên met hellebaerd En sabelen en spiets de poort en muur bewaert .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.14	Ick steegh den toren op , die boven 't dack koomt rijzen , In 't midden van 't stadthuis ; van waer men u kon wijzen De tenten om de stadt , en hoe al 't leger lagh , En van wiens trans men flaeu den Dom van Uitrecht zagh , By klaer en helder weêr . 'k zagh hier uit hoeze streden , En met den storrembock de poort gewelt aen deden , En ramden reis op reis , verdadight door een dack Van schilden , dicht gevoeght .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.15	de deur gaf krack op krack .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.16	Wy stelden flux in 't werck de dissels , en de bijlen , En hieuwen in het ront in stucken alle stijlen , En stieten spits en al 't gevaert van boven af ; Het welck een ' slagh en roock de merreckt over gaf ; En maeckte een vreeslijck loch in zoo veel ysre koppen ; Dat anderen terstont , gevoeght in orden , stoppen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.17	Terwijle stack de kerck de naeste huizen aen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.18	Van daer begon de vlam in 't leien dack te slaen Van 't raethuis , en de roock en smoock verblinde ons oogen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.19	De poort bezweeck , het volck quam razende ingevlogen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2153.s.20	'k Was al mijn vrienden quijt , en stont verbaest en stom .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2157.s.1	En zaegtge toen noch niet naer vrouw en kinders om ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.1	In die verbaestheit scheen een nevel uit den hoogen En goddelijcke glans te blincken voor mijn oogen , En uit die heldre wolck quam eene stemme voort .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.2	Ick heb het licht gezien , en zelf de stem gehoort : O Gysbreght , laetge nu Klaeris uw nicht verlegen ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.3	Magh u oom Gozewijn , die grijze , niet bewegen ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.4	En steltge huis en vrouw en kinders in gevaer ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.5	Toen schrickte ick , en steegh af , en packte my van daer , Door een ' verholen gang , die uitkomt in een ' kelder .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.6	'k Aenbadt het heiligh licht , dat voor my ging zoo helder .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.7	Ick raeckte op straet , en quam in 't klooster vranck en vry .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.8	Maer niemant gaf gehoor , noch luisterde nae my , Die tegens 't ongeval noch reuckeloos wou wrijten , En boven op het dack my in het uiterst quijten : Want eer ick boven quam , lagh poort en post om veer : Dies gleê ick by een touw in 't kloosterschuitje neêr , Dat juist noch achter lagh , en 'k voer den Aemstel over .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.9	Daer klom ick op een ' boom , nu dor en zonder lover , En luisterde hoe 't met Godts klooster voort verging .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.10	My docht dat ick 't misbaer met bey mijn ooren ving , En zagh , toen ick een poos verbaest had zitten proncken , Een ' dicken roock en smoock , en na den roock de voncken , Ick hoorde paerdevolck , dat langs de Doelebrugh Quam trapplen naer ons toe .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.11	mijn voeten werden vlugh .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.12	Men had , ô groot verzuim , dees brugh niet afgesmeeten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.13	Ick vloogh'er heen , en zocht te stillen die vast kreeten , En gaf hun moedt , en wou de ruiters houden staen : Zy zouden achter my de brugh in stucken slaen , Of steecken haer in brant : maer niemant durfde 't waegen .	EmotionalAction_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2197.s.14	Oock zagh ick d'oude zy nu branden lichter laegen ; Een voorbô van het geen was naderhant gebeurt , En dat de Middeldam alreê most zijn gescheurt ; Dies gaf ick 't op , en voort de gansche stadt ten beste , En waerschuwde yeder een , en gafme langs de veste Naer 't slot toe , met een sleip van menschen arm en rijck , Een ' troosteloozen hoop , die herwaert neemt de wijck .	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2199.s.1	Bo .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2202.s.1	Most ick den Bisschop noch zien sterven en d'abdisse ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2202.s.2	Och vader Gozewijn !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2202.s.3	och , reine maeght Klaerisse !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2206.s.1	Hoe is het mogelijck dat gy 't hebt konnen zien ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.1	't Is mooglijck , guntge my dat ick u daer op dien .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.2	Toen Heemskerck Borsselen gevelt hadt voor uwe oogen , Lagh 't lijck ter zijden 't koor , in eenen hoeck getogen , Na dat ick in den drang des vyants my verstack , Mits gy te rugge weeckt , en vielt dat pas te zwack .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.3	Zoo dra men , om den brandt , de groote kerck most ruimen , Ontwapende ick den doode , en zette helm en pluimen Van Borsselen op 't hooft , en toogh zijn rusting aen , En bond het zwaert op zy , om in dien schijn te gaen Ons vyanden bespiên , en letten hoe men 't maeckte .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.4	Ick volghde Haemste na , toen hy in 't klooster raeckte , En vloogh de kerckdeur in , daer Gozewijn noch zat , In 't midden van den rey , die even vierigh badt , En door een vast geloof op Godt zoo moedigh steunde , Dat niemant zich het woên der vyanden bekreunde .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.5	Hy scheen een zon gelijck , en zy de klaere maen ; Al d'andren starren , die met vreught ten reye gaen , En juichen om dees twee , daer zy haer ' glans uit scheppen .	Joy_Emotion_EmotionalAction
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.6	Men zaghze naulyx yet dan kuische lippen reppen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.7	Maer Haemste vaert hem toe met opgestroopten arm , Beklad en root , en van Kristijnes bloet noch warm , En vat hem by den baert met d'eene , met den degen Gereet in d'andre hant , bebloet en bloot .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.8	toen stegen De nonnen op , en geen , hoe lieflijck van gemoedt , Die geen leeuwin geleeck , wanneerze brult en woedt , Dewijl de jaeger 't nest wil plondren en beroven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.9	Zoo quam oprechte trouw en eedle gramschap boven .	Emotion_Loyalty_Anger
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.10	Zy worstelen een wijl .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.11	Klaeris zet voet by voet , Omarremt Gozewijn , omringt van haeren stoet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.12	Wie zou 't godtvruchtigh hooft een hair bezeeren konnen , Omheint meet eenen muur van godtverloofde nonnen , Gestrengelt arm in arm ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.13	ô Christelijcke knoop !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.14	Ick zie de deughden zelfs , Geloof , en Liefde , en Hoop , Met haere zusteren , die tegens Ondeught strijden , En naer de zege staen door kruis en medelijden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.15	De vyant stont versust , en deisde om deze zaeck : Maer 't aenzien van Klaeris beweeghde 't hart tot wraeck , En braght hem in den zin den moort van zijnen vader , En dat zy d'afkomst was van Velzen , den verrader .	Emotion_BodyPart_Vindictiveness
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.16	Hy blaeckte , en kreegh een koorts , en door de koortse dorst Naer heur en Aemstels bloet , en stiet eerst door de borst Met zijn ' bebloeden dolck dan d'eene non , dan d'andere .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.17	Zy vielen overhoop , en lagen by elckandere In 't ront , gelijck een krans van roozen , wit en root .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.18	Toen stond Klaerisse daer by Gozewijn , ontbloot Van menschelijcke hulp .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.19	gy zoudze bey zien proncken , Als bloemen op haer ' steel , in eenen beemt , verdroncken Van eenen rooden plas .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.20	d'een zuchte noch , en d'een Vertrock het hooft , die d'arm , en deze noch haer been .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.21	Een ander had den geest zoo daetelijck gegeven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.22	De Bisschop .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.23	schoon hy stont op d'oevers van zijn leven , Betoomde zich niet eens van gramschap en van rouw .	Emotion_Sadness_Anger
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.24	Uw vader ley de hant wel eerloos aen een vrouw , Maer zoop noit vrouwenbloet , of is daer om gelastert .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.25	Dus blijckt het datge zijt een overwonnen bastert , Naer lichaem en naer geest ; nu gy uw aert betoon Aen nonnen , die altijt in 't woeden zijn verschoont .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.26	En d'ander antwoort hem : gy zult deze eedle reien , Als bastertbisschop , dan gaen volgen , en geleien .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.27	Hardtneckige , legh nu den valschen mijter neêr .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.28	Zoo sprack het bastertzaet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.29	en ruckte hem om veer Met stoel met al in 't bloet : de mijter viel'er mede .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.30	Klaerisse viel'er by , toen zy haer beste dede , En hiel hem even sterck om zijnen hals gevat .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.31	En scheen gevormt albast , met purper overspat .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.32	Hy duwde 't bloedigh zwaert in 's grijzen stramme zijde , Tot aen 't vergult gevest .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2281.s.33	zoo zagh men eer , ten tijde Van 't blinde Heidendom , voor 't aengesteken vier , Met 's priesters mes gekeelt een witte offerstier , Met gulde hoornen , en wiens rugh de kranssen decken .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2285.s.1	Hoe droegh Klaerisse zich ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.1	Zy holp den degen trecken Uit 's ooms gewonde zijde , en zette hem terstont Den mijter op het hooft , en kust den bleecken mont .	EmotionalAction_Love
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.2	Hy opent pijnelijck zijn halfgelokene oogen , En zietze noch eens aen , en schijnt met haer bewogen , Die hem zijne oogen luickt .	Emotion_Compassion
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.3	hy geeft den lesten zucht .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.4	Zy vangt den veegen geest , en die benaude lucht , En zwijmt een poos van druck .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.5	maer Haemstede , eerze weder Bekomt , die worrept haer op 't doode lichaem neder , En boet'er schendigh meê zijn ' godtvergeten lust .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.6	z ' Ontwaeckt in 't ende , en wort van 't schellemstuck bewust , En roept : mijn bruidegom , zie neder hoe ick lije , En hoe men my schoffeert .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.7	ô zuivre maeght Marije !	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.8	O Klaere , aenschouwtge dit ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.9	vrouw Machtelt , zie uw kint .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.10	De booswicht slaet heur klaght en woorden in den wint , Gelijck een vogel grijp 't gepiep der simple duiven , Als hy'er uit de vlught een vast krijght in zijn kluiven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.11	Ga hene , zeght hy , klaegh uw moeder uwe smart .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2311.s.12	Hy trappeltze op de buick , en op 't benaeude hart , Dat haer het bloedt ten neus en monde uit quam gevlogen , En zy den den dootsnick gaf , en sloot die hemelsche oogen , En uitging ofze sliep , in 's Bisschops open arm .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2317.s.1	Hoort Godt dan langer niet het jammerlijck gekerm Van zijn gewijde bruit ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2317.s.2	of lust het hem de boosheit Te stijven in haer quaet , door zijne strafteloosheit ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2322.s.1	Was toen zijn moedt gekoelt van alle schendery , En d'oude wrock gepaeit .	Emotion_Spitefulness
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.1	Het bleef'er noch niet by .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.2	Niet verre van 't altaer , vereert met rijcke gaven , Stont een albaste tombe : in deze lagh begraven Het kostelijck gebeente en d'overheilige asch Van een ' , die om 't geloof aen Godt gemartelt was ; Daer most de snode schelm zich zelven noch aen wreecken .	Emotion_Vindictiveness
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.3	't Is wonder , als Godt zwijght , dat dooden niet en spreecken , Hy schonze , en sloegh'er aen zijn klaeuwen , vuil van bloet , En brackze brullende op met grooten overmoedt .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.4	Terstont quam hem een geur en yet wat lieflijcks tegen : Maer die verwaten mensch , [ wat zou zijn hart bewegen ! ] Vaert grimmigh voort , en stroit de beenders hier en daer , En smijt de tombe in twee ; en breeckt 't gewijde altaer , Gebiet terstont den brant in 't kloosterdack te steecken .	HeavyHeartedness_Emotion_Anger
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.5	Het vier nam d'overhant , waer voor de plondraers weecken .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.6	Ick quam omtrent de Beurs , te water uitgebouwt , Nu half gebrant , en zagh al 't zilverwerck en gout , Geplondert heylighdom , tapijten , en schildrijen , Scharlaken , en fluweel , langs heen de gaelerijen Geworpen overhoop , daer Grobber hiel de wacht .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.7	De vlamme speelde in 't gout , en schitterde by nacht .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.8	Men zagh'er by een schaer van weduwen en weezen , Bekreeten en bedruckt , en die noch erger vreezen .	HeavyHeartedness_Emotion_BodilyProcess_Sadness
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.9	Zoo raeckte ick onbekent door 't krijghsvolck heen by 't slot , Tot berging van mijn lijf . 'k vertrouw my u en Godt .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.10	De wint steeckt op ; men hoort hem in de vlammen bruizen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.11	Een zee van gloet verdrinckt al d'overige huizen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2355.s.12	De burgh lijt last . 't waer best dat ghy een ' uytval deed , En dan de brugh afbraeckt .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2359.s.1	Mijn broeder staet gereet	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2361.s.2	Arent van Aemstel .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2369.s.1	WAt zien we te gemoet ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2369.s.2	de burghzaet komt gevloden .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2369.s.3	Mijn man loopt weêr te rugh , en zoeckt vast by de dooden Zijn ' broeder , dien hy mist , en al te trouw bemint , En niet verlaeten zal , 't en zy dat hy hem vint , En levendigh of doot magh torssen op den rugge , In 't uiterste gevaer .	Emotion_Love
vond001gysb04_01.TEI.2.text.body.div.sp.2369.s.4	daer sloopenze de brugge .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2369.s.6	wat gaet my aen ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2369.s.7	waer vinde ick mijnen heer ;	None
vond001gysb04_01.TEI.2.text.body.div.sp.2373.s.1	Och , broeder , laetme los .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2377.s.1	Hoe is 't ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2381.s.1	Ik kan niet meer .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2385.s.1	Hoe is het , Arent broêr ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2389.s.1	Nu doe ons eenigh teken .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.1	Ick ben den adem quijt .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.2	ick kan niet langer spreecken .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.3	Mijn hart bezwijckt door 't bloên .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.4	ick heb mijn plicht voldaen , Mijn vaderlijcke stadt ten ende voorgestaen , Nae dat ick heb zoo lang in ballingschap gezworven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.5	Heer broeder , 'k neem verlof , en als ick ben gestorven Zoo voer , indienge moet verlaeten deze plaets , Mijn lijck met u , op dat de wraecklust des soldaets Het niet onteere , en gun het een gewijde stede .	Emotion_Vindictiveness
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.6	Gedenck mijn ziel voor Godt , ô priester , in uw bede .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.7	Ick schey , ick zwijm , ick sterf .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.8	mijn tijt is hier geweest .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2403.s.9	Och vrienden , bid voor my , ô Godt , ontfang mijn ' geest .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2407.s.1	Hy is bereght , en heeft gena by Godt verworven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2413.s.1	Hy is met krijghsmans eere in 't harrenas gestorven , En volght zijn ' broeder Ot in 't hemelsch vaderlant , En triomfeert by Godt .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2417.s.1	Gy mist uw rechte hant .	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2420.s.1	R.v.E.	None
vond001gysb04_01.TEI.2.text.body.div.sp.2426.s.1	Nu zal hy zich voortaen ten uitval niet beledigen , Noch 't Vrelandsch slot noch dit met zulck een ' moet verdedigen , Noch 't Amsterdamsche recht beschutten met zijn zwaert , En draeven door het heir op een luid brieschend paert , Om prijs en eer in 't stof door zweet en bloet te winnen .	Honor_Emotion_BodyPart
vond001gysb04_01.TEI.2.text.body.div.sp.2430.s.1	Men trecke 't lichaem uit : men draeg ' den doode binnen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2432.s.1	De heer van Vooren met den trompetter .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2439.s.1	MYn heer , uw ongeluck is ons van harte leet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2439.s.2	Wy staen voor deze graft tot storremen gereet .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2439.s.3	't Waer tijdt en meer dan tijt , dat gy u kort beraede , En gaeft het huis voort op , met hope van genade , En schutte d'ongena .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2439.s.4	ick eisch 't in 's graeven naem , Door veltheer Egmonds last .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2445.s.1	Gy eischt dat ik 't my schaem .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2445.s.2	Ick schey'er zoo niet af , als met mijn eigen leven , En eer ick sterref zal noch menigh met my sneven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.speaker.2447.s.1	Vo .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2449.s.1	Is 't eere dat een helt zich zelf verreuckeloos ' ?	Honor_Emotion
vond001gysb04_01.TEI.2.text.body.div.sp.2453.s.1	Men houdt de plaets op hoop .	Emotion_Hope
vond001gysb04_01.TEI.2.text.body.div.sp.2458.s.1	Hier is geen hoop altoos .	Emotion_Hope
vond001gysb04_01.TEI.2.text.body.div.sp.2458.s.2	Met houden is hier niet met allen uit te rechten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2462.s.1	Dat magh men dan bezien .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2462.s.2	wy zullen ' er om vechten .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2473.s.1	't Was vechtens tijt , eer noch de vyant uwe stadt , De poorten , en de vest geheel vermeestert hadt .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2473.s.2	Toen alle klocken brant en moort en onraet klepten , En burger en soldaet om 't zeerst hun handen repten : Nu die verweldight zijn , het raethuis afgebrant , En wat in 't harnas blonck , gesneuvelt en vermant , Is 't al vergeefs het slot en overschot verdadight .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2473.s.3	Bera u kort , gy wort misschien noch begenadight .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2477.s.1	't Is mijn gewoonte niet te bidden om gena .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2483.s.1	't Is wijsheit dat men zich uit noot te buiten ga , En zijn gewoonte staecke , en stel 't gevaer voor oogen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2483.s.2	Zy kiezen 't best van twee , die beter niet en mogen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2487.s.1	'k Verwacht een uitkomst dan , en geef het op aen Godt .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2492.s.1	Wat uitkomst wachtge toch ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2492.s.2	gy zult terstont dit slot Van alle kanten zien beladdren , en bespringen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2499.s.1	Men zalme van het Y zoo lichtelijck niet dwingen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2499.s.2	Ick heb noch over al veel vrienden op mijn hant .	BodyPart_Loyalty
vond001gysb04_01.TEI.2.text.body.div.sp.2499.s.3	Mijn toeverlaet , naest Godt , is Y en waterkant .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2516.s.1	Geloofme , 'k zoeck u niet met woorden te vertsaegen , Ghy zult het van dien kant zoo heerlijck op zien dagen , Met schuiten zonder tal , eer u de zon beschijn ' .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2516.s.2	Wat riemen voert of zeil heeft amirael Persijn Beslaegen in zijn ' dienst by Vries en Waterlanderen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2516.s.3	Al 't omgelegen volck ruckt haestigh by elckanderen , En treckt vast op den brant van kerck en torens aen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2516.s.4	Hoe is het mogelijck die maght te wederstaen , Met zoo een hant vol volx , dat door de nederlaegen Der versch vernielde stadt vol schrix is , en verslaegen ?	Fear_Emotion_Despair
vond001gysb04_01.TEI.2.text.body.div.sp.2516.s.5	Gy vielt , 't is waer , van 't slot op uwen vyant uit : Wat holp 't ?	None
vond001gysb04_01.TEI.2.text.body.div.sp.2516.s.6	men dreef u in .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2516.s.7	gy waert zoo kort gestuit , En keerde op uwen burgh met roô bebloede koppen , Van vreeze dat men u den toegang toe moght stoppen .	Fear_Emotion
vond001gysb04_01.TEI.2.text.body.div.sp.2523.s.1	'k Ontfing geen leedt , alleen mijn boezem zagh bemorst Van bloet , vermits een kay , geslingert langs mijn borst , Het vel had afgeschuurt , en effen 't vleesch gewreven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2523.s.2	Geen dootschrick dreef ons meer dan wy ons zelven dreven .	Fear_Emotion
vond001gysb04_01.TEI.2.text.body.div.sp.2527.s.1	Daer niet gewonnen wort is 't ydel dat men strijt .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2531.s.1	Een krijgsman wint genoegh , al wint hy niet dan tijt .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2535.s.1	't Was raedzaemst by verdragh , en niet uit noot gegeven .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2541.s.1	Mijn moeder leerde my , dat ick geen ' raet zou leven Met vyanden , waer van men 't arghste moet vermoên .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2541.s.2	Mijn heer , ick heb uw ' raet voor dees tijt niet van doen .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2549.s.1	Mijn meesters harte treckt naer alle brave helden , Die voor hun eere en erf zich vroom ter weere stelden .	Honor_Emotion
vond001gysb04_01.TEI.2.text.body.div.sp.2549.s.2	d'Onmatigheit van wraeck , gepleeght na Velzens doot , Heeft Egmont noit bestemt , noch yemants schult vergroot .	Emotion_Vindictiveness
vond001gysb04_01.TEI.2.text.body.div.sp.2549.s.3	Ick ken hem , als my zelf : hy mint u in 't byzonder .	Emotion_Love
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.1	Hy mint my , als het blijckt , en keert het bovenste onder .	Emotion_Love
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.2	Hy mint my averechts .	Emotion_Love
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.3	zijn liefde staet ons dier .	Emotion_Love
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.4	Wie heeft de stadt vernielt , verwoest met zwaert en vier .	None
vond001gysb04_01.TEI.2.text.body.div.sp.2566.s.5	En al den nacht gewoedt , als wilt en uitgelaeten ?	None
