hoof001achi01_01.TEI.2.text.body.div.head.500.s.1	P.C. Hoofts spel van ‘ Achilles en Polyxena ’	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.17	Wat slechtheijt mach ick praten ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.18	Soud ' u lijefd ' nu en niet eerstlijck te leeven laeten , Off soud ' ick neemen van het leeven een begin , Sonder te voelen een beginsel van mijn min ?	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.19	Soud ' ick het geen ick ben wel cunnen blijven weesen Sonder u eijgen slaeff stadich te sijn bij deesen ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.20	Off soud ' ick kunnen vrij weesen van u gebiedt , Sonder dat ick het geen ick ben te weesen liedt ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.21	Voorwaer , in geen manier , veel eer ick t ' onder bleeve , Want ick door u , door uwe min , en door u leeve .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.22	Maer off mij bij geval een sotternij beving , Dat ick mijn eijgen vijant selve wert ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.23	en ging Versmaen het hoochste goet , dat ick ter werrelt achte ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.24	U alder cleenste ionst waar groot genoech van crachte Om mij te vrijen van al die lichtvaerdichaijt , Daermen ter weerelt oijt van dacht off heeft gesaijt , En te leijden tot u , godin vol waerde gaeven .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.25	Myn overgroot ghemoet in liefd ' altijt zal draven .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.26	Maer waer door laet mijn geest , beweecht door hope blij , Sich selff verbasen doch door eene prophesij , Die soo ellendich en van droefhaijt is deelachtig Als ickse ken voor vals en ganslijck logenachtig ?	Emotion_Sadness
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.27	Also veel schoonhaijt alser is , godin , in dij , So veel genegenhaijts is tot u dienst in mij .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.28	En mijn stantvastichaijt die is soo groot en heerlijck Als mijnen ijver is , en mijnen smert begeerlijck .	Emotion_Sadness
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.29	U schoonhaijt kan u niet verlaeten , schone vrou , Ontsterfflijck is ' in u , so doet in mij mijn trou , Des leeft mijn min , princes , alleen door u verclaeren , Dat ghij mijn weerliefd ' draecht , en saecht mijn welvaert gaeren .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.30	Tot levens onderhout mijn min nae ionste tracht , Die meer begeert was dan verhoopt , maer minst verwacht .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.31	So sal in ewichaijt , godin , mijn lijefde dueren , Die k ' in de straelen ws gesichts heb laeten pueren .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.32	In dese straelen schoon van goddelijcker aert Mijn min gesuijvert is , goddin , en heel verclaert , Als in een hemels vuijr , t ' welck van hem heeft genomen , Al t ' geen onwaerdich was , princes , van u te comen .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.33	Mijn hert dat is een heete oven van de min , Myn lijefde , schoon princes , die is geparst daer in .	Emotion_BodyPart_BodilyProcess_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.34	Van mijne dienstbaerhaijt en aengename banden Can ick geen seeckerhaijt off geven ander panden Als d ' hitten van mijn hert , en so ghij mij wel iont , Sijn dit de waerste , die ghij selven wenschen cont .	BodyPart_BodilyProcess_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.35	Dan , somen om de lijefd ' te houden lang in leeven , Can eenich onderhout nutter als weerlijefd ' geeven , En so der minnen bandt wel vast gaet en gewis , Daer d ' een aen dander grotelijxs gehouden is , Souder ondanckbaerheijt soô ondanckbaer sijn te vinnen , Dat s ' mijn u weldaet sou doen stellen wt mijn sinnen ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.36	Naedien ick u , princes , gedaen heb een misdaet , Dat ick met reden most wanhopen van genaet , En ghij , in plaets van mij te straffen met u toren , U dienaer doet de ionst van sijnen clacht t ' aenhoren , Mijn gevend ' in de plaets des doots , van mij verwacht , Een leven , dat ick schier gelucksalijger acht , Als eenich ander dinck , groot gheacht by de menschen , Dan ickt vant Avontuer selff hadde cunnen wenschen , Ontfangt dan , schoon godin , al deese seeckerhaijt Van mijne lijefd ' tot u , en mijn getrouwichaijt , Op dat den hemel die tot eenen haven leijde Van vreugd ' en van geluck , waer wt sij nimmer scheijde .	Joy_Emotion_Happiness_Love_Despair_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.37	Laet mij opoffren t ' ijs van u verstoorde sin Met d ' assche van mijn licht ' en lang verleden min , Op datter niet en blijff in onse ziel heijlgierich , Dan t ' geen tot voetsel dient van onse lijefde vierich .	Emotion_Love
hoof001achi01_01.TEI.2.text.body.div.div.sp.4596.s.38	En ick besweer , godin , door u volmaeckthaijt dan , Diemen aenbidden wel , maer niet begrijpen kan , Dat van mijn slavernij ghij hier verklaert de wetten , Om die met vuijre letters in mijn hert te setten , Op dat ick , schoon princes , aen mijn gedachten leer Die daer te lesen , t ' overtreeden nimmermeer .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4603.s.1	Danct hem , onhuesheijt wast indien wij dat versloften .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4614.s.1	Grootmoedich prins , wij dancken u van u beloften .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.stage.4613.s.1	Achilles wert verradelijck omgebrocht van Paris en Deiphobus .	None
hoof001achi01_01.TEI.2.text.body.div.div.head.4616.s.1	4e. Handelinge .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4626.s.1	Dat wij die twee daer wt so schielijck springen sien Dat heeft , nae mijn verstant , wat sonders te bedien .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.speaker.4628.s.1	Diomedes	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4642.s.1	Dewijl de griecxen Raet ons beijden heeft bevolen Achilles gae te slaen , om dat hij int verholen Den vijandt selff besoect , en hem te spraecke staet , Op avontuer off hij besloot eenich verraet , Compt , treeden wij int wout en gaen hem soo beneven .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4647.s.1	Wel , ick sie niemant niet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4647.s.2	Ach , wat is hier bedreeeven ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4647.s.4	Geeft ons het laetste woord !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4651.s.1	Deiphobus en Paris hebben mij vermoort .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4662.s.1	Ghemoort ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4662.s.2	Waer hoord ' men oijt grooter valschaijt verhaelen ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4662.s.3	O blonde Son , aenschout ghij dit sonder te daelen Te rugge waert van daer ghij opgereesen sijt ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4668.s.1	Mijneedich schelmstuck te boos om aff te malen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4672.s.1	O blonde son , aenschout ghij dit sonder te daelen ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4681.s.1	Den grooten man , vermaert in s wijden werrelts paelen , Dien Blixem , soo ontsien int oorloch , sijn wij quijt .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4694.s.1	Gheen clagen helpen can , hij heeft vervult sijn tijt .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4694.s.2	Wilt mijn het lichaem cout op dese schoudren laeden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4694.s.3	En gaen wij doen t ' verhael , hoe dat hij is verraden .	None
hoof001achi01_01.TEI.2.text.body.div.div.head.4697.s.1	[ 5e. Handelinge . ]	None
hoof001achi01_01.TEI.2.text.body.div.div.head.4698.s.1	5e. Handelinge .	None
hoof001achi01_01.TEI.2.text.body.div.div.stage.4699.s.1	Al de Princen .	None
hoof001achi01_01.TEI.2.text.body.div.div.stage.4699.s.2	Nestor , Aiax , Ulysses .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4734.s.1	Geen van de Princen , noch geen van de griecs knapen Dan ghijluij met u twee staet nae Achilles waepen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4734.s.2	Dies elck omt t ' seerste twist en voor een eere telt Te draegen t ' waepen van dien onverwonnen helt .	EmotionalAction_Envy_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.4734.s.3	De Princen sijn alhier ter plaetse neer geseten , Om ijder sijn beschaijt volcomelijck te weeten , En wijsen toe met recht de wapens aen de man , Die mette reeden best sijn recht verdaden kan .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.4734.s.4	Daerom een ijder pooch het geene te vertrecken , t ' Welck aldermeest hij tot sijn voordeel acht te strecken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.1	Aen strant ( Jupijn ) en bij de scheepen pleijten wij , En men gelijckt ( ick raes ) Ulysses noch bij mij ?	EmotionalAction_BodilyProcess_Desire_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.2	Mij , die noch vuijr noch vlam noch Hectors toren vruchten En voor dees vloote vocht , als ghij met schande vluchten .	Fear_Emotion_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.3	Veijlijger is het dan , ô griecken , datmen strijt Met woorden schoon geciert , dan met een swaert dat snijt .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.4	Wanneer men vechten sal , Ulysses wt het perck vliet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.5	Het doen valt hem te swaer , en t ' seggen is mijn werck niet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.6	Soo veel als ick vermach int crijgen met gewelt , Soo veel Ulysses int vrouachtig clappen gelt !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.7	Doch mijne daden ist onnoodich te vertaelen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.8	Ghij hebt s ' altsaem gesien , laet hem de sijn verhaelen , Die hij alleen en sonder tuijgen heeft gewracht ( Naedat hij selve seijt ) int doncker vande nacht .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.9	Den loon , daer ick nae stae , beken ick groot te weesen , Maer van den loff verlies ick t ' grootste deel door deesen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.10	Tis groot , maar d ' heerlijckhaijt die wert daer door bemorst , Mits dat ick crijge t ' geen Ulysses hoopen dorst .	Emotion_Hope
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.11	Verliest hij schoon t ' crackeel , den prijs heeft hij alreede , Want men sal seggen , dat hij met mij heeft gestreede !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.12	Dan , soo mijn duecht was twijffelachtig bij den Raet , So soud ' mijn edelhaijt mij wel coomen te baet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.13	Mijn Vader Telamon heeft troijen helpen winnen , En voer met Hercules omt gulden vlies te vinnen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.14	Sijn Vader Aeacus is rechter in den hel , Daer Sisyphus , u oom , Ulysses , lijt gequel .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.15	Juppijn diens vader is , k ' en hael het niet van verde .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.16	Dees Aiax nae Juppijn is int geslacht de derde .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.17	Dan , laet dit inde saeck mij gants geen voordeel sijn , Soo 't niet gemeen en is Achilles huis en t ' mijn .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.18	Achilles was mijn neeff , ick eijs mijn broeders wapen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.19	Maer ghij sijt wt het bloet van Sisyphus geschapen , Die ghij in schelmerij oock te gelijcken tracht .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.20	Wat mengt ghij onse naem in u versmaet geslacht ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.21	Off sal mij deese twist omt waepen qualijck locken , Om dat ick heb van d ' eerst de waepens aengetrocken ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.22	En met mijn vrije wil ben nae de crijch gereijst , Daer sich Ulysses sot en rasend ' heeft geveijst Door vreese van met ons hier in de crijch te trecken , Tot Palamedes cloeck sijn blootheijt quam ontdecken ?	Fear_Emotion_BodilyProcess_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.23	Die doe de blootste was , van alle wapens schu , Sal die - wat recht is dit !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.24	- de beste nemen nu ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.25	Was doch de rasernij voor rasernij genomen , Off was sijt doch geweest en hij niet hier gekomen .	Emotion_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.26	So sout ghij , Philoctetes , met so swaer verdriet , Int eijlant Lemnos als een balling leven niet , Die in speloncken naer , en bosschen met u weenen En kermen dagelijxs beweecht de coude steenen , En wenscht Ulisses t ' geene dat hij waerdich is , t ' Welck ( so der goden sijn ) hem beuren sal gewis .	Emotion_BodilyProcess_Sadness
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.27	Also verdwijnt door siect en honger metter wijlen Een van ons leijtsluij selff , en bruijct Alcides pijlen Op vogels en op wilt , die Phoebus ons beval Te bruijcken ten verniel van Troijas hoge wal .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.28	Maer Philoctetes die is noch te lijff gebleeven , Om dat hij t ' selschap van Ulysses heeft begeeven , t ' Welck Palamedes oock wel wenschen mocht , dunct mijn , Want sonder dat hij soud ' nu noch int leeven sijn , Off immers soud ' de doot gesturven wesen eerlijck , Die hij door sijn bedroch doen sterven heeft so deerlijck , Als hij hem van bedroch aenclagen quam so stout , En overtuijchden hem door t ' vinden van het gout , Des vijants , so hij saij , becorelijcke gaven , t ' Welck hij hadt heijmlijck selffs doen in de tent begraven , Tot wraeck van dat hij sich door hem ondecken sach , Het welck hem speet , en lang ' daer nae int herte lach .	Emotion_Sadness_Remorse
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.29	Door ballingschap off doot crenct hij der griecken crachten , Op deese wijs is hij te vreesen en te achten .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.30	Off hij int spreecken schoon Nestor te boven gaet , Noch en sal hij niet in 't goede verandren t ' quaet , En hier verdaden , dat hij vlieden ging sijn best ras , Als Nestor riep om hulp , door dien sijn paert gequetst was .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.31	Dat ick dit niet versier weet Diomedes wel , Die dick de vlucht verwijt aen sijn goe meed'gesel .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.32	De goôn aensien de mens rechtvaerdich met haer ooghen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.33	t ' Gebuerde dat de geen , die niet en wilde pooghen Om Nestor bij te staen , selfs bijstant creech van doen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.34	Hij riep ellendich hulp , ick ginck mij derwaerts spoen .	EmotionalAction_Despair
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.35	Hoe wel hij hadt verdient doort vlieden , datmen eeven Als hij met Nestor deed ' , men oock met hem sou leeven , Ick deckt hem met mijn schilt daer hij lach bevend ' bleeck , k ' Verseeckerd ' hem sijn lijff al eer ick van hem weeck .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.36	De wonden die sijn cracht int vechten deen vermindren En conden hem sijn loop int vluchten niet verhindren .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.37	Dus berchden ick een siel oneedel , slecht van aert , En dunct mijn eijgen daet mijn luttel eeren waert .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.38	So ghij in dese twist u enckel wilt verweeren , Compt , laet ons weder op de selve plaetse keeren , Geeft daer de vijant weer , u wont en vrees daer bij , Duijckt achter t ' schilt , en twist daer onder tegens mij .	Fear_Emotion_EmotionalAction_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.39	Siet , Hector , die met hem ten strijde leijd ' de goden , Verbluft den stouten oock en niet alleen den bloden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.40	Als die braveerde doort vervolch van sijnen moort , Heb ick hem op sijn rug geveldt van vers , en voort Wanneer hij daechden wt een om met hem te steecken , Weerstont ick hem alleen , en ghij , beroemde greecken , Beloofden bedevaert , indien ick niet en vil .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.41	Verhoort wert u gebet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.42	So iemant weeten wil Den wtgang van de crijch , ick hebse niet verlooren .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.43	De vijant quam met macht het griexse heijr verstooren , Tot onse vloodts bederff met vier en vlam bereijt .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.44	Waer was Ulysses doen met sijn welspreeckenthaijt ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.45	Ick heb alleen dees vloots bescherming aengegreepen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.46	Geeft mij de waepens doch voor meer als duijsent scheepen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.47	Indien dat ghij toe wijst , ô Princen , t ' recht aen mijn , t ' Sal meer der wapens eer dan Aiax eere sijn .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.48	Laet nu Ulysses eens gelijcken bij mijn daden Het moorden van Rhesus , die hij halff heeft verraden , En Dolon , s ' vijants spier , en Helenus , dien hij ( Wanneer hij Pallas stal ) gevangen bracht daer bij .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.49	Niet is bij daech geschiet al wat hij heeft bedreven .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.50	Men moet den halven loff aen Diomedes geven .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.51	Jont ghij de waepens aen dees daden slecht , oneel , Soo deels ' en geeft aen Diomedes t ' beste deel .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.52	Ulysses sullen sij doch niet te stade komen , Die ongewapent staech en niet gelijck de vromen , Bij nacht den vijant crenckt mette gewiste cans .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.53	De gulden helm sal hem beclappen door sijn glans .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.54	Oock sal hij doort gewicht sijn hooft niet kunnen roeren .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.55	d ' Onstrijtbaer arm en can Achilles spiets niet voeren .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.56	De schilt , waer in gemaelt men t ' swerrelts rijcken siet , En sal sijn slincker arm wel , dunct mij , passen niet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.57	Wat staet ghij nae een gaeff , die u sal overlaeden ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.58	Welck soo de griecken , door haer quaelijck te beraeden , U jonnen , ghij en sout daer duer niet sijn ontsien , Maer rascher nae de buijt sal uwe vijant vlien .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.59	De vlucht , daer ghij u hoop gewoon in sijt te setten , Daer in sal t ' swaer gewicht , Ulysses , u beletten .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.60	Voorts uwen schilt is gans , heeft niet met al geleen , Vol kerven is de mijn , en ick behoeffer een .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.61	Maer siet ons wercken aen , onnodich sijn de woorden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.62	De wapens smijt int mits van des vijants slachoorden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5134.s.63	Heet datmen 's hael van daer , en dieser brengt van daen , Laedt diese tot een loon en tot een loff ontfaen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.1	Hadt mine wensch en d ' u , ô griecken , niet gemist , Wij souden rechtevoort niet sijn in dese twist , De tranen souden mij met crachte dus niet vlieten , Ghij sout u wapens , wij , Achilles , u genieten .	BodyPart_BodilyProcess_Sadness
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.2	Dan , nu dewijl de goôn ons beijd ' hebben berooft Van dat ontsichbaer onverwonnen oorlochs hooft , Wie sal met meerder recht doch volgen in sijn steede Dan die Achilles selff den griecken volgen deede ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.3	t ' Verstant , dat dicwijls heeft gedient tot u profijt , t ' Sij hooch off laech , laet mij niet schaden nu ter tijt , Op dat ick sonder nijt mijn reedens mach ontluijcken ; De gaven , die men heeft , die machmen wel gebruijcken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.4	Voorvaders clare deucht , en Adels hoge roem En ander luyder daet ick nau ons eygen noem , Maer om dat Aiax saijt dat sijn grootvaders vader Juppijn is , so seg ick : Juppijn is hem niet nader Een lit dan hij mij doet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.5	Ick ken Laërtes out Voor vader , die Arcesius voor sijn vader hout .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.6	Arcesius vader is Juppijn , en onder deesen Is niemant oijt tot doot off ballingschap verweesen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.7	Een ander Adeldoom compt mij van moeder sij , En d ' oorsprong vant geslacht sijt , ô Mercurius , ghij .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.8	Nochtans en ghae ick niet nae dese wapens sporen , Om dat van moeders sij ick hoger ben geboren , Off dat mijn vader niet beschuldicht werden can Met sijne broeders sondt ; siet de verdiensten an !	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.9	Maer tgeen dat Telamon off Peleus heeft bedreven , Dat men daer van den loff niet gaet aen Aiax geeven , Dat niet de naest int bloet wert met dees prijs verhuecht , Maer die met reeden meest doen blijcken can sijn duecht .	Joy_Emotion
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.10	Want anders , Peleus leeft , en Pyrrhus daerenboven , Achilles sone ; so blijft Aiax toch verschoven .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.11	En Teucer isser oock al vast in eenen graet Als Aiax , die nochtans niet nae de waepens staet .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.12	Dewijl wij dan alleen met onse daden strijden , Ick heb meer wtgerecht dan ick can hier belijden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.13	Ick salt verhalen , doch opt corst , van voren aen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.14	Thetis , de moeder van Achilles , hadt verstaen Van de waerseggers wijs , indien hij herwaerts quame , Dat hijt besterven sou , hoe groot hij was van name .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.15	Sij maect hem onbekent omt ongeluck te vlien , En liet hem als een maecht in maechden cleeren sien .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.16	Niemant heeft hem gekent , noch Aiax selven mede .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.17	Hij waer gebleeven t ' huijs ten waer dat ick het dede .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.18	Ick nam een marsse vol van vrouwe cramerij En deed ' daer loosselijck een crijsmans wapen bij .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.19	Een ijder vrou besach het geen haer best geleecke , De Prins terstont sijn hant ging aen de wapens steecken .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.20	So wel de schilt en spiets hem in sijn handen stont , Dat eer hijt vrouwen cleet verwurp , ick riep terstont : Ghodinnen soon , van u wacht Troien sijn bederven , Waeromme twijfelt ghij de name te verwerven ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.21	Mijn handt leijd ' ick hem op en sant hem derwaerts heen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.22	Al t ' geen hij heeft gedaen , noem ick dan t ' mijn met reên .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.23	'k Heb Telephus getemt , k ' heb Theben ingenomen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.24	Door mij is Tenedon in onse macht gekomen .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.25	Dat Lesbus , Chryses , Cilla , Apollos steden stout Ons onderdanich sijn , voor mijne daden hout .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.26	En oock dat Lyrnes viel , dat sich te weere stelden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.27	Ick gaff den naem , die den troijaensen Hector velden .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.28	Door mij leijt Hector neer ; het wapen dat mij dede Achilles vinden eerst eysch ick dees wapens meede .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.29	De wapens , die ick hem int leven heb gegeven , Ist onrecht dat ick die weer eijsche naer sijn leven ?	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.30	Den ruijmen haven lach van duijsent scheepen vol , De wint blies tegens ons gestadich eeven dol .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.31	Daer wert gepropheteert , den wint en sou niet wenden , Ten waer dat Atreus neeff sijn dochter wilde senden Ten outaer van Diaen en latens offren daer , Om soo te stillen t ' weer , en gramschap fel van haer .	Emotion_Anger
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.32	Maer Agamemnon hout sijn vadersche genegenthaijt , Wilt niet toelaten , off hem schoon gans griecken tegen saijt .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.33	Dees dorst ick spreecken aen wanneer ghij , Aiax , sweecht , En heb hem tot profijt van het gemeen beweecht .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.34	Ick dreef een sware saeck van een pertijdich rechter .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.35	De Prins vergeeft t ' mij nu , doch hem en docht niet slechter t ' Gemeene volcxs scha dan s ' dochters doot , des hij Vergolde met het bloet d ' ontfangen heerschappij .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.36	De moeder hadt bij haer haer dochter wtvercoren , Die men bedriegen most , want raden was verlooren .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.37	Ulysses sant men heen , ick hebt alleen bestaen ; Op welcke plaets wanneer dat Aiax was gegaen , De schepen lagen noch wel op de wint en wachten , t ' Sijn soud ' de prins meer dan t ' gemeene besten achten .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.38	Ick ginck te Troien oock wtrechten als gesant De saecke , mij vertrout van het gemeene lant .	None
hoof001achi01_01.TEI.2.text.body.div.div.sp.5985.s.39	Ick quam aldaer den Raet en al de Princen satten .	None
