stee033tham01_01.TEI.2.text.body.div.head.198.s.1	Thamas Koelikan , of De verovering van het Mogolsche ryk ; Treurspel .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2090.s.1	Uw deernis voor een ' vorst , in onkunde opgetogen , Door 't vleijend hofgezin erbarmelyk bedrogen , En voor een zuchtend ryk in hoogen oorlogsnood , Waar ' loflyk , zo die drift niet uit uw liefde sproot : 'k Wil echter in myn ' zoon geen mededoogen wraken ; En prys , om Milkoos deugd , het vuur dat u doet blaken .	Emotion_Love
stee033tham01_01.TEI.2.text.body.div.div.sp.2090.s.2	Maar vlei u niet te veel voor 't wagglend Indostan .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2094.s.1	Wat geeft my stof tot vrees ?	Fear_Emotion
stee033tham01_01.TEI.2.text.body.div.div.sp.2111.s.1	't Verraad van Alikan , De ontrouwe Mahomet , ja alles .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2111.s.2	't Is onzeker Dat Nizamëlmoluk een ' dwazen woordverbreker , Door zyn ' getrouwen raad , tot overgaaf verpligt '; Of tegen 't vloekverbond , door oproer , iets verricht ' .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2111.s.3	Niets anders is bekwaam de onweerbre legerbenden , Den keizer , 't gantsche ryk , te ontslaan van krygsëlenden .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2111.s.4	Zo Nizamëlmoluk het ééne en 't andre mist , Zal 't heir , door hem verdeeld in onderlingen twist , Door fellen binnenkryg zichzelf bykans vernielen , En 't Persiaansche staal het overschot ontzielen .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2111.s.5	Ik zie , hoe de uitslag zy , in 't kort myn ' eisch voldaan .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2111.s.6	Myn wraak had anderszins geen uitstel toegestaan .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2115.s.1	De keizer zal , bevreesd , zich aan 't gevaar onttrekken .	Fear_Emotion
stee033tham01_01.TEI.2.text.body.div.div.sp.2121.s.1	't Zou my , niet min dan u , tot waar genoegen strekken : Ja 'k zou , in weêrwil van zyne ontrouw , van dien hoon , Hem , door zyn volk verraên , herstellen op den troon .	None
stee033tham01_01.TEI.2.text.body.div.div.head.2123.s.1	Zevende tooneel .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2129.s.2	een gruwelstuk !...	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2133.s.1	Wat doet u zwygend beven ?	Fear_BodilyProcess
stee033tham01_01.TEI.2.text.body.div.div.sp.2138.s.1	Uw wacht is omgekocht ; men dreigt uw dierbaar leven ...	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2138.s.2	Men wacht de duisternis ...	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2151.s.1	Men stryde dezen nacht !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2151.s.2	De dag verdwynt allengs .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2151.s.3	Myn toeleg zy volbragt !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2151.s.4	Ziedaar voor wien gy smeekt : hy is myn gunst onwaardig ; Hy dwingt my tot zyn straf .	Worry_EmotionalAction_Desire
stee033tham01_01.TEI.2.text.body.div.div.sp.2151.s.5	Is 't heir ten stryde vaardig ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2160.s.1	Men heeft uw ' last verricht .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2160.s.2	Maar 'k vrees den koningsmoord , Nu al het vloekgespan noch niet is opgespoord .	Fear_Emotion
stee033tham01_01.TEI.2.text.body.div.div.sp.2160.s.3	Getrouwen Orosmin , die my 't verraad ontdekte , En met een deel der wacht zyn trouw in schyn bevlekte , Opdat uw doodsgevaar door list wierde afgewend ; Den trouwen Orosmin is alles niet bekend .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2164.s.1	ô Ramp !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2164.s.2	ô Milko !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2171.s.1	'k Wil de gruwlen onderzoeken , En door een vreemd bestaan de schuldigen verkloeken .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2171.s.2	Geveinsde Mahomet !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2171.s.3	beef met uw ' vloekgenoot : Vermeetlen !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2171.s.4	wacht uw straf , of red u door myn dood .	None
stee033tham01_01.TEI.2.text.body.div.div.stage.2173.s.1	Einde des Vierden Bedryfs .	None
stee033tham01_01.TEI.2.text.body.div.head.2177.s.1	Vyfde bedryf .	None
stee033tham01_01.TEI.2.text.body.div.stage.2181.s.2	Twee Lyfwachten .	None
stee033tham01_01.TEI.2.text.body.div.sp.2190.s.1	Belet my niet , Semire !	None
stee033tham01_01.TEI.2.text.body.div.sp.2190.s.2	uit deze tent te treden .	None
stee033tham01_01.TEI.2.text.body.div.sp.2190.s.3	Ik wist myn wachten door myn tranen te overreden ; En gy , geeft gy geen blyk van mededoogendheid ?	Emotion_BodyPart_Compassion_Sadness
stee033tham01_01.TEI.2.text.body.div.sp.2190.s.4	Het nare krygsgerucht , dat zich alöm verspreid , Doet myn beklemde ziel ontwyfelbaar bevroeden , Dat Nadirs benden op 't Mogolsche leger woeden .	None
stee033tham01_01.TEI.2.text.body.div.sp.2194.s.2	volg myn ' raad , prinses !	None
stee033tham01_01.TEI.2.text.body.div.sp.2201.s.1	ô Onweêrstaanbre schrik !	Fear_Emotion
stee033tham01_01.TEI.2.text.body.div.sp.2201.s.2	ô Akelige nacht !	None
stee033tham01_01.TEI.2.text.body.div.sp.2201.s.3	ô angstig oogenblik !...	None
stee033tham01_01.TEI.2.text.body.div.sp.2201.s.4	Semire ! 't is vergeefs my dus te wederstreven ; 'k Voldoe myn ongeduld .	None
stee033tham01_01.TEI.2.text.body.div.sp.2209.s.1	Gy waagt uw dierbaar leven .	None
stee033tham01_01.TEI.2.text.body.div.sp.2209.s.2	Wat kan een tedre vrouw in doodsgevaar bestaan ?	None
stee033tham01_01.TEI.2.text.body.div.sp.2209.s.3	Doet 's keizers onheil u tot wanhoop overslaan ?	Emotion_Despair
stee033tham01_01.TEI.2.text.body.div.sp.2209.s.4	Zult ge , als 't erbarmlyk lot van onze legerscharen U nader is bekend , de moordzucht doen bedaren ?	None
stee033tham01_01.TEI.2.text.body.div.sp.2213.s.1	Vertoef , indien 't gevaar voor u te dringend is .	None
stee033tham01_01.TEI.2.text.body.div.sp.2221.s.1	Ik volgde u hier , op hoop van 's ryks behoudenis : Ik vrees niet voor myzelve , en zal u niet verlaten .	Fear_Worry_Emotion
stee033tham01_01.TEI.2.text.body.div.sp.2221.s.2	Maar ach !	None
stee033tham01_01.TEI.2.text.body.div.sp.2221.s.3	uw ongeduld kan Mahomet niets baten .	None
stee033tham01_01.TEI.2.text.body.div.sp.2221.s.4	Dewyl ik vruchteloos myn vaderland beween , Vreest myn angstvallig hart voor myn prinses alleen .	Fear_Emotion_BodyPart_BodilyProcess_Sadness_Despair
stee033tham01_01.TEI.2.text.body.div.sp.2227.s.1	't Gevaar van Indostan , niets anders , doet my vreezen .	Fear_Emotion
stee033tham01_01.TEI.2.text.body.div.sp.2227.s.2	Men zie of Nadirs wraak ons heeft ten val verwezen .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2238.s.1	Prinses !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2238.s.2	waar vlied gy heen in dezen naren nacht ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2238.s.3	Ons heir word aangetast door 's keizers legermagt ; En ik , te leur gesteld in 't yvrig medelyden , Ben vaardig tegen hem voor ons behoud te stryden .	Emotion_Compassion
stee033tham01_01.TEI.2.text.body.div.div.sp.2243.s.1	Gy vaardig tot bederf van Milkoos vaderland !.. ô Zware tegenspoed !..	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2243.s.2	Rampzalige offerhand ' !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2252.s.1	Ik zal , zo wy de zege op Mahomet verwerven , Meêpligtig aan zyn ' val , helaas !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2252.s.2	uw liefde derven ; En zo 't geluk verkeert , tot heil van Indostan , Dan schenkt men myn prinses aan snooden Alikan .	Emotion_Love
stee033tham01_01.TEI.2.text.body.div.div.sp.2252.s.3	'k Wil , nu myn minnend hart u eeuwig moet ontberen , Stoutmoedig sterven , of uit wanhoop triomferen .	Emotion_BodyPart_Love_Desire_Despair
stee033tham01_01.TEI.2.text.body.div.div.sp.2256.s.1	Kan 't zyn dat Nadirs zoon de zege in twyfel slaat ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2265.s.1	Ik vrees uw ' keizer niet , dan om zyn krygsverraad .	Fear_Emotion
stee033tham01_01.TEI.2.text.body.div.div.sp.2265.s.2	Myn vader , blootgesteld voor 't staal der muitelingen , Kent all ' de ontrouwen niet die hem naar 't leven dingen .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2265.s.3	Zyn gruwzaam doodsgevaar , myn pligt , uw vorst , myne eer , Ja alles noopt my tot gezwinde tegenweer .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2265.s.4	Indien ik langer toefde , ik ware een ryksverrader .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2280.s.1	Het voegt een ' heldenzoon te stryden voor zyn ' vader : Ik doem den yver niet die roemryk u bezielt : Maar als uw dappre vuist ons angstig heir vernielt , Dat dan , om my alleen , in de yslyke oorlogswoede , Uwe edelmoedigheid vorst Mahomet behoede !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2280.s.2	Versma myn bede niet ; wyt all ' de gruwlykheên Aan 's keizers gunsteling , aan Alikan alleen : Verhoor my , die , in spyt der tweedragt onzer staten , Zo 'k u niet minnen mag , u echter nooit kan haten ; Die , daar ge ons leger dreigt , my op uw deugd betrouw , En zelfs , indien gy sneefde , uw dood beweenen zou .	Emotion_Hatred_BodilyProcess_Love_Sadness
stee033tham01_01.TEI.2.text.body.div.div.sp.2285.s.1	Gy doemt myn ' yver niet !..	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2285.s.2	Ik moet myn min verzaken !..	Emotion_Love
stee033tham01_01.TEI.2.text.body.div.div.sp.2285.s.3	Vaarwel : 'k zal stervend my uwe achting waardig maken .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2294.s.1	ô Nasser !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2294.s.2	Indostan !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2294.s.3	misleide Mahomet !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2304.s.1	Prinses , gy had misschien ons vaderland gered , Den grootsten held verkloekt , hem alle magt benomen , Den zoon , voor ons belang , den vader vóór doen komen , Zo gy dien jongen prins , wiens hart u toebehoort , Door smeeken , door geween , daartoe had aangespoort .	EmotionalAction_BodilyProcess_Despair
stee033tham01_01.TEI.2.text.body.div.div.sp.2304.s.2	Zoud gy , een minnares , door tranen , door gebeden , Tot bystand voor ons ryk geen ' minnaar overreden ?	EmotionalAction_BodyPart_Sadness_Desire_Despair
stee033tham01_01.TEI.2.text.body.div.div.sp.2309.s.1	Is Milkoos hart bekwaam tot zulk een snood bestaan ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2309.s.2	Zou Nasser , op myn beê , zyn ' vader doen vergaan ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2314.s.1	Uw pooging had ten minste in 't stryden hem verhindert , Dien vyand overheert , ons groot gevaar vermindert .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2334.s.1	Moet uw verkeerde drift , Semire !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2334.s.2	een nieuwe smart Vermetel doen ontstaan in myn elendig hart ?	Emotion_BodyPart_Sadness
stee033tham01_01.TEI.2.text.body.div.div.sp.2334.s.3	Wat zou die jonge held van Milkoos deugd gevoelen , Indien ik eereloos zyn schande dorst bedoelen ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2334.s.4	Weêrhou die stoute taal ; beklaag myn ongeluk .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2334.s.5	Ik zal , terwyl myn ziel , met onweêrstaanbren druk , In 't oorlogswee , de zy ' myns vaderlands moet kiezen , Door 't staal myn maagschap , of myn ' bruidegom verliezen .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2334.s.6	ô Dierbaar overschot van myn beroemd geslacht !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2334.s.7	Gy word dit oogenblik erbarmlyk omgebragt , Of overwint en moord lafhartig , onrechtvaardig , Een ' koning , dien ik acht , een ' prins , myn liefde waardig .	Emotion_Love
stee033tham01_01.TEI.2.text.body.div.div.sp.2334.s.8	Ik wensch voor uw behoud een zege , die ik doem ; Ik vrees de nederlaag eens vyands , dien ik roem .	Fear_Emotion
stee033tham01_01.TEI.2.text.body.div.div.sp.2334.s.9	Ik zal , 't zy ge in den stryd rechtvaardig word verslagen , Of schandlyk overwint , van de uitkomst my beklagen .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2340.s.1	Bedenk dat Nadirs deugd , dat Nassers tederheid , Dat uw besloten echt voor uw belangen pleit , En hoop , nu 't krygsgerucht gelukkig is verdwenen , ...	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2347.s.2	zou Nadir zich met Indostan veréénen ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2347.s.3	Daar Mahomet , behoed , ondankbaar hem versmaad ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2347.s.4	Daar heillooze Alikan op 't gruwzaamst hem verraad ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2347.s.5	Zou Nadir iets voor ons verrichten ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2347.s.6	zou hy konnen ...?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2351.s.1	'k Zie iemant nadren .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2355.s.2	ons leger is verwonnen .	None
stee033tham01_01.TEI.2.text.body.div.div.stage.2360.s.1	Milko , Semire , Malek .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.speaker.2363.s.1	Milko , tegen Malek .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2366.s.1	Doorgrief myn bevend hart door 't ysselyk verhaal Van 's keizers nederlaag , van Nadirs zegepraal .	Fear_BodyPart_BodilyProcess_Sadness
stee033tham01_01.TEI.2.text.body.div.div.sp.2388.s.1	Prinses , beklaag uw ' ramp in de aakligste aller nachten .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2388.s.2	Uw leger , loos misleid door de omgekochte wachten , Heeft naauwlyks door verraad myn ' vorst in waan verrast , Als yllings Mahomet door ons word aangetast .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2388.s.3	Maar ( welk een ommekeer ! ) men roept aan alle kanten : ‘ Vorst Nadir is ontzield , vermoord door zyn trawanten .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2388.s.4	’ Op dezen naren kreet ontdekt zich 't eedgespan Van Persianen ; 't roept : ‘ Men stry ' voor Indostan !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2388.s.5	’ Al 't vloekrot , nu bekend , bestreden door getrouwen , Word door het wrekend staal zeeghaftig neêrgehouwen , Terwyl 't Mogolsche heir , op ons gejuich ontsteld , In wanörde uit den stryd naar zyn verschansing snelt , Doch spoedig nagevolgd , en onbekwaam te stryden , Der Persianen woede onmooglyk kan vermyden , Ja zich , ter offerhande , uit laffe siddering , Uit wanhoop , overgeeft aan de opgeheven kling .	Fear_Joy_Emotion_EmotionalAction_BodilyProcess_Despair_Anger
stee033tham01_01.TEI.2.text.body.div.div.sp.2388.s.6	Prins Nasser zend my hier , om 't volk te doen bedaren , Indien 't , verbitterd , u niet wilde in 't leven sparen .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2394.s.1	Men doe my sterven , nu myn vaderland vergaat , Nu in een korte dood al myn geluk bestaat .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2394.s.2	Maar leeft vorst Mahomet ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2399.s.1	'k Heb niets van hem vernomen .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2399.s.2	Myn prins tracht 's keizers dood grootmoedig vóór te komen .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2411.s.1	Zou uw meêdoogendheid , ô edelmoedig prins !	Emotion_Compassion
stee033tham01_01.TEI.2.text.body.div.div.sp.2411.s.2	Dien felgedreigden vorst iets baten ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2411.s.4	geenszins .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2411.s.5	Verheerde Mahomet !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2411.s.6	ontelbre legerbenden !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2411.s.7	Myn maagschap !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2411.s.8	ach !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2411.s.9	gy sneeft in de algemeene elenden ; En ik , die hopeloos uw aller plagen ly , Die , afgepynigd , u een zoete dood beny ; Van zelfmoord afgeschrikt , door wanhoop aangedreven ; Ik moet , in doodlyk wee , uw rampen overleven ...	Fear_Worry_Emotion_Envy_Desire_Despair
stee033tham01_01.TEI.2.text.body.div.div.sp.2411.s.10	Maar hoe !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2411.s.11	wie nadert ons ?..	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2411.s.12	Wat heil ! 't is Mahomet .	None
stee033tham01_01.TEI.2.text.body.div.div.stage.2418.s.1	Mahomet , Milko , Nizamëlmoluk , Semire , Malek .	None
stee033tham01_01.TEI.2.text.body.div.div.stage.2418.s.2	Gevolg van Lyfwachten .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2422.s.1	Wat wonder heeft myn ' vorst uit doodsgevaar gered ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2426.s.1	Ik leef , prinses !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2426.s.2	ik leef , om schandelyk te sterven .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2432.s.1	Zou Nasser 't moordend staal in 't bloed eens keizers verven ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2432.s.2	Hy heeft myn ' wensch voldaan ; hy red u uit den nood , Naar zyn beloftenis : wat dreigt u ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2438.s.1	Nadirs dood .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2438.s.2	Ik , van dien moord verdacht , ben 't onheil niet ontweken : De prins heeft my gespaart , om zich op 't felst te wreken .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2449.s.2	verdenk hem niet ; verwacht op Milkoos beê , Op 't smeeken van zyn bruid , wel haast een blyde vreê .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2449.s.3	Nu Nasser , my ter liefde , uit edel mededoogen , U aan den overmoed van 't krygsvolk heeft onttogen ; Nu hy , als legerhoofd , u zyn vermogen toont ; U , na zyn ' vaders dood , van dolle wraak verschoont ; Nu zal die zelfde prins ons verder onheil weeren , Ja al uw ongeluk in voorspoed doen verkeeren .	Emotion_Love
stee033tham01_01.TEI.2.text.body.div.div.sp.2464.s.2	waartoe den vorst met ydle hoop gevleit ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2464.s.3	Zyn dood is al zyn heil .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2464.s.5	de edelmoedigheid Van Nadirs grooten zoon , met ons gevaar bewogen , Zal niets op 't muitziek hart van 't oorlogsvolk vermogen .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2464.s.6	Die prins beloofde uit dwang dat hy , zyn wraak ten zoen , Op ons der benden eisch door beulen zou voldoen : Hy zal door 't hoog gezag den moedwil niet betoomen , Indien hy weigert die belofte na te komen , Zyn ' vaders dood niet wreekt in ons onschuldig bloed , Een vyandin verhoort , vorst Mahomet behoed .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2472.s.1	Wyt , wyt uw ' val aan my , ô vorst ! 'k heb onvoorzigtig Den hongersnood gemeld ; ikzelf ben medepligtig , Door myn vermetelheid , ( ô overmaat van druk ! ) Aan 's vyands razerny , aan al uw ongeluk .	Emotion_Unhappiness_Anger
stee033tham01_01.TEI.2.text.body.div.div.sp.2472.s.2	'k Wilde u behoeden door een roeklooze onderwinding .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2478.s.2	uw moed , uw deugd ...	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2478.s.3	Myn gunstling , myn verblinding ...	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2478.s.4	Myn wanhoop doemt u niet ...	Emotion_Despair
stee033tham01_01.TEI.2.text.body.div.div.sp.2478.s.5	Myn tong verstyft van schrik ... ô Yslyke ondergang !...	Fear_Emotion_BodyPart_BodilyProcess
stee033tham01_01.TEI.2.text.body.div.div.sp.2478.s.6	Ik sterf elk oogenblik .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2482.s.1	Zie Nadir !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2482.s.2	zie dien vorst !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2482.s.3	ô wonder !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2482.s.4	zie hem leven .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2487.s.1	Wat heil !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2491.s.1	Hoe groeit myn angst !...	Fear_Emotion
stee033tham01_01.TEI.2.text.body.div.div.sp.2491.s.2	Men doe my spoedig sneven !	None
stee033tham01_01.TEI.2.text.body.div.div.stage.2497.s.1	Nadir , Mahomet , Milko , Nizamëlmoluk , Semire , Malek .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2519.s.1	Ja beef , ondankbre !	Fear_BodilyProcess
stee033tham01_01.TEI.2.text.body.div.div.sp.2519.s.2	beef ; gy zyt in doodsgevaar .	Fear_BodilyProcess
stee033tham01_01.TEI.2.text.body.div.div.sp.2519.s.3	Onwaardig legerhoofd !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2519.s.4	verrader !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2519.s.5	moordenaar !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2519.s.6	Lafhartig vloekgedrocht , gewoon uw woord te schenden !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2519.s.7	Sneef , sneef op 't straftooneel , in 't aanzien myner benden , In 't aanzien van uw volk , ter onüitwischbre schand ' , 't Heeläl ten voorbeeld ; strek een heilzame offerhand ' .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2519.s.8	'k Heb , als myn ' bondgenoot , u in myn heir ontfangen ; 'k Heb , uit meêdoogendheid , in spyt van myn belangen , Uw stervend volk gespyst , u 't kroonverraad gemeld , Uw ' scepter niet begeert , u op den troon herstelt : Maar gy , van schaamte ontbloot , belust op gruweldaden , Verbreekt het vreêverbond , durft yllings my verraden , Ja koopt myn wachten om , had eerloos my vermoord , 't En ware ik al 't verraad door list had opgespoort , Een loos gerucht verspreid , de ondankbre muitelingen Verbystert , hen gestraft door trouwe heldenklingen .	Emotion_Compassion_Shame
stee033tham01_01.TEI.2.text.body.div.div.sp.2519.s.9	Gewaande Muzulman !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2519.s.10	wat doodstraf u genaak ' , Uw yslyk wanbedryf verdient noch strenger wraak .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2524.s.1	Ik heb , uit blinde drift , myn vorstlyk woord verbroken , Maar uw verleide wacht in moordzucht niet ontstoken .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2528.s.1	Ontkent gy 't gruwelstuk ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2535.s.2	zo gy wist Wat Alikan vermag door onweêrstaanbre list ; Uwe edelmoedigheid , betoond in onze plagen , En vreemd van zelfbelang , zou Mahomet beklagen .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2546.s.1	Prinses , uw tederheid , uw voorspraak baat hem niet : Hy stemde in alles 't geen door Alikan geschied .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2546.s.2	Betreur geen ' snooden vorst , die 't heilig recht beleedigt ; Maar denk dat myn gezag de onnoozelheid verdedigt .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2546.s.3	Vrees niets : 'k zal , om uw deugd , u paren met myn ' zoon , U , met dien echtgenoot , verheffen op den troon Van 't magtig Indostan , u leiden naar myn staten , En Nizamëlmoluk 't bestier in handen laten .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2554.s.2	ik wacht geen heil , indien myn keizer sterft , Indien uwe overmagt zyn dierbaar kroost ontërft : Ik wil veelëer met hem het straftooneel betreden , Dan , door zyn ' ondergang , een plaats van eer bekleeden .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2558.s.1	Gy tergt myn goedheid !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2581.s.2	myn onbaatzuchtig hart , Dat all ' de aanloklykheên der ydle staatzucht tart , Dat nooit zyn ' waren pligt vermetel heeft geschonden , Aan 't vaderland getrouw , aan 's keizers eer verbonden , Door zuivre gloriezucht op 't krachtigst aangespoord , Begeert van u geen gift , die u niet toebehoort ; Ja 't word op 't felst gehoond , ô vorst !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2581.s.3	nu gy durft denken Dat Nizamëlmoluk , ontäard , zyn deugd zou krenken .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2581.s.4	Zal 't kroost van Mahomet uw gramschap ondergaan , Schoon 't nimmer tegen u een misdryf heeft bestaan ?	Emotion_Anger
stee033tham01_01.TEI.2.text.body.div.div.sp.2581.s.5	Zal 't , van den troon beroofd , in ramp , in schande leven ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2581.s.6	Of zal uw strenge wraak de onschuldigen doen sneven ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2581.s.7	Betoon dat ge over hen grootmoedig u ontfermt , Hun erfdeel niet begeert , de onnoozelheid beschermt .	Emotion_Desire
stee033tham01_01.TEI.2.text.body.div.div.sp.2581.s.8	Zou de Indostansche kroon den roem uws zoons vergrooten ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2581.s.9	Maak van prins Nasser , uit uw heldenbloed gesproten , Geen ' ryksgeweldenaar ; bezwalk zyn ' luister niet ; Laat 's keizers waardig kroost het wettig erfgebied .	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2592.s.1	Zou Milko met de kroon van Indostan zich streelen ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2592.s.2	Ik , met uw ' zoon veréénd , in de eeuwige onëer deelen ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2592.s.3	Ik doem zyn liefde niet ; hy is myne achting waard ': Maar 'k sidder , zo uw magt my met een ' dwingland paart .	Fear_Emotion_BodilyProcess_Love
stee033tham01_01.TEI.2.text.body.div.div.sp.2592.s.5	wilt gy 't kroost des keizers niet verschoonen ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2592.s.6	Wat noopt u dan aan my een wreede gunst te toonen ?	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2592.s.7	Dat my en myn geslacht één lot te wachten sta , Uwe eedle goedheid , of uw wrekende ongenaê !	None
stee033tham01_01.TEI.2.text.body.div.div.sp.2596.s.1	Myn angstig hart bezwykt in de yslykste ongelukken .	Fear_Emotion_BodyPart_BodilyProcess_Unhappiness
