huyd001achi01_01.TEI.2.text.body.div.head.900.s.1	Achilles , treurspel .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3001.s.2	toen al de anderen dit zagen , Hoe zeer hun moed ook was verdweenen met hun magt , Voegde elk zich by uw volk , en kreeg weer nieuwe kracht .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3008.s.1	Maar hebt gy niet gezien , of Hector , onder 't stryden , Myn vriend heeft aangedaan ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3033.s.1	Zo ras aan alle zyden De schrik het Troische heir weer naar de stad deedt zien , Zag ik dien grooten Held , zo wel als de and'ren , vliên .	Fear_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3033.s.2	'k Zag , hoe zyn ' paarden , die in 't runnen veele helden Verpletterden , met schrik naar 't beevend Troje snelden ; En dacht , is 't mooglyk , dat zo moedig een soldaat , In een zo grooten nood , zo ras het veld verlaat !	Fear_Emotion_BodilyProcess
huyd001achi01_01.TEI.2.text.body.div.div.sp.3033.s.3	'k Verheugde me evenwel : want daar die held gaat vlieden , Wie van het Troische heir zal ons dan weerstand bieden ?	Joy_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3033.s.4	Veele andren nochtans , reeds tot aan den muur gevlucht , Den schrik van al hun volk aanschouwende , en beducht Voor grooter nederlaag , staan pal , om tyd te winnen , Op d'oever van de gracht .	Fear_Worry_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3033.s.5	Hier , dacht ik , hier beginnen De Trojers wederom te krygen nieuwen moed .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3033.s.6	De gracht , reeds half gevuld met lyken en met bloed , Wordt met het vlakke veld vereffend , door de menigt ' Van Helden , na hun dood in deeze plaats vereenigd .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3033.s.7	Geen Griek , die , in dien staat , geen ' wonderen bedryft , Die zynen lof in 't zand met 's vyands bloed niet schryft .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3046.s.2	dien ik zien kan , dat myn roem noch gaat ter harte !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3046.s.3	Ik dank u voor deez ' gunst .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3046.s.4	maar denkt om myne smarte , En 't geen ik heb geleên door een ' zo bitse smaad .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3046.s.5	Geeft , dat myn lieve vriend verwinnaar keer !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3046.s.6	maar laat Hy niet geheel en al den vyand te onderbrengen , Zo gy 't herstellen van myne eer oit wilt gehengen .	Honor_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.1	'k Heb de eer gehad , dat gy , van uwen eersten tyd , Door my bezorgd , bewaard , en onderweezen zyt ; Zelfs toen ge uw Vaderland , nu negen jaar geleden , Verliet , om , voor den wal van Troje , uw ' dapperheden Ter proef te stellen , heeft uw Vader my geboôn , Altyd een waakend oog te houden op zyn Zoon .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.2	Heb ik my in myn pligt niet wel genoeg gekweeten ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.3	Heb ik oit de eerbied , die 'k u schuldig was , vergeeten ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.4	Of kost ge u oit met recht beklaagen van myn raad ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.5	Hoor dan noch eens naar my in deez benaauwden staat .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.6	't Is waar , de Trojers , die u niet in 't veld verwachtten , Begaven zich ter vlucht , toen ze u te aanschouwen dachten ; Toen uw ' Thessaliers in 't veld verscheenen , met Een ' woede , daar geen heir , hoe sterk , zich tegen zet .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.8	hoe schielyk kan die oorlogs kans verdraaijen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.9	Wy zien op eenen dag verscheiden ' winden waaijen , Maar sneller als de wind verkeert het los geluk .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.10	Na eene korte vreugd volgt dikwils zwaare druk .	Joy_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.11	Groot is de braafheid van den trouwsten uwer vrinden : Maar niet zo groot , dat hy geen ' sterker hand kan vinden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.12	't Zyn al geen Parissen , die hy in 't veld ontmoet .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.13	Indien Sarpedon dan , of Hector , heet op bloed ; Indien Anchizes zoon , of andren van hun Helden , Zich tegen uwen vriend met al hun magt eens stelden ; Hy is , ofschoon hy zy voorzien met uw geweer , Niet onverwinnelyk .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.14	bedenk dit wel , myn Heer .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.15	Heeft dan een Trojer het geluk van hem te treffen , Hoe ras zal zich de moed weer in hun hart verheffen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.16	Hoe schielyk zou uw volk , indien hy 't onheil hadt Te sneuvlen , zyn gezigt weer wenden van de stad !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.17	Gy hebt te veel gewaagd met hem in 't veld te zenden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.18	Wordt hy verwonnen , ach !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.19	hoe zie ik uwe benden Verschrikt en hoopeloos weer vluchten naar de vloot , En storten ons al t ' zaam in een ' gewisse dood !	Fear_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.20	Van éénen Held alleen hangt ons geluk en leeven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.21	Als ik dit overdenk , hoe voel 'k myn ' leden beeven !	Fear_BodyPart_BodilyProcess
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.22	't Is niet , omdat ik vrees of zorg heb voor de dood , Maar omdat gy ons stort in een zo grooten nood .	Fear_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.23	Gy , gy Achilles , die de trotse en hooge wallen Van 't magtig Ilium moest door uw ' hand doen vallen ; Gy , van wiens dapperheid en onverwinlyk staal Het Grieksche leger zich een ' blyde zegepraal Beloofde .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.24	Gaa dan noch .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.25	gy hebt den Goôn gezwooren , Te keeren in het veld , te maatigen uw tooren , Zo ras gy 't Grieksche vuur zoudt zien in onze vloot .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.26	Zulks hebt gy reeds gezien .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.28	in deezen nood Zendt gy alleen uw vriend , om voor het land te stryden , En blyft zelf rusten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.30	kan dit uw ' grootsheid lyden ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.31	Zo nu Patroclus uw ' vermaaningen vergeet , Of zo een ' Troische hand dien Held ter aarde smeet , Met welk een ' magt zoudt gy den vyand weerstand bieden ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.32	Gy zoudt uw ' troepen zelfs , verbaasd , verschrikt , zien vlieden ; De vyand nadren aan uw ' schepen ; en uw ' hand Geen ' vrienden vinden , om hem eengen tegenstand Te bieden in dien nood .	Fear_Emotion_Wonder
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.33	Ach laat u toch beweegen !	Emotion_Compassion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3129.s.34	Verlosch uw vriend , en trek voor 't laatst den vyand tegen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3139.s.1	Zo had ik vruchteloos zo langen tyd gewacht Met stryden . 'k had vergeefsch ons heir in nood gebragt .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3139.s.2	'k Wil dat de dwingeland my zelf zal komen smeeken Om bystand , eer ik weer myn moedig hart wil breeken , Of stryden nevens hem .	EmotionalAction_Despair
huyd001achi01_01.TEI.2.text.body.div.div.sp.3143.s.1	'k Zie Alcimus .	None
huyd001achi01_01.TEI.2.text.body.div.div.stage.3148.s.1	achilles , phenix , alcimus .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3154.s.1	WAt hebt Ge ons nieuws te brengen , dat gy u zo schielyk rept ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3154.s.2	Spreek op .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3154.s.3	hoe vaart myn vriend ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3154.s.4	hoe vaaren myne benden ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3161.s.1	't Geliefde uw waarden vriend , my naar u toe te zenden , Zo ras zyn ' braave vuist Sarpedon , d'eedlen Held , Ter neer geslaagen , en manmoedig hadt geveld .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3181.s.1	Gy sterft , ô braave ziel , gelyk men u zag leeven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3181.s.2	Noit wenschte ik anders , als voor 't Vaderland , te sneeven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3181.s.3	Zulks is my ook voorspeld .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3181.s.5	in deezen staat Wordt my zulks weer ontzeid door Agamemnons haat .	Emotion_Hatred
huyd001achi01_01.TEI.2.text.body.div.div.sp.3181.s.6	Sarpedon , ach !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3181.s.7	hadt ge oit gedacht , dat , na uw lyden , Achilles u deez ' dood noch zelve zou benyden ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3181.s.8	Gy sneuvelt door de hand van mynen waardsten vriend .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3181.s.9	Deeze eer heeft uwe deugd al langen tyd verdiend .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3181.s.11	moet ik ook de dood voor Trojes wallen sterven , Laat ik die van de hand van Priams zoon verwerven , Van dappren Hector , die myn ' krachten evenaart .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3181.s.12	Geen ander is deeze eer , van my te treffen , waard .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3181.s.13	Van eene onwaarde hand den laatsten steek te ontvangen , Is iets , dat myne ziel noch na myn ' dood zou prangen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3181.s.14	Maar hoe is 't toegegaan ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3181.s.15	verhaal my zyne dood .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.1	Patroclus , ziende dat de vyand onze vloot Op zyne komst verliet , vervolgt de vluchtelingen Tot aan de gracht , daar zy terstond weer orde ontvingen , Ons in te wachten , en met moed te wederstaan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.2	Uw ' troepen , heet op wraak , vervoerd door gramschap , gaan Den vyand moedig na .	Emotion_Anger_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.3	Hier zien wy hunne Helden , Die tegen ons op nieuw zich in slagorde stelden , De grootste wondren doen , die immer zyn gezien .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.4	Sarpedon , die zyn volk weer naar de stad zag vliên , Weerstaat alleen de magt van uw ' wraakzieke benden ; Tot dat zyn ' troepen zich weer tegen de onze wenden , Op 't hooren van zyn ' stem .	Emotion_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.5	hy springt met frisschen moed Van zynen wagen af , tot de enkels toe in 't bloed , En spreekt Patroclus aan : Achilles , 'k zie , uw tooren Is eindelyk verzoend ; aldus liet hy zich hooren , Niet anders denkende , of gy zelve waart bedekt Met uwe wap'nen , wier gezigt elk schrik verwekt ; Staa stil , verwin my , zo gy verder uwen zegen Vervolgen wilt .	Fear_Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.6	Uw vriend springt aanstonds onverlegen Meê van den zynen af , en biedt , met een geweld , Als of gy 't zelve waart geweest , dien grooten Held Den punt van zyn geweer .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.7	Men hoort het krygsvolk schreeuwen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.8	Elk ziet naar dit gevecht .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.9	Geen ' hongerige leeuwen Staan oit zo onbevreesd , al strydenze om den buit .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.10	Na 't vellen van de speer , haalt elk zyn slagzwaard uit .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.11	Hun moed verdubbelt op het zien van 's anders oogen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.12	't Volk staat om beider moed verrukt en opgetoogen .	Joy_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.13	Doch eindelyk uw vriend treft zynen weerparty Met een zo wissen slag , dat hy aan zyne zy Neerstort , gansch leevenloos .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.14	Zy , die dees stryd aanschouwden , Die , na dit onheil , zelfs hun kracht niet meer betrouwden , Begeeven zich ter vlucht .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.15	Patroclus , met het bloed Van deezen Held bevlekt , klimt aanstonds weer vol moed Op zynen wagen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.16	Maar helaas ! 'k zie ondertusschen Een , die zyn wraakvier , op uw Halsvriend , niet kan blusschen , Zyn ' paarden , dol van toorn , bestryden , en hy kwetst Het eene in zynen buik .	Emotion_Anger_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.17	Automedon , op 't lest Hen niet meer magtig met den teugel te bestieren , Ziet zich genoodzaakt , hun den vollen toom te vieren .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.18	Zy vliegen door de gracht .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3244.s.19	uw ' troepen volgen hem , Gemoedigd door zyn vaart , en , hoorende zyn ' stem , Die zy door 't krygsgeluid niet konden onderscheiden , Geloofden , dat hy hen tot aan de stad wou leiden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3253.s.1	Zo is myn ' voorzorg dan geheel onnut geweest !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3253.s.2	Hoe maakt my deeze maar op nieuw voor u bevreesd , Patroclus , waardste vriend !	Fear_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3253.s.3	de Goden u behoeden !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3265.s.1	Geen nood , myn Heer .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3265.s.2	ik zag den vyand voor het woeden Van uw ' Thessaliers straks vluchten , en ontsteld Ter stad invliegen , om het schrikkelyk geweld Van uwen vriend te ontgaan .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3265.s.3	Ja zelfs , zo my myne oogen , Die zulks van verre alleen gezien heb , niet bedroogen , Loopt Troje groot gevaar , en ziet zyn hoogen wal Door uwen vriend gedreigd met een gewissen val .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3272.s.1	Dat wil het noodlot en het Godendom verhoeden !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3272.s.3	wat zal my dan myne oneer weer vergoeden ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3272.s.4	Zou Troje zonder my zich overwonnen zien !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3272.s.5	Neen , Alcimus , ô neen : dat ziet gy noit geschiên .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3308.s.1	Is 't noch geen tyd , myn Heer , Patroclus by te springen ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3308.s.2	Door zyne paarden , die geen ' hand meer kan bedwingen , Vervoerd en weg gerukt , en ver van onze vloot , Sleept hy ons allen met zich zelf in deezen nood .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3308.s.3	Zo lang hy niet bestondt , die trotse stad te naderen , Bedekte hy zyn ' kruin met groene lauwer bladeren : Maar nu hy uw verzoek en lessen dus veracht , Vervalt hy uit zich zelve in 's vyands woede en magt .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3308.s.4	Blyft hy in 't slagveld ; hoe zult gy zyn ' dood beklaagen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3308.s.5	Verwint hy Ilium ; hoe zal u dat mishaagen !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3308.s.6	Bezorg uwe eer dan , of het leeven van dien Held .	Honor_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3308.s.7	Zelfs , schoon hy leevende het vyandlyk geweld Thans weêr ontkomen kan , doch evenwel moet vluchten ; Ach !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3308.s.8	zoudt ge om onzen val en nederlaag niet zuchten ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3308.s.9	Gy zoudt den Frigiaan , als van den morgen , weer De vloot zien blakeren , ons moedig krygsvolk neer Zien houwen , gansch verwoed , en , doch te laat , aanschouwen , Hoe weinig 's menschen hulp op aarde is te betrouwen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3308.s.10	De Goden , langsaam in hun straffen , toonen klaar Door duizend tek'nen , in wat schrikkelyk gevaar Ge ons en u zelven stort : maar willen zy zich wreeken , 't Is vrucht'loos , dat men weer hun gramschap zoek ' te breeken .	Emotion_EmotionalAction_Anger_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3308.s.11	Neem deez ' vermaaningen dan eindlyk wel in acht .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3308.s.12	Zo gy uw pligt , tot heil van 't vaderland , betracht , Uw ' gramschap weer verzoent , en voor den Griek wilt stryden , 'k Verzeker u , uw ' hand alleen kan ons bevryden .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.stage.3313.s.1	achilles , phenix , alcimus , automedon .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3317.s.1	DE Hemel hoede ons !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3317.s.2	hoe ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3317.s.3	gy hier Automedon ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3333.s.1	Wy zien den nood op nieuw verdubbelen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3333.s.2	Ik kon Uw ' paarden , zwaar gekwetst , niet langer wederhouwen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3333.s.3	De vluchtelingen , die ons in wanorde aanschouwen , Staan weder pal : terwyl Vorst Priams dappre zoon , Dien elk dacht , dat terstond de stad was ingevloôn , Met nieuwen moed weerkeerde , en riep tot zyn ' soldaaten , Dat hy hen niet , uit vrees , lafhartig hadt verlaaten , Maar door zyn ' paarden weg gevoerd was , toen de hand Van uwen vriend de vloot verloschte van den brand .	Fear_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3338.s.2	leeft myn vriend niet meer ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.1	Toen ik hem heb begeeven , Verdryf uw zorg , myn Heer , heb ik hem noch zien leeven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.2	Den wagen stuitende op een hoogen steen , viel hy In 't bloedig slagveld neer , en plofte aan myne zy .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.3	Wy springen over end , en staan den vyand tegen , Zo veel ons mooglyk is .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.5	ik zie den zegen Straks onze zyde weer verlaaten , en zo ras De braave Hector weer ten stryd gekomen was , Den vyand , hoe vermoeid , met nieuwe krachten stryden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.6	Zo kan één ' dappre hand een ' gansche stad bevryden .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.7	Hy raast , hy woedt , hy schreeuwt , en denkende dat gy Uw ' troepen zelve weer ten stryde voert , heeft hy Uw naam steeds in den mond ; wil tegen u zyn ' krachten Noch eens beproeven .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.8	geen van de uwe durft hem wachten .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.9	Uw braave vriend alleen blyft onverzetlyk staan , Wil Hector , door zyn ' hand , in 't oog der stad verslaan , Of sterven door de zyne .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.10	Ik zag de braafste Helden , Die uwen vriend getrouw in deezen nood verzelden , Op dit gezigte ontroerd .	Emotion_Moved
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.11	Vorst Menelaüs , dien Ik , voor alle anderen , bekommerd heb gezien Voor 't leeven van dien Held , heeft my naar u gezonden , Om u den slechten staat van 't leger te verkonden .	Worry_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.12	Denk , welk een vriend gy zult verliezen , deezen dag .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.14	dat uw oog de rouw van al de Helden zag !	Emotion_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.15	Hy zelve alleen staat pal , en , schoon hy 't medelyden , Van ieder op zich haalt , wil Priams zoon bestryden , Dien zo gevreesden Held doen vallen door zyn zwaard , Of blyven op de plaats .	Emotion_Compassion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.16	Is hy u dan zo waard , Is hy de trouwste altyd geweest van uwe vrinden , Laat hy dan in uw ' hand dees laatsten bystand vinden !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.17	Hy niet alleenig , maar wy allen zyn in nood .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3383.s.18	Denk om u zelf , myn Heer ; denk om de bange vloot , En 't droevig Vaderland !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3390.s.1	O Goôn !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3390.s.2	die uit den hoogen , Al wat wy doen , beschouwt , hebt gy my ook bedroogen ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3390.s.5	vergeetge dus myn raad !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3390.s.6	Wat lydt myn ' bange ziel een ' pyn in deezen staat !	Fear_Emotion_BodyPart
huyd001achi01_01.TEI.2.text.body.div.div.head.3393.s.1	Vyfde tooneel .	None
huyd001achi01_01.TEI.2.text.body.div.div.stage.3395.s.1	achilles , ulysses , phenix , alcimus , automedon .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3399.s.1	WAt brengt Ulysses ons ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3404.s.1	De droevigste aller maaren , Helaas !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3409.s.1	Wat bange schrik komt myne ziel bezwaaren !	Fear_Emotion_BodyPart
huyd001achi01_01.TEI.2.text.body.div.div.sp.3409.s.2	Hoe gaat het met myn vriend ?	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3413.s.2	die leeft niet meer .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3417.s.1	Patroclus leeft niet meer !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3422.s.1	Zie hier de vrucht , myn Heer , Van uwen haat , en onverzoenelyken tooren .	Emotion_Hatred_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3433.s.1	Laat ons geen ' zuchten hooren , Maar gord uw ' wapens aan , om , in dees laatsten nood , Ons alle , is 't mooglyk , te verlosschen van de dood !	BodilyProcess_Despair
huyd001achi01_01.TEI.2.text.body.div.div.sp.3437.s.1	Vervloekte Dwingeland !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3437.s.2	gy zult zyn ' dood betaalen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3442.s.2	wil ons in het kort den droeven staat verhaalen Van 't Grieksche leger .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.1	Held Patroclus , langen tyd Zyn vyand wederstaande in deezen laatsten stryd , Wierdt eindlyk door de hand van Hector zo getroffen , Dat ik hem leevenloos in 't zand zag nederploffen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.2	Het aardryk schudde door den val van zulk een Held .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.3	Geen Eikeboom , in 't eind door slag op slag geveld , Veroorzaakt zulk een schrik , in 't hart van die 't aanschouwen , Op 't nadren van zyn val .	Fear_Emotion_BodyPart
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.4	De Grieken , wier vertrouwen Alleen op hem berustte , en op zyn ' dappre hand , Zien alle hoop met hem neerstorten in het zand .	Emotion_Trust
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.5	De Zoon van Priam , weêr gemoedigd door dien zegen , Verheft zyn ' stem , en roept zyn ' benden , die verlegen Het bloedig slagveld reeds verlieten , weer by een .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.6	Eerst dreef de vrees hen weg ; nu dryft ze ons weder heen .	Fear_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.7	Maar Hector vondt zig zeer in zyne vreugd bedroogen , Toen hy 't gemarteld lyk ontwapende , en , zyne oogen Aanschouwende , met smart en droefheid merkte , dat Hy Peleus grooten Zoon niet overwonnen hadt .	Joy_Emotion_Sadness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.8	Men kon de spyt en toorn uit bei zyne oogen leezen .	Emotion_BodyPart_Anger_Annoyance
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.9	Hy werpt nochtans , om dus uw volk meer te doen vreezen , Zyne eigen ' wapens weg ; neemt de uwe , en vliegt door't veld , Gelyk een raazende , die , wat zich tegenstelt , Ter neer werpt en verwoest .	Fear_Emotion
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.10	Niets kan hem wederhouwen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.11	Gy zult hem binnen kort weer by de vloot aanschouwen .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.12	Uw ' troepen zyn verstroit .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3476.s.13	Gelukkig is de man , Roept elk , die door de vlucht zyn ' woede ontkomen kan .	Emotion_Anger
huyd001achi01_01.TEI.2.text.body.div.div.sp.3491.s.2	moest gy my tot zo veel ongeluk bewaaren !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3491.s.3	Neen ; 'k wil in deezen staat my zelf niet langer spaaren .	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3491.s.4	Myn ' dapperheid gehoond door Agamemnons haat !	Emotion_Hatred
huyd001achi01_01.TEI.2.text.body.div.div.sp.3491.s.5	Myn Vaderland in nood tot wraak van deeze smaad !	Emotion_Vindictiveness
huyd001achi01_01.TEI.2.text.body.div.div.sp.3491.s.6	Myn halsvriend leevenloos !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3491.s.7	myn ' wapenen , ô Goden !	None
huyd001achi01_01.TEI.2.text.body.div.div.sp.3491.s.8	Ten dienst van Hector , tot bescherming van dien snooden , Den wreeden moorder van het waardste dat ik had .	None
