vond001pala01_01.TEI.2.text.body.div.head.375.s.1	J.V. Vondelens Palamedes Oft Vermoorde Onnooselheyd .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.14	Veer dwaelt hy van dit leven af , Dien d'onrust nagaet , tot in 't graf ; Die tot den avond van den morgen Geknaeght geplaeght word van de zorgen , Van zorge , die niet rusten laet , Die slaef word van een ' vryen staet , En tot gemeene best sal raemen , En brengen zoo veele hoofden t'zaemen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.15	Hy word ghebeten van de nijd , Hoe vroom en eerlijck hy sich quijt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.16	De tabberd , ick beken 't , is eerlijck , En 't kussen deftigh en raedsheerlijck : Maer och wat is 't een lastigh pack : Wat moeyte nestelt onder 't dack , Daer yeder vlamt na hoogre stoelen , En allerley ' gebreken woelen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.17	Die ramp vermijd mijn burgerboer .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.18	Hy drinckt uyt goud noch parlemoer , Geen Achonith , nocht spoch van draecken : 't Welck 't hart de ziel doet quynend braecken .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.19	Oock schuylt hy voor de poegnerts vry , Die , achter de tapissery , Den man van staet het lijf ontseggen , En zyne voorspoed laegen leggen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.20	Geen ' vreeze maeckt hem 't leven suur .	Fear_Emotion
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.21	De gunst des volcx dat wispeltuur , En wuft nu stroockt , nu steeckt zyne Heeren , Hy sonder hertzeer magh ontbeeren .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.22	Van 't bedde hy niet wort opgeklopt Half suyzebollend : nocht men stopt Syne hand vroeghmorghens niet vol schriften , Men zal zyn ' ommegang niet sisten .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.23	Mijne huysgoon niemands wrock bespied .	Emotion_Spitefulness
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.24	Men madt hem door veel aenspraecx niet ; Noch ' sit beschanst in zijn ' pampieren , Die door de slaefsche zinnen swieren .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.25	Hy ziddert niet voor 's Priesters stem , Die al zijn ' vuylnis veeght aen hem , En scheld zijn ' landsheer voor een ' bengel , En veynst zich Gods gesant en Engel .	Fear_BodilyProcess
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.26	Door soo veel ' klippen en gevaers , Door 't onweer , dat de wichelaers Met lastertongen wecken stedes , Drijft d'afgesloofde Palamedes .	None
vond001pala01_01.TEI.2.text.body.div.sp.2517.s.27	Sijn ' schipbreuck zietmen te gemoet : Ten zy Neptuyn zijn wettigh bloed Verschoone , en , aengebeên om bystand , De zee besadigh met den drytand .	None
vond001pala01_01.TEI.2.text.body.div.head.2520.s.1	De vierde handel .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.2524.s.1	OATES .	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.1	O Chalces !	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.2	die de strand bekleed met prael van huysen : En t'elckens sevenwerf hoord in een etmael bruysen Euripius pekelschuym , so vaeck met sand vermengt , Hy uyt d'AEgeesche zee geweld van golven brengt , En steeckt sijne hoornen op , en koomt uwe hooge muuren , En Aulis haven diep , en weersijds d'oevers schuuren : O vaderlijcke stad !	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.3	hoe luttel voeltge noch , Hoe Argos wrock , en wraeck , en 't Cephaleens bedrogh Mijn ' ongerusten geest afmatten , en vermoeyen : Hoe vrees en hoop in my nu ebben , nu weer vloeyen .	Fear_Worry_Emotion_Hope_BodyPart_BodilyProcess_Vindictiveness_Spitefulness
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.4	Ach vader Nauplius !	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.5	uwe afkomst is in nood .	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.6	Men dingt hem na den hals .	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.7	hy worstelt met de dood : Men toetst de lastering , men schout hem vroom , en echter Men gaet hem na , en steld sijn ' vyand tot sijn rechter .	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.8	Hy die de tong , de mond , en schild der vryheyd is , Sijn vrydom nu ontbeert , in swaere vangenis .	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.9	Hoe kan Ulysses doch een wettigh vonnis spreecken ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.10	Wiens haet niet lievers wenschte als sich aen hem te wreecken , Van zedert dat hy sleepte uytsinnich 't ploegespoor Aen strand , doen Palameed het kind leyd in de voor : Waer door hy fijne bruyt Penelope most missen , Om , Sparten te geval , de schandvleck uyt te wissen Van Menelaüs bed , en namaels als de Thrax Hem afsloeg sijn versoeck , en mijnen broeder stracx Afveerdighde met graen , doen 't schier was omghekomen , Heeft d'oudewrock allencx in felheyd toegenomen : Meer saecken ick verswijgh .	Emotion_EmotionalAction_Hatred_BodilyProcess_Vindictiveness_Spitefulness
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.11	wat Tydeus soon belangt , Dats een soldaet , die gants aen Agamemnon hangt , En van sijne handen vlieght .	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.12	maer weert voor al , o Griecken !	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.13	Dat doch de rasebol , dien niemand qualijck riecken , Of luchten magh , en scharp twee woorden spellen kan , Ter vierschaer niet en ga , nocht over sulck een ' man , Nocht over sijne daên een onrijp oordeel stamer : Sijn ' domheyd word bereen van onsen vogelraemer : Thersites buldert uyt wat Calches denckt of droomt : d'Onwetentheyd die maeckt hem stout , en onbeschroomt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.14	Kortom , loftuytery , en baetsucht sien wy heden , En loshoofds domme kracht den rechterstoel bekleeden : Dit wichelt my niet goeds .	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.15	mijn broeder is verraen : Sijne haeters meesters sijn .	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.16	hoe of dit wil vergaen ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.17	Maer sie ick herwaerts niet den grooten Ajax treden : Sijn aensicht is vol vyers : hy mort , en schijnt t'onvreden : Best soeck ick heul aen hem .	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.18	O soone van Iupijn !	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.19	Wat tydingh brengt ghy ons ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2576.s.20	sal beden , onderschijn Van recht , d'onnoselheyd mijns broeders sneuvlen moeten ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2580.s.1	De noytverdiende peen , en straffe sal hy boeten , 't En sy het wort geschut .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.2582.s.1	OA .	None
vond001pala01_01.TEI.2.text.body.div.sp.2585.s.1	Wat sal ick best bestaen ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2585.s.2	'k Ben raedeloos , wat raed ?	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.2587.s.1	AJ .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.1	Mijn neef de Peleaen Te Lesbos word verlet : 't zijn d'Ithakoische treken : Men heeft met voordacht door d'Atryden dit besteecken : Maer sonder dat , wy twee doorhieuwen met ons stael 's Gevangens banden , selfs in spyt van logentael , En valscheyd , die doortrapt dit na haer ' wensch beschicken , En 's Vorsten braeve siel , en wackerheyd verstricken Met openbaer geweld .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.2	sy willender me voort .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.3	Foey , dat dus Atreus saed de vorsten ringeloort .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.4	Foey , dat so groot een man voor sulc een snoode vierschaer Betrocken , plengt sijn bloed : dat naderhand soo dierbaer Sal worden gewaerdeert , als 't klaegen is te laet , En Grieckenland de lucht met droeven weergalm slaet Van klachten , en gehuyl : wanneer de vlechten hangen , En handen gaen in 't hayr : de tranen langs haer ' wangeu Afbiggelen bedruckt , en 't schelmstuck word verfoeyt .	Emotion_EmotionalAction_Hatred_BodyPart_BodilyProcess_Sadness_Disgust_Despair
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.5	Maer dat d'aertswichelaer geveynst hier onder roeyt , Met sijn doortrapte tong , en koestert onse plaegen ; En baeckert ons bederf : dat 's sonde te verdragen : Dat in soo fel een ' brand hy voedende oly giet : Dat een verloopen Phrijgh gants Griecken doet verdriet .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.6	Het lustme ditmael eens sijn leven te doorloopen Sijn vader Thestor hiet : wiens harssen had doorkroopen 't Half levende ingewand der dieren , soo hy sey , En noemde sich een ' soon van Phoebus , en Agley , En lette op vogle sang , op spoock , en ydle droomen , Op drift van God , en geest , op 't ruysschen van de boomen , En 's hemels aengesicht , in 't aldernaeste dorp , 't Welck roockte by het leck , ontrent een ' slingerworp .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.7	Hier queeckte hy Calches breyn , en leerde hem deftigh klappen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.8	En grollen mengen in land nutte wetenschappen : En raemen op een hayr , na d'hayren van een ' dogh , De korlen van een ' vijgh , de biggen van een sogh , Die rond en swanger gingh , na'et maecxsel van haer jongen : En oeffende sijn ' geest op drie , op seven sprongen , En 't wettelijck gebruyck van woord en letterkracht , Seef , becken , en gebeent .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.9	vaeck leyde hy hem by nacht Op Idaes hooge kruyn , en staerende en de starren , Gaf diepe raedsels uyt , en liet sijn ' soon ontwarren Verwarde vraegen , en ontstricken knoopen , daer Een Godschalck Arabier , of oud Egyptenaer , Of Indiaens Branman om sweeten soude , en hygen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.10	Hier prachte Calches meê , om noodtdufts eysch te krygen , En bedelde achter land , gelijck hy was gewent : Tot dat Laocoön en Panthus hem in 't end Verworven gunst by 't hof : dit wist hy soo te smeecken , Door ydel lof , en door 't opproncken der gebreecken , Dat hy verkoren werd aertswichelaer van 't rijck : Doen blies hem hoorvaerd op : doen achte hy sich gelijck Een ' Hayligh van 't outaer : en die soo korts ging beedlen , Hoonde alle tempeliers , en bengelde 's lands eedlen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.11	Sijn ' trotsheyd borst terstont tot boose stucken uyt : Door gaylheyd hy ontmaegde een ' streng verloofde bruyt , Den bruygom te geval : dit tuygt de gryse Nestor .	BodilyProcess_Love
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.12	Den schimmen vloeckte hy toe sijn ' ouden vader Thestor .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.13	Eens anders bedgenoot , al t'eerloos van gemoed , Tot schennis hy versocht , en maekte haer kuyscheyd vroet , Dat niemand Minos heeft nocht Cerberus te vruchten , Dat Styx en Acheron sijn moolocken , en kluchten .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.14	Eurypilus bedeckte het overige vuyl Sijns meesters , tot soo lang hy bloo , gelijck een uyl Van yeder een verpickt most Ilium begeven .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.15	Doen quam hy al beroyt in Grieckenland gedreven Aen Agamemnons hof , en vlamde op 't oud genot : Wtgevende : hoe hy 's nachts door inspraeck van den God Apollo was vermaent uyt Trojens slot en wallen Te vlieden , om t'ontgaen de dreygende ongevallen , Die 't stamhuys van Dardaen nu hingen over 't hoofd .	Fear_EmotionalAction
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.16	Dit nam ons Priesterschap soo in , en 't werd geloofd Van 't volck .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.17	de faem ging voorts door alle steden stroyen Hoe Calches had gesien den hoogen burgh van Trojen Verweldight , en de wacht in 't sluymeren gedood , En van 't Palladium Minervaes kerck ontbloot : De Sceesche poort beroofd van wylen Konings asschen : 't Pallays met vlam omringt , en 't Griecxsche swaerd verrafschen De stad , van wijn en slaep bedolven op haer ' feest : Ia tot waerteecken noch , hoe sijn ontwolckte geest De vyandlijcke Goon op Ilium gebeten Sagh waeren .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.18	Pallas op de kruyn van slot geseten , Met helm en beuckelaer , vast drilde haer ' taeyelans , En schudde haer ' Pluym .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.19	Belloon die blies van 's toorens trans , En stack haer ' moordtrompet .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.20	de vader heet ontsteecken Door wraeck self d'armen steef , en senuwen der Greecken : Verschafte hun moed , en dreef de Goon op den Dardaen , En op sijn ' wapenen met kraght en yver aen .	Emotion_BodyPart_BodilyProcess_Vindictiveness
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.21	Sijn ' wreede Iuno , met den aengegorden degen , De Sceesche poort besette , en hiel alsins de wegen , En toepaen veyligh , langs de zee en waterkant , En riep met heesche keel de Krijgslien van de strand .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.22	De vloot gaf drommels uyt den anderen tot bystand .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.23	Neptuyn die schudde vast , met sijner gaffel dryetand , 's Muurs oude grondvest , die so diepe wortels schoot .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.24	De Priesterschap verbaest , en al bestorven vlood Om troost na d'outers toe , na Godgewijde drempels : Maer al vergeefs , helaes , sy vonden alle Tempels Verlaten van de Goon , van haylighdom , het koor : Sy wieroockten te spa : geen ' Godheyd gaf gehoor .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.25	Daer spoockten met haer toorts de wreede Raseryen , Met slingerslangigh hayr .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.26	men sagh aen alle syen De stad ten val gedoemt , soo raeckte hy in sijne eer : Wat Ilium ontnam dat gaf hem Argos weer .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.27	De veldheer most sijn ' tong tot groote kosten huuren , En self sijn ' wreedheyd en moordadigheyd besuuren In Aulis aldereerst : doen op der Vorsten beê En dwang hy Iphigeen most heylgen Hecaté .	None
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.28	Een burger die 't mishaeghde , en aensagh met verwondren Most vluchten , en bedruckt sijn huysgoon noch sien plonderẽ Door Krijgslien , heymelijck by Calches opgeruyt : Die sey noch dat dees ' straf ontstond door Gods besluyt .	Fear_HeavyHeartedness_Emotion_EmotionalAction_Sadness_Wonder
vond001pala01_01.TEI.2.text.body.div.sp.2723.s.29	d'Atryden weten 't wel dat Thestors soon een schelm is , En evenwel , vermits hy hun een staelen helm is By dees ' gelegentheyd , misbruyckense sijn ' dienst , En boosheyd tot hun wit : maer op het ongesienst Soo sullense den boef en booswight eens verschoppen , Gelijck de kinders doen hunne afgesleurde poppen .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.2725.s.1	OAT .	None
vond001pala01_01.TEI.2.text.body.div.sp.2737.s.1	Mijn broeder heeft den boef gekeecken door en door , Van voetsool tot de kruyn , en quam sijn ' laegen voor Tot der Argiven heyl , en hiel met kraght den teugel , Tot hy den eenen voet arghlistigh in den beugel , En door des veldheers heup kreegh steun van stegelreep .	None
vond001pala01_01.TEI.2.text.body.div.sp.2737.s.2	Nu doet hy 't Dorisch ros eens draven na sijn ' sweep , En luystren wonder gaeu na ' et pricklen sijner spooren : Nu rijd hy die hem reê , en heeft alree gesworen By Palamedes dood .	None
vond001pala01_01.TEI.2.text.body.div.sp.2737.s.3	wat raed ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2737.s.4	de tijd is kort .	None
vond001pala01_01.TEI.2.text.body.div.sp.2737.s.5	En hoemen langer draelt , hoe 't quaed noch arger word .	None
vond001pala01_01.TEI.2.text.body.div.sp.2759.s.1	De raedeloose neemt het reedste tot sijn voordeel , Niet so hy wil , maer magh .	Emotion_Despair
vond001pala01_01.TEI.2.text.body.div.sp.2759.s.2	so Nestor over 't oordeel Moght sitten , mogelijck viel 't vonnis niet so swaer .	None
vond001pala01_01.TEI.2.text.body.div.sp.2759.s.3	't Was winst genoegh , indien wat tyds gewonnen waer : So hem de vierschaer sloegh in endeloose boeyen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2759.s.4	Achilles midlertyd die koster onder roeyen : d'Oplopentheyd des volcx moght koelen : 's veldheers haet Versachten : Nauplius sou spreecken voor sijn saed , En wettige erfgenaem , en tredense onder oogen , Die willens wetens dus uytstroyen dese logen .	Emotion_Hatred
vond001pala01_01.TEI.2.text.body.div.sp.2759.s.5	Oates 't voeght u best te dingen voor uw bloed .	None
vond001pala01_01.TEI.2.text.body.div.sp.2759.s.6	Ga Agamemnon aen , en grijp hem in 't gemoed ; Betuygh hem hoe het strijdt met aller rechten orden , Dat yemand , wie 't oock zy , sal van zijn ' vyand worden Veroordeelt : en versoeck ernsthaftelijck , dat hy Gedoogh dat Nelus soon , met d'overige dry Ter vierschaer ga : misschien sal hy 't uw ' beê vergunnen Wt schaemte , en oock om dat seer licht drye rechters kunnen Vermeestren 's vierden stem .	Emotion_Shame
vond001pala01_01.TEI.2.text.body.div.sp.2759.s.7	dits 't naeste dat ick weet .	None
vond001pala01_01.TEI.2.text.body.div.sp.2764.s.1	Ick spoey my binnen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2764.s.2	och d'Atrijden zijn te wreed : Dies ben ick hopeloos , en vrees een droevigh ende .	Fear_Emotion_Despair
vond001pala01_01.TEI.2.text.body.div.sp.2767.s.1	Iupijn uw ' broeder vrye , en al zyne haeters schende .	None
vond001pala01_01.TEI.2.text.body.div.sp.2775.s.1	D'Eubeërs kryten vast : wy maecken 't langs hoe grover .	None
vond001pala01_01.TEI.2.text.body.div.sp.2775.s.2	Het moeter evenwel nu onder door , of over .	None
vond001pala01_01.TEI.2.text.body.div.sp.2775.s.3	Hier geld geen aerselen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2775.s.4	de kans is al gewaeght .	None
vond001pala01_01.TEI.2.text.body.div.sp.2786.s.1	Ghy die als oppervorst de bijl van 't leger draeght , En zijt geboren tot het Staf en Scepterswaeyen ; Wilt door uwe heus heyd doch ons onbenoegen paeyen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2786.s.2	De Rechters spannen vast de rechtbanck , en te gaer Mijn ' broeder dreygen met het uyterste gevaer Van 't leven , en van ouds op hunnen vyand nydigh , En haetigh , draegen sich in 't oordeel te partydigh .	Emotion_Hatred_Spitefulness
vond001pala01_01.TEI.2.text.body.div.sp.2786.s.3	Schut dese onbillijckheyd , en weertse door uw ' maght .	None
vond001pala01_01.TEI.2.text.body.div.sp.2794.s.1	Ghy spreeckt te spa .	None
vond001pala01_01.TEI.2.text.body.div.sp.2794.s.2	de saeck is nu te veer gebraght .	None
vond001pala01_01.TEI.2.text.body.div.sp.2794.s.3	De Rechters zijn gelot .	None
vond001pala01_01.TEI.2.text.body.div.sp.2794.s.4	hy salse erkennen moeten ; Maer vind ghy 't goed , men sal 't geen streng schijnt wat versoeten Met noch een ' vierde stem .	None
vond001pala01_01.TEI.2.text.body.div.sp.2794.s.5	wy stellen 't aen uw ' keur .	None
vond001pala01_01.TEI.2.text.body.div.sp.2794.s.6	Kies die u best gevalt , en draeg ons yemand veur .	None
vond001pala01_01.TEI.2.text.body.div.sp.2798.s.1	Dit ampt voeght Nestor best .	None
vond001pala01_01.TEI.2.text.body.div.sp.2819.s.1	Mijn lijf knecht sonder beyden Segh Nestor aen ; dat hy in 't recht den twist help scheyden , En voeg by d'andre dry sijn wijsheyd , datter niet Onbillijcx in dit stuck uyt toorne , en sucht geschied .	Emotion_Anger_Vindictiveness
vond001pala01_01.TEI.2.text.body.div.sp.2819.s.2	Sy waenen ons het werck met listen t'onderkruypen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2819.s.3	Maer 't is de doodsnack , 't sijn d'Eubeërs laeste stuypen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2819.s.4	De saeck is soo doornaeyt , en so beset in all s , Hy raeckter eer niet af 't en kost hem sijnen hals .	None
vond001pala01_01.TEI.2.text.body.div.sp.2819.s.5	De kling die moeter deur , het sy men 't recht of krom schout Ia eer de rechtbanck sweegh ick goot een ' tong van stom goud : Dat honderdoogigh hoofd , die wachter ben ick moe , En Argos Argus haet , alwaer 't maer om de koe , Die tot den buyck toe treed in frissche klaverweyde .	None
vond001pala01_01.TEI.2.text.body.div.sp.2819.s.6	Ick sie , ick sie den beul 't swaerd trecken uyt der scheyde : Den ouden hondsvod vast staen sidderen voor den slagh : Daer leyd de grijsen kop , 's Lands uytgedient gesagh .	None
vond001pala01_01.TEI.2.text.body.div.stage.2826.s.3	THERSITES .	None
vond001pala01_01.TEI.2.text.body.div.sp.2847.s.1	GHy Heeren diete gaer op Agamemnons heeten , Om Palamedes saeck ter vierschaer sijt geseten , U allen is bekend het grouwelijck verraed , Gebrouwen tot verderf van den gemeenen staet : En hoe d'Eubeër vorst , uyt Nauplius gesprooten , Het toegesonden goud meyneedigh heeft genooten Van Koning Priams spie , en listigh omgekocht Veele hoplien , en so 't heyr al meer en meer gebrogt In 't uytterste gevaer , van onder Trojens wallen , Voor 't kriecken van den dagh , te worden overvallen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2847.s.2	Dewijl de misdaed dan so klaer en helder blijckt , Ontbreeckter datter voorts een wettigh vonnis strijckt , En na ' et begangen stuck den schuldigen doe boeten Sijn ' welverdiende straf .	None
vond001pala01_01.TEI.2.text.body.div.sp.2847.s.3	ghy rechters sult dan moeten Aenwijsen met uw ' stem , wat hem word opgeleyd , Die sich bewegen liet tot so vervloeckt een feyt Dat Nestor sich verklaer .	None
vond001pala01_01.TEI.2.text.body.div.sp.2854.s.1	Ick wens genadige Heeren , Dat wy door 't oordeelen nocht quetsen , noch verseeren Den schoon gebloeyden staet : maer datmen liever hel Tot matigheyd , als al te streng een vonnis vel .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.2855.s.1	THER .	None
vond001pala01_01.TEI.2.text.body.div.sp.2862.s.1	Wat seyd de grijse man ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2862.s.2	ghy suft , o oude vader .	None
vond001pala01_01.TEI.2.text.body.div.sp.2862.s.3	Geen ' strengheyd is te hard .	None
vond001pala01_01.TEI.2.text.body.div.sp.2862.s.4	het is een landverrader , Een overgeven schelm : vind sulck een by u heul ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2862.s.5	Laet my er meê begaen , en heylightme tot beul .	None
vond001pala01_01.TEI.2.text.body.div.sp.2862.s.6	Ick heb voor lang gewenscht den booswicht aen te randen , En tot elcx schouspel hem te villen met mijn ' tanden .	None
vond001pala01_01.TEI.2.text.body.div.sp.speaker.2863.s.1	ULIS .	None
vond001pala01_01.TEI.2.text.body.div.sp.2884.s.1	Thersites hou gemack , en spreeck op uwe beurt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2884.s.2	Ghy vader Nestor , dat ghy 't leger niet gesteurt Wilt hebben nocht gequetst , is lof en prijsens waerdigh : Dat acht ick , sal geschien , indien wy heel rechtvaerdigh Af handlen dese saeck , en laeten 't recht geschien , En niemands bloed , nocht stam , nocht mogentheyd ontsien , Want sooge dese straf wilt swacken door verschooning , En door de vingers sien , die 't outer en de wooning Wt goudsucht heeft belaeght , en dragen u als tolck Van sulck een schendigh stuck : gewisselijck het volck Sal t'samen rotten , en vergaeren in veele hoopen , En morren : datmen laet de grootste schelmen loopen , En die handdadigh sijn aen kleene sonden , hard Ter straffe voordert , en de goe gemeente zart , En als by d'ooren treckt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2884.s.3	het krijgsvolck sal ons hoonen , En roepen : dat wy sijn aensienders van persoonen : Of dat wy 't met hem staen die sulcke netten breyd .	None
vond001pala01_01.TEI.2.text.body.div.sp.2894.s.1	Daer dient wel op gelet .	None
vond001pala01_01.TEI.2.text.body.div.sp.2894.s.2	het geen Ulysses seyd Is niet dan al te waer , laet dees sijn ' schuld betaelen , Eer datwe op onsen hals der hoplien ongunst haelen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2894.s.3	Ick sie veel ' swaerigheen , en vind my al bevreest , En ducht niet sonder reên dat duysendhooftigh beest , By dees ' gelegentheyd , en onder Trojens vesten .	Fear_Emotion
vond001pala01_01.TEI.2.text.body.div.sp.2898.s.1	De vader die word kindsch .	None
vond001pala01_01.TEI.2.text.body.div.sp.2898.s.2	men houd et hem ten besten , Wat uytspraeck hoeftmen hier ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2898.s.3	hy brengt sijn vonnis me .	None
vond001pala01_01.TEI.2.text.body.div.sp.2913.s.1	Om 't heyl van 't Vaderland verguntme dese beê : En by u selven proeft , en overweeght mijn seggen : Of't ongeraden waer d'Eubeër vorst te leggen In eeuwige hechtenis , op datmen niet en maeck Sijn overoud geslacht verblind door heete wraeck .	None
vond001pala01_01.TEI.2.text.body.div.sp.2913.s.2	Hy heeft een ' lange sleep van hooghgeboren magen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2913.s.3	Sijn Vader Nauplius , als wy in Aulis lagen , Sich in gedienstigheen niet weynigh queet , en bood Al wat hy bieden moght tot reddingh van de vloot , En Palamedes dienst ging boven elcx vermoeden .	None
vond001pala01_01.TEI.2.text.body.div.sp.2947.s.1	Voorgaende deughden met een schelmstuck te vergoeden Is Griecken ongewent , een ' schandelijcke daed Wischt alle weldaên uyt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2947.s.2	voorlede vroomheyd baet Geen ' mensche , die van aerd verwisselt , en verwandelt , Sich aen 't gemeen vergrijpt , en met de vyand handelt .	None
vond001pala01_01.TEI.2.text.body.div.sp.2947.s.3	Nocht reecx van oud geslacht , nocht stam , nocht adeldom , En word hier aengesien , noch ' buyght de wetten krom : Want raeckte dit in swang , en waer die dagh geboren , Wat souder tegens staen , so liep de staet verloren .	None
vond001pala01_01.TEI.2.text.body.div.sp.2947.s.4	En om in hechtenis te brengen Palameed : 't Heeft veel bedenckens in , en strijd met onsen eed : Voor eerst , die ons verbind , dat sulck een mensch moet sterven .	None
vond001pala01_01.TEI.2.text.body.div.sp.2947.s.5	Die schuld heeft aen verraed , en 't algemeen bederven .	None
vond001pala01_01.TEI.2.text.body.div.sp.2947.s.6	Daer na so kan geen ' plaets versekeren genoegh Een ' vorstelijck persoon : men tracht of spade of vroegh Naer sijn ' verlossing , en men soeck de wacht te krencken : Men houd dit vaderland in onrust en bedencken : Men graeft de mueren door , of draeght hem in een ' kist Voor boecken uyt : men veynst , men hangelt , en men vischt Om toorens , en om gracht : of eermen het kan riecken Krijght een gevangen heer , gelijck een vogel , wiecken , En over zee en zand sweeft heen door d'ope lucht : Als de Cecropische Dedael sich gaf ter vlught : En van sijn vangenis , waer in hy sat versteecken , Ontbonden , past sijn leet en ongelijck wreecken , Het geen hy waent en droomt dat sich is aengedaen : En derf al wat hy denckt aengrijpen en bestaen .	EmotionalAction_Vindictiveness
vond001pala01_01.TEI.2.text.body.div.sp.2947.s.7	Meer dingen ick verswijgh die stonden te besorgen .	None
vond001pala01_01.TEI.2.text.body.div.sp.2951.s.1	Ontsla u van die vrees , door vaste en wisse borgen .	Fear_Emotion
vond001pala01_01.TEI.2.text.body.div.sp.2955.s.1	Wat borge is mans ghenoegh ?	None
vond001pala01_01.TEI.2.text.body.div.sp.2960.s.1	Achilles geeft sijn woord , En Ajax .	None
