vond001jose05_01.TEI.2.text.body.div.head.163.s.1	Joseph in Dothan .	None
vond001jose05_01.TEI.2.text.body.div.sp.2545.s.1	Dat neem ick altijt an .	None
vond001jose05_01.TEI.2.text.body.div.sp.2551.s.1	Helaes , hoe kruipt mijn bloet , daer het niet gaen en kan , Hoe deerlijck ziet hy om , zoo nat en root bekreten .	EmotionalAction_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2551.s.2	Ick doe 't om beters wil ; het wert my niet geweten .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2583.s.1	ARabië , ghy stoft zoo hoogh Op uw geluck , gelijck uw boogh Van onder , dat het snort en kraeckt , Den arent in de veeren raeckt , Op 't allerveilighst van zijn vlught , In uw met geur doortrocke locht ; Waer door uw fiere Phenix zweeft ; Om wien ghy in festoenen weeft : Mijn vogel zagh noit wederga .	Emotion_Happiness
vond001jose05_01.TEI.2.text.body.div.sp.lg.2583.s.2	Ghy roemt : Godt schonck u dees gena , Om dat uw volck zijn oirsprong nam Uit dien befaemden Abraham , Die oostwaert stuurde naer de zon Zijn zonen , dien hy teelde en won By Agar , en by Kethura ; Wier bloet noch groeit in Isax scha , En lachende in 's Hebreeus verdriet , Heeft gading in al 't geen het ziet .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2583.s.3	Zwijgh , Ismaêl , zwijgh , Madian Van roem , die luttel baten kan .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2583.s.4	Zwijgh , Arabier , dit 's 't oude liedt .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2583.s.5	Den rechten Phenix kent ghy niet .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2583.s.6	Hy is het niet , die nesten bouwt In uw gezegent myrtewout , Daer ghy kanneele vieren stoockt .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2583.s.7	En alle leckernyen koockt .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2612.s.1	Ick hael mijn Vogels roem in top .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2612.s.2	Hy voert op zijn gekruifden kop ( Om wien een glans zijn straelen spreit ) Een heldre star : de majesteit Ziet hem ten klaren oogen uit .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2612.s.3	De goude halsbant hanght en sluit Om zijnen geschakeerden hals ; Een rechten zonnespiegel , als De zon zich blint ziet in dien gloet .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2612.s.4	Natuur heeft met haer eigen bloet Zijn wiecken kostelijck bekladt ; Trots purper , trots scharlaken , dat Den koning of aertspriester kleet .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2612.s.5	De blaeuwe staert , zoo lang , zoo breet , Hangt geborduurt met roos by roos .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2612.s.6	Robynen schittren op turkois .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2612.s.7	Aldus , gevoedt van hemelsch vier , En zon en dauw , bereickt mijn dier Zoo menige eeuw van hondert jaer , Tot dat het smelt op 't zonaltaer ; En uit zijn asch een jonge swelt , Die 't vaderlijcke lijck bestelt Ten grave , met een staetst van Meer voglen , als ick schildren kan .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2612.s.8	Waer vint men vogel in een rijck , Die mynen Vogel zy gelijck ?	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2642.s.1	O blinde Arabers , waert ghy wijs , Ghy hebt , voor een ' geringen prijs , Den Phenix , 't puick van uw geslacht , Terstont gekregen in uw maght ; Den rechten Phenix , die gewis Veel schooner dan uw vogel is : Een Phenix , dien de haet en nijdt Met sporen stoot , verpickt en bijt .	Emotion_Hatred_Envy_Anger
vond001jose05_01.TEI.2.text.body.div.sp.lg.2642.s.2	Ghy voert dien onbekenden schat Naer Memphis , en naer Zonnestat , Door eene wolck van zant en stof : Daer zal men , in dat prachtigh hof , Wiens naeldepunt Godts hofbeschiet , Zien , hoe de Nijl , de groote vliet , ( Die leven uit zijn pennen zuight ) De kroon met zeven tacken buight Voor zijne godtheit , voor zijn hooft , 't Welck aller wijzen glans verdooft .	None
vond001jose05_01.TEI.2.text.body.div.sp.lg.2642.s.3	Daer zal hy sterven , droef beweent ; Zijn dubbele afkomst , 't vroom gebeent ( Met myrrhe en stercken balsemgeur Gebalsemt deur en weder deur , Geleit met een ontelbaer heir ) Vervoeren droogh door stroom en meir ; Op dat het ruste in 't eerlijck graf , Op 't lant , dat hem zijn vader gaf .	None
vond001jose05_01.TEI.2.text.body.div.head.2645.s.1	Het vyfde bedryf .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.1	DE Madianners slaen , in d'omgelege vlecken , Hun legen och , hoe lang viel my dat langksaem trecken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.2	De middagh zon , die uit het toppunt nu recht neêr Op 't hooft steeckt , gloeit als vier , en lijdt geen schaduw meer .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.3	Nu hoop ick rust dees hey beschut voor alle kommer .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.4	Elck wijckt de hitte , of slaept , gedeckt van koele lommer .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.5	'k Verneem de broeders niet , noch mensch , noch mensgelijk , Waer ick mijn oogen draey .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.6	ô Godt , der vromen wijck , Sterck Ruben , zegen hem , laet dezen toght gelucken ; Dat hy zijn ' broeder magh den muil des doods ontrucken , Met deze koorde .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.7	ô Godt , neem Joseph in uw schut .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.8	Van blyschap springt mijn hart , in Godts naem , naer den put .	Joy_Emotion_BodyPart_BodilyProcess
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.9	Maer Ruben , zie wel toe , en spreeck bedeest , en zachter .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.10	Doorsnuffel dit gewest : misschien schuilt yemant achter Dit kreupelbosch : zie toe .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.11	hoe vrees ick voor gevaer .	Fear_Emotion
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.12	'k Verneem'er niets , Godt lof . 't gaet wel , de baen is klaer .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.13	Daer hangt het touw wel vast .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.14	laet schieten naer beneden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.15	Op Joseph , klim , 't is tijt .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.16	hoe siddren al mijn leden .	Fear_BodyPart_BodilyProcess
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.17	Ick hoor geen stem .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.18	wat raet ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.19	of ick wat luider riep ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.20	Hy viel misschien in slaep van 't schreien , en 't is diep .	BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.21	Nu broeder , klim , 't wort tijt : zy moghten ons betrapen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.22	Op broeder , op , 't wort tijt .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.23	God hoede ons voor zulck slapen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.24	Mijn broeder , broeder , hoor .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.25	hy slaept zoo zwaer als loot .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.26	Mijn liefste broeder , hoor .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.27	och , Joseph is al doot : Hy slaept den langen slaep : ick geef den moedt verloren : Want niemant slaept zoo vast of most dat roepen hooren ; En schreeu ick hemelhoogh , mijn stem magh my verraên .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.28	Helaes , waer bergh ick my ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.29	och wat gaet Ruben aen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.30	Ick heb dat kint verzuimt : het zat te lang gevangen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.31	Wie weet , of niet vergif van padden en van slangen , Den jongen heb verstickt , in slijm en boozen stanck .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.32	Och , wroeght u 't hart niet ?	Emotion_BodyPart_BodilyProcess_Remorse
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.33	ja het moet mijn leven langk My wroegen .	Emotion_Remorse
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.34	zal ick gaen dien ouden man bedroeven , Met zulck een leide mare ?	Emotion_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.35	ick wil van alles proeven , En daelen in dien kuil , en gruwelijcken schoot ; Op dat ick Joseph visch , 't zy levendigh of doot .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.36	Mijn Godt , waer leit mijn broêr ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.37	mijn Godt , ick scheur mijn kleeren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.38	Mijn Godt , waer dwaelt mijn broêr ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.39	komt wolven leeuwen beeren , Spalck op , spalck op uw keel , en vreesselijcken mont .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.40	Verslint den broeder vry , die eerst zijn broêr verslont .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.41	Verzaet u met dit lijf , in holen en speloncken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.42	Drinckt Rubens bloet : hy heeft zijn broeders bloet gedroncken .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.43	Maer och , ghy dieren , och , ghy hoort niet eens naer my .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.44	De wildernissen zijn medoogener als wy : Zy sparen menschen : zy verschoonen zelf het leven Der menschen , die 't gediert den naem van dieren geven , En die zelfs dieren zijn , en tigers in den aert .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.45	Komt broeders , dempt den put : ick ben de zon niet waert .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.46	De zon magh zulck een ' vloeck noch ondier niet beschynen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.47	Het gras en loof verdort , de blyde bloemen quynen , Waer ick mijn ' adem hael : of legh ick in den kuil ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.48	Of heeft een luipert my gegrepen in zijn ' muil ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.49	O tiger , bijt niet toe : ick ben niet waert te sterven , Noch tot een graf uw buick uw ingewanden t'erven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.50	Waer ben ick ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.51	schijnt de zon ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.52	of schijnt de bleecke maên ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.53	Nu sterf : neen , sterf noch niet : ghy moet noch dwalen gaen , Gaen zien , waer Joseph dwael , waer Joseph zy gebleven : Of zyliên hem of Cham en Amor broght om 't leven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.54	't Hebreeus geslacht heeft toch hun ' haet met recht verdient , En naulix , in al 't lant , een eenigh mensch te vrient .	Emotion_Hatred
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.55	Wat toef ick hier ? 't is tijdt : ick moet naer boven steigeren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.56	O zon , ghy deist met recht , en schijnt my 't licht te weigeren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.57	Ja weiger my uw ' glans : keer van my 't heiligh licht , Eer ick uw ' zuiverheit bevleck met mijn gezicht .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.58	Mijn oogen schemeren : ick tast gelijck de blinden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.59	Nu Ruben , sla dat op , of ghy den wegh kost vinden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2718.s.60	Och , broeders , hebtghe u oock , na mijn vertreck , bedocht , Hem uit den put gehaelt , en stil om hals gebroght ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2722.s.1	AL dier genoegh verkocht .	None
vond001jose05_01.TEI.2.text.body.div.sp.2722.s.2	hier zal geen haen na kraeien .	None
vond001jose05_01.TEI.2.text.body.div.sp.2726.s.1	Indien 't gelucken wil , dat wy den huisvooght paeien .	None
vond001jose05_01.TEI.2.text.body.div.sp.2730.s.1	Vertrouw dat Levi toe : hy is doortrapt en kloeck .	None
vond001jose05_01.TEI.2.text.body.div.sp.2734.s.1	De logen hoeft veel schijns : hy lijdt geen onderzoeck .	None
vond001jose05_01.TEI.2.text.body.div.sp.2739.s.1	Men spreecke uit eenen mont , zoo zal het elck gelooven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2743.s.1	Behalven een , die 't ziet , het alziende oogh , daer boven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2747.s.1	Die zeit het niemant voort : Godt zwijgt , indien ghy zwijgt .	None
vond001jose05_01.TEI.2.text.body.div.sp.2751.s.1	Van binnen zit ' er een , die het gemoedt betijght .	None
vond001jose05_01.TEI.2.text.body.div.sp.2755.s.1	Hier is geen bloet gestort , hoe zou 't gemoet ons wroegen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2759.s.1	't Verkoopen van zijn bloet baert smart , en ongenoegen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2763.s.1	Hy wert voor slaef verkocht , die ons voor slaeven scheldt .	None
vond001jose05_01.TEI.2.text.body.div.sp.2767.s.1	Wy stonden onder hem , noch onder zijn gewelt .	None
vond001jose05_01.TEI.2.text.body.div.sp.2771.s.1	Te grooter dwaesheit was 't , van heerschappy te droomen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2775.s.1	't Is blode suffers werck , voor iemants droom te schroomen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2779.s.1	Zijn 't suffers , die den slagh van verre komen zien ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2783.s.1	't Is hachelijck te raên , wat namaels zal geschien .	None
vond001jose05_01.TEI.2.text.body.div.sp.2787.s.1	Het allerzekerste is 't gevreesde quaet te keeren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2791.s.1	Ervarentheit en tijdt den mensch veel dingen leeren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2795.s.1	't Is wel geleert , wanneer men 't juck hebbe aen den hals .	None
vond001jose05_01.TEI.2.text.body.div.sp.2799.s.1	Zegh wat van droomen na : nu ziet ghy 't , zy zijn valsch .	None
vond001jose05_01.TEI.2.text.body.div.sp.2803.s.1	Dank hebbe ons dapperheit , die 't schut daer voor kon schieten .	None
vond001jose05_01.TEI.2.text.body.div.sp.2807.s.1	Leedt vader slechts geen last , het zou my min verdrieten .	Emotion_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2811.s.1	Dat 's voor een dagh of tien : het slimste is in 't begin .	None
vond001jose05_01.TEI.2.text.body.div.sp.2815.s.1	Die jongen stont te diep geprent in vaders zin .	None
vond001jose05_01.TEI.2.text.body.div.sp.2819.s.1	Dat bleeck maer al te klaer , dat heeft den knecht bedurven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2823.s.1	Hy heeft het tegens ons , wy tegens Godt verkurven	None
vond001jose05_01.TEI.2.text.body.div.sp.2827.s.1	Wat scheelt het , hoe men leef , het zy als knecht of heer ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2831.s.1	Treck Josephs schoenen aen , en roep den jongen weêr	None
vond001jose05_01.TEI.2.text.body.div.sp.2835.s.1	De jongsten allerlichtst tot dat gebit gewennen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2839.s.1	Men leert met ongemack aldus den breidel kennen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2843.s.1	En oock zijn eige kracht : zoo gaetmen aen de hant .	None
vond001jose05_01.TEI.2.text.body.div.sp.2847.s.1	Zoo wijdt van vaders huis , en in een ander lant ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2851.s.1	Hy kon met rust en vrede in vaders huis niet duuren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2855.s.1	Men had hem best bestelt by yemant van ons buuren .	None
vond001jose05_01.TEI.2.text.body.div.sp.2859.s.1	Het maeghschap buurt van veer veel beter dan na by .	None
vond001jose05_01.TEI.2.text.body.div.sp.2863.s.1	Een yeder had zijn huis en zijn verkeering vry .	None
vond001jose05_01.TEI.2.text.body.div.sp.2867.s.1	Die dartle droomer reet zijn vader op de schouders .	None
vond001jose05_01.TEI.2.text.body.div.sp.2871.s.1	Is 't vreemt ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2871.s.2	het hart van 't kint heeft treck tot huis en ouders ,	BodyPart_Love
vond001jose05_01.TEI.2.text.body.div.sp.2876.s.1	Hy hou dien treck , en blijf veel mijlen van den haert .	None
vond001jose05_01.TEI.2.text.body.div.sp.2880.s.1	Zoo dit verkoopen niet veel mijlen onrust baert .	None
vond001jose05_01.TEI.2.text.body.div.sp.2884.s.1	d'Onnoosle Benjamin magh nu den ouden streelen .	None
vond001jose05_01.TEI.2.text.body.div.sp.2888.s.1	Dees wonde in d'oude borst wil traegh of nimmer heelen .	BodyPart_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2892.s.1	Of hy met Joseph speele , of Benjamin , dat 's een .	None
vond001jose05_01.TEI.2.text.body.div.sp.2896.s.1	Zijn ' broêr gelijck , als uit zijn aengezicht gesneên .	None
vond001jose05_01.TEI.2.text.body.div.sp.2900.s.1	Hy zy hem ongelijck in aert natuur en zeden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2904.s.1	Onwetend heeft dat wicht een groot verlies geleden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2908.s.1	Het groeie in deughden op , en vrees geen ongelijck .	None
vond001jose05_01.TEI.2.text.body.div.sp.2912.s.1	Zijn volle broeder was hem d'allerwiste wijck .	None
vond001jose05_01.TEI.2.text.body.div.sp.2916.s.1	Hy vint noch heuls genoegh aen zoo veel trouwe broeders .	None
vond001jose05_01.TEI.2.text.body.div.sp.2920.s.1	Uit eenen vader wel , maer uit verscheide moeders .	None
vond001jose05_01.TEI.2.text.body.div.sp.2924.s.1	Wel Judas , wie komt hier ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2924.s.2	ick hoor een droeve stem .	Emotion_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2929.s.1	Dat 's Ruben och , hy komt , en drie paer broêrs met hem .	None
vond001jose05_01.TEI.2.text.body.div.sp.2929.s.2	Wat raet ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2929.s.3	nu vrees ick 't al , oock zelfs ons stomme kudden .	Fear_EmotionalAction
vond001jose05_01.TEI.2.text.body.div.sp.2933.s.1	Het schijnt hy heeft berou , en komt zijn ' krop uitschudden .	Emotion_BodyPart_Remorse
vond001jose05_01.TEI.2.text.body.div.sp.2946.s.1	OCh , broeders , spreeckt toch : leeft het kint , of is het heen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2946.s.2	Ten minsten toont my 't lijck , op dat ick 't noch beween , En weenende verzacht het snerpen van den rouwe .	Emotion_BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.2946.s.3	Gunt Ruben dezen troost , dat hy het kint aenschouwe , 't Zy levendigh of doot .	None
vond001jose05_01.TEI.2.text.body.div.sp.2946.s.4	de doot versmoor den haet : Het lijck blyve onbenijt .	Emotion_Hatred
vond001jose05_01.TEI.2.text.body.div.sp.2946.s.5	of heeft die spruit den smaet Des doots noch niet bezuurt , waer is zy dan gevaeren ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2946.s.6	Ontziet men my dit stuck , zoo 't leit , noch t'openbaren ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2946.s.7	Och , broeders , spreeckt recht uit , en help my uit den dut .	None
vond001jose05_01.TEI.2.text.body.div.sp.2946.s.8	Och , zeght , waer Joseph bleef .	None
vond001jose05_01.TEI.2.text.body.div.sp.2950.s.1	hy droomt vast in den put .	None
vond001jose05_01.TEI.2.text.body.div.sp.2954.s.1	'k Heb over al gezocht , maer nergens hem gevonden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2958.s.1	Hebt ghy uw handen zelf dan aen den knecht geschonden ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2962.s.1	'k Vernam den jongen niet , in dien vervloeckten kuil .	None
vond001jose05_01.TEI.2.text.body.div.sp.2966.s.1	Zijt ghy daer in gedaelt ?	None
vond001jose05_01.TEI.2.text.body.div.sp.2970.s.1	ghy ziet , ick ben noch vuil .	None
vond001jose05_01.TEI.2.text.body.div.sp.2974.s.1	Zoo leght ghy toe , om al den handel te bederven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2978.s.1	'k Verhoopte 't kint noch eens te troosten voor zijn sterven .	None
vond001jose05_01.TEI.2.text.body.div.sp.2983.s.1	Zegh liever heimelick te redden in den noodt .	None
vond001jose05_01.TEI.2.text.body.div.sp.2987.s.1	Och , toont my Joseph toch , 't zy levendigh of doot .	None
vond001jose05_01.TEI.2.text.body.div.sp.2991.s.1	Verrader van uw broêrs , dat zou u 't leven gelden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2995.s.1	Het gelde oock wat het wil , men moet my Joseph melden .	None
vond001jose05_01.TEI.2.text.body.div.sp.2999.s.1	Al wie van Joseph rept , zal Josephs gangen gaen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3003.s.1	Het ga zoo 't wil : dit komt op d'eerstgeboren aen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3007.s.1	Ghy hebt zijn doot bestemt : waer toe dit ydel kermen ?	EmotionalAction_Despair
vond001jose05_01.TEI.2.text.body.div.sp.3011.s.1	Ick stemde tot den put , om 't leven te beschermen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3015.s.1	Beschermer van uw broêr , nu schijnt ghy bijster vroom .	None
vond001jose05_01.TEI.2.text.body.div.sp.3019.s.1	Och , broeders , spreekt recht uit , en helpt my uyt den droom .	None
vond001jose05_01.TEI.2.text.body.div.sp.3023.s.1	Nu Ruben , zijt gerust : ick zweer , hy is in 't leven .	None
vond001jose05_01.TEI.2.text.body.div.sp.3027.s.1	Leeft Joseph ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3027.s.2	Godt zy lof : waer is dan 't kint gebleven ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3031.s.1	Getroost u , dat hy leef , met eens genoeg gezeit .	None
vond001jose05_01.TEI.2.text.body.div.sp.3035.s.1	Zal ick my troosten , geef my kort en klaer bescheit .	None
vond001jose05_01.TEI.2.text.body.div.sp.3039.s.1	'k Verkocht hem Ismaël , om twintigh zilverlingen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.1	O bloetgelt , zoo vervloeckt als handen oit ontfingen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.2	Rampzalige , wat vloeck heeft u zoo veer gebroght ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.3	Uw ' vromen broêr voor slaef erfvyanden verkocht , En wilden , die , om roof , een roovers oorlogh voeren ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.4	Maer 'k zey best tammen : want zy vangen en beloeren Uitheemschen ; wy ons bloet en huisgenoot en maegh : Op dat heel Syrien , en ieder een , gewaegh Van zulck een koopmanschap , indien 't kome uit te breeken .	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.5	De wyde werelt , die zoo loflijck weet te spreecken Van onzer vaderen godvruchtigheit , wil haest Dit gruwlijck schellemstuck der zonen al verbaest Vervloecken , als de druck des jongens hart doorsnyde ; Wanneer hy Hebron laet aen zyne slincke zyde , In 't reizen , langs die droeve en harde en flaefsche baen , En koom zijn aengezicht naer vaders huis te slaen .	Emotion_BodyPart_BodilyProcess_Sadness_Despair
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.6	Och , Ruben , vlie , en koom niet onder vaders oogen , Dat ghy zijn tranen ziet : maer niemant zalze droogen , Als d'afgeleefde en dorre en aengevochte man Die tyding hoorende , van druck niet schreien kan .	BodyPart_BodilyProcess_Sadness
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.7	Och vaders vloeck wil my eerst springen voor de schenen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.8	Zal hy ons wreetheit of zijn slaverny besteenen , Of alle beide , en welck van bey dan allereerst ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.9	Wie naeckt hem allerdichtst ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.10	wie houdt zich allerveerst ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.11	Och , Judas , kon ick u een ' broedermoort betrouwen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.12	Waer zal ick heen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3068.s.13	ô wrock , wat quaet hebt gy gebrouwen !	Emotion_Spitefulness
vond001jose05_01.TEI.2.text.body.div.sp.3075.s.1	Heeft Judas in uw oogh zoo grootelix misdaen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3075.s.2	Ghy zelf hebt tot dien put om beters wil geraên , En hy tot dezen koop .	None
vond001jose05_01.TEI.2.text.body.div.sp.3075.s.3	het wulpsche bloet moet leeren : Die t'huis niet harden kan , gehoorzaem vreemde heeren .	None
vond001jose05_01.TEI.2.text.body.div.sp.3082.s.1	Och Rachels zoon , ô vrucht van dat godvruchtigh bedt , Eens in den put gedaelt , en eens op prijs gezet , Op eenen zelven dagh , van zoo veel broedren zamen ; Waer berg ick 't hooft van schaemte ?	BodyPart_BodilyProcess_Shame
vond001jose05_01.TEI.2.text.body.div.sp.3082.s.2	ick moet my eeuwig schamen .	Emotion_Shame
vond001jose05_01.TEI.2.text.body.div.sp.3088.s.1	Ja schaem u , om uw moêr , als 't uitvalt zoo bekaeit ; Als ghy zoo schaemteloos op vaders acker zaeit , En ploeght , en eerloos mengt het kroost van zoon en vader .	None
vond001jose05_01.TEI.2.text.body.div.sp.3092.s.1	Ick bid u , houdt gemack : dit dient voor al niet nader .	None
vond001jose05_01.TEI.2.text.body.div.sp.3097.s.1	Een eerelijck gezel , hy wort van schaemte root , Met zijn godvruchtigh bedde , en in zijn Bilhaes schoot .	Emotion_BodilyProcess_Shame
vond001jose05_01.TEI.2.text.body.div.sp.3101.s.1	Kan Dan en Napthali dat lasteren verdraegen ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3106.s.1	Mijn broeders , houdt gemack : hier wil al 't lant af waegen .	None
vond001jose05_01.TEI.2.text.body.div.sp.3106.s.2	Hoe stil ick dit gevecht ?	None
vond001jose05_01.TEI.2.text.body.div.sp.3106.s.3	om Godts wil , zwijght toch stil .	None
vond001jose05_01.TEI.2.text.body.div.sp.3110.s.1	Die 't al wil zeggen , hoor dat hy niet hooren wil .	None
vond001jose05_01.TEI.2.text.body.div.sp.3114.s.1	Dit veldkrackeel zou licht 't verborgen stuck ontdecken .	None
vond001jose05_01.TEI.2.text.body.div.sp.3119.s.1	Ick ty naer d'Arabiers , die in de naeste vlecken Zich neerslaen : mogelijck verlos ick Joseph weêr .	None
vond001jose05_01.TEI.2.text.body.div.sp.3123.s.1	Bloetschender , hou uw rust , of andersins , ick zweer .	None
