stee033adag01_01.TEI.2.text.body.div.head.207.s.1	Ada , gravin van Holland en Zeeland ; treurspel .	None
stee033adag01_01.TEI.2.text.body.div.sp.2000.s.1	Reinoud , volg ; verzuim geen oogenblik .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2003.s.1	Ada , Lodewyk , Reinoud .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2007.s.1	Mynheer , ontvlucht ge my ?..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2007.s.2	Gy beeft !	Fear_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2007.s.3	wat baart u schrik ?	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2011.s.1	Weêrhou my niet , vorstin ; myn liefde moet u blyken .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.1	Wat hevig ongeduld !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.2	Zo driftig my te ontwyken !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.3	Ik weet genoeg hoe groot zyn liefde t ' my waarts is .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.4	Ik vrees een nieuw gevaar in zyne ontsteltenis .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.5	Wat lotverwisseling !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.6	Dit is een droevig teeken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.7	Noch vleit ons de afgezant !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.8	hy wil alleen my spreeken !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.10	mogt zyn deernis my van twyfeling ontslaan , En myn beklemde ziel haar duister lot verstaan !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.11	ô Liefde , weêr ontvonkt in myne ontroerde zinnen !	Emotion_BodyPart_BodilyProcess_Love_Moved
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.12	Hoe smartlyk zou 't my zyn u nochmaal te overwinnen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.13	Hoe pynigt my de vrees , terwyl de hoop my vleit !	Fear_Emotion_Hope
stee033adag01_01.TEI.2.text.body.div.div.sp.2030.s.15	tref Willems hart met mededoogendheid .	Emotion_Compassion
stee033adag01_01.TEI.2.text.body.div.div.stage.2034.s.1	Ada , Willem .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2043.s.1	Troost Diedriks droeve spruit , ô Hugo !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2043.s.2	Wil zyn broeder Grootmoedig zich in 't eind ' verzoenen met myn moeder ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2043.s.3	Zou myn doorluchte voogd , door 't afstaan van zyn recht , Ook de yvrende edelen doen stemmen in myn ' echt , En tegen 't zelfbelang , uit gunstryk medelyden , Een vaderlooze wees van 't smartlykst lot bevryden ?	Emotion_Compassion
stee033adag01_01.TEI.2.text.body.div.div.sp.2056.s.1	Mevrouw , hy schept geen ' lust in uwen tegenspoed ; Hy leent een gunstig oor aan de inspraak van het bloed , Is vreemd van eigenbaat , en tot uw ' bystand vaardig .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2056.s.2	Uwe ongemeene deugd is dier bescherming waardig .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2056.s.3	Maar gy , met hoop gevleid in uw verliefde jeugd , Zoud gy , naar 't voorschrift van uw weêrgaêlooze deugd , Indien uw bruîgom hier niet veilig kon regeeren , Uwe eensverwonnen min ten tweedemaal verheeren ?	Emotion_Hope
stee033adag01_01.TEI.2.text.body.div.div.sp.2056.s.4	Schaam u dier liefde niet , na de eêlste zegepraal .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2056.s.5	Men zorgt voor uw geluk : schep moed .	Emotion_Happiness
stee033adag01_01.TEI.2.text.body.div.div.sp.2067.s.1	ô Duistre taal !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2067.s.2	Ach , Lodewyk !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2067.s.3	uw ziel had reden zich te ontstellen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2067.s.4	Wat moet ik , ginds en weêr geslingerd , my voorspellen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2067.s.5	Mynheer , wat eischt uw vorst van zyne ontruste nicht ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2067.s.6	Spreek duidlyk .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2067.s.7	Niets is my zo dierbaar als myn pligt .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2067.s.8	Men mag myn zwakke jeugd verliefd , rampzalig heeten ; Maar nooit zal Diedriks kroost een misdryf zich vermeten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2072.s.1	Verheven deugd !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2072.s.2	Vorstin , wees tot een daad bereid , Die ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2076.s.1	Red my spoedig , wreede !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2076.s.2	uit deze onzekerheid .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2080.s.1	Durft gy volkomen op graaf Willem u verlaten ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.1	Ik geef in zyn bestier myn leven en myn staten ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.2	Gy zwygt !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.3	Naar Amstels raad heb ik , ô afgezant !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.4	Een vast betrouwen op myn ' waarden bloedverwant .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.5	Verdenk my niet .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.6	Wat troost is buiten hem te wachten ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.7	Verleid geen moeder my ?.. ô Sporelooze klagten !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.8	Zyzelf , misleid , verraên , ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.9	Zy is zo schuldig niet .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2091.s.10	Ik zou , wat ongelyk myn zuchtend hart geschied ' , Voor haar , die my bemint , vry willig kunnen sterven .	Emotion_BodyPart_BodilyProcess_Love_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2099.s.1	Vergeet uw ' bruidegom : hy zal u nooit verwerven ; 's Lands welzyn duld het niet : verheer noch eens uw min .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2099.s.2	Hoe deel ik in uw ' druk , verraden erfgravin !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2099.s.3	Wie kent uw zuivre deugd , uwe onverdiende plagen , En moet uw deerlyk lot niet ongeveinsd beklagen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2104.s.1	Gy deelt , ô afgezant !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2104.s.2	grootmoedig in myn smart !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2104.s.4	trof myn ongeluk niet min graaf Willems hart !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2108.s.1	Het treft hem .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2116.s.1	Hoe , mynheer !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2116.s.2	Kan hy myn rampen weten ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2116.s.3	Ziet hy door stryd op stryd dit hart vanëen gereten ?	BodyPart_BodilyProcess_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2116.s.4	Weet Adaas trouwe voogd haar droeve zege ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2116.s.5	ô Neen !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2116.s.6	Meld hem , dat ik den hoon , hem aangedaan , beween ; Meld ...	BodilyProcess_Sadness
stee033adag01_01.TEI.2.text.body.div.div.sp.2122.s.1	ô Natuur !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2127.s.1	Gy zucht !	BodilyProcess_Sadness_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2127.s.2	gy weent !..	BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2127.s.3	Is dit een teeken ..?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2136.s.1	Gy dwingt my , dierbaar pand !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2136.s.2	tot u rondüit te spreken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2136.s.3	De ware toeverlaat van uw beroemd geslacht , Uw tedre bloedverwant , graaf Willem , in wiens magt Zich uw gedreigde jeugd kloekmoedig wil begeven , Verlaat zich óók op u , betrouwt u óók zyn leven , Om u te rukken uit de wreedste dwinglandy ,	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2140.s.1	Wat vreemd geheim !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2144.s.1	Mevrouw !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2148.s.1	Vaar voort .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2152.s.1	Zie hem in my .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2159.s.1	Is 't mooglyk !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2159.s.2	gy die vorst !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2159.s.3	graaf Willem zelv ' te aanschouwen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2159.s.5	En hy durft op Ada zich betrouwen !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2159.s.6	Gy !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2159.s.7	Amstels duistre taal verborg een heuglyk licht .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2159.s.8	Wat voerde u hier ter hulp ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2163.s.1	Het bloed , uw deugd , myn pligt .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2168.s.1	Waar ben ik ?..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2168.s.2	Blyde dag !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2168.s.3	Is Willems hart zo teder ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2168.s.5	klaag niet meer ; gy vind uw ' vader weder .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2172.s.1	Myn dochter !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2172.s.2	dat ik u omhelze !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.1	ô Groot geluk !..	Emotion_Happiness
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.2	Hoe onvoorziens verzagt uw blyde komst myn ' druk !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.3	Ik schrei , maar 't is van vreugd ; ik juich in al myn lyden .	Joy_Emotion_EmotionalAction_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.4	Gy weet myn staatselende , en hoe myn hart moet stryden : Myn broze jeugd verliest een ' vader ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.5	Wreede slag !. , Gy vleit myn dwaze min en doemt ze , op éénen dag .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.6	Wie zou , na zoveel wee , zich 't minst geluk beloven ?	Emotion_Happiness
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.7	En echter deze vreugd gaat al myn smart te boven .	Joy_Emotion_Sadness_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.9	uw lyfsgevaar verwekt my nieuwe stof Tot vrees ...	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.10	Wist Adelheide ..!	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.11	Ontwyk dit doodlyk hof : ô Myn beschermer !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.12	vlie ; ducht hier de wreedste slagen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.13	Moest gy , tot Adaas hulp , uw dierbaar leven wagen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.14	Hoe stoort myn angst de vreugd van 't lieflykst oogenblik !	Fear_Joy_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2190.s.15	Ei vlíe ; verlos myn ziel van haar ' gerechten schrik .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2194.s.1	ô Ja ! 't is myn besluit : maar gy zult mede vlieden .	Fear_EmotionalAction
stee033adag01_01.TEI.2.text.body.div.div.sp.2198.s.1	Ik vluchten ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2198.s.2	hoe , mynheer !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2208.s.1	Vorstin , het móet geschieden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2208.s.2	Uw groote ziel vreez ' niets dan Adelheides dwang .	Fear_Emotion_BodyPart
stee033adag01_01.TEI.2.text.body.div.div.sp.2208.s.3	Een deel der wachten , dat , getrouw voor uw belang , Zich aanbied zyn gravin dien wreeden dwang te ontrukken , Zal ons de aanstaande nacht dat vlieden doen gelukken .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2208.s.4	Beveilig door uw ' moed 's lands heil , uw ' rang , uwe eer .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2208.s.5	Zult gy myn tedre zucht mistrouwen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2221.s.1	Neen , mynheer .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2221.s.2	Myn rampen zyn te groot , dan dat ik laf zou vreezen .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2221.s.3	Doorluchte toeverlaat !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2221.s.4	gy wilt myn vader wezen ; Gy eischt een nutte vlucht : uw dochter is bereid ; Ik zal gehoorzaam zyn .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2221.s.6	waar ' die tederheid , Die u aan 't akligst lot het uwe doet verbinden , Tot myn vertroosting by een moeder óók te vinden !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2221.s.7	Myn vader !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2221.s.8	wreek u niet ; wyt haar vermeetle daad Aan 't hoofd van Utrechts kerk , den smeeder van 't verraad ; Verdryf myn ' bittren angst ; verpligt haar u te minnen .	Fear_Emotion_EmotionalAction_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2232.s.1	Uw deugd kan haat en wraak in myn gemoed verwinnen .	Emotion_Hatred_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.sp.2232.s.2	Men spill ' geen ' nutten tyd in vruchteloos gesprek .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2232.s.3	Maak alles vaardig tot uw heimelyk vertrek .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2232.s.4	Intusschen veins met my , opdat men Adelheide Gelukkig met de hoop op uwen echt misleide , De moederlyke dwang u dezen dag niet paar ' , En ik u tydig redde uit al uw staatsgevaar !	Emotion_Hope
stee033adag01_01.TEI.2.text.body.div.div.stage.2236.s.1	Ada , Willem , Reinoud .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2240.s.1	Men smeed verraad , vorstin ; de bisschop legt u lagen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2244.s.1	ô Ramp !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2256.s.1	Wees op uw hoede ; u dreigen felle slagen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2256.s.2	Ik weet , ô myn gravin !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2256.s.3	ik weet wat pligt my past .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2256.s.4	Men kerkert menig wacht , op Adelheides last ; De bisschop hitst haar aan ; ze is tegen u verbolgen ; Ik moet , met nieuwe wacht , all ' zyn bevelen volgen ; Op zyn begeerte is hier den uitgang naauw bewaard Door 't krygsvolk , aan de poort van dit paleis geschaard .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2256.s.5	't Is my gevaarlyk u dit oogenblik te spreken : Maar Diedrik was myn vorst ; myn trouw blyft onbezweken .	Emotion_Loyalty
stee033adag01_01.TEI.2.text.body.div.div.sp.2264.s.1	Myn hielzaam opzet is uw moeder aangebragt .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2270.s.1	ô Doodlyk ongeval !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2270.s.2	Ik heb vergeefs getracht Te vlieden ; al myn hoop op uitkomst is verdwenen : Ik moet myn ' eigen ramp en uw gevaar beweenen .	Emotion_Hope
stee033adag01_01.TEI.2.text.body.div.div.sp.2278.s.1	Wat oproer , woede en moord voorzie ik !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2278.s.2	Ween , mevrouw ...	BodilyProcess_Sadness
stee033adag01_01.TEI.2.text.body.div.div.sp.2278.s.3	Maar neen , heldin , uw moed zy grooter dan uw rouw !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2278.s.4	Ontveins uw bittre smart ; mislei uw looze moeder ; Hoop op de vlucht Vaarwel .	Emotion_Hope_Sadness_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2285.s.1	Ik sterf met myn ' behoeder : 'k Verlaat u niet , ô neen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2285.s.2	uw lot zy ook het myn ' !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.2282.s.1	hem weder houdende .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2292.s.1	Gy vreest het ergst : wie weet of wy verraden zyn ?	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2292.s.2	Ten minste laat uw ' schrik myn doelwit niet ontdekken ; Laat dit byeenzyn u geen ' nieuwen ramp verwekken .	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2292.s.3	Hou my niet langer op ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2292.s.4	De bisschop nadert !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2300.s.1	Bedwing u .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2304.s.1	Ada , Vander Are , Willem .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2311.s.1	Wacht in 't kort een ' blyden bruiloftsdag ; Vergeet uw ' vaders dood ; laat u de liefde streelen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.2308.s.1	tegen Ada .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2320.s.1	Mynheer , is 't my vergund in uw gesprek te deelen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2320.s.2	Ik hoor met welk een hoop gy Adaas liefde vleit .	Emotion_Hope_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2320.s.3	Zal Hollands hofgez in de aanstaande plegtigheid Van 't vorstlyk echtverbond in Dordrechts wal aanschouwen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2320.s.4	Of moet het edel paar in Willems graafschap trouwen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2320.s.5	Begeert gy dat ik mede in uw geheimen dring ' ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2324.s.1	Uwe ongepaste vraag baart my verwondering .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2328.s.1	Mynheer , wat inzigt ..?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2328.s.2	Kunt gy denken ..?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2328.s.3	Uit u nader .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2341.s.1	Ge ontstelt u niet alleen om 't missen van een ' vader .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2341.s.2	Gy , Hugo , veinst vergeefs : het is my reeds bekend Tot wat gewigtig einde u hier graaf Willem zend .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2341.s.3	't Is Ada met vergund in Dordrechts wal te huwen ; Oostvriesland wacht die eer .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2341.s.4	Maar hoe !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2341.s.5	den dag te schuwen , De nacht te kiezen , om die vorstelyke bruid Te leiden naar uw ' graaf !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2341.s.6	wat ongerymd besluit !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2341.s.7	't Verbazend meesterstuk van Willems heldendaden Bleek duidlyk .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2345.s.1	Ydle hoop !	Emotion_Hope
stee033adag01_01.TEI.2.text.body.div.div.sp.2350.s.1	Ik ben op 't snoodst verraden .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2350.s.2	Onwaardig kerkvoogd !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2350.s.3	beef .	Fear_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2356.s.2	zou ik beven ?	Fear_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2356.s.3	Neen , Bedrieger !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2356.s.4	sidder zelf de vrees voegt u alleen .	Fear_Emotion_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2356.s.5	Gy wacht !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2356.s.6	genaak .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2361.s.1	Ada , Vander Are , Willem , Reinoud .	None
stee033adag01_01.TEI.2.text.body.div.div.stage.2361.s.2	Lyfwachten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2366.s.1	Gy durft het recht der volken krenken !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2366.s.2	Gy hoont een ' afgezant !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2377.s.1	Het past u niet te denken Aan 't ampt dat gy ontëert ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2377.s.2	Men gryp ' hem aan .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2377.s.3	Willem , zyn ' degen aan Reinoud overgevende .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.stage.2372.s.1	Reinoud treed toe met de lyfwachten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2382.s.1	Vermeetle wachten , die myne onderdanen zyt !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2382.s.2	Laat af .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2388.s.1	M [a]n l [e]i ' hem weg ; men poog ' , door pynigingen , Al 't overig verraad op 't spoedigst hem te ontwringen	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2392.s.1	Onlydbre hoon !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2392.s.2	Tyran !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2396.s.1	Afgryslyk oogenblik !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2404.s.2	ken myn ' naam ; zie Willem zelv '; en schrik .	Fear_BodilyProcess
stee033adag01_01.TEI.2.text.body.div.div.sp.2404.s.3	Vreest gy geen ' afgezant door pyniging te hoonen ?	Fear_Emotion
stee033adag01_01.TEI.2.text.body.div.div.sp.2404.s.4	Gy zult ten minste ontzag aan Diedriks broeder toonen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2404.s.5	Zie hier uw ' vyand , die op de eedlen zich verlaat , En hier noch meer vermag dan Utrechts eigenbaat .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2411.s.1	Gy Willem !..	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2411.s.2	Wat geluk uw snood geheim te ontdekken !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2411.s.3	Uwe ydle grimmigheid kan my geen vrees verwekken .	Fear_Emotion_Anger
stee033adag01_01.TEI.2.text.body.div.div.sp.2411.s.4	Gy wachten !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2411.s.5	staat my in voor uw ' gevangen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2411.s.6	Ga , Verleider ! 'k geef u tyd ; verdien uw lyfsgenaê .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2416.s.1	Wee , Holland !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2416.s.2	vrees myn wraak ; myn goedheid is ten ende : Men dompelt roekloos u in gadelooze elende .	Fear_Emotion_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.stage.2420.s.1	Ada , Vander Are .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2426.s.1	Weêrspannige !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2426.s.2	moet gy , trouwhartig bygestaan , Uw tedre moeder by dien dwingeland verraên ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2426.s.3	Gehoorzaam ; 't is noch tyd u van uw ' pligt te kwyten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2432.s.1	Schynheilige !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2432.s.2	u alleen is al myn ramp te wyten .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2432.s.3	Een moeder zou haar kroost , ter onuitwischbre schand ' , Niet dwingen , had uw list ...	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2443.s.1	Uw lot is in myn hand , En 't lot uws bruidegoms .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2443.s.2	Gy zult zyn dood beweenen , Of dezen dag met hem voor 't outer u vereenen .	BodilyProcess_Sadness
stee033adag01_01.TEI.2.text.body.div.div.sp.2443.s.3	Gy zult uw moeder niet aanschouwen ; neen .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2443.s.4	Besluit .	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2443.s.5	Gy mint hem : wacht hem hier , en spreek zyn vonnis uit Men zal , zo gy niet huwt , u niet lafhartig smeeken , Maar op den graaf van Loon uw weigring bloedig wreken .	Emotion_EmotionalAction_Love_Vindictiveness
stee033adag01_01.TEI.2.text.body.div.div.head.2445.s.1	Tiende tooneel	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.1	Hoe yslyk is myn lot !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.2	hoe beeft myn teder hart !	Fear_BodyPart_BodilyProcess_Despair
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.3	Geliefde bruidegom !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.4	verwoede minnesmart !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.5	Verfoeilyk staatsbelang !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.6	ô wreedheid !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.7	felle slagen !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.8	Hoe kan ik leven ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.9	hoe myn ongeluk verdragen ?	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.10	Gedreigde Lodewyk !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.11	waartoe verwyst men my !	None
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.12	Myn pligt stemt in uw dood ; myn liefde spreekt u vry .	Emotion_Love
stee033adag01_01.TEI.2.text.body.div.div.sp.2470.s.13	Moet ik ( ô strenge pligt !	None
