noms001mich01_01.TEI.2.text.body.div.head.282.s.1	Michiel Adriaansz de Ruiter , treurspel .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1968.s.4	als rechter , my te hooren , Dan smeek ik u met ernst om alles na te sporen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1968.s.5	Hoewel ik in gevecht , gedrongen door den nood , Het bloed eens wreevlen mans door myn geweer vergoot , De Hemel , die alleen in ons gemoed kan lezen , Weet of ik wroeging leed , zelfs eer ik wierd verwezen ; Hy weet wat wee ik leed om 't lyden van myn gaê , En of ik noch myn hart van wroegingen ontsla .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1968.s.6	Wie iemant dooden kan met koele wroegingloosheid , Bezit een eerloos hart , in staat tot alle boosheid : 't Zal blyken , als uw oog in alles is verlicht , Of ik een hart bezit dat spot met eer en pligt , Of ik van menschlykheid op 't schandlykst ben verbasterd , Of ik als moordenaar verdien te zyn gelasterd , En of ik andermaal de straf der strop verdien .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1976.s.1	'k Heb evenwel bedaard uw vonnis ingezien : Gyzelf bekent in twist , om uwe vrouw ontsproten , Uw ' vyand door uw staal te hebben neêrgestoten ; En zulk een woeste daad verdient de dood gewis .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.1	Ze is strafbaar , ja , mynheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.2	zo eerwraak strafbaar is .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.3	'k Heb niet in koelen bloede een ' mensch het licht benomen ; Ik heb door toorn ' vervoerd myn ' vyands bloed doen stroomen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.4	Myn gade had welëer myn ' vyands oog bekoord ; Hy sloeg haar 't huwlyk voor , doch ik , ik had haar woord .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.5	Hy liet niet na alom zyn ' afkeer my te toonen , En hy verzuimde niet om haar en my te hootren .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.6	In 't einde is hy myn gade en my in 't veld ontmoet : Slechts door ons aan te zien ontstak de toorn ' zyn bloed .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.7	Elk weet hy was geneigd om scheldende uit te spatten , Dit duld de ik ; maar myn gade op 't schandlykst te zien vatten , En my , die haar verweerde en voorstond , volgens pligt , Bedaard te laten slaan in 't eerlyk aangezigt , My met den degen te zien dreigen , en te zwygen , Die goedheid kon ik niet van 't grimmig hart verkrygen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.8	Is 't leven meerder waard ' dan 't hoogste goed ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.1995.s.9	onze eer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.1	Uw wraak stond aan 't gerecht , geenszins aan uw geweer .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.2	De wet door 's Hemels hand de menschen voorgeschreven , Hecht minder waarde aan de eer , dan aan der menschen leven : Zy zorgt voor 't leven eerst , daarna voor 's menschen goed .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.3	En daarna dat onze eer voor laster zy behoed .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.4	Wy zien de rechters meest op de aard ' dat voetspoor houden : Verr ' dat zy met de dood gereedlyk straffen zouden , Benemen zy doorgaans , en houden 't voor een ' pligt , Zo 't zyn kan , 's booswichts eer , en spaarzaam 't levenslicht ; Zy laten hem den tyd van denken en bekeeren .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.5	En , inderdaad , de man die ééns zich durfde ontëeren , Kan , zo men hem den tyd tot beter denken laat , Zyne eer herstellen , door een luisterryke daad , Men heeft dit meer gezien : maar 't onwaardeerbaar leven , Eénmaal benomen , is den mensch nooit weêr te geven ; Wat is nu grooter goed , ( dat ieder dit besliss ' ! ) Dat weêr verkryglyk , of nooit weêr verkryglyk is ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.6	Men kan met goeden groud , althans naar myn gedachten , In twee gevallen slechts de eer meer dan 't leven achten : Het eerste is , als ons de eer , ten dienst van 't vaderland , Mishandeld , en gedreigd , de wapens stelt ter hand ; Dan dringt ons alles aan om 't vaderland te wreken , En dan moet de eer in ons meer dan de leefzucht spreken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.7	Het tweede is , als men ons 't behoud van 't leven bied Voor 't doen eens gruwelstuks : men acht ' dan 't leven niet ; Dan loopt ooze eer gevaar , dan moet men haar bewaren , En liever grootsch vergaan , dan schandlyk 't leven sparen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.8	Maar , wat men zeggen moge , onze eer lyd nimmer last Door scheldwoord of door slag van eenig ' woesten gast : In tegendeel , door zich aan zyn geblaf te stooren , Verlaagt men zich tot hem , en dán gaat de eer verloren .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.9	Onze eer ruste op de deugd ; zy hang ' niet van 't geblaf Eens lossen jongelings , of lagen deugniets af .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.10	Doch dit ter zy ' gesteld .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2036.s.11	Het zy eens toe te geven Dat een mishandling u tot toorn ' had aangedreven Met reden ; moest het zyn dat gy , zo wreed als woest , Hem die u heeft gehoond juist doodlyk grieven moest ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2043.s.1	Wanneer de kling in toorne ééns is de scheede onttogen , Is niet altyd 't bestier der kling in ons vermogen : Somtyds word 's vyands arm door ons geweer belaagd , Daar onze vuist de punt in 's vyands boezem jaagt .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2052.s.1	Daar 't zo onzeker is hoe 't einde eens stryds zal wezen , Diende elk 't ontbloten van de kling te meer te vreezen : Die weet met wat gevaar zyn vuist op iemant stoot , Is des te meer strafwaard ' als hy de kling ontbloot .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2052.s.2	Het schynt gy wilt uzelv ' in dit verhoor bezwaren .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2082.s.1	Ik wil de waarheid u , wat de uitslag zy , verklaren .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2082.s.2	Zo 't mooglyk waar ' geweest , vertrouw vry dat dees hand Myn ' degen nooit in 't hart myns hooners had geplant : De Hemel kan alleen in 't hart der menschen lezen , Dus kan hy van myn ' wil alleen getuigen wezen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2082.s.3	Myn fierheid , die gy denkt dat wroegingloosheid is , Toont in het hoogst des noods myn hartgesteltenis .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2082.s.4	Doorloop myn leven , laat geen vonnis u verblinden : Gy zult my driftig , fier , maar altyd eerlyk vinden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2082.s.5	Die fierheid , die my thans het offer maakt der wet , Heeft , met myn lyfsgevaar , myn opperhoofd gered : Een laffe en koele geest zal schaars zich onderwinden Gevaar te zoeken tot behoud van land of vrinden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2082.s.6	De drift die my bezielt deed my noch meer bestaan , Dan 't opperhoofd des lands van zyn verderf te ontslaan ; Ik deed daardoor , ten dienst van Neêrland aangedreven , 't Fantynsche negervolk met ons in vrindschap leven ; En nooit deed my myn drift , doorzoek myn leven vry , Eéne enkle daad bestaan die zweemt naar schelmery .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2082.s.7	Zie my zelfs in dit uur , gedreigd door doodsgevaren , Te groot om waarheên die my schaadlyk zyn te sparen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2082.s.8	Ik zal haar hulde doen : gy , oordeel of een man Zich doemend ' haar ter liefde een booswicht wezen kan ; En of een mensch , verliefd op de eer van eedle daden , Met opzet , met vermaak , zyn vuist in bloed kan baden ; Ja of de man die nooit zyn glori heeft verkort , Zo op één ' sprong een schelm , een snoode moorder word .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2093.s.1	Ik moet uw fiere taal , uw zucht tot waarheid roemen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2093.s.2	Nochtans dwingt ééne stap my uw gedrag te doemen ; Een stap die , inderdaad , hoogst onbestaanbaar is Met zulk eene eedle taal , en hartgesteltenis : Heeft niet de man wiens bloed gy door uw staal deed stroomen , Nadat hy viel in 't zand van u een wond ' bekomen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2093.s.3	Dit vonnis zegt het my !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2093.s.4	Toont dit een ' eedlen aart ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.1	'k Heb aan 't gerecht , als u , de waarheid vry verklaard .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.2	Die daad maakt in elks oog myn vonnis hoogst rechtvaardig .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.3	Het leven is my geen ' gehaten logen waardig : Dus zy het verr ' van my dat ik die daad ontkenn ' .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.4	En schoon ik van dit feit volstrekt onkundig ben , Niet werende , in de drift die my het bloed beroerde , Hoe verr ' de woede my , in 't woest gevecht , vervoerde , ( Want wie is zich bewust wanneer de gramschap woed ? ) Getuigen staven dit , die ik geloven moet .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.5	't Zy verr ' dat ik den raad om 't vonnis streng zou noemen ; Die daad , als daad beschouwd , is billyk waard ' te doemen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.6	Te zeggen dat dit feit in gramschap is geschied , En dat die ons verblind , verschoont een misdryf niet : Zo zulk een uitvlugt kon by 't recht verschooning heeten , Elk zei licht : ‘ deed ik kwaad , ik heb het niet geweten ’ .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.7	De rechter heeft zyn wet , en oordeelt naar het feit : Doch daar myn nootlot thans staat aan uwe edelheid , Die hier den strengen eisch der wetten kan verzagten , Durf ik voor zo veel drifts een gunstig-oordeel wachten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.8	Verblind door fellen toorne in wraak te verr ' te gaan , Toont niet áltyd het hart eens vuigen booswichts aan : De mensch gaat verre in drift , ( en deze is licht te ontvonken , ) Naarmate van 't gestel hem door het lot geschonken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.10	Waar leeft één mensch op de aard ' Die voor te verr ' te gaan in toorn ' stééds is bewaard ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.11	De mensch heeft reden , ja !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.12	men kan dit niet verzaken ; Maar heeft hy kracht om stééds daarvan gebruik te maken ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.13	't Kan zyn dat Neêrlands volk hiertoe meer kracht bezit Dan 't myne , 't Fransche volk , welks bloed licht word verhit : Ik twyfel echter sterk of eenig Nederlander , ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.14	Ja of gyzelf !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.15	de roem van Neêrlands waterstander , Die zich volmaakt bezit , zelfs in den heetsten stryd , ( Doch tevens echtgenoot en moedig krygsman zyt . ) Uw gade voor uw oog onkuisch zoud aan zien vatten , Haar ' hooner na den hoon zoud scheldende uit zien spatten , En als gy haar beschermde , en voorstond , volgens pligt , Uzelv ' zoud laten slaan in 't eerlyk aangezigt , En van een ' man die toont in drift niets heilig te achten , Daar reeds zyn kling u dreigde , uw noodlot af zoud wachten ; Ik zeg , ik twyfel sterk of eenig mensch op de aard ' In die omstandigheid voor toorn ' zou zyn bewaard , En niet licht op myn spoor , wat wetten 't ook verbieden , Meer doen kon dan hy wist , het bloed ééns zynde aan 't zieden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.16	Kan my dit alles niet verlichten by een ' man Die 't strenge van de wet met zagtheid tempren kan , Besef dan of myn dienst bewezen aan dees landen , 't Ontzet van Valkenburg uit zyner moordren handen , En 't uitstaan van de straf , ( ten minste van haar ' schrik , ) Niet opweegt tegen één te driftig oogenblik !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.17	Zo my uwe edelheid ziet smeeken om genade , Ik smeek die min om my , dan om myn trouwe gade ; Zo voor de Ruiters oog La Bordes fierheid zwicht , 'k Ben die vernedering myn dierbre gaê verpligt : Zy wilde om myn behoud zichzelf strafschuldig maken ; Zy vormde een stout ontwerp om myne boei te slaken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.18	't Waar ' mooglyk haar gelukt van ketens my te ontslaan , Had ik haar beê verhoord , die ik niet toe kon staan , Omdat de goede trouw , waaraan ik me acht verbonden , Door 't volgen van haar ' wil te zigtbaar wierd geschonden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.19	Zy wilde noch deez ' dag , toen zy me alleen mogt zien , Dat ik in haar gewaad den kerker zoude ontvliên ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.20	Zo groot een trouw , mynheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.21	schynt u de ziel te ontroeren ; Besef hoe verr ' ze my tot droefheid moest vervoeren !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.22	Ben ik genade onwaard ' , ... de bittre tegenspoed Van myn getrouwe gade ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2166.s.23	Ontwringt me een ' tranenvloed !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.stage.2164.s.1	Met levendigheid , de voeten des admiraals ombelzende .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2170.s.1	de ruiter , ontroerd .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2174.s.1	Rys op .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2174.s.2	‘ Ik kan het zien dier tranen niet verdragen ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2174.s.3	Zo veel grootmoedigheid ter prooije aan zo veel plagen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2174.s.4	’ 'k Zal doen 't geen my betaamt .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2174.s.5	Laat my een wyl alleen .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2177.s.1	Tegen den hoofdman , terwyl de soldaten met	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2180.s.1	la borde vertrekken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2182.s.1	Ontbie den raad , en doe uw ' meester her waarts treên .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2188.s.1	de ruiter , alleen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.1	Nooit voelde ik meer dan nu myn ziel door smart bestreden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.2	Een man van zulk een ' moed , zo vatbaar voor de reden , Zo openhartig , teêr , grootmoedig in zyn pyn , Kan , wat hy ook bestond , in 't hart geen booswicht zyn .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.4	wat is de mensch !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.5	Hoe veel heeft hy te vreezen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.6	Wat is hy , wel beschouwd , een deerniswaardig wezen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.7	Hy is , wat hovaardy zyn ' trotsen geest verblind , Een speeltuig der fortuin , een kaarslicht in den wind .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.8	Een wezen , op elk tred van zo veel ramps omgeven , Is dwaas , wanneer 't ooit word door hoogmoed aangedreven ; En , licht ten voorwerp zynde aan ieders deerenis , Is 't uiterst Goddeloos wanneer 't onmenschlyk is .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.9	Het is zo zwak dat , hoe geneigd tot deugdbedryven .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.10	Het nooit verzekerd is op 't spoor der deugd te blyven : De mensch zy wyd beroemd door 't edelst heldenstuk , Eén zinloos oogenblik stort hem in 't ongeluk .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.11	't Is waar , hy heeft de kracht om enveldaên te laken ; Maar is hy steeds in staat daarvan gebruik te maken ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.12	ô Neen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.13	all ' wat hy kan tot weering van gevaar , Is bidden dat de zorg des Hemels hem bewaar ' .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.14	La Bordes ziel is groot , myn bart acht hem met reden ; Eén driftig oogenblik doet hem 't schavot betreden !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.15	Aan welk een ' slag van 't lot , aan hoe veel harde elend ' Is hy niet bloot gesteld die 't schoon der deugd niet kent ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.16	ô Mensch !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.17	die zo veel hebt elk oogenblik te vreezen , Uw eerste , uw grootste pligt !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.18	zy menschenvrind te wezen : Wien past de ontferming meer met 's medesterflings druk , Dan hem wiens heil zo licht verkeert in ongeluk ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.20	die my hier tot rechter hebt verkoren , Gy doet De Ruiters ziel de stem der deernis hooren , En tevens eischt het recht , dat niet min heilig is , Dat ik haar stemme hoore , als die der deerenis : De wet roept neen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.21	wanneer de deernis spreekt van sparen ; Voor wie zal zich myn stem in zulk een ' stryd verklaren ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.22	La Borde wondde in drift zyn ' vyand op den grond : Dit is een wanbedryf , schoon hy 't in drift bestond ; De letter van de wet eischt inderdaad zyn leven ; Zal myn meêdoogendheid een schaadlyk voorbeeld geven ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.24	ik , die vermaak in recht en weldoen schep , Ik , die hier magt en recht tot straf en sparing heb ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.25	Weet myn bestreden geest geen middel op te sporen , Om recht en deerenis , naar beider wensch , te hooren ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.26	Heeft niet La Bordes vuist zyn opperhoofd bevryd ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.27	Won hy 't Fantynsche volk niet na dien stouten stryd ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.28	Heeft elk , die ééns door drift zich spoorloos heeft vergeten , Zich altyd zo veel goeds , tot heil des lands , vermeten ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.29	Is 't wel te denken dat elk mensch , gedoemd ten val , Hier ooit dat recht tot eisch van sparing hebben zal ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.30	Toont niet de Hemelzelf door 't sparen des gevangen , Dat hy hem van myn hand genaê wil doen erlangen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.31	En is de schrik der dood , dien hy heeft uitgestaan , Geen straf genoeg voor 't geen zyn gramschap heeft misdaan ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.32	Kan ik op zo veel grond geen ' schuldigen vergeven , Wiens hart met reden wierd tot gramschap aangedreven ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.33	Zal die vergiffenis , heeft dit den minsten schyn !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.34	Hier in 't vervolg den loop der wetten schaadlyk zyn ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.35	ô Neen ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.36	La Borde leev ' , hy leve in myn bescherming .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.37	Hy leev ' !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.38	het is gedaan .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.39	Beminnelyke ontferming , ô Goed my meerder waard ' dan alle heerschappy , Sieraad van 't heldenhart , gy zegepraalt op my !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.40	Ik juich om uw ' triomf !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.41	Hoe streelt gy myne zinnen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.42	Hoe zal 't Fantynsche volk my om die goedheid minnen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.43	Maar , bovenal , hoe zal La Bordes echtgenoot ' Hem danken die haar ' held bevryd heeft van de dood !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.44	Ik voel dat onze ziel geen eedler vreugd kan smaken , Dan door , zo veel men kan , gelukkigen te maken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.45	De vreugdetranen die het weldoen storten doet , Zyn paarlen aan de kroon van 't waarlyk groot gemoed .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.46	De landvoogd nadert my .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.47	Ik moet zyn hart doorgronden : Ik heb in taal en daad hem koel en streng bevonden ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2263.s.49	zo ik voor de dengd dien jongling winnen mogt , Ik hield my ruim beloond voor dezen watertogt .	None
noms001mich01_01.TEI.2.text.body.div.div.stage.2268.s.1	de ruiter , de jonge valkenburg .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.2	ik heb met ernst dit rechtsgeding doorlezen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.3	De raad heeft naar de wet het vonnis uitgewezen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.4	La Bordes hoon is groot ; maar dat verschoont hem niet : Een doodslag is strafwaard ' , waarom die ook geschied ' .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.5	't Dunkt my dus geenszins vreemd dat gy , door zucht gedreven Voor 't heilig recht , uw stem hebt tot zyn dood gegeven ; La Borde is voor den dienst aan dit gewest betoond , En 't geen hy verder deed , door 't hopmanschap beloond .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.6	't Voegde u , als rechter , niet den schuldigen te sparen ; Maar 't geen , vergeef het my , verwondering moet baren Is dat ik hooren moet dat gy , hoewel bewust Van myne nadering aan dees gedreigde kust , En wetend ' welk een magt ik heb in rechtsgedingen , Noch streng op 't straffen uws gevangen aan bleeft dringen : Als rechter was 't uw pligt te dringen op de straf ; Doch daar , door myne komst , u 't lot een middel gaf Om mógelyk de boei des schuldigen te slaken , Voegde u , als zoon , voor 't minst daar van gebruik te maken ; Want sprak La Bordes schuld , en baarde u dit verdriet , De erkentuis in uw hart betaamde 't zwygen niet .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.7	Wat ook La Borde zy , hoe billyk hy ook lyde , Hy was het evenwel die Valkenburg bevrydde ; Hy is en blyft altyd uw ' vaders redder , en De geen dien ik de hulp der negers schuldig ben. De schorsing van de straf tot ik ware aangekomen , Kon in geen ' kwaden zin ooit worden opgenomen : Wy zyn La Borde veel , onëindig veel !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.8	verpligt .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.9	Gy slaat uwe oogen neêr !...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.10	Zie my in 't aangezigt ; Spreek vry ; ik ben een mensch , als andren ; 'k wil dit weten ; Myn rang , myn roem , mynheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.11	deed my dit niet vergeten .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2303.s.12	Wat zocht gy door zo streng te dringen op de straf ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2307.s.1	De glans des raads , mynheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2307.s.2	hangt van dit vonnis af .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2322.s.1	Zo dat gy om den raad slechts aan uw zy ' te krygen , De stem der menschlykheid en dankbaarheid deed zwygen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2322.s.2	Zo ik zo even u als rechter heb geroemd , Duld dat ge als zoon door my ondankbaar word genoemd .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2322.s.3	Ware u , mynheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2322.s.4	myn komst volstrekt bedekt gebleven , Ik had als rechter u verdienden lof gegeven : Uw strengheid had alsdan dit woeste volk doen zien , Dat gy het misdryf nooit de straf zoud doen ontvliên ; Myn hart had u beklaagd , dat gy een ' man moest dooden Die zo heldhaftig heeft uw ' vader hulp geboden .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2322.s.5	Thans toont uw handelwyz ' , het smart me !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2322.s.6	eene inborst aan Die , als uw voordeel 't eischt , geen doodstraf duur zal staan .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2341.s.1	Zy staat my duur , mynheer !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2341.s.2	zy treft my boven maten ; Maar kon ik 't rechtsgeding aan uw beslissing laten , Behoudens de eer des raads ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2341.s.3	En is het in 's lands nood Myn zaak dat ik den raad ontzind voor 't voorhoofd stoot ' ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2341.s.4	Wy zyn verbazend verr ' van Nederland gescheiden , Men kan niet ieder ' dag hier krygsvolk henen leiden , En zagtheid , inderdaad , is hier het middel niet Ter zekre vestiging van Nederlands gebied : Aan 't aanzien van den raad is alles dus gelegen .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2341.s.5	Indien uwe edelheid gelieve te overwegen , Dat , zo ge een vonnis scheurt geteekend door den raad , Ons hoog gezag daardoor vermindring ondergaat , En dat dit invloed heeft op alle onze andre zaken , 'k Stel vast dat gy nooit zult het vonnis krachtloos maken .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2341.s.6	Neen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2341.s.7	nooit zult ge om een ' man zo laag van stam als hy ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.speaker.2344.s.1	de ruiter , met snelbeid bem by de hand nemende .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.1	Denkt gy wel , Valkenburg !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.2	dat gy spreekt tegen my ?	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.3	Die licht , ( hoor dit van my , zo gy 't niet hebt vernomen , ) Ben uit veel lager bloed dan 't zyne is voortgekomen !	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.4	Ik was gemeen matroos , hy was gemeen soldaat ...	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.5	De deugd , de heldenmoed , geen afkomst red een ' staat .	None
noms001mich01_01.TEI.2.text.body.div.div.sp.2381.s.6	De man die met u spreekt kan daar bewys van geven : 'k Heb van één stuiver daags , als baangast , moeten leven , En 't lot van koningen , ( wat spyt voor 't aadlyk rot ! ) Is nu in myne hand , zo zeldsaam werkt het lot .	None
