hoof001gran01_01.TEI.2.text.body.div.head.885.s.1	P.C. Hooft GranidaSpel	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4673.s.3	Ick sie wel 't en verheft maer , om van boven neêr , Met ijsselijcker slach 't verhevene te smijten ; Gelijck den Arent trots , die niet in stucken rijten Den schiltpad ijserhardt met felle claeuwen con , Hem strengelijck om hooch , schier voert tot in de Son , Van waer sijn scharp gesicht kennende berch en dallen , Hij dan op rootsen hardt , hem laet te berste vallen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4673.s.4	Mij wallecht van de werlt ; en sal ick nu voortaen Leven , soo sal ick mij die levendich ontslaen .	Emotion_Disgust
hoof001gran01_01.TEI.2.text.body.div.div.sp.4673.s.5	De last , en het gebiedt van mijn beseten landen , Daifilo , lever ick van nu af in uw handen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4673.s.6	Sijt ghij voortaen de Prins .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4673.s.7	Ick levers ' u , door dien Daermede niemandt can waerdiger sijn versien .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4673.s.8	Uw trouwe dienst is meer dan yemandt can versinnen ; 'T heeft u belieft voor mij uw eygen lief te winnen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4673.s.9	Dese versloegh den Parth , en gaf hem in gevaer Des vreesselijcke doots , willich , om mij en haer .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4673.s.10	Grootachtbaer heer , wilt hem in mijnen staet bevesten .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4677.s.1	O wonderlijck beleydt !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4677.s.2	Maer 't is beleydt ten besten .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4687.s.1	Voor mij , ick ben terstondt het hof te laten , ree , Mijn peinsachtich gemoedt wil geen blijvende stee ; Maer mijn voorneemen is van d'eene tot den anderen , Met eensaem selschap clein te reisen en te wanderen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4687.s.2	Ick bid om oorlof voorts , want hier vertoev ' ick niet .	EmotionalAction_Desire_Despair
hoof001gran01_01.TEI.2.text.body.div.div.sp.4711.s.1	Ick danck mijn heer , die mij soo grooten eere biedt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4711.s.2	Een hooch en waerde gaef wort mij van hem gegeven ; Maer hij weet tot wat eindt ick coos ' het hoofsche leven , Te weten , om den dienst van de Prinsses , geensins Op hoop van voordeel , min van selfs te worden Prins , Welck pack voor mijnen hals sijnde te swaer om dragen , Een lagen harders rust mij beter doet behagen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4711.s.3	Maer wel sal ick , mijn heer , blijvend uw trouwen knecht , Uw dingen gaede slaen nae mijn bequaemheit slecht , Tot dat ghij wat ontlast vant schielijcke beswaeren , Met hulpe vanden tijt sult comen te bedaeren , Om met vernoeging weer te keeren tot den staet , Die 't lusteloos gemoedt door tegenheit verlaet : Mijn heer , soeck het , gelijck hij 't goet vindt , te besaedigen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4723.s.1	Ach luttel wenschend hart !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4723.s.2	Luttel can u beschadigen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4723.s.3	Ach wat onttreckt ghij , met begeerlijckheits verhoên , Het speelsiecke Geluck , al stofs om quaet te doen ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4723.s.4	Dats Prinslijck , Daifilo , geen prinslijckheit begeeren .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4727.s.1	Ick bid u oorlof , heer , om tot mijn reys te keeren .	EmotionalAction_Desire_Despair
hoof001gran01_01.TEI.2.text.body.div.div.sp.4731.s.1	Vaert wel , mijn Prins , vaert wel , en sijt getroost .	Aquiescence_Emotion_Other
hoof001gran01_01.TEI.2.text.body.div.div.sp.4737.s.1	Ick tij Van stonden aen op reys ; vaert wel mijn heer , en ghij Daifilo wel .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4744.s.1	Ick sal mijn heer tot huis versellen , Om 't reddeloos gesin verbaest in rust te stellen .	None
hoof001gran01_01.TEI.2.text.body.div.div.head.4748.s.1	Vijfde deel	None
hoof001gran01_01.TEI.2.text.body.div.div.stage.4751.s.1	ostrobas , artabanus	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4770.s.1	Artabanus , siet hier uw Prins soo braef vernaemt , - Maer , hey , geweest !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4770.s.2	- met wien ghij hier in Persen quaemt , Wien , doen hij leefde , ghij getrouw pleecht aen te cleven , En nu versuimt sijn wraeck te nemen nae sijn leven .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4770.s.3	Artabanus , siet hier uw Prins soo braef wel eer Vernaemt , wiens hooge roem nu leyt gevelt ter neer , Gevelt , niet van een Prins , ( ay spijt !	Emotion_Sadness_Remorse
hoof001gran01_01.TEI.2.text.body.div.div.sp.4770.s.4	en cundij slapen ? ) Maer van een harder slecht , vervalscht in Prinssen waepen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4770.s.5	Hey laster !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4770.s.6	Hey !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4770.s.7	Flux rijst Artabanus , en boet Mijn wraeckrasenden dorst , ten minsten , met sijn bloedt !	BodilyProcess_Vindictiveness
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.1	Wapen !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.2	Ick volch mijn Prins , 't gebodt dat gij verclaerde , Ick volgh , mijn Prins , ick volgh , al waer 't tot inder aerde !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.3	Ghij sijt vertrocken , maer inwendich ick aenschouw Uw beeldt , en vast geprent in mijn gedachten houw Uw haer t'samengegroeyt met bloedt , uw bleeck geschonden Trony , uw cranck gesicht , en uw gapende wonden .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.4	Hey wapen !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.5	Wapen hey !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.6	Mijn Prinsse roept om wraeck .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.7	Flux op , Artabanus , verhaelt terstondt de saeck Aen uw geselschap , en ontsteeckt haer met uw woorden , Om op gelegen plaets den moorder te vermoorden .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.8	Lang over middernacht ick 't al te wesen gis , Het licht dwerrelt gemengt onder de duisternis , Den blonden dageraet met haer blosende kaeken , En d'uur dat mijn Godin mijn coomst verwacht , genaeken .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.9	Want , doen icks ' op het landt gebracht had , liet ick haer In het geselschap van mijn trouwe suster daer , En soo de corte tijt ons haestich dwong te scheyden , Besloten wij , dat sij mijn weercoomst souw verbeyden , Eer dat de tweede Son soud ' aen den hemel staen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.10	Siet hier den naesten wech , dit dient mij inteslaen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.11	Vaert wel scepters , vaert wel , vaert wel verheven thróónen , Verheven soo , dat mij van uwe steylheit ijst , Vaert wel dwingend gewaedt , en al te sware cróónen , Afgoden die met windt uw ijdle dienaers spijst .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.12	Uw ijdle dienaers ghij duisenderleye noot , , breyt , Door uw beloften loos die ghij soo qualijck houdt , Want sij , besietmen 't wel , verkleenen inde grootheit , Slaven in d'heerschappij , verarmen in het goudt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.13	Een laeghe ' en diepe rust mij beter mach verquicken Die mij te saemen smelt met een lief ander-Ick : Ick laet u , warrich hof , en kies voor soo veel stricken , Een al veel strenger , maer och , hoe veel soeter strick !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.14	Bedauwde bloemkens versch , en ghij bloosende róósen Die uwen mantel groen nu effen open doet , Welcoom , en danck dat ghij verquickt mijn amelóósen , En afgepijnden geest met uwen aesem soet .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.15	vs. 1521 -1524 Nu biggelt op het gras , en cruidtjens onbetreden , Mijn laeuwe traentjens , die den dauw soo wel gelijckt : Traentjens niet meer van smart , niet meer van bitterheden , Maer van een teêr gemoedt , dat schier van vreucht beswijckt .	Joy_Emotion_Happiness_BodyPart_BodilyProcess_Moved_Sadness_Anger_Spitefulness
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.16	O boomen schaduw-mildt , ootmoedelijck laet daelen Uw nijgend hooft als ghij 't eerwaerdich aenschijn siet , Leydstar en Morgenstar met weerlichtende straelen , Indien mijn blijschap slaept , waerom weckt ghij hem niet ?	Joy_Emotion
hoof001gran01_01.TEI.2.text.body.div.div.sp.4874.s.17	Vrolijcke vogeltjens , die nu 't begint te daeghen , Met uitgelaeten sang het stille woudt ontrust , Ghij nachtegael voor heen , vlied uit de bootschap draeghen , Dat hij sich haest , ick wacht alhier mijn lieve lust .	None
hoof001gran01_01.TEI.2.text.body.div.div.stage.4876.s.1	daifilo , granida	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4887.s.1	Ach , om mijn vliegend hart snellijcker te doen spoeyen , Hoeftmen geen vogeltjens noch nieuwe boôn te moeyen , De liefde port dat staech , en drijft tot sijn Godin Mijn eerwaerdige vrouw .	Joy_Emotion_BodyPart_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.4895.s.1	Uw dienstmaecht , uw slavin , Die 't nemmermeer aen u te slaven sal verdrieten , Die om uw minste dienst haer leven souw vergieten , Handelt en leeft met mij naer uw sin , hoe ghij doet , Vercoopt mij , doodt me ' , ick wil't .	Emotion_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.4904.s.1	Mijn vrouw , en al mijn goedt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4904.s.2	Hoe onlangs noch soud ' ick niet hebben darven dencken De vreucht die 't u belieft genadelijck te schenken Aen die 's onwaerdich was , die niet en had verdient Uw dienst , ick swijge ' uw jonst .	Joy_Emotion_Benevolence
hoof001gran01_01.TEI.2.text.body.div.div.sp.4918.s.1	Ayme , mijn groote vriendt , D'onwaerdeerlijcke prijs , en uitgenomen crachten Van uwe deuchden deên , dat noyt uit mijn gedachten O Daifilo , uw gedaent van siel en lichaem ging , Tsint ick door 's hemels jonst daer kennis af ontfing .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4918.s.2	Het sal voor uw waerdij altijt te luttel vallen , Wat ick u geven can .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4926.s.1	En ick u niet met allen , Al 't mijn van recht , en reên u toegeeygent wert .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4926.s.2	Ach mijn Godinne ' , hoe vol is van u al mijn hart !	BodyPart_BodilyProcess_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.4930.s.1	Mijns hartsen bloedt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4941.s.1	Mijn Son , die boven d'ander claer , , is , Ick houd ' u in mijn arm , en twijfel oft het waer , , is .	EmotionalAction_BodyPart_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.4941.s.2	Mijn siel is soo beroert , ( ayme ! ) dat ick daer van De grondelose vreuchd niet vol genieten can .	Joy_Emotion_BodyPart_BodilyProcess_Moved
hoof001gran01_01.TEI.2.text.body.div.div.sp.4941.s.3	Ick en gelove nauw mijn staet dus hooch geresen , En denck vast of ick wel Daifilo niet sou wesen !	None
hoof001gran01_01.TEI.2.text.body.div.div.stage.4943.s.1	artabanus , granida , daifilo	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4953.s.1	Nu toe , gesellen !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4953.s.2	Maer dat ghij niet dootlijck crenckt Den valschen moordenaer , die noch op boelen denckt ; Val aen gelijck , en crijcht hem levendich in handen !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4953.s.3	Ghij sijt gevangen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4953.s.4	Stae !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4953.s.5	Knoopt hem in vaste banden .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4958.s.1	Ach , ach !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4962.s.1	Hoe nu toe ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4962.s.2	wat wort'er vereyscht op mij ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4966.s.1	Het leven .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4974.s.1	'T leven ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4974.s.2	Och !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4974.s.3	Dat het geen onrecht zij !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4974.s.4	Draecht beter kennis van uw vyandt , eer gh'u verder Vergrijpt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4981.s.1	Kennis genoech , het is de valschen harder , De moorder van den Prins der Parthen wijt-vermaerdt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4986.s.1	Verwinner !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4990.s.1	De tyran was sulken straffe waerdt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4994.s.1	Wie eischt mijn leven ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.4994.s.2	Dat hij coom alleen en maeck , , strijdt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5001.s.1	Dat's Ostrobas , wiens bloedt , en bleecke schim om wraeck , , krijt .	EmotionalAction_Vindictiveness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5001.s.2	Wij sullen , hem voldoende ' , u offren aen sijn graf .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5014.s.1	Laet hem , hij heeft geen schult , en keert op mij de straf .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5014.s.2	Siet hier Granid ' , om wien den Prinsse leyt verslaghen , Dees Godt heeft mij geschaeckt , en willich wech gedraeghen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5014.s.3	Verschoont hem , woedt op mij , den oorspronck van het quaet .	EmotionalAction_Anger_Vindictiveness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5023.s.1	Granida ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5023.s.2	Jae , Granida ' .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5023.s.3	O wonderlijck verraet !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5023.s.4	Wij sullen , ( wilt haer oock met banden vast belaeden , ) De Princelijcke siel met beyder bloedt versaeden .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5039.s.1	Daifilo , wat ghij siet !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5039.s.2	Granida lijdt , sij lijdt !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5039.s.3	En staet het aen een coordt , dat ghij haer niet bevrijdt ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5039.s.4	Dat's stucken .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5039.s.5	Goden nu , crachten , nu cloeckmoedicheit , Nu arbey al wat mach .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5043.s.1	Och , 't is vergeefsche woedicheit !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5049.s.1	Gef hem maer !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5049.s.3	Doot beter als ontvloôn !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5055.s.1	Och laet mij voorgaen !	None
hoof001gran01_01.TEI.2.text.body.div.div.stage.5057.s.1	tisiphernes , artabanus , daifilo , granida	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5064.s.1	Houdt , houdt op wert u geboôn !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5064.s.2	Houdt op , houdt op 't gecrijs , vechters , en scheydt uw drangen !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5070.s.1	Vlienwe , sij sijn ontset , vlienwe !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5077.s.2	Artabanus , met wien ist dat ghij twistich sijt ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5077.s.3	Sijdt ghij hier , Daifilo ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5077.s.4	Hebdij alleen den strijdt Tegen soo veel ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5086.s.1	Verstaet , Prinsse de valsche treken , En wilt uw ongelijck nevens het onse wreken .	EmotionalAction_Vindictiveness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5091.s.1	Hoe dat ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5096.s.1	Ach , ramp op ramp !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5096.s.2	Uit d'een in d'ander last !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5100.s.1	Och , 't scheen ontset , maer las !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5106.s.1	Een meerder vyandt wast .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5110.s.1	Ach , hard Gelux besluit !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5121.s.1	Prinsse , ghij sijt bedroghen , Siet hier Granida ' , en al des voedsters reden loghen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5121.s.2	Siet hier den valschen Godt van wien sij is geschaeckt , En trouwheit daer ghij soo veel wercks af hebt gemaeckt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5121.s.3	Sij kiest een boer voor u , tot haer en uw verminderen , Een boer den adel hoont , en schaeckt der Prinssen kinderen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5121.s.4	Ick quam om Ostrobas te wreecken , wreeckt ghij nu , Op beyde , beyder leet van onsen Prins en u .	EmotionalAction_Vindictiveness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5125.s.1	Wat's dit ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5130.s.1	Ach , wilt uw leet op mij alleen vergelden !	Emotion_EmotionalAction_Sadness_Vindictiveness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5139.s.1	Sijn trouw is onbevleckt , hem canmen niet beschelden ; Maer u op mij verhaelt , en coelt uw grammen moedt , Met wraecke , niet van 't quaet dat u Granida doet , Maer van het welck , op dat de doodt haer 't ooch souw luicken , Den Goden 't heeft belieft tot oorsaeck haer te bruicken .	Emotion_EmotionalAction_Hatred_BodyPart_BodilyProcess_Loyalty_Anger
hoof001gran01_01.TEI.2.text.body.div.div.sp.5145.s.1	O Liefde ' !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5145.s.2	O vreemt beloop !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5145.s.3	Daifilo , segt mij hoe De dingen wonderlijck dus sijn gecomen toe ; Mijn geest en can 't beleyt noch het vervolch niet vaeten .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.1	Mijn heer , den laesten nacht , passeerd ' ick bijder straten Onder de venster van mijn vrouw , gelijck ghij weet , Dat ver van haer te sijn mij was het meeste leedt , En om haer bij sijn , ick ten hove was gecomen , En om haer dienst , van u ick hadde dienst genoomen .	Emotion_Sadness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.2	Mijn Vrouwe stondt voor 't glas , en soo sij mij sach gaen , Sondt sij haer voedster af , om mij te roepen aen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.3	Mijn Vrouw vernederde ' haer , en quam mij selve vraeghen , Wat oorsaack inder nacht mij daer ontrent mocht jaeghen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.4	Gevraeght , heb ick ontdeckt van mijn gemoedt den grondt , Waerop , O mijn Godin , ghij blijcken liet terstondt De jonst die ghij mij droecht , door dien ghij van te veuren De róóck van mijne vlam wel hadt cunnen bespeuren .	Emotion_Love_Benevolence
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.5	Te laten , boodse mij , haer conincklijke staet , Om met mij naer het landt te trecken op ter daet .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.6	Onwaerdich kend ' ick's mij , en hiel de swaricheden Van sulck bestaen , haer voor : maer haer gegronde reden Vertoochden mij haer Liefd ' , en dat sij bet met mijn Soo cleenen staet , als met een Prins vernoecht souw sijn .	Emotion_Happiness_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.7	Den Hemel zij getuigh van ' tgeen dat ick oorkonde , Dat ick , tot die tijdt toe , Granid ' aen niemandt jonde , Als u , mijn heer , want mijn gedacht dus hóóch niet steegh .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.8	Maer , doen ick onderrecht van haer , 't gevoelen creech Dat dit haer best sou sijn , bestond ick het ten lesten , ( De Goden weten't ) meer om haer , als mijnen besten .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5185.s.9	Maer , ach verblende mensch , hoe luttel kundij sien Of uwe wijste raedt tot schaed ' of voordeel dien !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5191.s.1	Prinsse , dus is't mijn schult , straft mij , 't wert u gebeden .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5195.s.1	Neen eedel prins , maer sijdt met mijn alleen te vreden .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.1	O wonderlijck beloop !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.2	O raedt der Goden rijck !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.3	O liefde gansch volmaeckt , en sonder sijns gelijck !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.4	Om haer getrouwe lief een groote Coninginne Verwisselt haeren staet , en wort een harderinne .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.5	Een harder weigert , om sijn lief te laten niet , Een prinsselijcke staet diemen hem annebiedt . 'T geen om elckanders wil ghij sijt t'ontbeeren vaerdich , Bet met elckander ghij sijt te besitten waerdich . 'T is recht dat ghij geniet , Daifilo , dat ghij wont , En ghij , Granida ' , uw Lief dien ghij de waerdste vondt .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.6	Den hemel u vereent , den Hemel deed bereyden Den wech tot uw geluck .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.7	Neen , ick en sal niet scheyden Het echste paer dat oyt ter werelt is gesien .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.8	Gelieven sijt getroost , u sal geen leet geschien .	Emotion_Other
hoof001gran01_01.TEI.2.text.body.div.div.sp.5220.s.9	Prinssesse rijst , en ghij , Daifilo , van der aerden .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5224.s.1	Ach , eedele gemoedt !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5228.s.1	Ach , heusheit hooch van waerden !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5240.s.1	Ach onverwachte troost !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5240.s.2	Recht Prinslijck , eedel bloedt , Wie sal u dese deucht loonen , als uw gemoedt ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5240.s.3	Dat sal u lof en loon nae Deuchts waerdije geven .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5277.s.1	Dits niet genoech dat ick u hier behoude 't leven , Maer ick begeere dat de Coning selfs volvoer Ulieden huwelijck , naedien 't den Hemel swoer .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5277.s.2	En op dat hij daer toe sich lichtelijcker leyde , Soo schenck ick u noch eens den staet die ghij ontseyde .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5277.s.3	Ick weet ick sal van hem verwerven ulie vree , En dat hij u verhef tot swaegher in mijn stee .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5277.s.4	Mijn vollick , wilt voor heen uw gang nae 't hof versnellen , En aen den Coning al dit vreemt beloop vertellen , vs. 1691 -1694 En mijn begeerte mee ; want valt het mij niet swaer , Ick acht het min voor hem sal sijn een droeve maer ; Dat mijn gemoedt beweecht sal sijn gemoedt beweghen .	Emotion_BodyPart_BodilyProcess_Moved_Desire
hoof001gran01_01.TEI.2.text.body.div.div.sp.5277.s.5	Wij volgen sachtelijck .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5284.s.1	Ach , groote troost !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5284.s.2	Vercreghen Op 't aldertroosteloost !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5284.s.3	Lof Prince , die 't dus veucht .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5288.s.1	Het lust mij dus te doen .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.1	Mijn heer , u lust de deucht .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.2	Maer al verheft ghij mij boven uw eyghen saeken , Ghij sult mij nemmermeer meer als uw dienaer maken .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.3	Grote Goden , niet om raken Is de grondt van uw besluit , 'T was uw lust dit huwlijck maken , Comt en voert de bruiloft uit .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.4	Harder die in lasten druckich Van 's Gelux genae bestort , O geluckich !	Emotion_Happiness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.5	Overluckich !	Emotion_Happiness
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.6	Hemel-hooch verheven wort !	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.7	Niet dat u een staf van gouwe Soeter voorstaet als een bloem , Maer dat ghij vereent in trouwe Met uw waerdich hartsen roem .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.8	Liefd koos , doen ghij wiert gebooren , U voor eygen uitgesocht , En den Hemel , al te vooren , Had sijn jonst u toegedocht .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.9	Alsmen bij uw wiech quam queelen , Soo bevallijck loecht gh'er in , Dat u , vaeck , om mee te speelen , Staelen watr ' en bosgodin .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.10	Corts daer nae begon te blijcken , ( Want de tijdt haest henen vaert , ) Dat ghij van uw tijts-gelijcken Meester , geen gelijck en waert .	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.11	T'hans , als d'eerste wol uw kaeken Vanden baert beschaeuwen dee , Harderinnen en ontstaeken Niet alleen maer Nymphen mee .	BodilyProcess_Love
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.12	Duisendt wenschten om uw paeren , Duisendt quijnden om uw min , Maer den hemel wild ' u spaeren Voor een groote Coningin .	Emotion_Love_Desire
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.13	Groote Goden niet om raken Is de grondt van uw besluit , Luste't u dit huwlijck maken ?	None
hoof001gran01_01.TEI.2.text.body.div.div.sp.5368.s.14	Voerdt met jonst de bruiloft uit .	Emotion_Benevolence
hoof001gran01_01.TEI.2.text.body.div.div.sp.5443.s.1	Liefd en Min aen een vertuyt , Beyde siel en lichaem-mengers , Heilighe ' oppervrientschap-strengers Salicht bruidegom en bruidt .	Emotion_BodilyProcess_Love
