meij001verl01_01.TEI.2.text.body.div.head.2412.s.1	De verloofde koninksbruidt , treurspel .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.2974.s.1	Och ja , daar komt hy aan Al aarzelende ; ik bid , verzuim niet hem te helpen , Eer batser onheil ons all ' t'zaam koome overstelpen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.2977.s.1	Ik ben bereidt , Mêvrouw ; waar bergh ik dit ghewaadt ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.2987.s.1	Neen , houw het aan , en toon een ysselijk ghelaat .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.2987.s.2	Mijn zoon zal waanen , dat zijn Ghrootvaâr komt beschikken , Daar hy te korte in schiet .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.2987.s.3	De vyandt zal verschrikken , En deizen , op 't ghezicht van zulk een vreemdt ghedrócht .	Fear_Emotion_BodilyProcess
meij001verl01_01.TEI.2.text.body.div.div.sp.2991.s.1	Welaan , pak u slechts wegh .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.2991.s.2	Uw ' voorslagh werd ' volbróght .	None
meij001verl01_01.TEI.2.text.body.div.div.head.2993.s.1	V. tooneel .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.2994.s.1	Fastarad , Trasimond , Alarik , Rey van ghewapende Dienaars , al vechtende , Ottomar in den schijn van een Gheest .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.2995.s.1	Trasimond	None
meij001verl01_01.TEI.2.text.body.div.div.sp.2997.s.1	Staat , schelmen , staat .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3004.s.1	Houdt stal , spitsbroeders ; niet te vlieden , Ziet daar mijns Ghrootvaârs schim , om ons de handt te bieden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3004.s.2	Schept moedt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3013.s.1	Gheen helsch ghespook , ófte onderaardsche gheest , Hoe wreedt van opzicht , die mijn ' kling in 't minste vreest , Ofte u voor my bevrijdt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3013.s.2	Valt aan , mijn ' trouwe knechten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3013.s.3	Bant alle schroom : mijn ' vuist zal zelf den gheest bevechten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3013.s.5	Houdt daar .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.3014.s.1	Nadat'er een wijl ghevochten , en Fastarad , met zijn ghezelschap , op de vlucht ghedreeven is : koomen Trasimond , en Alarik met hunne dienaars weeder te voorschijn .	None
meij001verl01_01.TEI.2.text.body.div.div.head.3016.s.1	VI .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.3017.s.1	Trasimond , Alarik , Rey van Dienaars .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3023.s.1	't Ghespuis is wel ghevlucht , Heer broeder , onder ghunst der nanacht ; maar ik ducht , Dat op eene uchtendtstondt , zo euvel , en verbólghen , Een vry verbólghener , en euv'ler dagh wil vólghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.3024.s.1	Alarik	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3033.s.1	Uw ' zórghe ontbeert gheen schijn , en 't voorspel duit niet ghoedts : Maar wapenenwe ons hart , met beukelaars , vol moedts , Waar op de nijdt , en haat , haar ' tanden stukken byten , En 't anstaand onheil zijn gheweldt vergheefs op slijte .	HeavyHeartedness_Worry_Emotion_Hatred_Envy_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.3053.s.1	Ik kreun 's my luttel , wat ons toeghrimt , nijdt , óft haat : Maar weet voor 't onheil , welk onz ' hoofden dreight , gheen raadt , Nócht hulp , en duik daarom , vermeesterdt , voor zijn ' plaaghen .	Emotion_Hatred_Envy_Anger
meij001verl01_01.TEI.2.text.body.div.div.sp.3053.s.2	De broederliefd ' , die wy elkanderen toedraaghen ; D'oprechte vriendschap , die mijn hart hecht aan uw hart , Maakt , dat de kleenste ramp , die u ghemoet , my smart , Die my ghemoet , u pijnt ; zodat alle onghelukken , Welke overkoomen u , óft my , ons beiden drukken .	Emotion_Love_Dedication_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.3053.s.3	Nu wil deez ' ghroote dagh bezaal'ghen u , óft my , Met een Vórstinnenecht , en dubb'le heerschappy ; En zo , ter steiler tóp van 't hooghst gheluk , verheffen , En weeder u , óft my , met zo veel onluks , treffen .	Emotion_Happiness_Unhappiness
meij001verl01_01.TEI.2.text.body.div.div.sp.3053.s.4	Wien onzer dit gheluk , ófte onluk valt te beurt ; Bey ploffenwe in verdriet , welk onze boezems scheurt .	Emotion_Happiness_BodyPart_BodilyProcess_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.3058.s.1	'k Beken , 't ghevaar dreight hardt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3058.s.2	Dóch , zo ik my darde uiten , My blinkt een licht toe , om iets raadzaams te besluiten , Tót weering , dat ons zulk een ramp niet overkoom ' .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3063.s.1	Ghy quetst onz ' broederliefde , en vriendschap , door die schroom .	Emotion_Love_Shame_Loyalty
meij001verl01_01.TEI.2.text.body.div.div.sp.3063.s.2	Spreek vryelijk , wat raadt uw ' gheest hebbe uitghevonden .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3075.s.1	Ghy weet , hoe vast an een onz ' zielen staan verbonden ; Hoe ik u meerder minne , als Hylas Herkules , Als Kastór Póllux , ófte Orestes Pylades Ooit heeft bemindt : zodat uw ' weederspoên my deeren , Ghelijk u zelfs .	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.3075.s.2	Dies woude ik , om de buy te keeren , Die , zwanger van verdriet , ons beid ' hangt over 't hoofdt , Door 't ghroots gheschenk , welk een van bey slechts staat beloofdt , Dien kóstelijken schat , in twee gheschenken , scheiden , En , met de helft , verzien een yder van ons beiden .	Emotion_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.3083.s.1	'k Omhels met u een raadt , zo heilzaam en zo schoon , Ik schift dat ghroots gheschenk , en ruim u vaders troon ; Laat my , in teeghendeel , Mathilde slechts ghebeuren , En mijn vernoeghdt ghemoedt zal zich ghelukkigh keuren .	Joy_Emotion_EmotionalAction_Happiness_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.3086.s.1	Helaas !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3089.s.1	Hoe dus , baart u mijn anbódt droeffenis ?	Emotion_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.3092.s.1	Ghy noemt het bieden , daar het waarlijk kiezen is .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3095.s.1	Ik draagh u immers op de Britsche Koninkryken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3099.s.1	En deelt voor u een schat , daar by niet te ghelyken , En daar 'k alleen na haak .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3102.s.1	Wat 's dat ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3102.s.2	Mathilde ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3108.s.2	zy Is 't zelf , voor wiens ghenót , ik vaders heerschappy U woude opófferen : maar ghy zijt voor my vaerdigh Gheweest in 't kiezen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3111.s.1	Hoe , acht ghy haar dan zo waerdigh ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3114.s.1	Acht ghyze minder ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3118.s.1	Ik beken ; zy eevenaart Het prachtighst koningdom .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3121.s.1	Ja all ' die van der aard ' .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3124.s.1	Ghy mint haar dan ?	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.3136.s.1	En ghy , ghy mint haar van ghelyken ?	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.3136.s.2	Zie daar de donderslagh , waar onder ik bezwyke !	BodilyProcess_Love_Despair
meij001verl01_01.TEI.2.text.body.div.div.sp.3136.s.3	Ik hoopte , dat de ghlants , welke uit de rijkskroon straalt , Verschuilt zou hebben die , daar haar ghelaat meê praalt , Voor uw ghezicht .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3136.s.4	Maar ( ach ! ) 'k staa in mijn ' hoop bedrooghen ; En 't zonnelicht , welk haar ten ghóddelijken ooghen , En anschijne , uitblinkt , heeft zich meê , voor uw ghemoedt , Ten toon ghesteldt , en 't hart ontvonkt , met minneghloedt .	Emotion_BodyPart_BodilyProcess_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.3136.s.5	O onmeêdooghend lót !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3139.s.1	Hoe langer , hoe verwoeder !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3144.s.1	Mijn broeder , 'k zagh ' er door , en waart ghy niet mijn broeder .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3150.s.1	Ach broeder , en met een mijn meedevryer !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3150.s.2	ach !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3150.s.3	Waar hólt dit heenen !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3150.s.4	wat bescheert ons deeze dagh !	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3153.s.1	Ach broederliefde , is dit een aanvang , waar wil 't enden !	Emotion_Love_Loyalty
meij001verl01_01.TEI.2.text.body.div.div.sp.3157.s.1	Ach vrouwemin , wat sleeptghe een staert na van ellenden !	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.3157.s.2	Hoe strijdt ghy t'zamen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3157.s.3	wie bevecht hier d'overhandt ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3174.s.1	De broederliefde 't veldt ruim ' , voor de minnebrandt .	Emotion_BodilyProcess_Love_Loyalty
meij001verl01_01.TEI.2.text.body.div.div.sp.3174.s.2	Want , als een schoonheidt heeft vermeesterdt 's minnaars zinnen , Zo hy haar laat , hy heeft gheen moedt , nócht weet van minnen .	Emotion_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.3174.s.3	Mathilde blaakt ons hart ; men staa na haar bezit : En wijl men niet , dan op den troon , beschiet dat wit , Men streeve na den staf .	BodyPart_BodilyProcess_Love_Despair
meij001verl01_01.TEI.2.text.body.div.div.sp.3174.s.4	Die zucht wil heerlijk ghlooren , Om haar ghenót ghesmoordt , om haar ghenót herbooren : En vaders kroon , voor haar eerst rustigh afghestaan , Lókt ons , omz ' haar op 't hoofdt te zetten , weeder aan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3182.s.1	Men doel vry hoogher aan : zodat , eer 't zonlicht daale , Zo wel de broederliefde , als minzucht , zeeghepraale .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3182.s.2	Laat zy , om pal te staan , als onbeweeghb're róts , Mathildes min ten spijt , en vaders kroon ten tróts , Met zulk een hechten knoop onz ' harten samenbinden , Dat elk , in 's broeders luk , zijn eighen luk magh vinden .	Emotion_Happiness_Love
meij001verl01_01.TEI.2.text.body.div.div.sp.3185.s.2	zult ghy 't konnen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3191.s.2	vernoegh u , dat ik 't wil .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3191.s.3	Mijn reeden zal mijn hart vermeest'ren , dat het stil Zal zwichten ; ófte ik zal 't verlooch'nen , zo 't daar teeghen Dart kikken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3194.s.1	'k Vólgh u , op dat spoor , vol heil , en zeeghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3200.s.1	Men onderschoore voorts , met eeden , dit besluit , Voor 't aanghezicht der Ghoôn .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3203.s.1	Hunn ' ghoedheidt voere 't uit .	None
meij001verl01_01.TEI.2.text.body.div.div.p.3205.s.1	Einde des eersten Bedrijfs .	None
meij001verl01_01.TEI.2.text.body.div.head.3209.s.1	Tweede bedryf .	None
meij001verl01_01.TEI.2.text.body.div.div.head.3210.s.1	I. tooneel .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.3211.s.1	Mathilde , Atelstan , Leeuwenbald .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.3212.s.1	Mathilde	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3217.s.1	Indien de Vórsten van dit Rijk zich , by mijn ' Heeren , Vervoeghen , om den staat des Dwinglandts om te keeren , 't Voorspelt ons d'overhandt , en d'aanvang , zo vol spoedts , Beloofdt onz ' anslagh in zijn ' uitslagh alles ghoedts .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.3218.s.1	Leeuwenbald	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3234.s.1	En twijffelt gheensins an hunn ' trouw , en ghoê gheneeghenheidt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3234.s.2	Zo haast hadde ik , mijn Vórst , hen allen de gheleeghenheidt Van uwe ontkooming , met uw ' trouwen voesterheer , Uit 's Dwinglandts klaauwen , niet ontdekt ; en hoeghe u neêr , In 't Kaledoonsche hóf , had zo bedekt ghegheeven ; Dat niemandt twijffelde , óf ghy waart gheraakt om 't leeven , Toen uw Heer Vader sneefde , en al zijn hófghezin ; En hoe ghy nu ten hoof waart , met uw ' koningin , Ghekoomen , neevens 't puik van haare Hovelingen , Om uwen scepterstaf den Dwingelandt t'ontwringen : Of elk van yver blaakte , op uw ghebódt bereidt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3234.s.3	Laat zy nu , onder uw manhaftigh krijghsbeleidt , Den wegh u baanen , om ter zeetel op te steigheren .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.3235.s.1	Atelstan	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3248.s.1	't Waar reukeloosheidt , hunn ' gheboden ' hulp te weigheren ; Maar zy dient wel besteedt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3248.s.2	Men kavele dan tijdt , En houde een waakend ooghe in 't zeil .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3248.s.3	Ghy daarom vlijdt U stil in 't hóf , en past naauwkeurigh af te meeten All ' 's Dwinglandts toelegh , om ons dat te laaten weeten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3248.s.4	Wy willen ghâ slaan , wat zijn ' ghemaalinne brouwt ; Die ( zo men mompelt ) zich , dóch vrucht'loos , heeft verstout Zijn tweelingzoonen , op hunn ' slaapkoets , te bespringen , Om , door hunn ' doodt , haar ' zoon in mijnen troon te dringen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3248.s.5	Uit zulk ghewoel kon licht voor ons een kans ontstaan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3251.s.1	Ik vólgh uw ' last , en dienze ons eedtghenootschap aan .	None
meij001verl01_01.TEI.2.text.body.div.div.head.3253.s.2	Tooneel .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.3254.s.1	Mathilde .	None
meij001verl01_01.TEI.2.text.body.div.div.stage.3254.s.2	Atelstan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3260.s.1	Zo raakt des Dwinglandts troon , van 't wagghelen , en sidderen , An 't zinken , ondermijndt door zo veel braave Ridderen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3260.s.2	'k Beklaagh mijn ' moeite niet , maar hou die vol betaaldt , Als maar onze anslagh , op uw ' vyandt , zeeghepraalt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3269.s.1	Wat 's dit , mijn Prins ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3269.s.2	vindt ghy dan stóf van klaaghen , Daar 't alles komt , na wensch , voorspoedigh te beslaaghen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3272.s.1	Daar schort het niet .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3275.s.1	Wat maakt u dan dus droef te moê ?	HeavyHeartedness_Emotion_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.3288.s.1	Mijn ' Koningin , 't gheluk lacht ons zeer vriend'lijk toe , En , zo dat wuft ghelaat niet staat ghezindt te keeren , Vereevenaart haar ' ghonst volkoomen ons begheeren .	Emotion_Desire
meij001verl01_01.TEI.2.text.body.div.div.sp.3288.s.2	Maar eevenwel hangt , aan dit zoet , veel bitters vast .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3288.s.3	Ik steek in diepe schuldt , welke aanghroeit , en zo wast , Dat ik gheen raadt zie , om daar immer uit te raaken .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3291.s.1	Wie 's maghtigh , u tót zulk een schuldenaar te maaken ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3305.s.1	't Is eene , die , vol ghonst , in 't barnen myner noodt , Zich mijns erbarmt , en my ontfaân heeft , in haar ' schoot .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3305.s.2	't Is eene , die haar ghoedt , en bloedt , nóch op wil zetten , Om my te kroonen , en den Dwinglandt te verpletten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3305.s.3	't Is eind'lijk eene , voor wiens schoont ' ghebooghen light Mijn minziek hart , vol schaamt , dat ik zo hoogh 't ghezicht Hief , zonder voorspraak van verdiensten ; en de haare Aan my zo veele zijn , dat , om die t'eevenaaren , Al overleefde ik zelfs een tallooze eeuwenry , Mijn ' maght niet toelangt : Daar mijn ' dienst , mijn ' slaverny Moest , om tót weedermin haar ' ziel te zien gheneeghen , 't Gewicht dier ghroote ghonst oneind'lijk overweeghen .	Emotion_BodyPart_Love_Shame
meij001verl01_01.TEI.2.text.body.div.div.sp.3308.s.1	Mijn Prins , stel u gherust : 'k weet voor uw ' quelling raadt .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3311.s.1	Ghy mist , Mêvrouw ; vermits 't uw ' maght te boven ghaat .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3314.s.1	Ben ik 't niet , wien ghy nooit haar ' weldaân kont verghelden ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3317.s.1	Ghy zijt het zelf .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3320.s.1	Heb ik gheen maght u quijt te schelden ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3323.s.1	O ja .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3326.s.1	Wat is 't , dat uw ' gheneezing dan belet ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3329.s.1	Uw ' quijting ( laas ! ) op nieuws mijn ' quelling scherpt , en wet .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3332.s.1	Hoe kan dat zijn ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3335.s.1	Mits zy mijn ' schulden komt verghrooten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3338.s.1	Zy wischt die uit , als óf voldoening waar ghenooten .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3346.s.1	Wel , by die quijtscheldt , maar , by dien men quijtscheldt , niet .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3346.s.2	Een ' hooghghebooren ' ziel schaft niet alleen verdriet Te hebben weldaân , met gheen weldaân , weêr vergholden ; Maar , van die weldaân , zelf te worden quijtghescholden : Mits , by de weldaân , die hem reets zijn toeghebraght , Hy dat quijtschelden , voor een nieuwe weldaadt , acht .	Emotion_Sadness
meij001verl01_01.TEI.2.text.body.div.div.sp.3349.s.1	Wen ik u niet , wie zal u om betaaling quellen ?	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3356.s.2	mijn gheweeten zal my staâgh voor ooghen stellen , Wat ik u schuldigh ben , en niet betaalen kan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3356.s.3	Te diep staan in mijn ' borst d'indrukselen daar van ....	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3356.s.4	Maar ....	None
meij001verl01_01.TEI.2.text.body.div.div.stage.3359.s.1	Ghrimoald , Mathilde , Atelstan .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.speaker.3360.s.1	Ghrimoald	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3381.s.1	Nademaal mijn ' keur een mijner tweelingzoonen U zal , Mêvrouw , ten man , en koning van twee kroonen , Van daghe , erweelen : en , door d'ondervinding , werdt Gheleerdt , hoe hardt dat valt , voor 't maaghdelijke hart , Een bruîghom , teeghen heugh en meugh , door dwang , ghenomen : Zo ben ik , eer 'k , voor 't hóf , mijne uitspraak doe , ghekomen Om t'onderstaan , tót wien van tweên uw ' zinlijkheidt Moght hellen : open dies , vry onbeschroomdt , hoe 't leidt By u gheschooren , ik wil , om u te vernoeghen , Schoon tot des oudsten schâ , my na uw ' lusten voeghen .	None
meij001verl01_01.TEI.2.text.body.div.div.sp.3391.s.1	Vermits , ghelijk ghy zeght , door d'ondervinding , werdt Gheleerdt , hoe hardt dat valt , voor 't maaghdelijke hart Een bruîghom , teeghen heugh en meugh , door dwang , ghenomen : Zo wil , ten einde my die ramp niet overkoome , Ik onbeschroomdelijk u openen , hoe 't leidt By my gheschooren .	None
