focq001mini02_01.TEI.2.text.body.div.head.227.s.1	De min in 't Lazarus-huys .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.801.s.2	is dit bedrog ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.801.s.3	en noemt gy het dan haten Om uwe liefde , Land , en Ouders te verlaten ?	Emotion_Hatred
focq001mini02_01.TEI.2.text.body.div.div.sp.801.s.4	En Eer , ja leven zelfs , te stellen in uw hand ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.801.s.5	Is dit d'ontrouwigheid die gy my steld tot schand ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.810.s.1	Geen reden , Isabel !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.810.s.2	kan myn geloof verbreeken Van uw bedrog : Vermits dat ik uw vlucht eer reeken Te zyn veroorzaakt , uit een haat tot Constantyn , ( Met wien gy vreesde haast door dwang getrouwt te zyn ) Dan wel uit liefde daar gy my meê kost verleyen .	Fear_Emotion_Hatred_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.822.s.2	dees beschuldiging meld my uw schelmeryen : 't Is waar , Verrader !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.822.s.3	dat de min van Constantyn My ( spyt myn 's Vaders dwang ) noit kon dan haatlyk zyn .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.822.s.4	Maar wat was d'oorzaak van dit haatlyk tegenstreven ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.822.s.5	Was 't niet , om dat ik u myn hart al had gegeven ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.822.s.7	myn Leonard , wat onrecht doet gy my Door dees uw achterdocht ?	Suspicion_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.822.s.8	myn Ziel !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.822.s.9	zet die ter zy , En keer my toch weer toe uw minnelyke oogen , Zo gy de tranen , die ik uitstort , op wild droogen .	BodilyProcess_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.829.s.1	Weg met uw tranen , weg met uw geveinsde min ; Maar geef my daadlyk de Juweelen , die gy in Uw kleederen verbergt , en al de rest met eenen , Die voor een dag of twee , gy my liet zien te Rheenen .	Emotion_BodilyProcess_Love_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.833.s.2	myn Juweelen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.838.s.1	Ja , op dat gy ze op de straat , Of in de Herberg , u die niet ontstelen laat .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.842.s.1	Waar toe begeert gy die ?	Emotion_Desire
focq001mini02_01.TEI.2.text.body.div.div.sp.846.s.1	'k Zal 't u daar na ontknoopen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.850.s.1	Is licht ons gelt verteert , dat gy die wilt verkoopen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.854.s.1	Neen , ik begeer die slechtt om dat ik ze begeer .	Emotion_Desire
focq001mini02_01.TEI.2.text.body.div.div.sp.858.s.1	Verkoop indien gy wilt dees Krop-boot dan veel eer .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.862.s.1	Neen : geef my alles hier .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.867.s.2	alles ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.872.s.1	Zonder praten , Geef op .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.876.s.2	myn Vrind , gy wilt my licht verlaten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.880.s.1	Dit tegen-prevelen zal u niet wel vergaan .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.885.s.2	myn Leonard , wat heb ik u misdaan ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.885.s.3	Zyn dees Juweelen u , zo wel als my niet eigen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.890.s.1	Verraderes , zo ist , dat gy uw loon zult krygen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.890.s.2	Onkuysche , geef my hier , al wat gy hebt .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.896.s.1	Hoe nu : Onkuysche ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.896.s.4	kryg ik dees naam van u ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.896.s.5	Myn waarde Bruidegom !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.901.s.1	Ik wil die naam niet hooren : Geef uw Juweelen , of dees Pook zal u doorbooren .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.905.s.1	Daar zyn zy ; Hemel , ach !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.905.s.2	nu zien ik u noit weer .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.909.s.1	Sa , daadlyk , geef de rest .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.913.s.1	Myn lief , ik heb niet meer .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.917.s.1	Uw Reis-rok , met uw Keurs , schud uit , en zonder spreken .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.921.s.2	Keurs - en Reys-rok , Lief ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.926.s.1	Dees hand zal u doorsteken , Maakt gy het minst gerucht , en gy niet alles geeft .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.932.s.2	myn hart dat klopt , myn lichaam lilt en beeft Van enkle schrik .	Fear_Emotion_BodyPart_BodilyProcess
focq001mini02_01.TEI.2.text.body.div.div.sp.936.s.1	Schud uit , tot 't hembd toe , al uw Kleeren .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.940.s.1	Waar wil dit heen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.944.s.1	Schud uit , eer ik begin te zweeren .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.948.s.1	Daar hebt gy 't al : helaas !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.948.s.2	wat wilt gy nu , myn hart ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.952.s.1	Ik heb genoeg : vaar wel : denk eens om Leonard .	None
focq001mini02_01.TEI.2.text.body.div.div.head.954.s.1	Vierde tooneel .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.speaker.957.s.1	Isabella alleen , in haar onder-kleeren .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.984.s.1	Verrader , gaat gy my zo trouweloos begeven !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.984.s.2	Keer weer , keer weer , en neem met eene tog myn leven ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.984.s.3	Wyl gy my alles , daar 'k van leven zou ontneemt : Ach !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.984.s.4	ik rampzalige !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.984.s.5	dus arm , en naakt , en vreemt , Wat droever ongeval zie ik thans voor myn oogen !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.984.s.6	Maar , schoon dat my dien schelm dus deerlyk heeft bedroogen , 't Is my noch troost genoeg , schoon hy myn schatten stal , Dat hem myn liefde , noch myn hart niet volgen zal .	Emotion_BodyPart_Love
focq001mini02_01.TEI.2.text.body.div.div.sp.984.s.7	Want schoon dat ik met hem , myn Ouders , Huys , en Vrinden , Ontvloden ben , geen min ( vermits ik nooit beminde ) Gaf my daar oorzaak toe , maar enkle afschrik van Een Minnaar , die men my wouw geven tot een man .	Emotion_Disgust
focq001mini02_01.TEI.2.text.body.div.div.sp.984.s.8	Dees dwang alleenig dan die porde my te vluchten : Hoewel daar door gebracht tot zwaarder ongenuchten , Want hoe het een bedrog door 't ander word betaalt , Dat ziet men hier in my na 't leven afgemaalt , Mits ik die zotheid van dien afkeer nu moet boeten ; Waar door dat ik een man , die eertyds aan myn voeten Uit eerbied ley geknielt , te schendig heb veracht .	Emotion_EmotionalAction_Awe_Disgust
focq001mini02_01.TEI.2.text.body.div.div.sp.984.s.9	Maar laas !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.984.s.10	waar zal ik heen in 't vallen van de nacht , Dus naakt , en onbekend ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.984.s.11	wat zullen die my vinden Van my gelooven ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.984.s.13	hoe gaat gy dus verzwinden Myn Rykdom , Staat en Eer die ik zo haast verloor , Door zotte koppigheid .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.984.s.14	Maar zagt , my dunkt ik hoor Al volk : Ik zal my hier een weinig neder zetten .	None
focq001mini02_01.TEI.2.text.body.div.div.head.986.s.1	Vyfde tooneel .	None
focq001mini02_01.TEI.2.text.body.div.div.stage.988.s.1	Joris-vaar , Valerius , Klaasje , Marten , Isabella .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.speaker.990.s.1	Joris-vaar .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.992.s.1	'k Beloof u , van op hem in alles wel te letten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.998.s.1	Maar zou 't niet nodig zyn , dat men zo dra men kon Voor hem een zeekre soort van tegen-gist verzon , En dat men hem te met wat dee medicineeren ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1005.s.1	'k Zal met den Doctor daar eens over consuleeren .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1005.s.2	Maar wyl hy menigmaal puur dol is als gy zegt , Zal 't goet zyn , dat men hem aan ysre Keetens legt , Op dat hy door zyn quaal al d'and're niet verhindert .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1013.s.1	Terwyl dat nu de maan vast alle daag vermindert , Waar mee , gelyk gy weet , de zotheid ook vergaat , Zo is 't niet noodig , dat men hem noch binden laat ; Maar laat hem nu slechts in de lange Rok wat loopen , Tot dat men zie wat goets men uit hem heeft te hoopen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1017.s.1	Zeer wel ; maar hoe 's zyn Naam ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1022.s.1	Zyn naam is Karel .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1027.s.1	En Waar is hy toch van daan ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1031.s.1	Van Utrecht .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1038.s.1	Ik beken , Dat ik hem eerst had voor een Delvenaar genomen , Vermits my uit die Plek veel luy bezoeken komen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1038.s.2	Maar wat was zyn bedryf ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1038.s.3	en wat is 't voor een geest ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1043.s.1	Hy is voor dezen een geleert Student geweest , Doch al te vuurig in de boeken .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1048.s.1	Na uw meenen , Komt het hem daar van daan ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1052.s.1	En van wat min met eenen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1057.s.1	Zo is zyn zotheid dan een dubbelt quaad , alzo 't Van Jonker Pluto komt , en Monsieur Cupido .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1062.s.1	Gewislyk , elk alleen , is machtig , om by tyen , De wyste man het hooft op stelten te doen ryen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1067.s.1	Ja , d'overdaat , zo wel in studie , als in min , Berooft ons het verstand , en blaast ons zotheid in .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1072.s.1	Hoe veel te meer dan , als die twee te zamen komen , Word door de dubble kracht de reden ons ontnomen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1078.s.1	Zie hier , daar ziet g'er twee , die door die zelfde kracht , Ook zot geworden , laatst my meê zyn t'huys gebracht : Schoon zy te naaste by daar van nu zyn genezen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1082.s.1	Wat zyn zy ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1094.s.1	't Plachten eer geleerde luy te wezen , Maar al te diep verwart door haar Philosophie , Wierd elk van haar zo zot , voor 't minst , als andre drie , Doch eind'lyk , door de zorg , die voor haar is gedragen , Ziet men haar zelden meer in d'oude zotte vlagen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1094.s.2	Zo dat ik hen gebruik , in 't passen op de Poort , En in om boodschappen te loopen , en zo voort .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1094.s.3	Kom Klaasje , kom eens hier .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1098.s.2	ik begin te vrezen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.speaker.1100.s.1	Klaasje .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1102.s.1	Hier ben ik .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1106.s.1	Dat 's een zeun .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1112.s.1	Dat loof ik kan niet wezen ; Vermits ik met myn Vaâr gansch niet recipocreer , Want die is lang al doot , ik ben geen zeun dan meer .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1116.s.1	Ik hoor zyn Logica .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1121.s.1	En jy Me-Jonker Marten !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1121.s.2	Jy bent een Edelman .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.speaker.1123.s.1	Marten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1126.s.1	Zo slechts myn moer geen parten Gespeelt heeft met een Boer , terwyl ik wierd gemaakt .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1131.s.1	Dees is den Adeldom zo zeer in 't hooft geraakt , Dat hy zich schier van 't bloed van Held Achilles rekent .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1135.s.1	Ik heb hun beyder soort van zotheid al getekent .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1139.s.1	Maar zeg eens Joris-vaar , het Vuur , is 't kout of heet ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1143.s.1	Kout is het altyd niet .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1150.s.1	Hoe droes of hy dat weet ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1150.s.2	En waar of hy de kracht van 't vuur zo wel geleert heeft ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1150.s.3	Of is 't , om dat hy 't door een Brantmerk geprobeert heeft ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1154.s.1	Jouw Gauwdief !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1154.s.2	als je bend .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1160.s.1	Ha ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1160.s.2	ha , wel Joris-vaar !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1160.s.3	Daar heeft hy u gehad .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1160.s.4	Maar zie wat Vrouw zit daar Gints op de straat ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1165.s.1	Ik wed 't zal Sinte Tisbe wezen , Die om haar Pyramus is uit de doot verrezen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1174.s.2	na dat ik merk , zo heeft men my gezien , Nu is het al te laat , om hier van daan te vliên : 't Zal best zyn , dat ik door myn zuchten , en myn klagen Doe blyken , dat men my heeft al myn goet ontdragen , Of ik noch licht'lyk in 't meêdogend Amsterdam , In dit myn ongeluk , of troost , of hulp bequam .	EmotionalAction_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.1178.s.1	Zeg vrouw-mensch sta eens op , wat zit gy hier te stenen ?	EmotionalAction_Sadness
focq001mini02_01.TEI.2.text.body.div.div.sp.1183.s.1	ô Hemel !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1183.s.2	wil my wraak op dezen schelm verleenen , Die met myn kleeren my zo veel juweelen stal .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1187.s.1	Wy komen recht te pas .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1191.s.1	Ik kenze wel ; ze is mal .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1196.s.1	Ach ongelukkige !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1196.s.2	noch nauwlyks hier gekomen , Word u op eenen sprong , al wat gy hebt ontnomen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1200.s.1	ô Schepsel !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1204.s.1	Wat is dit ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1209.s.1	Houd u een weinig stil .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1213.s.1	En waarom dat ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1217.s.1	Om dat ik u eens zoenen wil .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1221.s.1	Staat af van my , gy Fiel !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1225.s.1	Ik ken dit zotte wezen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1229.s.1	Kom Susje !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1229.s.2	sta jy op , en wild voor ons niet vrezen .	Fear_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.1234.s.2	is ter wereld dan geen meer erbarmenis , Voor een die al haar goed terstont ontstolen is ?	Emotion_Compassion
focq001mini02_01.TEI.2.text.body.div.div.sp.1239.s.1	Indien 't haar harssens zyn , daar zy van leyd te praten , Zo zweer ik dat men haar heel weinig heeft gelaten .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1244.s.1	Acht duizent Kroonen , was voor 't minste de waardy , 't Geen in Juweelen men ontstolen heeft van my .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1249.s.1	Ik hoor wel uit de Text waar op haar zinnen speelen , Dat dees haar zotheit spruit uit Rykdom en Juweelen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1254.s.1	Dat hebje wel gevat , ik ken haar heele staat , Houd haar om mynentwil van nacht slegts van de straat .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1258.s.1	Za jongens , pak haar aan , en leyd haar dan na binnen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1262.s.2	ga jy mee .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1267.s.1	Kom aan myn kind van minnen , Tree zagjes voort .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1272.s.1	Waar heen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1272.s.2	wat wilt gy met my doen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1272.s.3	Laat los , gy Fielen !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1272.s.4	los .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1277.s.1	Gans bloed !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1277.s.2	dat was een zoen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1282.s.1	Hoe vrou-mensch , sla je my ? 'k zweer , ik zal jou die parten Vorleeren , kom je t'huis .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1287.s.1	Zeg dat je Sinte Marten Of van zyn Maagschap , bent .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1291.s.1	Die ben ik , maar te Paard .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1297.s.1	Indien gy , die gy zegt , of van zyn Vrinden waatd , Zo zoud gy zo barbaars en wreed niet met my leven ; Maar zoud my eer de helft van al uw kleeren geven .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1303.s.1	Kom Dochter , gaa jy slechts , men zal u , hebt gedult , Ter plaatse brengen daar gy kleeren krygen zult .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1303.s.2	Kom gaa , waar wacht gy na ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1303.s.3	gy hebt hier niet te vrezen .	Fear_Emotion
focq001mini02_01.TEI.2.text.body.div.div.sp.1307.s.1	'k Zeg andermaal ga voort ; het zal niet anders wezen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1311.s.1	Wel wat zal dit dog zyn ; waar brengt gy my hier in ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1315.s.1	Gaa slechts , gy zult het zien .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1320.s.1	Sa , Neegersche Heydin !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1320.s.2	Tree in 't Gevangen-huys .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1325.s.2	ben ik dan gevangen ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1325.s.3	Wat heb ik toch misdaan ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1329.s.1	Ga slechts , gy zult niet hangen .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1334.s.1	Laas !	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1334.s.2	is dit helpen die , die men het zyn ontnam .	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1334.s.3	Zyn dit de deugden van 't barmhertig Amsteldam ?	None
focq001mini02_01.TEI.2.text.body.div.div.sp.1338.s.1	Des Stads Barmhertigheid zal u tot voordeel komen .	None
